PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101579,2017-11-01T00:00:00Z,19.9220,130.1260,,,26.42,0.5,311,15,-0.242,-0.123,011199171111
2101579,2017-11-01T00:01:00Z,19.9223,130.1263,26.38,0,,,,,,,011117999999
2101579,2017-11-01T00:30:00Z,19.9186,130.1222,26.39,0,,,,,,,011117999999
2101579,2017-11-01T01:00:00Z,19.9164,130.1156,26.41,0,,,,,,,011117999999
2101579,2017-11-01T01:30:00Z,19.9163,130.1113,26.49,0,,,,,,,011117999999
2101579,2017-11-01T02:00:00Z,19.9162,130.1069,26.55,0,,,,,,,011117999999
2101579,2017-11-01T02:30:00Z,19.9162,130.1018,26.55,0,,,,,,,011117999999
2101579,2017-11-01T03:00:00Z,19.9170,130.0950,,,26.58,0.5,311,15,-0.189,-0.046,011199171111
2101579,2017-11-01T03:00:00Z,19.9167,130.0960,26.6,0,,,,,,,011117999999
2101579,2017-11-01T03:30:00Z,19.9159,130.0910,26.61,0,,,,,,,011117999999
2101579,2017-11-01T04:00:00Z,19.9154,130.0864,26.61,0,,,,,,,011117999999
2101579,2017-11-01T04:30:00Z,19.9147,130.0842,26.62,0,,,,,,,011117999999
2101579,2017-11-01T05:00:00Z,19.9134,130.0843,26.62,0,,,,,,,011117999999
2101579,2017-11-01T05:30:00Z,19.9132,130.0861,26.66,0,,,,,,,011117999999
2101579,2017-11-01T06:00:00Z,19.9130,130.0870,,,26.66,0.5,311,15,-0.077,-0.072,011199171111
2101579,2017-11-01T06:00:00Z,19.9130,130.0870,26.67,0,,,,,,,011117999999
2101579,2017-11-01T06:30:00Z,19.9116,130.0875,26.68,0,,,,,,,011117999999
2101579,2017-11-01T07:00:00Z,19.9089,130.0871,26.68,0,,,,,,,011117999999
2101579,2017-11-01T07:30:00Z,19.9090,130.0873,26.69,0,,,,,,,011117999999
2101579,2017-11-01T08:00:00Z,19.9071,130.0855,26.7,0,,,,,,,011117999999
2101579,2017-11-01T08:30:00Z,19.9041,130.0818,26.7,0,,,,,,,011117999999
2101579,2017-11-01T09:00:00Z,19.9030,130.0790,,,26.67,0.5,311,15,-0.198,-0.103,011199171111
2101579,2017-11-01T09:00:00Z,19.9029,130.0794,26.69,0,,,,,,,011117999999
2101579,2017-11-01T09:30:00Z,19.9020,130.0758,26.68,0,,,,,,,011117999999
2101579,2017-11-01T10:00:00Z,19.9005,130.0727,26.68,0,,,,,,,011117999999
2101579,2017-11-01T10:30:00Z,19.8983,130.0678,26.63,0,,,,,,,011117999999
2101579,2017-11-01T11:00:00Z,19.8981,130.0627,26.62,0,,,,,,,011117999999
2101579,2017-11-01T11:30:00Z,19.8941,130.0558,26.58,0,,,,,,,011117999999
