PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5201581,2017-11-01T00:00:00Z,7.8570,127.9038,30.61,0,,,,,,,011117999999
5201581,2017-11-01T01:00:00Z,7.8574,127.9036,35.73,0,,,,,,,011127999999
5201581,2017-11-01T02:00:00Z,7.8582,127.9034,35.93,0,,,,,,,011127999999
5201581,2017-11-01T05:00:00Z,7.8602,127.9024,35.47,0,,,,,,,011127999999
5201581,2017-11-01T07:00:00Z,7.8612,127.9032,33.94,0,,,,,,,011127999999
5201581,2017-11-01T09:00:00Z,7.8582,127.9048,29.6,0,,,,,,,011117999999
5201581,2017-11-01T11:00:00Z,7.8562,127.9050,29.23,0,,,,,,,011117999999
5201581,2017-11-01T12:00:00Z,7.8560,127.9042,29.3,0,,,,,,,011117999999
5201581,2017-11-01T13:00:00Z,7.8564,127.9026,29.23,0,,,,,,,011117999999
5201581,2017-11-01T14:00:00Z,7.8566,127.9008,29.39,0,,,,,,,011117999999
5201581,2017-11-01T16:00:00Z,7.8586,127.8994,28.95,0,,,,,,,011117999999
5201581,2017-11-01T17:00:00Z,7.8608,127.8992,28.68,0,,,,,,,011117999999
5201581,2017-11-01T18:00:00Z,7.8632,127.8986,28.62,0,,,,,,,011117999999
5201581,2017-11-01T19:00:00Z,7.8652,127.8960,28.14,0,,,,,,,011117999999
5201581,2017-11-01T20:00:00Z,7.8662,127.8956,28.36,0,,,,,,,011117999999
5201581,2017-11-01T21:00:00Z,7.8666,127.8956,28.57,0,,,,,,,011117999999
5201581,2017-11-01T22:00:00Z,7.8664,127.8954,28.38,0,,,,,,,011117999999
5201581,2017-11-01T23:00:00Z,7.8654,127.8960,28.07,0,,,,,,,011117999999
5201581,2017-11-02T00:00:00Z,7.8646,127.8966,30.25,0,,,,,,,011117999999
5201581,2017-11-02T01:00:00Z,7.8680,127.9372,34.25,0,,,,,,,011127999999
5201581,2017-11-02T02:03:00Z,7.9036,127.9182,31.12,0,,,,,,,011127999999
5201581,2017-11-02T03:00:00Z,7.9854,127.8760,34.48,0,,,,,,,014427999999
5201581,2017-11-02T05:00:00Z,8.1300,127.8012,32.05,0,,,,,,,014427999999
5201581,2017-11-02T06:00:00Z,8.2064,127.7632,32.65,0,,,,,,,014427999999
5201581,2017-11-02T07:00:00Z,8.2824,127.7300,31.35,0,,,,,,,014427999999
5201581,2017-11-02T08:00:00Z,8.3564,127.6994,29.74,0,,,,,,,014417999999
5201581,2017-11-02T09:00:00Z,8.3686,127.7054,29.37,0,,,,,,,011117999999
5201581,2017-11-02T10:00:00Z,8.3664,127.7048,29.16,0,,,,,,,011117999999
5201581,2017-11-02T11:00:00Z,8.3656,127.7054,29.12,0,,,,,,,011117999999
5201581,2017-11-02T12:00:00Z,8.3662,127.7042,29.11,0,,,,,,,011117999999
5201581,2017-11-02T13:00:00Z,8.3668,127.7048,28.88,0,,,,,,,011117999999
5201581,2017-11-02T14:00:00Z,8.3670,127.7032,28.76,0,,,,,,,011117999999
5201581,2017-11-02T15:00:00Z,8.3674,127.7012,28.88,0,,,,,,,011117999999
5201581,2017-11-02T16:00:00Z,8.3674,127.6998,28.33,0,,,,,,,011117999999
5201581,2017-11-02T17:00:00Z,8.3916,127.6850,28,0,,,,,,,011117999999
5201581,2017-11-02T18:00:00Z,8.4524,127.6616,27.74,0,,,,,,,014427999999
5201581,2017-11-02T19:00:00Z,8.5202,127.6284,27.41,0,,,,,,,014427999999
5201581,2017-11-02T21:00:00Z,8.6564,127.5498,27.8,0,,,,,,,014427999999
5201581,2017-11-02T22:00:00Z,8.7402,127.5028,27.55,0,,,,,,,014427999999
5201581,2017-11-02T23:00:00Z,8.8174,127.4624,29.37,0,,,,,,,014417999999
5201581,2017-11-03T00:00:00Z,8.9044,127.4482,30.3,0,,,,,,,014417999999
5201581,2017-11-03T02:00:00Z,8.9094,127.4474,32.44,0,,,,,,,011127999999
5201581,2017-11-03T03:00:00Z,8.9486,127.3696,30.37,0,,,,,,,014417999999
5201581,2017-11-03T04:00:00Z,8.9646,127.3688,31.64,0,,,,,,,011127999999
5201581,2017-11-03T05:00:00Z,8.9640,127.3688,29.05,0,,,,,,,011117999999
5201581,2017-11-03T06:00:00Z,8.9642,127.3702,30.2,0,,,,,,,011117999999
5201581,2017-11-03T07:00:00Z,8.9638,127.3702,30.05,0,,,,,,,011117999999
5201581,2017-11-03T08:00:00Z,8.9636,127.3704,27.61,0,,,,,,,011127999999
5201581,2017-11-03T09:00:00Z,8.9628,127.3706,27.56,0,,,,,,,011127999999
5201581,2017-11-03T10:00:00Z,8.9618,127.3714,27.36,0,,,,,,,011127999999
5201581,2017-11-03T11:00:00Z,8.9606,127.3740,27.86,0,,,,,,,011127999999
5201581,2017-11-03T12:00:00Z,8.9592,127.3774,28.39,0,,,,,,,011117999999
5201581,2017-11-03T13:00:00Z,8.9574,127.3786,27.93,0,,,,,,,011127999999
5201581,2017-11-03T14:00:00Z,8.9574,127.3790,27.79,0,,,,,,,011127999999
5201581,2017-11-03T15:00:00Z,8.9576,127.3774,27.93,0,,,,,,,011127999999
5201581,2017-11-03T16:00:00Z,8.9576,127.3784,27.87,0,,,,,,,011127999999
5201581,2017-11-03T18:00:00Z,8.9560,127.3778,28.12,0,,,,,,,011117999999
5201581,2017-11-03T20:00:00Z,8.9572,127.3796,26.74,0,,,,,,,011127999999
5201581,2017-11-03T21:00:00Z,8.9570,127.3792,27.41,0,,,,,,,011127999999
5201581,2017-11-03T22:00:00Z,8.9572,127.3798,27.86,0,,,,,,,011127999999
5201581,2017-11-03T23:00:00Z,8.9570,127.3798,28.7,0,,,,,,,011117999999
5201581,2017-11-04T00:00:00Z,8.9562,127.3802,32.97,0,,,,,,,011127999999
5201581,2017-11-04T01:00:00Z,8.9564,127.3804,33.32,0,,,,,,,011127999999
5201581,2017-11-04T02:00:00Z,8.9572,127.3788,35.93,0,,,,,,,011127999999
5201581,2017-11-04T03:00:00Z,8.9568,127.3784,35.49,0,,,,,,,011127999999
5201581,2017-11-04T05:00:00Z,8.9570,127.3770,35.93,0,,,,,,,011127999999
5201581,2017-11-04T09:00:00Z,8.9594,127.3734,28.85,0,,,,,,,011117999999
5201581,2017-11-04T10:00:00Z,8.9612,127.3702,28.81,0,,,,,,,011117999999
5201581,2017-11-04T11:00:00Z,8.9620,127.3684,28.95,0,,,,,,,011117999999
5201581,2017-11-04T12:00:00Z,8.9630,127.3698,28.92,0,,,,,,,011117999999
5201581,2017-11-04T14:00:00Z,8.9624,127.3678,28.89,0,,,,,,,011117999999
5201581,2017-11-04T15:00:00Z,8.9638,127.3672,28.81,0,,,,,,,011117999999
5201581,2017-11-04T16:00:00Z,8.9644,127.3668,28.87,0,,,,,,,011117999999
5201581,2017-11-04T17:00:00Z,8.9652,127.3654,28.82,0,,,,,,,011117999999
5201581,2017-11-04T18:00:00Z,8.9660,127.3644,28.68,0,,,,,,,011117999999
5201581,2017-11-04T20:00:00Z,8.9682,127.3632,28.61,0,,,,,,,011117999999
5201581,2017-11-04T23:00:00Z,8.9690,127.3632,28.76,0,,,,,,,011117999999
5201581,2017-11-05T00:00:00Z,8.9710,127.3620,,,29.67,0.5,311,15,-0.005,0.01,011199171111
5201581,2017-11-05T00:00:00Z,8.9706,127.3624,28,0,,,,,,,011127999999
5201581,2017-11-05T01:00:00Z,8.9708,127.3624,29.67,0,,,,,,,011117999999
5201581,2017-11-05T02:00:00Z,8.9698,127.3624,31.18,0,,,,,,,011127999999
5201581,2017-11-05T03:00:00Z,8.9700,127.3620,,,31.37,0.5,311,15,0.005,0,011199171111
5201581,2017-11-05T04:00:00Z,8.9708,127.3618,33.37,0,,,,,,,011127999999
5201581,2017-11-05T05:00:00Z,8.9708,127.3626,34.6,0,,,,,,,011127999999
5201581,2017-11-05T06:00:00Z,8.9710,127.3630,,,31.74,0.5,311,15,0.01,-0.005,011199171111
5201581,2017-11-05T06:00:00Z,8.9712,127.3626,32.92,0,,,,,,,011127999999
5201581,2017-11-05T07:00:00Z,8.9716,127.3632,30.75,0,,,,,,,011117999999
5201581,2017-11-05T08:00:00Z,8.9702,127.3636,30.44,0,,,,,,,011117999999
5201581,2017-11-05T09:00:00Z,8.9690,127.3640,,,30.05,0.5,311,15,0.02,-0.031,011199171111
5201581,2017-11-05T09:00:00Z,8.9690,127.3642,29.63,0,,,,,,,011117999999
5201581,2017-11-05T10:00:00Z,8.9674,127.3660,28.31,0,,,,,,,011117999999
5201581,2017-11-05T11:00:00Z,8.9664,127.3668,28.31,0,,,,,,,011117999999
5201581,2017-11-05T12:00:00Z,8.9650,127.3670,,,28.93,0.5,311,15,0.025,-0.026,011199171111
5201581,2017-11-05T12:00:00Z,8.9654,127.3674,28.69,0,,,,,,,011117999999
5201581,2017-11-05T13:00:00Z,8.9646,127.3682,28.98,0,,,,,,,011117999999
5201581,2017-11-05T14:00:00Z,8.9640,127.3686,28.87,0,,,,,,,011117999999
5201581,2017-11-05T15:00:00Z,8.9640,127.3690,,,28.78,0.5,311,15,0,-0.005,011199171111
5201581,2017-11-05T15:00:00Z,8.9638,127.3686,29,0,,,,,,,011117999999
5201581,2017-11-05T16:00:00Z,8.9644,127.3680,29.06,0,,,,,,,011117999999
5201581,2017-11-05T18:00:00Z,8.9640,127.3670,,,28.56,0.5,311,15,-0.005,0,011199171111
5201581,2017-11-05T18:00:00Z,8.9644,127.3670,28.44,0,,,,,,,011117999999
5201581,2017-11-05T20:00:00Z,8.9646,127.3676,28.26,0,,,,,,,011117999999
5201581,2017-11-05T21:00:00Z,8.9640,127.3680,,,28.34,0.5,311,15,0.02,-0.01,011199171111
