PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100532,123265,2018-01-19T18:40:00Z,14.6775,155.6594,0,,,,,,00111799999
2100532,123265,2018-01-19T19:40:00Z,14.6775,155.6594,0,,,,,,00111799999
2100532,123265,2018-01-19T20:40:00Z,14.6763,155.6167,0,,,,,,00111799999
2100532,123265,2018-01-19T21:40:00Z,14.6763,155.6167,0,,,,,,00111799999
2100532,123265,2018-01-19T22:40:00Z,14.6762,155.5979,0,,,,,,00111799999
2100532,123265,2018-01-20T01:40:00Z,14.6762,155.5979,0,,,,,,00111799999
2100532,123265,2018-01-20T03:40:00Z,14.7332,155.4660,0,,,,,,00144799999
2100532,123265,2018-01-20T04:40:00Z,14.7332,155.4660,0,,,,,,00111799999
2100532,123265,2018-01-20T05:40:00Z,14.7332,155.4662,0,,,,,,00111799999
2100532,123265,2018-01-20T06:40:00Z,14.7332,155.4662,0,,,,,,00111799999
2100532,123265,2018-01-20T07:40:00Z,14.7531,155.4654,0,,,,,,00111799999
2100532,123265,2018-01-20T08:40:00Z,14.7531,155.4654,0,,,,,,00111799999
2100532,123265,2018-01-20T09:40:00Z,14.7531,155.4654,0,,,,,,00111799999
2100532,123265,2018-01-20T10:40:00Z,14.7667,155.4356,0,,,,,,00111799999
2100532,123265,2018-01-20T12:40:00Z,14.7667,155.4356,0,,,,,,00111799999
2100532,123265,2018-01-20T14:40:00Z,14.8396,155.3756,0,,,,,,00111799999
2100532,123265,2018-01-20T15:50:00Z,14.7667,155.4356,0,,,,,,00144799999
2100532,123265,2018-01-20T16:40:00Z,14.8396,155.3756,0,,,,,,00144799999
2100532,123265,2018-01-20T17:40:00Z,14.8396,155.3756,0,,,,,,00111799999
2100532,123265,2018-01-20T19:40:00Z,14.8486,155.3641,0,,,,,,00111799999
2100532,123265,2018-01-20T20:40:00Z,14.8486,155.3641,0,,,,,,00111799999
2100532,123265,2018-01-20T21:40:00Z,14.8486,155.3641,0,,,,,,00111799999
2100532,123265,2018-01-20T22:40:00Z,14.8534,155.3548,0,,,,,,00111799999
2100532,123265,2018-01-21T02:40:00Z,14.8860,155.2181,0,,,,,,00111799999
2100532,123265,2018-01-21T03:40:00Z,14.8860,155.2181,0,,,,,,00111799999
2100532,123265,2018-01-21T04:40:00Z,14.8860,155.2181,0,,,,,,00111799999
2100532,123265,2018-01-21T05:40:00Z,14.8859,155.2182,0,,,,,,00111799999
2100532,123265,2018-01-21T06:40:00Z,14.8883,155.2080,0,,,,,,00111799999
2100532,123265,2018-01-21T07:40:00Z,14.8838,155.1984,0,,,,,,00111799999
2100532,123265,2018-01-21T08:40:00Z,14.8815,155.2005,0,,,,,,00111799999
2100532,123265,2018-01-21T09:40:00Z,14.8712,155.1891,0,,,,,,00111799999
2100532,123265,2018-01-21T13:40:00Z,14.8712,155.1891,0,,,,,,00111799999
2100532,123265,2018-01-21T14:40:00Z,14.8712,155.1891,0,,,,,,00111799999
2100532,123265,2018-01-21T15:40:00Z,14.8712,155.1891,0,,,,,,00111799999
2100532,123265,2018-01-21T16:40:00Z,14.8338,155.0827,0,,,,,,00144799999
2100532,123265,2018-01-21T17:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-21T18:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-21T19:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-21T20:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-21T21:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T01:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T02:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T03:40:00Z,14.7754,154.9436,0,,,,,,00144799999
2100532,123265,2018-01-22T04:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T05:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T06:40:00Z,14.7754,154.9436,0,,,,,,00144799999
2100532,123265,2018-01-22T07:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T08:40:00Z,14.8338,155.0827,0,,,,,,00111799999
2100532,123265,2018-01-22T09:40:00Z,14.7626,154.8984,0,,,,,,00144799999
2100532,123265,2018-01-22T10:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T13:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T14:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T15:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T17:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T18:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T19:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T20:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T21:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T22:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-22T23:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-23T01:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-23T03:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-23T04:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-23T06:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-23T07:40:00Z,14.7626,154.8984,0,,,,,,00111799999
2100532,123265,2018-01-23T09:40:00Z,14.6546,154.7647,0,,,,,,00144799999
2100532,123265,2018-01-23T10:40:00Z,14.6546,154.7647,0,,,,,,00111799999
2100532,123265,2018-01-23T13:40:00Z,14.6546,154.7647,0,,,,,,00111799999
2100532,123265,2018-01-23T14:40:00Z,14.6546,154.7647,0,,,,,,00111799999
2100532,123265,2018-01-23T15:40:00Z,14.6546,154.7647,0,,,,,,00111799999
2100532,123265,2018-01-23T16:40:00Z,14.5750,154.6463,0,,,,,,00144799999
2100532,123265,2018-01-23T18:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-23T19:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-23T20:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-23T21:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-24T03:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-24T04:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-24T05:40:00Z,14.4873,154.5090,0,,,,,,00144799999
2100532,123265,2018-01-24T06:40:00Z,14.5750,154.6463,0,,,,,,00144799999
2100532,123265,2018-01-24T07:40:00Z,14.5750,154.6463,0,,,,,,00111799999
2100532,123265,2018-01-24T09:40:00Z,14.4873,154.5090,0,,,,,,00144799999
2100532,123265,2018-01-24T10:40:00Z,14.4873,154.5090,0,,,,,,00111799999
2100532,123265,2018-01-24T17:40:00Z,14.4873,154.5090,0,,,,,,00111799999
2100532,123265,2018-01-24T20:40:00Z,14.4873,154.5090,0,,,,,,00111799999
2100532,123265,2018-01-24T21:40:00Z,14.4826,154.3317,0,,,,,,00144799999
2100532,123265,2018-01-24T22:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-25T04:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-25T05:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-25T06:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-25T07:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-25T17:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-25T19:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-26T14:40:00Z,14.4826,154.3317,0,,,,,,00111799999
2100532,123265,2018-01-26T17:40:00Z,14.4826,154.3317,0,,,,,,00111799999
