PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101510,2017-11-01T00:00:00Z,40.2990,147.5590,,,13.16,0.5,311,15,0.541,0.772,011199171111
2101510,2017-11-01T00:00:00Z,40.2994,147.5580,13.17,0,,,,,,,011117999999
2101510,2017-11-01T01:00:00Z,40.3268,147.5868,13.55,0,,,,,,,011117999999
2101510,2017-11-01T02:00:00Z,40.3494,147.6176,13.68,0,,,,,,,011117999999
2101510,2017-11-01T03:00:00Z,40.3730,147.6510,,,13.51,0.5,311,15,0.685,0.658,011199171111
2101510,2017-11-01T03:00:00Z,40.3714,147.6492,13.72,0,,,,,,,011117999999
2101510,2017-11-01T04:00:00Z,40.3918,147.6766,13.72,0,,,,,,,011117999999
2101510,2017-11-01T05:00:00Z,40.4122,147.7062,13.64,0,,,,,,,011117999999
2101510,2017-11-01T06:00:00Z,40.4270,147.7340,,,13.41,0.5,311,15,0.587,0.52,011199171111
2101510,2017-11-01T06:00:00Z,40.4280,147.7382,13.43,0,,,,,,,011117999999
2101510,2017-11-01T07:00:00Z,40.4280,147.7382,13.3,0,,,,,,,011117999999
2101510,2017-11-01T08:00:00Z,40.4598,147.7834,13.17,0,,,,,,,011117999999
2101510,2017-11-01T09:00:00Z,40.4740,147.8010,,,13.1,0.5,311,15,0.43,0.494,011199171111
2101510,2017-11-01T09:00:00Z,40.4748,147.8026,13.02,0,,,,,,,011117999999
2101510,2017-11-01T10:00:00Z,40.4900,147.8174,12.89,0,,,,,,,011117999999
2101510,2017-11-01T11:00:00Z,40.5070,147.8328,12.82,0,,,,,,,011117999999
2101510,2017-11-01T12:00:00Z,40.5230,147.8440,,,12.91,0.5,311,15,0.254,0.525,011199171111
2101510,2017-11-01T12:00:00Z,40.5228,147.8444,12.86,0,,,,,,,011117999999
