PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100902,116158,2017-11-01T00:00:00Z,27.8000,146.2590,,,27.5,0.5,311,15,-0.637,-0.041,0011199171111
2100902,116158,2017-11-01T00:00:00Z,27.8001,146.2543,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-01T02:00:00Z,27.8001,146.2543,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-01T03:00:00Z,27.7990,146.2120,,,27.55,0.5,311,15,-0.355,-0.005,0011199171111
2100902,116158,2017-11-01T03:00:00Z,27.8001,146.2543,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-01T04:00:00Z,27.8001,146.2543,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-01T05:00:00Z,27.8001,146.2543,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-01T06:00:00Z,27.7990,146.1810,,,27.56,0.5,311,15,-0.332,0.01,0011199171111
2100902,116158,2017-11-01T06:00:00Z,27.8001,146.2543,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-01T07:00:00Z,27.8001,146.2543,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-01T08:00:00Z,27.7994,146.1589,27.53,0,,,,,,,0014417999999
2100902,116158,2017-11-01T09:00:00Z,27.8010,146.1390,,,27.52,0.5,311,15,-0.259,-0.139,0011199171111
2100902,116158,2017-11-01T09:00:00Z,27.7977,146.1358,27.5,0,,,,,,,0011117999999
2100902,116158,2017-11-01T10:00:00Z,27.8040,146.1412,27.5,0,,,,,,,0011117999999
2100902,116158,2017-11-01T11:00:00Z,27.7793,146.1317,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-01T12:00:00Z,27.7720,146.1240,,,27.48,0.5,311,15,-0.241,-0.268,0011199171111
2100902,116158,2017-11-01T12:00:00Z,27.7793,146.1317,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-01T14:00:00Z,27.7793,146.1317,27.5,0,,,,,,,0011117999999
2100902,116158,2017-11-01T15:00:00Z,27.7490,146.0860,,,27.48,0.5,311,15,-0.369,-0.247,0011199171111
2100902,116158,2017-11-01T15:00:00Z,27.7243,146.0427,27.5,0,,,,,,,0014417999999
2100902,116158,2017-11-01T16:00:00Z,27.7243,146.0427,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-01T17:00:00Z,27.7243,146.0427,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-01T18:00:00Z,27.7240,146.0430,,,27.52,0.5,311,15,-0.419,-0.293,0011199171111
2100902,116158,2017-11-01T18:00:00Z,27.7242,146.0428,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-01T19:00:00Z,27.7078,146.0222,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-01T20:00:00Z,27.7036,146.0214,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-01T21:00:00Z,27.6920,145.9940,,,27.61,0.5,311,15,-0.437,-0.242,0011199171111
2100902,116158,2017-11-01T21:00:00Z,27.6912,145.9913,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-01T22:00:00Z,27.6912,145.9913,27.67,0,,,,,,,0011117999999
2100902,116158,2017-11-01T23:00:00Z,27.6827,145.9670,27.67,0,,,,,,,0011117999999
2100902,116158,2017-11-02T00:00:00Z,27.6770,145.9470,,,27.67,0.5,311,15,-0.437,-0.103,0011199171111
2100902,116158,2017-11-02T00:00:00Z,27.6779,145.9514,27.7,0,,,,,,,0011117999999
2100902,116158,2017-11-02T02:00:00Z,27.6745,145.9228,27.7,0,,,,,,,0011117999999
2100902,116158,2017-11-02T03:00:00Z,27.6720,145.8980,,,27.69,0.5,311,15,-0.437,-0.01,0011199171111
2100902,116158,2017-11-02T03:00:00Z,27.6745,145.9228,27.7,0,,,,,,,0011117999999
2100902,116158,2017-11-02T04:00:00Z,27.6721,145.8630,27.7,0,,,,,,,0014417999999
2100902,116158,2017-11-02T05:00:00Z,27.6721,145.8630,27.67,0,,,,,,,0011117999999
2100902,116158,2017-11-02T06:00:00Z,27.6750,145.8510,,,27.67,0.5,311,15,-0.387,0.087,0011199171111
2100902,116158,2017-11-02T06:00:00Z,27.6713,145.8623,27.67,0,,,,,,,0011117999999
2100902,116158,2017-11-02T07:00:00Z,27.6849,145.8249,27.67,0,,,,,,,0011117999999
2100902,116158,2017-11-02T08:00:00Z,27.6896,145.8212,27.64,0,,,,,,,0011117999999
2100902,116158,2017-11-02T09:00:00Z,27.6890,145.8130,,,27.62,0.5,311,15,-0.228,0.195,0011199171111
2100902,116158,2017-11-02T09:00:00Z,27.6884,145.8105,27.64,0,,,,,,,0011117999999
2100902,116158,2017-11-02T10:00:00Z,27.6973,145.8090,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-02T11:00:00Z,27.7096,145.8055,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-02T12:00:00Z,27.7130,145.8010,,,27.59,0.5,311,15,-0.114,0.129,0011199171111
2100902,116158,2017-11-02T12:00:00Z,27.7096,145.8055,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-02T14:00:00Z,27.7096,145.8055,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-02T15:00:00Z,27.7140,145.7880,,,27.55,0.5,311,15,-0.118,-0.036,0011199171111
2100902,116158,2017-11-02T15:00:00Z,27.7087,145.7757,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-02T16:00:00Z,27.7087,145.7757,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-02T17:00:00Z,27.7087,145.7757,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-02T18:00:00Z,27.7060,145.7750,,,27.51,0.5,311,15,-0.15,-0.098,0011199171111
2100902,116158,2017-11-02T18:00:00Z,27.7083,145.7764,27.5,0,,,,,,,0011117999999
2100902,116158,2017-11-02T19:00:00Z,27.6937,145.7670,27.5,0,,,,,,,0011117999999
2100902,116158,2017-11-02T20:00:00Z,27.7013,145.7697,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-02T21:00:00Z,27.6950,145.7550,,,27.48,0.5,311,15,-0.141,-0.051,0011199171111
2100902,116158,2017-11-02T21:00:00Z,27.6952,145.7542,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-02T22:00:00Z,27.6963,145.7558,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-02T23:00:00Z,27.7017,145.7486,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-03T00:00:00Z,27.6960,145.7440,,,27.48,0.5,311,15,-0.182,0.041,0011199171111
2100902,116158,2017-11-03T00:00:00Z,27.6936,145.7424,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-03T01:00:00Z,27.7044,145.7371,27.46,0,,,,,,,0011117999999
2100902,116158,2017-11-03T02:00:00Z,27.7034,145.7364,27.5,0,,,,,,,0011117999999
2100902,116158,2017-11-03T03:00:00Z,27.7030,145.7150,,,27.54,0.5,311,15,-0.301,0.057,0011199171111
2100902,116158,2017-11-03T03:00:00Z,27.7034,145.7364,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T04:00:00Z,27.7041,145.6919,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-03T05:00:00Z,27.7029,145.6918,27.64,0,,,,,,,0011117999999
2100902,116158,2017-11-03T06:00:00Z,27.7070,145.6780,,,27.58,0.5,311,15,-0.237,0.149,0011199171111
2100902,116158,2017-11-03T06:00:00Z,27.7041,145.6919,27.64,0,,,,,,,0011117999999
2100902,116158,2017-11-03T07:00:00Z,27.7112,145.6688,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-03T08:00:00Z,27.7266,145.6686,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-03T09:00:00Z,27.7320,145.6630,,,27.56,0.5,311,15,-0.109,0.221,0011199171111
2100902,116158,2017-11-03T09:00:00Z,27.7276,145.6638,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T10:00:00Z,27.7356,145.6626,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T11:00:00Z,27.7373,145.6664,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T12:00:00Z,27.7500,145.6540,,,27.54,0.5,311,15,-0.018,0.206,0011199171111
2100902,116158,2017-11-03T14:00:00Z,27.7517,145.6523,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T15:00:00Z,27.7720,145.6590,,,27.54,0.5,311,15,0.105,0.206,0011199171111
2100902,116158,2017-11-03T15:00:00Z,27.7866,145.6738,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T16:00:00Z,27.7866,145.6738,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T17:00:00Z,27.7866,145.6738,27.53,0,,,,,,,0011117999999
2100902,116158,2017-11-03T18:00:00Z,27.7900,145.6770,,,27.56,0.5,311,15,0.15,0.103,0011199171111
2100902,116158,2017-11-03T18:00:00Z,27.7869,145.6752,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-03T19:00:00Z,27.7950,145.6845,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-03T20:00:00Z,27.7919,145.6833,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-03T21:00:00Z,27.7920,145.6920,,,27.58,0.5,311,15,0.187,-0.031,0011199171111
2100902,116158,2017-11-03T21:00:00Z,27.7919,145.6833,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-03T22:00:00Z,27.7918,145.7115,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-03T23:00:00Z,27.7893,145.7193,27.57,0,,,,,,,0011117999999
2100902,116158,2017-11-04T00:00:00Z,27.7840,145.7180,,,27.66,0.5,311,15,0.109,-0.051,0011199171111
2100902,116158,2017-11-04T00:00:00Z,27.7837,145.7170,27.6,0,,,,,,,0011117999999
2100902,116158,2017-11-04T01:00:00Z,27.7845,145.7223,27.7,0,,,,,,,0011117999999
2100902,116158,2017-11-04T02:00:00Z,27.7845,145.7223,27.74,0,,,,,,,0011117999999
