PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200614,127234,2017-11-01T00:00:00Z,31.1990,145.2840,,,25.85,0.5,311,15,-0.224,-0.051,0011199171111
5200614,127234,2017-11-01T00:00:00Z,31.2013,145.2952,25.82,0,,,,,,,0011117999999
5200614,127234,2017-11-01T01:00:00Z,31.2013,145.2952,25.82,0,,,,,,,0011117999999
5200614,127234,2017-11-01T02:00:00Z,31.2013,145.2952,25.79,0,,,,,,,0011117999999
5200614,127234,2017-11-01T03:00:00Z,31.1940,145.2500,,,25.82,0.5,311,15,-0.326,-0.036,0011199171111
5200614,127234,2017-11-01T03:00:00Z,31.2013,145.2952,25.79,0,,,,,,,0011117999999
5200614,127234,2017-11-01T04:00:00Z,31.2013,145.2952,25.82,0,,,,,,,0011117999999
5200614,127234,2017-11-01T05:00:00Z,31.2013,145.2952,25.82,0,,,,,,,0011117999999
5200614,127234,2017-11-01T06:00:00Z,31.1920,145.2100,,,25.86,0.5,311,15,-0.365,0.046,0011199171111
5200614,127234,2017-11-01T06:00:00Z,31.2013,145.2952,25.86,0,,,,,,,0011117999999
5200614,127234,2017-11-01T07:00:00Z,31.2013,145.2952,25.89,0,,,,,,,0011117999999
5200614,127234,2017-11-01T08:00:00Z,31.2013,145.2952,25.93,0,,,,,,,0011117999999
5200614,127234,2017-11-01T09:00:00Z,31.2030,145.1670,,,25.89,0.5,311,15,-0.453,0.175,0011199171111
5200614,127234,2017-11-01T09:00:00Z,31.1984,145.1708,25.93,0,,,,,,,0014417999999
5200614,127234,2017-11-01T10:00:00Z,31.2112,145.1600,25.89,0,,,,,,,0011117999999
5200614,127234,2017-11-01T11:00:00Z,31.2110,145.1325,25.89,0,,,,,,,0011117999999
5200614,127234,2017-11-01T12:00:00Z,31.2260,145.1070,,,25.85,0.5,311,15,-0.396,0.278,0011199171111
5200614,127234,2017-11-01T14:00:00Z,31.2110,145.1325,25.79,0,,,,,,,0011117999999
5200614,127234,2017-11-01T15:00:00Z,31.2570,145.0770,,,25.77,0.5,311,15,-0.207,0.319,0011199171111
5200614,127234,2017-11-01T15:00:00Z,31.2878,145.0600,25.79,0,,,,,,,0014417999999
5200614,127234,2017-11-01T16:00:00Z,31.2876,145.0601,25.75,0,,,,,,,0011117999999
5200614,127234,2017-11-01T17:00:00Z,31.2878,145.0600,25.75,0,,,,,,,0011117999999
5200614,127234,2017-11-01T18:00:00Z,31.2880,145.0600,,,25.69,0.5,311,15,-0.075,0.262,0011199171111
5200614,127234,2017-11-01T18:00:00Z,31.2886,145.0598,25.65,0,,,,,,,0011117999999
5200614,127234,2017-11-01T19:00:00Z,31.3009,145.0516,25.65,0,,,,,,,0011117999999
5200614,127234,2017-11-01T20:00:00Z,31.3054,145.0601,25.65,0,,,,,,,0011117999999
5200614,127234,2017-11-01T21:00:00Z,31.3080,145.0600,,,25.66,0.5,311,15,-0.026,0.149,0011199171111
5200614,127234,2017-11-01T21:00:00Z,31.3070,145.0598,25.62,0,,,,,,,0011117999999
5200614,127234,2017-11-01T22:00:00Z,31.3070,145.0598,25.65,0,,,,,,,0011117999999
5200614,127234,2017-11-01T23:00:00Z,31.3127,145.0562,25.65,0,,,,,,,0011117999999
5200614,127234,2017-11-02T00:00:00Z,31.3170,145.0540,,,25.67,0.5,311,15,-0.198,0.098,0011199171111
5200614,127234,2017-11-02T00:00:00Z,31.3159,145.0572,25.69,0,,,,,,,0011117999999
5200614,127234,2017-11-02T01:00:00Z,31.3159,145.0572,25.69,0,,,,,,,0011117999999
5200614,127234,2017-11-02T02:00:00Z,31.3159,145.0572,25.69,0,,,,,,,0011117999999
5200614,127234,2017-11-02T03:00:00Z,31.3270,145.0150,,,25.68,0.5,311,15,-0.29,0.154,0011199171111
5200614,127234,2017-11-02T03:00:00Z,31.3389,144.9864,25.69,0,,,,,,,0014417999999
5200614,127234,2017-11-02T04:00:00Z,31.3389,144.9864,25.69,0,,,,,,,0011117999999
5200614,127234,2017-11-02T05:00:00Z,31.3389,144.9864,25.69,0,,,,,,,0011117999999
5200614,127234,2017-11-02T06:00:00Z,31.3470,144.9880,,,25.65,0.5,311,15,-0.211,0.278,0011199171111
5200614,127234,2017-11-02T06:00:00Z,31.3425,144.9954,25.65,0,,,,,,,0011117999999
5200614,127234,2017-11-02T07:00:00Z,31.3584,144.9912,25.62,0,,,,,,,0011117999999
5200614,127234,2017-11-02T08:00:00Z,31.3757,144.9738,25.62,0,,,,,,,0011117999999
5200614,127234,2017-11-02T09:00:00Z,31.3810,144.9670,,,25.6,0.5,311,15,-0.184,0.288,0011199171111
5200614,127234,2017-11-02T09:00:00Z,31.3733,144.9685,25.58,0,,,,,,,0011117999999
5200614,127234,2017-11-02T10:00:00Z,31.3882,144.9620,25.58,0,,,,,,,0011117999999
5200614,127234,2017-11-02T11:00:00Z,31.3946,144.9526,25.58,0,,,,,,,0011117999999
5200614,127234,2017-11-02T12:00:00Z,31.4030,144.9460,,,25.55,0.5,311,15,-0.206,0.262,0011199171111
5200614,127234,2017-11-02T12:00:00Z,31.4033,144.9514,25.55,0,,,,,,,0011117999999
5200614,127234,2017-11-02T14:00:00Z,31.4062,144.9353,25.55,0,,,,,,,0011117999999
5200614,127234,2017-11-02T15:00:00Z,31.4320,144.9200,,,25.48,0.5,311,15,-0.184,0.35,0011199171111
5200614,127234,2017-11-02T15:00:00Z,31.4062,144.9353,25.52,0,,,,,,,0011117999999
5200614,127234,2017-11-02T16:00:00Z,31.4062,144.9353,25.48,0,,,,,,,0011117999999
5200614,127234,2017-11-02T17:00:00Z,31.4686,144.9066,25.41,0,,,,,,,0014417999999
5200614,127234,2017-11-02T18:00:00Z,31.4710,144.9040,,,25.34,0.5,311,15,-0.136,0.406,0011199171111
5200614,127234,2017-11-02T18:00:00Z,31.4683,144.9055,25.34,0,,,,,,,0011117999999
5200614,127234,2017-11-02T19:00:00Z,31.4683,144.9055,25.28,0,,,,,,,0011117999999
5200614,127234,2017-11-02T20:00:00Z,31.4897,144.8920,25.17,0,,,,,,,0011117999999
5200614,127234,2017-11-02T21:00:00Z,31.5110,144.8890,,,25.19,0.5,311,15,-0.039,0.499,0011199171111
5200614,127234,2017-11-02T21:00:00Z,31.5095,144.8895,25.17,0,,,,,,,0011117999999
5200614,127234,2017-11-02T22:00:00Z,31.5273,144.8880,25.14,0,,,,,,,0011117999999
5200614,127234,2017-11-02T23:00:00Z,31.5528,144.8950,25.11,0,,,,,,,0011117999999
5200614,127234,2017-11-03T00:00:00Z,31.5680,144.8950,,,25.05,0.5,311,15,0.101,0.53,0011199171111
5200614,127234,2017-11-03T00:00:00Z,31.5549,144.8952,25.07,0,,,,,,,0011117999999
5200614,127234,2017-11-03T01:00:00Z,31.5889,144.8949,25,0,,,,,,,0011117999999
5200614,127234,2017-11-03T02:00:00Z,31.5875,144.8947,24.97,0,,,,,,,0011117999999
5200614,127234,2017-11-03T03:00:00Z,31.6140,144.9120,,,24.9,0.5,311,15,0.232,0.396,0011199171111
5200614,127234,2017-11-03T03:00:00Z,31.5875,144.8947,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T04:00:00Z,31.5875,144.8947,24.8,0,,,,,,,0011117999999
5200614,127234,2017-11-03T05:00:00Z,31.6445,144.9445,24.8,0,,,,,,,0014417999999
5200614,127234,2017-11-03T06:00:00Z,31.6450,144.9480,,,24.81,0.5,311,15,0.32,0.201,0011199171111
5200614,127234,2017-11-03T06:00:00Z,31.6356,144.9347,24.8,0,,,,,,,0011117999999
5200614,127234,2017-11-03T07:00:00Z,31.6512,144.9577,24.76,0,,,,,,,0011117999999
5200614,127234,2017-11-03T08:00:00Z,31.6528,144.9686,24.76,0,,,,,,,0011117999999
5200614,127234,2017-11-03T09:00:00Z,31.6530,144.9850,,,24.82,0.5,311,15,0.285,0.026,0011199171111
5200614,127234,2017-11-03T09:00:00Z,31.6516,144.9876,24.8,0,,,,,,,0011117999999
5200614,127234,2017-11-03T10:00:00Z,31.6603,144.9940,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T11:00:00Z,31.6542,145.0112,24.9,0,,,,,,,0011117999999
5200614,127234,2017-11-03T12:00:00Z,31.6500,145.0130,,,24.86,0.5,311,15,0.197,0,0011199171111
5200614,127234,2017-11-03T12:00:00Z,31.6503,145.0122,24.9,0,,,,,,,0011117999999
5200614,127234,2017-11-03T14:00:00Z,31.6503,145.0122,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T15:00:00Z,31.6530,145.0300,,,24.87,0.5,311,15,0.149,0.067,0011199171111
5200614,127234,2017-11-03T15:00:00Z,31.6600,145.0459,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T16:00:00Z,31.6600,145.0459,24.83,0,,,,,,,0011117999999
5200614,127234,2017-11-03T17:00:00Z,31.6600,145.0459,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T18:00:00Z,31.6630,145.0470,,,24.86,0.5,311,15,0.131,0.118,0011199171111
5200614,127234,2017-11-03T18:00:00Z,31.6606,145.0481,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T19:00:00Z,31.6704,145.0492,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T20:00:00Z,31.6730,145.0594,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T21:00:00Z,31.6760,145.0600,,,24.88,0.5,311,15,0.193,0.139,0011199171111
5200614,127234,2017-11-03T21:00:00Z,31.6754,145.0597,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T22:00:00Z,31.6830,145.0654,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-03T23:00:00Z,31.6854,145.0879,24.9,0,,,,,,,0011117999999
5200614,127234,2017-11-04T00:00:00Z,31.6900,145.0910,,,24.93,0.5,311,15,0.284,0.221,0011199171111
5200614,127234,2017-11-04T00:00:00Z,31.6938,145.0927,24.93,0,,,,,,,0011117999999
5200614,127234,2017-11-04T01:00:00Z,31.6974,145.0904,24.97,0,,,,,,,0011117999999
5200614,127234,2017-11-04T02:00:00Z,31.6974,145.0904,24.97,0,,,,,,,0011117999999
5200614,127234,2017-11-04T03:00:00Z,31.7190,145.1250,,,24.96,0.5,311,15,0.227,0.268,0011199171111
5200614,127234,2017-11-04T03:00:00Z,31.7377,145.1470,24.97,0,,,,,,,0014417999999
5200614,127234,2017-11-04T04:00:00Z,31.7377,145.1470,24.97,0,,,,,,,0011117999999
5200614,127234,2017-11-04T05:00:00Z,31.7318,145.1372,24.97,0,,,,,,,0011117999999
5200614,127234,2017-11-04T06:00:00Z,31.7420,145.1430,,,24.94,0.5,311,15,0.254,0.108,0011199171111
5200614,127234,2017-11-04T06:00:00Z,31.7427,145.1413,24.97,0,,,,,,,0011117999999
5200614,127234,2017-11-04T07:00:00Z,31.7402,145.1743,24.93,0,,,,,,,0011117999999
5200614,127234,2017-11-04T08:00:00Z,31.7402,145.1743,24.9,0,,,,,,,0011117999999
5200614,127234,2017-11-04T09:00:00Z,31.7400,145.1830,,,24.87,0.5,311,15,0.284,-0.067,0011199171111
5200614,127234,2017-11-04T09:00:00Z,31.7405,145.1830,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-04T10:00:00Z,31.7350,145.1887,24.8,0,,,,,,,0011117999999
5200614,127234,2017-11-04T11:00:00Z,31.7327,145.2105,24.76,0,,,,,,,0011117999999
5200614,127234,2017-11-04T12:00:00Z,31.7290,145.2080,,,24.84,0.5,311,15,0.179,-0.041,0011199171111
5200614,127234,2017-11-04T14:00:00Z,31.7293,145.2072,24.9,0,,,,,,,0011117999999
5200614,127234,2017-11-04T15:00:00Z,31.7320,145.2240,,,24.84,0.5,311,15,0.193,0.057,0011199171111
5200614,127234,2017-11-04T15:00:00Z,31.7359,145.2427,24.87,0,,,,,,,0011117999999
5200614,127234,2017-11-04T16:00:00Z,31.7293,145.2072,24.8,0,,,,,,,0011117999999
5200614,127234,2017-11-04T17:00:00Z,31.7293,145.2072,24.83,0,,,,,,,0011117999999
5200614,127234,2017-11-04T18:00:00Z,31.7400,145.2520,,,24.86,0.5,311,15,0.298,-0.057,0011199171111
5200614,127234,2017-11-04T18:00:00Z,31.7417,145.2586,24.87,0,,,,,,,0011117999999
