PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5201613,2018-01-29T18:00:00Z,11.6410,155.4900,,,,,,,28.36,0.5,311,15,-0.131,0.093,0111999999171111
5201613,2018-01-29T18:00:00Z,11.6412,155.4902,28.36,0,,,,,,,,,,,0111179999999999
5201613,2018-01-29T19:00:00Z,11.6404,155.4862,28.35,0,,,,,,,,,,,0111179999999999
5201613,2018-01-29T20:00:00Z,11.6410,155.4814,28.33,0,,,,,,,,,,,0111179999999999
5201613,2018-01-29T21:00:00Z,11.6430,155.4760,,,,,,,28.36,0.5,311,15,-0.131,0.093,0111999999171111
5201613,2018-01-29T21:04:00Z,11.6426,155.4762,28.35,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T00:00:00Z,11.6590,155.4640,,,,,,,28.38,0.5,311,15,-0.086,0.17,0111999999171111
5201613,2018-01-30T01:01:00Z,11.6652,155.4610,28.39,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T03:00:00Z,11.6760,155.4590,,,,,,,28.4,0.5,311,15,-0.03,0.159,0111999999171111
5201613,2018-01-30T06:00:00Z,11.6900,155.4580,,,,,,,28.41,0.5,311,15,-0.01,0.129,0111999999171111
5201613,2018-01-30T06:00:00Z,11.6900,155.4584,28.43,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T07:04:00Z,11.6932,155.4580,28.43,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T08:00:00Z,11.6966,155.4576,28.42,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T09:00:00Z,11.7010,155.4570,,,,,,,28.41,0.5,311,15,0.03,0.098,0111999999171111
5201613,2018-01-30T09:00:00Z,11.7010,155.4572,28.39,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T10:00:00Z,11.7046,155.4586,28.39,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T11:00:00Z,11.7078,155.4616,28.41,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T12:00:00Z,11.7090,155.4640,,,,,,,28.39,0.5,311,15,0.065,0.067,0111999999171111
5201613,2018-01-30T12:04:00Z,11.7092,155.4636,28.38,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T13:00:00Z,11.7106,155.4658,28.38,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T14:00:00Z,11.7128,155.4676,28.38,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T15:00:00Z,11.7140,155.4700,,,,,,,28.37,0.5,311,15,0.045,0.01,0111999999171111
5201613,2018-01-30T15:00:00Z,11.7138,155.4692,28.37,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T16:00:00Z,11.7142,155.4734,28.37,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T18:00:00Z,11.7110,155.4730,,,,,,,28.36,0.5,311,15,-0.005,-0.067,0111999999171111
5201613,2018-01-30T19:00:00Z,11.7082,155.4716,28.35,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T20:00:00Z,11.7042,155.4706,28.35,0,,,,,,,,,,,0111179999999999
5201613,2018-01-30T21:00:00Z,11.7010,155.4690,,,,,,,28.37,0.5,311,15,-0.106,-0.093,0111999999171111
