PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5201512,2017-11-01T00:00:00Z,7.0010,128.0046,35.93,0,011127
5201512,2017-11-01T00:15:00Z,7.0008,128.0046,35.93,0,011127
5201512,2017-11-01T00:20:00Z,7.0006,128.0046,35.93,0,011127
5201512,2017-11-01T00:35:00Z,7.0006,128.0050,35.93,0,011127
5201512,2017-11-01T00:40:00Z,7.0006,128.0048,35.93,0,011127
5201512,2017-11-01T00:45:00Z,7.0006,128.0048,35.93,0,011127
5201512,2017-11-01T00:50:00Z,7.0006,128.0050,35.93,0,011127
5201512,2017-11-01T00:55:00Z,7.0004,128.0050,35.93,0,011127
5201512,2017-11-01T01:00:00Z,7.0006,128.0052,,0,011197
5201512,2017-11-01T01:05:00Z,7.0004,128.0050,35.93,0,011127
5201512,2017-11-01T01:10:00Z,7.0004,128.0046,35.93,0,011127
5201512,2017-11-01T01:15:00Z,7.0004,128.0048,,0,011197
5201512,2017-11-01T01:20:00Z,7.0004,128.0050,,0,011197
5201512,2017-11-01T02:45:00Z,7.0002,128.0066,35.93,0,011127
5201512,2017-11-01T02:50:00Z,7.0000,128.0064,35.93,0,011127
5201512,2017-11-01T02:55:00Z,7.0000,128.0064,35.93,0,011127
5201512,2017-11-01T03:00:00Z,7.0000,128.0066,35.93,0,011127
5201512,2017-11-01T03:05:00Z,6.9998,128.0066,35.93,0,011127
5201512,2017-11-01T03:10:00Z,6.9998,128.0066,35.87,0,011127
5201512,2017-11-01T03:15:00Z,6.9998,128.0066,35.74,0,011127
5201512,2017-11-01T03:20:00Z,6.9996,128.0066,35.93,0,011127
5201512,2017-11-01T03:25:00Z,6.9996,128.0066,35.93,0,011127
5201512,2017-11-01T03:30:00Z,6.9996,128.0068,35.93,0,011127
5201512,2017-11-01T03:35:00Z,6.9996,128.0070,35.93,0,011127
5201512,2017-11-01T04:30:00Z,6.9980,128.0082,34.73,0,011127
5201512,2017-11-01T04:40:00Z,6.9978,128.0086,34.64,0,011127
5201512,2017-11-01T04:45:00Z,6.9976,128.0088,34.37,0,011127
5201512,2017-11-01T04:50:00Z,6.9978,128.0088,34.11,0,011127
5201512,2017-11-01T04:55:00Z,6.9976,128.0092,34.12,0,011127
5201512,2017-11-01T05:00:00Z,6.9974,128.0092,33.98,0,011127
5201512,2017-11-01T05:05:00Z,6.9974,128.0092,33.72,0,011127
5201512,2017-11-01T05:10:00Z,6.9970,128.0092,33.8,0,011127
5201512,2017-11-01T05:15:00Z,6.9970,128.0094,33.68,0,011127
5201512,2017-11-01T05:20:00Z,6.9966,128.0096,33.99,0,011127
5201512,2017-11-01T05:25:00Z,6.9968,128.0094,33.93,0,011127
5201512,2017-11-01T05:30:00Z,6.9966,128.0098,33.8,0,011127
5201512,2017-11-01T06:10:00Z,6.9954,128.0096,32.87,0,011127
5201512,2017-11-01T06:15:00Z,6.9952,128.0096,32.88,0,011127
5201512,2017-11-01T06:25:00Z,6.9952,128.0094,33.19,0,011127
5201512,2017-11-01T06:52:00Z,6.9944,128.0096,32.62,0,011127
5201512,2017-11-01T06:55:00Z,6.9944,128.0096,32.65,0,011127
5201512,2017-11-01T07:00:00Z,6.9944,128.0094,32.68,0,011127
5201512,2017-11-01T07:10:00Z,6.9944,128.0090,32.59,0,011127
5201512,2017-11-01T07:15:00Z,6.9944,128.0088,32.59,0,011127
5201512,2017-11-01T07:20:00Z,6.9944,128.0086,32.57,0,011127
5201512,2017-11-01T07:25:00Z,6.9942,128.0088,32.54,0,011127
5201512,2017-11-01T07:30:00Z,6.9944,128.0086,32.43,0,011127
5201512,2017-11-01T07:35:00Z,6.9942,128.0086,32.45,0,011127
5201512,2017-11-01T07:40:00Z,6.9944,128.0086,32.44,0,011127
5201512,2017-11-01T07:50:00Z,6.9946,128.0082,32.3,0,011127
5201512,2017-11-01T08:35:00Z,6.9956,128.0080,31.8,0,011127
5201512,2017-11-01T08:45:00Z,6.9960,128.0078,31.36,0,011127
5201512,2017-11-01T08:55:00Z,6.9958,128.0078,31.08,0,011127
5201512,2017-11-01T09:00:00Z,6.9956,128.0074,30.87,0,011117
5201512,2017-11-01T09:05:00Z,6.9960,128.0074,30.81,0,011117
5201512,2017-11-01T09:10:00Z,6.9960,128.0072,30.67,0,011117
5201512,2017-11-01T09:15:00Z,6.9964,128.0070,30.66,0,011117
5201512,2017-11-01T09:20:00Z,6.9968,128.0068,30.55,0,011117
5201512,2017-11-01T09:45:00Z,6.9970,128.0060,30.33,0,011117
5201512,2017-11-01T09:50:00Z,6.9972,128.0060,30.27,0,011117
5201512,2017-11-01T10:00:00Z,6.9970,128.0060,30.19,0,011117
5201512,2017-11-01T10:05:00Z,6.9970,128.0060,30.18,0,011117
5201512,2017-11-01T10:15:00Z,6.9970,128.0060,30.07,0,011117
5201512,2017-11-01T10:25:00Z,6.9972,128.0058,30.05,0,011117
5201512,2017-11-01T10:30:00Z,6.9974,128.0056,30.05,0,011117
5201512,2017-11-01T10:35:00Z,6.9976,128.0054,29.99,0,011117
5201512,2017-11-01T10:45:00Z,6.9980,128.0052,29.95,0,011117
5201512,2017-11-01T11:00:00Z,6.9988,128.0048,29.93,0,011117
5201512,2017-11-01T11:10:00Z,6.9992,128.0046,29.86,0,011117
5201512,2017-11-01T11:30:00Z,6.9996,128.0042,29.91,0,011117
5201512,2017-11-01T11:35:00Z,6.9996,128.0042,29.92,0,011117
5201512,2017-11-01T11:40:00Z,6.9994,128.0040,30.02,0,011117
5201512,2017-11-01T11:45:00Z,6.9994,128.0038,30,0,011117
5201512,2017-11-01T11:50:00Z,6.9992,128.0038,29.99,0,011117
5201512,2017-11-01T11:55:00Z,6.9990,128.0036,29.91,0,011117
5201512,2017-11-01T12:10:00Z,6.9990,128.0036,29.73,0,011117
5201512,2017-11-01T12:15:00Z,6.9990,128.0034,29.68,0,011117
5201512,2017-11-01T12:20:00Z,6.9990,128.0032,29.67,0,011117
5201512,2017-11-01T12:25:00Z,6.9992,128.0030,29.66,0,011117
5201512,2017-11-01T12:30:00Z,6.9992,128.0030,29.63,0,011117
5201512,2017-11-01T12:35:00Z,6.9992,128.0030,29.58,0,011117
5201512,2017-11-01T12:40:00Z,6.9992,128.0028,29.63,0,011117
5201512,2017-11-01T12:45:00Z,6.9992,128.0026,29.58,0,011117
5201512,2017-11-01T12:50:00Z,6.9994,128.0024,29.63,0,011117
5201512,2017-11-01T12:55:00Z,6.9994,128.0022,29.58,0,011117
5201512,2017-11-01T13:00:00Z,6.9996,128.0020,29.61,0,011117
5201512,2017-11-01T13:05:00Z,6.9994,128.0020,29.64,0,011117
5201512,2017-11-01T13:10:00Z,6.9994,128.0020,29.58,0,011117
5201512,2017-11-01T13:15:00Z,6.9996,128.0018,29.55,0,011117
5201512,2017-11-01T13:35:00Z,6.9998,128.0012,29.55,0,011117
5201512,2017-11-01T13:50:00Z,6.9998,128.0010,29.49,0,011117
5201512,2017-11-01T13:55:00Z,6.9998,128.0010,29.54,0,011117
5201512,2017-11-01T14:00:00Z,6.9998,128.0008,29.5,0,011117
5201512,2017-11-01T14:15:00Z,7.0002,128.0006,29.44,0,011117
5201512,2017-11-01T14:20:00Z,7.0002,128.0006,29.44,0,011117
5201512,2017-11-01T14:25:00Z,7.0004,128.0006,29.42,0,011117
5201512,2017-11-01T14:35:00Z,7.0004,128.0006,29.41,0,011117
5201512,2017-11-01T14:40:00Z,7.0004,128.0004,29.39,0,011117
5201512,2017-11-01T14:45:00Z,7.0002,128.0008,29.43,0,011117
5201512,2017-11-01T15:10:00Z,7.0002,128.0008,29.33,0,011117
5201512,2017-11-01T15:15:00Z,7.0000,128.0008,29.29,0,011117
5201512,2017-11-01T15:20:00Z,7.0000,128.0012,29.3,0,011117
