PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2201501,2017-11-01T00:00:00Z,37.7570,160.7590,,,20.08,0.5,311,15,-0.265,-0.386,011199171111
2201501,2017-11-01T00:00:00Z,37.7574,160.7588,20.08,0,,,,,,,011117999999
2201501,2017-11-01T03:00:00Z,37.7140,160.7300,,,20.09,0.5,311,15,-0.273,-0.458,011199171111
2201501,2017-11-01T03:00:00Z,37.7156,160.7314,20.12,0,,,,,,,011117999999
2201501,2017-11-01T06:00:00Z,37.6680,160.6920,,,20.09,0.5,311,15,-0.375,-0.437,011199171111
2201501,2017-11-01T06:02:00Z,37.6680,160.6922,20.07,0,,,,,,,011117999999
2201501,2017-11-01T09:00:00Z,37.6290,160.6380,,,20.06,0.5,311,15,-0.461,-0.334,011199171111
2201501,2017-11-01T09:00:00Z,37.6284,160.6360,20.08,0,,,,,,,011117999999
2201501,2017-11-01T12:00:00Z,37.6030,160.5790,,,20.03,0.5,311,15,-0.485,-0.237,011199171111
2201501,2017-11-01T15:00:00Z,37.5830,160.5190,,,20.02,0.5,311,15,-0.481,-0.185,011199171111
2201501,2017-11-01T18:00:00Z,37.5670,160.4610,,,20.01,0.5,311,15,-0.436,-0.123,011199171111
2201501,2017-11-01T18:00:00Z,37.5666,160.4608,20.02,0,,,,,,,011117999999
2201501,2017-11-01T21:00:00Z,37.5590,160.4120,,,20.02,0.5,311,15,-0.392,-0.072,011199171111
2201501,2017-11-01T21:00:00Z,37.5588,160.4096,19.98,0,,,,,,,011117999999
2201501,2017-11-02T00:00:00Z,37.5530,160.3650,,,20.04,0.5,311,15,-0.424,-0.036,011199171111
2201501,2017-11-02T00:01:00Z,37.5528,160.3652,20.06,0,,,,,,,011117999999
2201501,2017-11-02T03:00:00Z,37.5520,160.3080,,,20.03,0.5,311,15,-0.473,0.005,011199171111
2201501,2017-11-02T06:00:00Z,37.5540,160.2490,,,20.02,0.5,311,15,-0.477,0.031,011199171111
2201501,2017-11-02T09:00:00Z,37.5580,160.1910,,,20,0.5,311,15,-0.44,0.046,011199171111
2201501,2017-11-02T09:02:00Z,37.5580,160.1894,19.98,0,,,,,,,011117999999
2201501,2017-11-02T12:00:00Z,37.5630,160.1410,,,19.98,0.5,311,15,-0.453,0.077,011199171111
2201501,2017-11-02T12:00:00Z,37.5628,160.1406,19.98,0,,,,,,,011117999999
2201501,2017-11-02T15:00:00Z,37.5730,160.0800,,,19.96,0.5,311,15,-0.477,0.149,011199171111
