PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5201633,2017-11-21T15:32:00Z,7.9976,128.6518,29.79,0,,,,,,,011117999999
5201633,2017-11-21T16:00:00Z,7.9948,128.6492,29.75,0,,,,,,,011117999999
5201633,2017-11-21T17:00:00Z,7.9870,128.6434,29.75,0,,,,,,,011117999999
5201633,2017-11-21T18:00:00Z,7.9772,128.6358,29.75,0,,,,,,,011117999999
5201633,2017-11-21T19:00:00Z,7.9658,128.6300,29.72,0,,,,,,,011117999999
5201633,2017-11-21T20:00:00Z,7.9542,128.6232,29.72,0,,,,,,,011117999999
5201633,2017-11-21T21:00:00Z,7.9448,128.6168,29.72,0,,,,,,,011117999999
5201633,2017-11-21T22:00:00Z,7.9342,128.6132,29.72,0,,,,,,,011117999999
5201633,2017-11-21T23:00:00Z,7.9242,128.6108,29.72,0,,,,,,,011117999999
5201633,2017-11-22T00:00:00Z,7.9166,128.6074,29.72,0,,,,,,,011117999999
5201633,2017-11-22T01:00:00Z,7.9054,128.6030,29.75,0,,,,,,,011117999999
5201633,2017-11-22T02:00:00Z,7.8916,128.5994,29.79,0,,,,,,,011117999999
5201633,2017-11-22T03:00:00Z,7.8778,128.5804,29.81,0,,,,,,,011117999999
5201633,2017-11-22T04:00:00Z,7.8398,128.5904,29.81,0,,,,,,,011117999999
5201633,2017-11-22T05:00:00Z,7.8450,128.5916,29.88,0,,,,,,,011117999999
5201633,2017-11-22T06:00:00Z,7.8318,128.5930,29.93,0,,,,,,,011117999999
5201633,2017-11-22T07:00:00Z,7.8174,128.5942,29.88,0,,,,,,,011117999999
5201633,2017-11-22T08:00:00Z,7.8042,128.5976,29.86,0,,,,,,,011117999999
5201633,2017-11-22T09:00:00Z,7.7906,128.6000,29.79,0,,,,,,,011117999999
5201633,2017-11-22T10:00:00Z,7.7758,128.6014,29.79,0,,,,,,,011117999999
5201633,2017-11-22T11:00:00Z,7.7650,128.5980,29.79,0,,,,,,,011117999999
5201633,2017-11-22T12:00:00Z,7.7534,128.5894,29.79,0,,,,,,,011117999999
5201633,2017-11-22T13:00:00Z,7.7388,128.5752,29.79,0,,,,,,,011117999999
5201633,2017-11-22T14:00:00Z,7.7246,128.5588,29.75,0,,,,,,,011117999999
5201633,2017-11-22T15:00:00Z,7.7088,128.5434,29.75,0,,,,,,,011117999999
5201633,2017-11-22T16:00:00Z,7.6918,128.5288,29.75,0,,,,,,,011117999999
5201633,2017-11-22T17:00:00Z,7.6744,128.5152,29.75,0,,,,,,,011117999999
5201633,2017-11-22T18:00:00Z,7.6566,128.5008,29.57,0,,,,,,,011117999999
5201633,2017-11-22T19:00:00Z,7.6402,128.4884,29.64,0,,,,,,,011117999999
5201633,2017-11-22T20:00:00Z,7.6300,128.4770,29.64,0,,,,,,,011117999999
5201633,2017-11-22T21:00:00Z,7.6194,128.4678,29.68,0,,,,,,,011117999999
5201633,2017-11-22T22:00:00Z,7.6090,128.4624,29.72,0,,,,,,,011117999999
5201633,2017-11-22T23:00:00Z,7.6006,128.4576,29.72,0,,,,,,,011117999999
5201633,2017-11-23T00:00:00Z,7.5858,128.4496,33.48,0,,,,,,,011127999999
5201633,2017-11-23T01:00:00Z,7.5494,128.4196,33.62,0,,,,,,,011127999999
5201633,2017-11-23T02:00:00Z,7.5494,128.4190,31.83,0,,,,,,,011127999999
5201633,2017-11-23T03:00:00Z,7.5490,128.4184,33.2,0,,,,,,,011127999999
5201633,2017-11-23T04:00:00Z,7.5492,128.4180,33.04,0,,,,,,,011127999999
5201633,2017-11-23T05:00:00Z,7.5488,128.4184,33.27,0,,,,,,,011127999999
5201633,2017-11-23T06:00:00Z,7.5486,128.4202,31.49,0,,,,,,,011127999999
5201633,2017-11-23T07:00:00Z,7.5480,128.4224,31.05,0,,,,,,,011127999999
5201633,2017-11-23T08:00:00Z,7.5484,128.4238,30.43,0,,,,,,,011117999999
5201633,2017-11-23T09:00:00Z,7.5484,128.4250,29.75,0,,,,,,,011117999999
5201633,2017-11-23T10:00:00Z,7.5482,128.4246,29.37,0,,,,,,,011117999999
5201633,2017-11-23T11:00:00Z,7.5484,128.4226,29.2,0,,,,,,,011117999999
5201633,2017-11-23T12:00:00Z,7.5490,128.4200,29.2,0,,,,,,,011117999999
5201633,2017-11-23T13:00:00Z,7.5496,128.4174,29.2,0,,,,,,,011117999999
5201633,2017-11-23T14:00:00Z,7.5504,128.4152,28.24,0,,,,,,,011117999999
5201633,2017-11-23T15:00:00Z,7.5492,128.4146,28.87,0,,,,,,,011117999999
5201633,2017-11-23T16:00:00Z,7.5490,128.4140,29.04,0,,,,,,,011117999999
5201633,2017-11-23T17:00:00Z,7.5496,128.4130,28.45,0,,,,,,,011117999999
5201633,2017-11-23T18:00:00Z,7.5494,128.4130,29.06,0,,,,,,,011117999999
5201633,2017-11-23T19:00:00Z,7.5492,128.4134,29.13,0,,,,,,,011117999999
5201633,2017-11-23T20:00:00Z,7.5490,128.4146,29.2,0,,,,,,,011117999999
5201633,2017-11-23T21:00:00Z,7.5448,128.4724,28.18,0,,,,,,,011117999999
5201633,2017-11-23T22:00:00Z,7.5316,128.5374,28.14,0,,,,,,,011117999999
5201633,2017-11-23T23:00:00Z,7.5172,128.6018,29.11,0,,,,,,,011117999999
5201633,2017-11-24T00:00:00Z,7.5030,128.6590,29.93,0,,,,,,,011117999999
5201633,2017-11-24T01:00:00Z,7.4662,128.6704,29.93,0,,,,,,,011117999999
5201633,2017-11-24T02:00:00Z,7.4248,128.6658,30.23,0,,,,,,,011117999999
5201633,2017-11-24T03:00:00Z,7.4140,128.6658,30.57,0,,,,,,,011117999999
5201633,2017-11-24T04:00:00Z,7.3662,128.6844,30.41,0,,,,,,,011117999999
5201633,2017-11-24T05:00:00Z,7.3648,128.6960,30.02,0,,,,,,,011117999999
5201633,2017-11-24T06:00:00Z,7.3662,128.6926,30.43,0,,,,,,,011117999999
5201633,2017-11-24T07:00:00Z,7.3642,128.6896,29.88,0,,,,,,,011117999999
5201633,2017-11-24T08:00:00Z,7.3626,128.6842,29.68,0,,,,,,,011117999999
5201633,2017-11-24T09:00:00Z,7.3614,128.6810,29.44,0,,,,,,,011117999999
5201633,2017-11-24T10:00:00Z,7.3614,128.6766,29.3,0,,,,,,,011117999999
5201633,2017-11-24T11:00:00Z,7.3602,128.6742,29.44,0,,,,,,,011117999999
5201633,2017-11-24T12:00:00Z,7.3598,128.6726,29.41,0,,,,,,,011117999999
5201633,2017-11-24T14:00:00Z,7.3608,128.6686,29.3,0,,,,,,,011117999999
5201633,2017-11-24T15:00:00Z,7.3610,128.6668,29.3,0,,,,,,,011117999999
5201633,2017-11-24T16:00:00Z,7.3622,128.6640,28.49,0,,,,,,,011117999999
5201633,2017-11-24T17:00:00Z,7.3628,128.6612,29.11,0,,,,,,,011117999999
5201633,2017-11-24T18:00:00Z,7.3628,128.6592,29.48,0,,,,,,,011117999999
5201633,2017-11-24T19:00:00Z,7.3634,128.6576,29.62,0,,,,,,,011117999999
5201633,2017-11-24T20:00:00Z,7.3640,128.6562,29.57,0,,,,,,,011117999999
5201633,2017-11-24T21:00:00Z,7.3640,128.6566,29.57,0,,,,,,,011117999999
5201633,2017-11-24T22:00:00Z,7.3636,128.6578,29.48,0,,,,,,,011117999999
5201633,2017-11-24T23:00:00Z,7.3636,128.6578,29.62,0,,,,,,,011117999999
5201633,2017-11-25T00:00:00Z,7.3634,128.6582,29.64,0,,,,,,,011117999999
5201633,2017-11-25T01:00:00Z,7.3632,128.6586,29.81,0,,,,,,,011117999999
5201633,2017-11-25T02:00:00Z,7.3628,128.6604,29.75,0,,,,,,,011117999999
5201633,2017-11-25T03:00:00Z,7.3624,128.6612,29.48,0,,,,,,,011117999999
5201633,2017-11-25T04:00:00Z,7.3626,128.6608,29.72,0,,,,,,,011117999999
5201633,2017-11-25T05:00:00Z,7.3646,128.6592,27.8,0,,,,,,,011127999999
5201633,2017-11-25T06:00:00Z,7.3664,128.6570,26.87,0,,,,,,,011127999999
5201633,2017-11-25T07:00:00Z,7.3656,128.6558,26.57,0,,,,,,,011127999999
5201633,2017-11-25T08:00:00Z,7.3658,128.6560,27.36,0,,,,,,,011127999999
5201633,2017-11-25T09:00:00Z,7.3662,128.6556,27.56,0,,,,,,,011127999999
5201633,2017-11-25T10:00:00Z,7.3664,128.6552,28,0,,,,,,,011117999999
5201633,2017-11-25T11:00:00Z,7.3656,128.6558,27.63,0,,,,,,,011127999999
5201633,2017-11-25T12:00:00Z,7.3642,128.6574,28.07,0,,,,,,,011117999999
5201633,2017-11-25T13:00:00Z,7.3638,128.6576,27.87,0,,,,,,,011127999999
5201633,2017-11-25T14:00:00Z,7.3630,128.6596,28.49,0,,,,,,,011117999999
5201633,2017-11-25T15:00:00Z,7.3632,128.6592,28.05,0,,,,,,,011117999999
5201633,2017-11-25T16:00:00Z,7.3640,128.6580,28.35,0,,,,,,,011117999999
5201633,2017-11-25T17:00:00Z,7.3646,128.6572,28.69,0,,,,,,,011117999999
5201633,2017-11-25T18:00:00Z,7.3656,128.6554,28.82,0,,,,,,,011117999999
5201633,2017-11-25T19:00:00Z,7.3656,128.6542,28.42,0,,,,,,,011117999999
5201633,2017-11-25T20:00:00Z,7.3664,128.6534,28.38,0,,,,,,,011117999999
5201633,2017-11-25T21:00:00Z,7.3670,128.6526,28.69,0,,,,,,,011117999999
5201633,2017-11-25T22:00:00Z,7.3670,128.6524,28.97,0,,,,,,,011117999999
5201633,2017-11-25T23:00:00Z,7.3664,128.6532,29.11,0,,,,,,,011117999999
5201633,2017-11-26T00:00:00Z,7.3664,128.6534,29.06,0,,,,,,,011117999999
5201633,2017-11-26T01:00:00Z,7.3656,128.6550,29.24,0,,,,,,,011117999999
5201633,2017-11-26T02:00:00Z,7.3656,128.6560,29.86,0,,,,,,,011117999999
5201633,2017-11-26T03:00:00Z,7.3694,128.6552,30.33,0,,,,,,,011117999999
5201633,2017-11-26T04:00:00Z,7.3706,128.6528,31.01,0,,,,,,,011117999999
5201633,2017-11-26T05:00:00Z,7.3700,128.6514,30.68,0,,,,,,,011117999999
5201633,2017-11-26T06:00:00Z,7.3702,128.6502,30.41,0,,,,,,,011117999999
5201633,2017-11-26T07:00:00Z,7.3708,128.6490,29.57,0,,,,,,,011117999999
5201633,2017-11-26T08:00:00Z,7.3702,128.6486,29.48,0,,,,,,,011117999999
5201633,2017-11-26T09:00:00Z,7.3718,128.6472,29.55,0,,,,,,,011117999999
5201633,2017-11-26T10:00:00Z,7.3726,128.6462,29.44,0,,,,,,,011117999999
5201633,2017-11-26T11:00:00Z,7.3734,128.6452,29.44,0,,,,,,,011117999999
