PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5301521,2018-02-07T02:22:00Z,8.5252,134.5998,33.84,0,,,,,,,011127999999
5301521,2018-02-07T03:00:00Z,8.5334,134.5919,29.45,0,,,,,,,011117999999
5301521,2018-02-07T04:00:00Z,8.5432,134.5809,29.48,0,,,,,,,011117999999
5301521,2018-02-07T05:00:00Z,8.5505,134.5690,29.45,0,,,,,,,011117999999
5301521,2018-02-07T06:01:00Z,8.5566,134.5564,29.44,0,,,,,,,011117999999
5301521,2018-02-07T07:00:00Z,8.5614,134.5440,29.37,0,,,,,,,011117999999
5301521,2018-02-07T08:00:00Z,8.5664,134.5329,29.32,0,,,,,,,011117999999
5301521,2018-02-07T09:01:00Z,8.5724,134.5221,29.22,0,,,,,,,011117999999
5301521,2018-02-07T10:00:00Z,8.5815,134.5155,29.26,0,,,,,,,011117999999
5301521,2018-02-07T11:00:00Z,8.5863,134.5102,29.29,0,,,,,,,011117999999
5301521,2018-02-07T13:00:00Z,8.5934,134.5012,29.37,0,,,,,,,011117999999
5301521,2018-02-07T14:00:00Z,8.5928,134.4971,29.38,0,,,,,,,011117999999
5301521,2018-02-07T15:00:00Z,8.5907,134.4956,29.36,0,,,,,,,011117999999
5301521,2018-02-07T16:00:00Z,8.5881,134.4960,29.35,0,,,,,,,011117999999
5301521,2018-02-07T17:00:00Z,8.5866,134.4913,29.31,0,,,,,,,011117999999
5301521,2018-02-07T18:00:00Z,8.5855,134.4872,29.26,0,,,,,,,011117999999
5301521,2018-02-07T18:05:00Z,8.5852,134.4872,29.27,0,,,,,,,011117999999
5301521,2018-02-07T18:10:00Z,8.5852,134.4870,29.25,0,,,,,,,011117999999
5301521,2018-02-07T18:15:00Z,8.5852,134.4866,29.25,0,,,,,,,011117999999
5301521,2018-02-07T18:20:00Z,8.5850,134.4862,29.24,0,,,,,,,011117999999
5301521,2018-02-07T18:25:00Z,8.5848,134.4860,29.24,0,,,,,,,011117999999
5301521,2018-02-07T18:30:00Z,8.5846,134.4854,29.24,0,,,,,,,011117999999
5301521,2018-02-07T18:36:00Z,8.5843,134.4837,29.24,0,,,,,,,011117999999
5301521,2018-02-07T18:40:00Z,8.5841,134.4832,29.24,0,,,,,,,011117999999
5301521,2018-02-07T18:50:00Z,8.5837,134.4820,29.23,0,,,,,,,011117999999
5301521,2018-02-07T18:55:00Z,8.5834,134.4814,29.25,0,,,,,,,011117999999
5301521,2018-02-07T19:00:00Z,8.5830,134.4807,29.24,0,,,,,,,011117999999
5301521,2018-02-07T19:06:00Z,8.5825,134.4799,29.25,0,,,,,,,011117999999
5301521,2018-02-07T19:10:00Z,8.5823,134.4794,29.25,0,,,,,,,011117999999
5301521,2018-02-07T19:15:00Z,8.5820,134.4786,29.25,0,,,,,,,011117999999
5301521,2018-02-07T19:20:00Z,8.5816,134.4780,29.24,0,,,,,,,011117999999
5301521,2018-02-07T19:25:00Z,8.5812,134.4774,29.24,0,,,,,,,011117999999
5301521,2018-02-07T19:30:00Z,8.5809,134.4769,29.24,0,,,,,,,011117999999
5301521,2018-02-07T19:35:00Z,8.5805,134.4765,29.25,0,,,,,,,011117999999
5301521,2018-02-07T19:40:00Z,8.5802,134.4760,29.24,0,,,,,,,011117999999
5301521,2018-02-07T19:45:00Z,8.5799,134.4755,29.24,0,,,,,,,011117999999
5301521,2018-02-07T19:50:00Z,8.5795,134.4750,29.22,0,,,,,,,011117999999
5301521,2018-02-07T19:55:00Z,8.5792,134.4745,29.24,0,,,,,,,011117999999
5301521,2018-02-07T20:00:00Z,8.5787,134.4739,29.23,0,,,,,,,011117999999
5301521,2018-02-07T20:05:00Z,8.5782,134.4733,29.24,0,,,,,,,011117999999
5301521,2018-02-07T20:10:00Z,8.5777,134.4727,29.25,0,,,,,,,011117999999
5301521,2018-02-07T20:15:00Z,8.5770,134.4720,29.24,0,,,,,,,011117999999
5301521,2018-02-07T20:20:00Z,8.5755,134.4710,29.26,0,,,,,,,011117999999
5301521,2018-02-07T20:25:00Z,8.5757,134.4709,29.24,0,,,,,,,011117999999
5301521,2018-02-07T20:30:00Z,8.5750,134.4701,29.25,0,,,,,,,011117999999
