PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5100764,127154,2017-11-01T00:00:00Z,21.1510,126.8261,27.4,0,0011117
5100764,127154,2017-11-01T01:00:00Z,21.1510,126.8261,27.45,0,0011117
5100764,127154,2017-11-01T02:00:00Z,21.1247,126.7991,27.45,0,0011117
5100764,127154,2017-11-01T03:00:00Z,21.1247,126.7991,27.45,0,0011117
5100764,127154,2017-11-01T04:00:00Z,21.1247,126.7991,27.5,0,0011117
5100764,127154,2017-11-01T05:00:00Z,21.1247,126.7991,27.5,0,0011117
5100764,127154,2017-11-01T06:00:00Z,21.0766,126.7726,27.55,0,0014417
5100764,127154,2017-11-01T07:00:00Z,21.0766,126.7726,27.55,0,0011117
5100764,127154,2017-11-01T08:00:00Z,21.0755,126.7758,27.55,0,0011117
5100764,127154,2017-11-01T09:00:00Z,21.0755,126.7758,27.5,0,0011117
5100764,127154,2017-11-01T10:00:00Z,21.0423,126.7293,27.55,0,0014417
5100764,127154,2017-11-01T11:00:00Z,21.0458,126.7244,27.55,0,0011117
5100764,127154,2017-11-01T12:00:00Z,21.0458,126.7244,27.55,0,0011117
5100764,127154,2017-11-01T13:00:00Z,21.0169,126.6827,27.55,0,0011117
5100764,127154,2017-11-01T14:00:00Z,21.0169,126.6827,27.55,0,0011117
5100764,127154,2017-11-01T15:00:00Z,21.0169,126.6827,27.5,0,0011117
5100764,127154,2017-11-01T16:00:00Z,21.0169,126.6827,27.5,0,0011117
5100764,127154,2017-11-01T17:00:00Z,21.0169,126.6827,27.5,0,0011117
5100764,127154,2017-11-01T18:00:00Z,21.0169,126.6827,27.5,0,0011117
5100764,127154,2017-11-01T19:00:00Z,21.0148,126.5639,27.5,0,0014417
5100764,127154,2017-11-01T20:00:00Z,21.0148,126.5639,27.5,0,0011117
5100764,127154,2017-11-01T21:00:00Z,21.0147,126.5513,27.5,0,0011117
5100764,127154,2017-11-01T22:00:00Z,21.0160,126.5563,27.5,0,0011117
5100764,127154,2017-11-01T23:00:00Z,21.0130,126.5405,27.55,0,0011117
5100764,127154,2017-11-02T00:00:00Z,21.0130,126.5405,27.55,0,0011117
5100764,127154,2017-11-02T01:00:00Z,21.0046,126.5239,27.55,0,0011117
5100764,127154,2017-11-02T02:00:00Z,21.0044,126.5324,27.6,0,0011117
5100764,127154,2017-11-02T03:00:00Z,21.0037,126.5205,27.6,0,0011117
5100764,127154,2017-11-02T04:00:00Z,21.0037,126.5205,27.6,0,0011117
