PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4601658,2017-12-16T01:21:00Z,39.4646,143.9528,14.87,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T02:00:00Z,39.4646,143.9412,14.86,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T03:00:00Z,39.4651,143.9229,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T04:04:00Z,39.4630,143.9032,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T05:00:00Z,39.4597,143.8841,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T06:00:00Z,39.4565,143.8615,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T07:00:00Z,39.4530,143.8371,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T08:01:00Z,39.4504,143.8121,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T09:00:00Z,39.4491,143.7870,14.82,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T10:00:00Z,39.4493,143.7609,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T11:00:00Z,39.4504,143.7335,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T12:02:00Z,39.4525,143.7042,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T13:00:00Z,39.4553,143.6750,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T14:02:00Z,39.4593,143.6417,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T15:00:00Z,39.4636,143.6102,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T16:01:00Z,39.4702,143.5762,14.86,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T18:03:00Z,39.4854,143.5096,14.87,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T19:00:00Z,39.4947,143.4796,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T21:03:00Z,39.5132,143.4204,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T22:00:00Z,39.5217,143.3945,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-16T23:00:00Z,39.5308,143.3657,14.82,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T00:00:00Z,39.5420,143.3370,,,,,,,14.84,0.5,311,15,-0.678,0.381,0111999999171111
4601658,2017-12-17T00:03:00Z,39.5424,143.3365,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T01:00:00Z,39.5548,143.3096,14.87,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T02:00:00Z,39.5692,143.2811,14.82,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T03:00:00Z,39.5860,143.2520,,,,,,,14.84,0.5,311,15,-0.618,0.489,0111999999171111
4601658,2017-12-17T03:00:00Z,39.5836,143.2552,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T05:04:00Z,39.6194,143.2027,14.83,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T06:00:00Z,39.6370,143.1810,,,,,,,14.83,0.5,311,15,-0.479,0.576,0111999999171111
4601658,2017-12-17T06:00:00Z,39.6373,143.1813,14.81,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T07:02:00Z,39.6587,143.1609,14.85,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T08:03:00Z,39.6804,143.1434,14.81,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T09:00:00Z,39.6980,143.1310,,,,,,,14.81,0.5,311,15,-0.372,0.684,0111999999171111
4601658,2017-12-17T09:00:00Z,39.7000,143.1288,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T12:00:00Z,39.7700,143.0870,,,,,,,14.8,0.5,311,15,-0.257,0.792,0111999999171111
4601658,2017-12-17T12:01:00Z,39.7701,143.0868,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T14:02:00Z,39.8232,143.0701,14.79,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T15:00:00Z,39.8520,143.0660,,,,,,,14.78,0.5,311,15,-0.087,0.803,0111999999171111
4601658,2017-12-17T15:00:00Z,39.8488,143.0663,14.79,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T16:02:00Z,39.8764,143.0653,14.76,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T17:00:00Z,39.9004,143.0644,14.76,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T18:00:00Z,39.9260,143.0650,,,,,,,14.76,0.5,311,15,0.047,0.756,0111999999171111
4601658,2017-12-17T18:03:00Z,39.9264,143.0650,14.77,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T19:00:00Z,39.9511,143.0685,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T20:00:00Z,39.9763,143.0733,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T21:00:00Z,39.9990,143.0780,,,,,,,14.75,0.5,311,15,0.15,0.777,0111999999171111
4601658,2017-12-17T21:00:00Z,40.0012,143.0787,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-17T23:02:00Z,40.0534,143.0946,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T00:00:00Z,40.0770,143.1030,,,,,,,14.74,0.5,311,15,0.271,0.756,0111999999171111
4601658,2017-12-18T00:00:00Z,40.0771,143.1026,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T01:00:00Z,40.1009,143.1143,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T02:03:00Z,40.1249,143.1300,14.73,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T03:00:00Z,40.1460,143.1470,,,,,,,14.74,0.5,311,15,0.393,0.653,0111999999171111
4601658,2017-12-18T03:00:00Z,40.1441,143.1461,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T04:00:00Z,40.1642,143.1658,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T05:03:00Z,40.1861,143.1860,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T06:00:00Z,40.2040,143.2030,,,,,,,14.74,0.5,311,15,0.428,0.592,0111999999171111
4601658,2017-12-18T06:00:00Z,40.2041,143.2034,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T07:00:00Z,40.2233,143.2227,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T08:01:00Z,40.2426,143.2405,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T09:00:00Z,40.2610,143.2560,,,,,,,14.73,0.5,311,15,0.486,0.607,0111999999171111
4601658,2017-12-18T09:03:00Z,40.2634,143.2574,14.72,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T10:03:00Z,40.2845,143.2774,14.7,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T12:00:00Z,40.3220,143.3270,,,,,,,14.73,0.5,311,15,0.67,0.55,0111999999171111
4601658,2017-12-18T12:00:00Z,40.3221,143.3269,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T13:04:00Z,40.3416,143.3569,14.72,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T14:02:00Z,40.3569,143.3883,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T15:00:00Z,40.3680,143.4270,,,,,,,14.74,0.5,311,15,0.788,0.278,0111999999171111
4601658,2017-12-18T15:00:00Z,40.3683,143.4245,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T16:00:00Z,40.3730,143.4628,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T17:00:00Z,40.3757,143.4981,14.73,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T18:00:00Z,40.3760,143.5280,,,,,,,14.77,0.5,311,15,0.729,0.015,0111999999171111
4601658,2017-12-18T19:00:00Z,40.3748,143.5564,14.82,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T20:04:00Z,40.3731,143.5872,14.79,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T21:00:00Z,40.3710,143.6130,,,,,,,14.79,0.5,311,15,0.698,-0.118,0111999999171111
4601658,2017-12-18T22:02:00Z,40.3676,143.6465,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-18T23:00:00Z,40.3623,143.6760,14.81,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T00:00:00Z,40.3530,143.7060,,,,,,,14.79,0.5,311,15,0.612,-0.242,0111999999171111
4601658,2017-12-19T00:00:00Z,40.3532,143.7059,14.79,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T01:00:00Z,40.3429,143.7298,14.8,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T02:00:00Z,40.3338,143.7492,14.79,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T03:00:00Z,40.3240,143.7690,,,,,,,14.77,0.5,311,15,0.487,-0.298,0111999999171111
4601658,2017-12-19T03:00:00Z,40.3244,143.7680,14.77,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T04:00:00Z,40.3170,143.7846,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T05:00:00Z,40.3074,143.8054,14.7,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T06:00:00Z,40.2950,143.8300,,,,,,,14.75,0.5,311,15,0.51,-0.345,0111999999171111
4601658,2017-12-19T06:00:00Z,40.2955,143.8304,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T07:00:00Z,40.2840,143.8539,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T08:00:00Z,40.2706,143.8775,14.76,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T09:00:00Z,40.2570,143.8990,,,,,,,14.74,0.5,311,15,0.55,-0.468,0111999999171111
4601658,2017-12-19T09:00:00Z,40.2555,143.9009,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T10:04:00Z,40.2382,143.9263,14.75,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T11:00:00Z,40.2220,143.9464,14.74,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T12:00:00Z,40.2040,143.9700,,,,,,,14.73,0.5,311,15,0.555,-0.633,0111999999171111
4601658,2017-12-19T12:00:00Z,40.2038,143.9699,14.7,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T13:03:00Z,40.1822,143.9954,14.72,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T14:00:00Z,40.1598,144.0182,14.69,0,,,,,,,,,,,0111179999999999
4601658,2017-12-19T15:00:00Z,40.1340,144.0400,,,,,,,14.7,0.5,311,15,0.421,-0.746,0111999999171111
