PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100801,90266,2017-11-01T00:00:00Z,23.7050,141.4470,,,29.07,0.5,311,15,-0.165,-0.314,0011199171111
5100801,90266,2017-11-01T00:00:00Z,23.7047,141.4459,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T02:00:00Z,23.7047,141.4459,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T03:00:00Z,23.6770,141.4150,,,29.1,0.5,311,15,-0.273,-0.226,0011199171111
5100801,90266,2017-11-01T03:00:00Z,23.6599,141.3925,29.11,0,,,,,,,0014417999999
5100801,90266,2017-11-01T04:00:00Z,23.6599,141.3925,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T05:00:00Z,23.6599,141.3925,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T06:00:00Z,23.6610,141.3890,,,29.11,0.5,311,15,-0.108,-0.026,0011199171111
5100801,90266,2017-11-01T06:00:00Z,23.6596,141.3922,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T07:00:00Z,23.6596,141.3922,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T08:00:00Z,23.6684,141.3831,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T09:00:00Z,23.6720,141.3920,,,29.11,0.5,311,15,0.108,0.031,0011199171111
5100801,90266,2017-11-01T09:00:00Z,23.6713,141.3879,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T10:00:00Z,23.6737,141.4058,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T11:00:00Z,23.6718,141.4143,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T12:00:00Z,23.6670,141.4120,,,29.1,0.5,311,15,0.071,-0.123,0011199171111
5100801,90266,2017-11-01T12:00:00Z,23.6735,141.4157,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T14:00:00Z,23.6598,141.4067,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-01T15:00:00Z,23.6480,141.4070,,,29.09,0.5,311,15,-0.009,-0.18,0011199171111
5100801,90266,2017-11-01T15:00:00Z,23.6598,141.4067,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T16:00:00Z,23.6323,141.4100,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T17:00:00Z,23.6323,141.4100,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T18:00:00Z,23.6320,141.4100,,,29.07,0.5,311,15,0.047,-0.103,0011199171111
5100801,90266,2017-11-01T18:00:00Z,23.6304,141.4125,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T19:00:00Z,23.6304,141.4125,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T20:00:00Z,23.6265,141.4164,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T21:00:00Z,23.6280,141.4170,,,29.09,0.5,311,15,0.132,-0.026,0011199171111
5100801,90266,2017-11-01T21:00:00Z,23.6284,141.4174,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T22:00:00Z,23.6281,141.4193,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-01T23:00:00Z,23.6279,141.4291,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T00:00:00Z,23.6270,141.4380,,,29.15,0.5,311,15,-0.024,-0.051,0011199171111
5100801,90266,2017-11-02T00:00:00Z,23.6271,141.4402,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T02:00:00Z,23.6283,141.4239,29.24,0,,,,,,,0011117999999
5100801,90266,2017-11-02T03:00:00Z,23.6180,141.4120,,,29.23,0.5,311,15,-0.222,-0.139,0011199171111
5100801,90266,2017-11-02T03:00:00Z,23.6283,141.4239,29.24,0,,,,,,,0011117999999
5100801,90266,2017-11-02T04:00:00Z,23.6027,141.3963,29.31,0,,,,,,,0011117999999
5100801,90266,2017-11-02T05:00:00Z,23.6027,141.3963,29.31,0,,,,,,,0011117999999
5100801,90266,2017-11-02T06:00:00Z,23.6000,141.3910,,,29.27,0.5,311,15,-0.151,0.026,0011199171111
5100801,90266,2017-11-02T06:00:00Z,23.6027,141.3963,29.28,0,,,,,,,0011117999999
5100801,90266,2017-11-02T07:00:00Z,23.6004,141.3864,29.28,0,,,,,,,0011117999999
5100801,90266,2017-11-02T08:00:00Z,23.6217,141.3787,29.24,0,,,,,,,0011117999999
5100801,90266,2017-11-02T09:00:00Z,23.6230,141.3800,,,29.23,0.5,311,15,-0.009,0.118,0011199171111
5100801,90266,2017-11-02T09:00:00Z,23.6228,141.3802,29.21,0,,,,,,,0011117999999
5100801,90266,2017-11-02T10:00:00Z,23.6235,141.3855,29.21,0,,,,,,,0011117999999
5100801,90266,2017-11-02T11:00:00Z,23.6162,141.3916,29.21,0,,,,,,,0011117999999
5100801,90266,2017-11-02T12:00:00Z,23.6230,141.3890,,,29.18,0.5,311,15,-0.033,-0.067,0011199171111
5100801,90266,2017-11-02T14:00:00Z,23.6238,141.3896,29.14,0,,,,,,,0011117999999
5100801,90266,2017-11-02T15:00:00Z,23.6100,141.3730,,,29.14,0.5,311,15,-0.127,-0.144,0011199171111
5100801,90266,2017-11-02T15:00:00Z,23.5950,141.3611,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T16:00:00Z,23.5950,141.3611,29.14,0,,,,,,,0011117999999
5100801,90266,2017-11-02T17:00:00Z,23.5950,141.3611,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T18:00:00Z,23.5950,141.3620,,,29.11,0.5,311,15,0,-0.108,0011199171111
5100801,90266,2017-11-02T18:00:00Z,23.5948,141.3612,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T19:00:00Z,23.5948,141.3612,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T20:00:00Z,23.5940,141.3681,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-02T21:00:00Z,23.5890,141.3730,,,29.11,0.5,311,15,0.179,-0.015,0011199171111
5100801,90266,2017-11-02T21:00:00Z,23.5892,141.3721,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-02T22:00:00Z,23.5872,141.3804,29.07,0,,,,,,,0011117999999
5100801,90266,2017-11-02T23:00:00Z,23.5935,141.3956,29.11,0,,,,,,,0011117999999
5100801,90266,2017-11-03T00:00:00Z,23.5920,141.4000,,,29.18,0.5,311,15,0.085,-0.103,0011199171111
5100801,90266,2017-11-03T00:00:00Z,23.5880,141.4040,29.14,0,,,,,,,0011117999999
5100801,90266,2017-11-03T01:00:00Z,23.5886,141.4031,29.17,0,,,,,,,0011117999999
5100801,90266,2017-11-03T02:00:00Z,23.5886,141.4031,29.28,0,,,,,,,0011117999999
5100801,90266,2017-11-03T03:00:00Z,23.5690,141.3910,,,29.33,0.5,311,15,-0.16,-0.226,0011199171111
5100801,90266,2017-11-03T03:00:00Z,23.5886,141.4031,29.41,0,,,,,,,0011117999999
5100801,90266,2017-11-03T04:00:00Z,23.5886,141.4031,29.45,0,,,,,,,0011117999999
5100801,90266,2017-11-03T05:00:00Z,23.5489,141.3728,29.48,0,,,,,,,0011117999999
5100801,90266,2017-11-03T06:00:00Z,23.5480,141.3660,,,29.35,0.5,311,15,-0.146,-0.139,0011199171111
5100801,90266,2017-11-03T06:00:00Z,23.5489,141.3615,29.41,0,,,,,,,0011117999999
5100801,90266,2017-11-03T07:00:00Z,23.5489,141.3615,29.38,0,,,,,,,0011117999999
5100801,90266,2017-11-03T08:00:00Z,23.5540,141.3662,29.28,0,,,,,,,0011117999999
5100801,90266,2017-11-03T09:00:00Z,23.5420,141.3600,,,29.25,0.5,311,15,0.047,-0.082,0011199171111
5100801,90266,2017-11-03T09:00:00Z,23.5403,141.3584,29.14,0,,,,,,,0011117999999
