PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101513,2017-11-01T00:00:00Z,44.9620,154.8140,,,6.91,0.5,311,15,-0.331,-0.144,011199171111
2101513,2017-11-01T00:00:00Z,44.9620,154.8144,6.91,0,,,,,,,011117999999
2101513,2017-11-01T01:00:00Z,44.9602,154.7960,6.94,0,,,,,,,011117999999
2101513,2017-11-01T02:00:00Z,44.9596,154.7770,6.94,0,,,,,,,011117999999
2101513,2017-11-01T03:00:00Z,44.9660,154.7580,,,6.96,0.5,311,15,-0.24,0.17,011199171111
2101513,2017-11-01T03:00:00Z,44.9652,154.7586,6.98,0,,,,,,,011117999999
2101513,2017-11-01T04:00:00Z,44.9726,154.7484,6.98,0,,,,,,,011117999999
2101513,2017-11-01T05:00:00Z,44.9840,154.7436,6.98,0,,,,,,,011117999999
2101513,2017-11-01T06:00:00Z,44.9950,154.7480,,,6.98,0.5,311,15,0.098,0.247,011199171111
2101513,2017-11-01T06:00:00Z,44.9948,154.7482,6.98,0,,,,,,,011117999999
2101513,2017-11-01T12:00:00Z,44.9910,154.8260,,,6.95,0.5,311,15,0.076,-0.298,011199171111
2101513,2017-11-01T12:00:00Z,44.9912,154.8268,6.94,0,,,,,,,011117999999
2101513,2017-11-01T13:00:00Z,44.9782,154.8288,6.91,0,,,,,,,011117999999
2101513,2017-11-01T14:00:00Z,44.9654,154.8214,6.94,0,,,,,,,011117999999
2101513,2017-11-01T15:00:00Z,44.9560,154.8060,,,6.93,0.5,311,15,-0.248,-0.175,011199171111
2101513,2017-11-01T15:00:00Z,44.9556,154.8078,6.94,0,,,,,,,011117999999
2101513,2017-11-01T16:00:00Z,44.9518,154.7894,6.91,0,,,,,,,011117999999
2101513,2017-11-01T17:00:00Z,44.9520,154.7730,6.94,0,,,,,,,011117999999
2101513,2017-11-01T18:00:00Z,44.9570,154.7580,,,6.91,0.5,311,15,-0.255,0.165,011199171111
2101513,2017-11-01T18:00:00Z,44.9566,154.7578,6.91,0,,,,,,,011117999999
2101513,2017-11-01T19:00:00Z,44.9652,154.7444,6.91,0,,,,,,,011117999999
2101513,2017-11-01T20:00:00Z,44.9772,154.7352,6.91,0,,,,,,,011117999999
2101513,2017-11-01T21:00:00Z,44.9880,154.7360,,,6.89,0.5,311,15,0.047,0.273,011199171111
2101513,2017-11-01T21:00:00Z,44.9894,154.7368,6.87,0,,,,,,,011117999999
2101513,2017-11-02T04:00:00Z,44.9942,154.8234,6.98,0,,,,,,,011117999999
2101513,2017-11-02T05:00:00Z,44.9826,154.8238,6.98,0,,,,,,,011117999999
2101513,2017-11-02T06:00:00Z,44.9690,154.8210,,,6.95,0.5,311,15,-0.076,-0.35,011199171111
2101513,2017-11-02T06:00:00Z,44.9688,154.8214,6.94,0,,,,,,,011117999999
2101513,2017-11-02T07:00:00Z,44.9558,154.8160,6.94,0,,,,,,,011117999999
2101513,2017-11-02T08:00:00Z,44.9442,154.8072,6.94,0,,,,,,,011117999999
2101513,2017-11-02T09:00:00Z,44.9350,154.7970,,,6.94,0.5,311,15,-0.299,-0.211,011199171111
2101513,2017-11-02T09:00:00Z,44.9336,154.7958,6.94,0,,,,,,,011117999999
2101513,2017-11-02T10:00:00Z,44.9272,154.7802,6.94,0,,,,,,,011117999999
2101513,2017-11-02T11:00:00Z,44.9258,154.7598,6.91,0,,,,,,,011117999999
2101513,2017-11-02T12:00:00Z,44.9280,154.7390,,,6.93,0.5,311,15,-0.324,0.108,011199171111
2101513,2017-11-02T12:00:00Z,44.9284,154.7388,6.94,0,,,,,,,011117999999
2101513,2017-11-02T13:00:00Z,44.9346,154.7212,6.94,0,,,,,,,011117999999
