PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2201530,2017-11-01T00:00:00Z,32.8760,144.5560,,,,,,,24.26,0.5,311,15,0.333,0.051,0111999999171111
2201530,2017-11-01T00:00:00Z,32.8760,144.5556,24.24,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T01:00:00Z,32.8776,144.5672,24.25,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T02:00:00Z,32.8816,144.5810,24.31,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T03:00:00Z,32.8870,144.5960,,,,,,,24.29,0.5,311,15,0.272,0.195,0111999999171111
2201530,2017-11-01T03:00:00Z,32.8862,144.5946,24.33,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T04:00:00Z,32.8928,144.6050,24.31,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T05:00:00Z,32.9020,144.6130,24.3,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T06:00:00Z,32.9140,144.6190,,,,,,,24.29,0.5,311,15,0.121,0.298,0111999999171111
2201530,2017-11-01T06:00:00Z,32.9144,144.6194,24.31,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T08:01:00Z,32.9386,144.6228,24.26,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T09:00:00Z,32.9450,144.6240,,,,,,,24.26,0.5,311,15,0.073,0.211,0111999999171111
2201530,2017-11-01T09:00:00Z,32.9446,144.6244,24.25,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T10:00:00Z,32.9476,144.6250,24.22,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T11:00:00Z,32.9502,144.6290,24.25,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T12:00:00Z,32.9550,144.6360,,,,,,,24.23,0.5,311,15,0.173,0.082,0111999999171111
2201530,2017-11-01T12:00:00Z,32.9552,144.6358,24.24,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T13:00:00Z,32.9562,144.6434,24.24,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T14:00:00Z,32.9554,144.6524,24.2,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T15:00:00Z,32.9610,144.6640,,,,,,,24.21,0.5,311,15,0.173,0.139,0111999999171111
2201530,2017-11-01T15:00:00Z,32.9598,144.6632,24.19,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T16:00:00Z,32.9682,144.6712,24.18,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T17:00:00Z,32.9766,144.6748,24.19,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T18:00:00Z,32.9820,144.6760,,,,,,,24.19,0.5,311,15,-0.026,0.154,0111999999171111
2201530,2017-11-01T19:00:00Z,32.9864,144.6740,24.22,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T20:00:00Z,32.9884,144.6656,24.19,0,,,,,,,,,,,0111179999999999
2201530,2017-11-01T21:00:00Z,32.9910,144.6580,,,,,,,24.2,0.5,311,15,-0.134,0.093,0111999999171111
