PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2201516,2017-11-01T00:00:00Z,25.6130,128.2460,,,26.78,0.5,311,15,0.07,-0.319,011199171111
2201516,2017-11-01T01:30:00Z,25.5968,128.2484,26.79,0,,,,,,,011117999999
2201516,2017-11-01T03:00:00Z,25.5820,128.2470,,,26.79,0.5,311,15,-0.032,-0.298,011199171111
2201516,2017-11-01T03:30:00Z,25.5768,128.2460,26.8,0,,,,,,,011117999999
2201516,2017-11-01T04:00:00Z,25.5728,128.2452,26.81,0,,,,,,,011117999999
2201516,2017-11-01T06:00:00Z,25.5550,128.2390,,,26.8,0.5,311,15,-0.097,-0.242,011199171111
2201516,2017-11-01T06:30:00Z,25.5512,128.2374,26.81,0,,,,,,,011117999999
2201516,2017-11-01T07:00:00Z,25.5472,128.2346,26.81,0,,,,,,,011117999999
2201516,2017-11-01T07:30:00Z,25.5436,128.2316,26.82,0,,,,,,,011117999999
2201516,2017-11-01T08:00:00Z,25.5404,128.2290,26.81,0,,,,,,,011117999999
2201516,2017-11-01T08:30:00Z,25.5374,128.2274,26.8,0,,,,,,,011117999999
2201516,2017-11-01T09:00:00Z,25.5350,128.2260,,,26.81,0.5,311,15,-0.079,-0.139,011199171111
2201516,2017-11-01T09:00:00Z,25.5348,128.2260,26.8,0,,,,,,,011117999999
2201516,2017-11-01T10:32:00Z,25.5306,128.2222,26.8,0,,,,,,,011117999999
2201516,2017-11-01T11:00:00Z,25.5302,128.2216,26.79,0,,,,,,,011117999999
2201516,2017-11-01T11:30:00Z,25.5298,128.2216,26.8,0,,,,,,,011117999999
2201516,2017-11-01T12:00:00Z,25.5280,128.2220,,,26.8,0.5,311,15,-0.009,0,011199171111
2201516,2017-11-01T12:00:00Z,25.5282,128.2224,26.8,0,,,,,,,011117999999
2201516,2017-11-01T12:30:00Z,25.5286,128.2230,26.8,0,,,,,,,011117999999
2201516,2017-11-01T13:01:00Z,25.5288,128.2238,26.8,0,,,,,,,011117999999
2201516,2017-11-01T13:30:00Z,25.5304,128.2236,26.8,0,,,,,,,011117999999
2201516,2017-11-01T14:02:00Z,25.5344,128.2210,26.79,0,,,,,,,011117999999
2201516,2017-11-01T14:31:00Z,25.5328,128.2232,26.79,0,,,,,,,011117999999
2201516,2017-11-01T15:00:00Z,25.5350,128.2240,,,26.8,0.5,311,15,0.042,0.062,011199171111
