PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
4601611,2017-11-01T00:00:00Z,40.1060,146.9010,,,11.91,0.5,211,15,0.445,0.283,011199171111
4601611,2017-11-01T00:00:00Z,40.1064,146.9008,11.88,0,,,,,,,011117999999
4601611,2017-11-01T01:00:00Z,40.1154,146.9240,11.93,0,,,,,,,011117999999
4601611,2017-11-01T02:00:00Z,40.1220,146.9522,11.99,0,,,,,,,011117999999
4601611,2017-11-01T03:00:00Z,40.1250,146.9840,,,11.95,0.5,211,15,0.622,0.041,011199171111
4601611,2017-11-01T03:00:00Z,40.1254,146.9824,11.98,0,,,,,,,011117999999
4601611,2017-11-01T04:00:00Z,40.1260,147.0098,11.95,0,,,,,,,011117999999
4601611,2017-11-01T05:00:00Z,40.1210,147.0376,11.98,0,,,,,,,011117999999
4601611,2017-11-01T06:00:00Z,40.1140,147.0590,,,11.91,0.5,211,15,0.449,-0.057,011199171111
4601611,2017-11-01T06:00:00Z,40.1142,147.0596,11.98,0,,,,,,,011117999999
4601611,2017-11-01T07:00:00Z,40.1092,147.0730,11.93,0,,,,,,,011117999999
4601611,2017-11-01T08:00:00Z,40.1092,147.0850,11.82,0,,,,,,,011117999999
4601611,2017-11-01T09:00:00Z,40.1140,147.0980,,,11.73,0.5,211,15,0.283,0.149,011199171111
4601611,2017-11-01T09:00:00Z,40.1154,147.0988,11.79,0,,,,,,,011117999999
4601611,2017-11-01T10:00:00Z,40.1232,147.1120,11.67,0,,,,,,,011117999999
4601611,2017-11-01T11:00:00Z,40.1316,147.1228,11.48,0,,,,,,,011117999999
4601611,2017-11-01T12:00:00Z,40.1430,147.1310,,,11.61,0.5,211,15,0.271,0.391,011199171111
4601611,2017-11-01T12:00:00Z,40.1426,147.1314,11.41,0,,,,,,,011117999999
4601611,2017-11-01T13:00:00Z,40.1562,147.1382,11.47,0,,,,,,,011117999999
4601611,2017-11-01T14:00:00Z,40.1736,147.1488,11.5,0,,,,,,,011117999999
