PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101534,2017-11-22T09:00:00Z,38.4442,163.7460,0,,,,,011179999
2101534,2017-11-22T10:01:00Z,38.4420,163.7380,0,,,,,011179999
2101534,2017-11-22T11:00:00Z,38.4440,163.7324,0,,,,,011179999
2101534,2017-11-22T12:00:00Z,38.4500,163.7280,,311,15,-0.056,0.118,011191111
2101534,2017-11-22T12:00:00Z,38.4500,163.7284,0,,,,,011179999
2101534,2017-11-22T15:00:00Z,38.4670,163.7330,,311,15,0.113,0.082,011191111
2101534,2017-11-22T15:00:00Z,38.4662,163.7322,0,,,,,011179999
2101534,2017-11-22T16:00:00Z,38.4710,163.7396,0,,,,,011179999
2101534,2017-11-22T17:00:00Z,38.4694,163.7470,0,,,,,011179999
2101534,2017-11-22T18:00:00Z,38.4660,163.7560,,311,15,0.157,-0.144,011191111
2101534,2017-11-22T18:01:00Z,38.4662,163.7550,0,,,,,011179999
2101534,2017-11-22T19:03:00Z,38.4592,163.7672,0,,,,,011179999
2101534,2017-11-22T20:00:00Z,38.4494,163.7722,0,,,,,011179999
2101534,2017-11-22T21:00:00Z,38.4390,163.7720,,311,15,-0.016,-0.257,011191111
2101534,2017-11-22T21:00:00Z,38.4382,163.7720,0,,,,,011179999
2101534,2017-11-22T22:03:00Z,38.4262,163.7712,0,,,,,011179999
2101534,2017-11-22T23:00:00Z,38.4198,163.7636,0,,,,,011179999
2101534,2017-11-23T00:00:00Z,38.4160,163.7520,,311,15,-0.218,-0.082,011191111
2101534,2017-11-23T00:00:00Z,38.4162,163.7518,0,,,,,011179999
2101534,2017-11-23T01:00:00Z,38.4142,163.7394,0,,,,,011179999
2101534,2017-11-23T02:02:00Z,38.4158,163.7266,0,,,,,011179999
2101534,2017-11-23T03:00:00Z,38.4230,163.7180,,311,15,-0.157,0.134,011191111
2101534,2017-11-23T03:00:00Z,38.4216,163.7184,0,,,,,011179999
2101534,2017-11-23T04:00:00Z,38.4286,163.7126,0,,,,,011179999
2101534,2017-11-23T05:00:00Z,38.4368,163.7098,0,,,,,011179999
2101534,2017-11-23T06:00:00Z,38.4420,163.7130,,311,15,0.064,0.113,011191111
2101534,2017-11-23T07:00:00Z,38.4464,163.7184,0,,,,,011179999
2101534,2017-11-23T08:00:00Z,38.4472,163.7250,0,,,,,011179999
2101534,2017-11-23T09:00:00Z,38.4450,163.7340,,311,15,0.145,-0.041,011191111
2101534,2017-11-23T10:03:00Z,38.4408,163.7420,0,,,,,011179999
2101534,2017-11-23T11:00:00Z,38.4358,163.7466,0,,,,,011179999
2101534,2017-11-23T12:00:00Z,38.4340,163.7490,,311,15,0.056,-0.057,011191111
2101534,2017-11-23T13:00:00Z,38.4328,163.7494,0,,,,,011179999
2101534,2017-11-23T15:00:00Z,38.4340,163.7480,,311,15,-0.024,0.005,011191111
2101534,2017-11-23T17:00:00Z,38.4352,163.7450,0,,,,,011179999
2101534,2017-11-23T18:00:00Z,38.4350,163.7430,,311,15,-0.008,0.01,011191111
2101534,2017-11-23T18:00:00Z,38.4354,163.7430,0,,,,,011179999
2101534,2017-11-23T19:00:00Z,38.4362,163.7404,0,,,,,011179999
2101534,2017-11-23T20:00:00Z,38.4370,163.7428,0,,,,,011179999
2101534,2017-11-23T21:00:00Z,38.4360,163.7460,,311,15,0.048,-0.021,011191111
2101534,2017-11-23T22:00:00Z,38.4354,163.7490,0,,,,,011179999
2101534,2017-11-23T23:00:00Z,38.4334,163.7530,0,,,,,011179999
2101534,2017-11-24T00:00:00Z,38.4310,163.7550,,311,15,0.069,0.015,011191111
2101534,2017-11-24T00:00:00Z,38.4310,163.7552,0,,,,,011179999
2101534,2017-11-24T03:00:00Z,38.4390,163.7630,,311,15,0.093,0.057,011191111
2101534,2017-11-24T05:02:00Z,38.4438,163.7710,0,,,,,011179999
2101534,2017-11-24T06:00:00Z,38.4420,163.7780,,311,15,0.117,-0.057,011191111
2101534,2017-11-24T06:00:00Z,38.4422,163.7778,0,,,,,011179999
2101534,2017-11-24T08:00:00Z,38.4320,163.7890,0,,,,,011179999
2101534,2017-11-24T09:00:00Z,38.4280,163.7920,,311,15,0.089,-0.118,011191111
2101534,2017-11-24T11:02:00Z,38.4206,163.7960,0,,,,,011179999
2101534,2017-11-24T12:00:00Z,38.4190,163.8000,,311,15,0.089,-0.026,011191111
2101534,2017-11-24T12:00:00Z,38.4188,163.7998,0,,,,,011179999
2101534,2017-11-24T14:02:00Z,38.4208,163.8094,0,,,,,011179999
2101534,2017-11-24T15:00:00Z,38.4230,163.8140,,311,15,0.133,0.041,011191111
2101534,2017-11-24T15:00:00Z,38.4234,163.8134,0,,,,,011179999
2101534,2017-11-24T17:04:00Z,38.4278,163.8280,0,,,,,011179999
2101534,2017-11-24T18:00:00Z,38.4270,163.8330,,311,15,0.181,-0.031,011191111
2101534,2017-11-24T18:00:00Z,38.4270,163.8334,0,,,,,011179999
2101534,2017-11-24T19:00:00Z,38.4248,163.8412,0,,,,,011179999
2101534,2017-11-24T20:00:00Z,38.4214,163.8504,0,,,,,011179999
2101534,2017-11-24T21:00:00Z,38.4170,163.8590,,311,15,0.173,-0.118,011191111
2101534,2017-11-24T22:02:00Z,38.4120,163.8666,0,,,,,011179999
2101534,2017-11-24T23:04:00Z,38.4062,163.8718,0,,,,,011179999
2101534,2017-11-25T00:00:00Z,38.4040,163.8760,,311,15,0.121,-0.036,011191111
2101534,2017-11-25T00:00:00Z,38.4036,163.8762,0,,,,,011179999
2101534,2017-11-25T01:02:00Z,38.4042,163.8800,0,,,,,011179999
2101534,2017-11-25T02:00:00Z,38.4072,163.8836,0,,,,,011179999
2101534,2017-11-25T03:00:00Z,38.4100,163.8890,,311,15,0.161,0.005,011191111
2101534,2017-11-25T03:02:00Z,38.4098,163.8892,0,,,,,011179999
2101534,2017-11-25T05:00:00Z,38.4070,163.9024,0,,,,,011179999
2101534,2017-11-25T06:00:00Z,38.4050,163.9160,,311,15,0.23,-0.134,011191111
2101534,2017-11-25T06:00:00Z,38.4050,163.9156,0,,,,,011179999
2101534,2017-11-25T08:00:00Z,38.3912,163.9370,0,,,,,011179999
2101534,2017-11-25T09:00:00Z,38.3840,163.9460,,311,15,0.178,-0.278,011191111
2101534,2017-11-25T09:00:00Z,38.3834,163.9460,0,,,,,011179999
2101534,2017-11-25T10:03:00Z,38.3696,163.9572,0,,,,,011179999
2101534,2017-11-25T11:00:00Z,38.3598,163.9580,0,,,,,011179999
2101534,2017-11-25T12:00:00Z,38.3510,163.9600,,311,15,0.069,-0.334,011191111
2101534,2017-11-25T12:00:00Z,38.3512,163.9598,0,,,,,011179999
2101534,2017-11-25T13:00:00Z,38.3404,163.9618,0,,,,,011179999
2101534,2017-11-25T14:00:00Z,38.3294,163.9644,0,,,,,011179999
2101534,2017-11-25T15:00:00Z,38.3190,163.9630,,311,15,-0.052,-0.278,011191111
2101534,2017-11-25T15:00:00Z,38.3196,163.9630,0,,,,,011179999
2101534,2017-11-25T16:00:00Z,38.3102,163.9594,0,,,,,011179999
2101534,2017-11-25T17:00:00Z,38.3034,163.9540,0,,,,,011179999
2101534,2017-11-25T18:00:00Z,38.2970,163.9470,,311,15,-0.097,-0.149,011191111
2101534,2017-11-25T18:00:00Z,38.2970,163.9472,0,,,,,011179999
2101534,2017-11-25T19:02:00Z,38.2932,163.9438,0,,,,,011179999
2101534,2017-11-25T21:00:00Z,38.2900,163.9390,,311,15,0.032,-0.072,011191111
2101534,2017-11-25T22:02:00Z,38.2876,163.9400,0,,,,,011179999
2101534,2017-11-25T23:00:00Z,38.2860,163.9462,0,,,,,011179999
2101534,2017-11-26T00:00:00Z,38.2830,163.9550,,311,15,0.17,-0.159,011191111
2101534,2017-11-26T01:00:00Z,38.2788,163.9636,0,,,,,011179999
2101534,2017-11-26T03:00:00Z,38.2590,163.9810,,311,15,0.174,-0.309,011191111
2101534,2017-11-26T05:00:00Z,38.2352,163.9936,0,,,,,011179999
2101534,2017-11-26T06:00:00Z,38.2230,163.9980,,311,15,0.032,-0.401,011191111
2101534,2017-11-26T06:00:00Z,38.2228,163.9992,0,,,,,011179999
2101534,2017-11-26T08:00:00Z,38.1940,163.9938,0,,,,,011179999
2101534,2017-11-26T09:00:00Z,38.1810,163.9890,,311,15,-0.093,-0.37,011191111
2101534,2017-11-26T09:00:00Z,38.1802,163.9886,0,,,,,011179999
2101534,2017-11-26T10:02:00Z,38.1656,163.9842,0,,,,,011179999
2101534,2017-11-26T11:00:00Z,38.1574,163.9822,0,,,,,011179999
2101534,2017-11-26T12:00:00Z,38.1510,163.9750,,311,15,-0.158,-0.165,011191111
2101534,2017-11-26T12:00:00Z,38.1510,163.9752,0,,,,,011179999
2101534,2017-11-26T13:00:00Z,38.1478,163.9662,0,,,,,011179999
2101534,2017-11-26T14:00:00Z,38.1474,163.9576,0,,,,,011179999
2101534,2017-11-26T15:00:00Z,38.1490,163.9500,,311,15,-0.085,0.005,011191111
2101534,2017-11-26T15:00:00Z,38.1486,163.9496,0,,,,,011179999
2101534,2017-11-26T16:00:00Z,38.1500,163.9456,0,,,,,011179999
2101534,2017-11-26T18:00:00Z,38.1520,163.9540,,311,15,0.117,-0.036,011191111
2101534,2017-11-26T19:04:00Z,38.1510,163.9612,0,,,,,011179999
2101534,2017-11-26T20:00:00Z,38.1472,163.9690,0,,,,,011179999
2101534,2017-11-26T21:00:00Z,38.1420,163.9790,,311,15,0.215,-0.195,011191111
2101534,2017-11-26T21:00:00Z,38.1424,163.9798,0,,,,,011179999
2101534,2017-11-27T00:00:00Z,38.1140,164.0070,,311,15,0.178,-0.345,011191111
2101534,2017-11-27T02:00:00Z,38.0908,164.0206,0,,,,,011179999
2101534,2017-11-27T03:00:00Z,38.0750,164.0230,,311,15,0.028,-0.417,011191111
2101534,2017-11-27T03:00:00Z,38.0772,164.0228,0,,,,,011179999
2101534,2017-11-27T04:00:00Z,38.0582,164.0216,0,,,,,011179999
2101534,2017-11-27T06:00:00Z,38.0330,164.0140,,311,15,-0.089,-0.391,011191111
2101534,2017-11-27T06:00:00Z,38.0330,164.0142,0,,,,,011179999
2101534,2017-11-27T07:00:00Z,38.0206,164.0098,0,,,,,011179999
2101534,2017-11-27T09:00:00Z,37.9990,164.0010,,311,15,-0.109,-0.298,011191111
2101534,2017-11-27T09:00:00Z,37.9980,164.0008,0,,,,,011179999
2101534,2017-11-27T10:00:00Z,37.9870,163.9936,0,,,,,011179999
2101534,2017-11-27T12:00:00Z,37.9750,163.9870,,311,15,-0.024,-0.262,011191111
2101534,2017-11-27T12:01:00Z,37.9752,163.9870,0,,,,,011179999
2101534,2017-11-27T13:00:00Z,37.9684,163.9878,0,,,,,011179999
2101534,2017-11-27T14:00:00Z,37.9594,163.9914,0,,,,,011179999
2101534,2017-11-27T15:00:00Z,37.9480,163.9950,,311,15,0.081,-0.34,011191111
2101534,2017-11-27T15:00:00Z,37.9494,163.9952,0,,,,,011179999
2101534,2017-11-27T16:00:00Z,37.9376,163.9992,0,,,,,011179999
2101534,2017-11-27T17:00:00Z,37.9266,164.0030,0,,,,,011179999
2101534,2017-11-27T18:00:00Z,37.9090,164.0070,,311,15,0.057,-0.442,011191111
2101534,2017-11-27T18:01:00Z,37.9094,164.0072,0,,,,,011179999
2101534,2017-11-27T21:00:00Z,37.8620,164.0090,,311,15,-0.037,-0.442,011191111
2101534,2017-11-27T21:04:00Z,37.8602,164.0090,0,,,,,011179999
2101534,2017-11-27T22:00:00Z,37.8472,164.0066,0,,,,,011179999
2101534,2017-11-27T23:01:00Z,37.8338,164.0002,0,,,,,011179999
2101534,2017-11-28T00:00:00Z,37.8230,163.9980,,311,15,-0.081,-0.36,011191111
2101534,2017-11-28T01:03:00Z,37.8120,163.9968,0,,,,,011179999
2101534,2017-11-28T02:00:00Z,37.8024,163.9924,0,,,,,011179999
2101534,2017-11-28T03:00:00Z,37.7920,163.9890,,311,15,-0.024,-0.334,011191111
2101534,2017-11-28T03:00:00Z,37.7930,163.9888,0,,,,,011179999
2101534,2017-11-28T05:04:00Z,37.7680,163.9924,0,,,,,011179999
2101534,2017-11-28T06:00:00Z,37.7580,163.9920,,311,15,0,-0.34,011191111
2101534,2017-11-28T06:00:00Z,37.7578,163.9920,0,,,,,011179999
2101534,2017-11-28T07:00:00Z,37.7480,163.9906,0,,,,,011179999
2101534,2017-11-28T09:00:00Z,37.7260,163.9890,,311,15,0.016,-0.319,011191111
2101534,2017-11-28T09:00:00Z,37.7254,163.9892,0,,,,,011179999
2101534,2017-11-28T10:00:00Z,37.7166,163.9908,0,,,,,011179999
2101534,2017-11-28T11:01:00Z,37.7060,163.9946,0,,,,,011179999
2101534,2017-11-28T12:00:00Z,37.6960,163.9960,,311,15,0.094,-0.309,011191111
2101534,2017-11-28T12:00:00Z,37.6958,163.9962,0,,,,,011179999
2101534,2017-11-28T13:00:00Z,37.6876,164.0002,0,,,,,011179999
2101534,2017-11-28T14:00:00Z,37.6780,164.0050,0,,,,,011179999
2101534,2017-11-28T15:00:00Z,37.6660,164.0120,,311,15,0.09,-0.365,011191111
2101534,2017-11-28T15:00:00Z,37.6672,164.0112,0,,,,,011179999
2101534,2017-11-28T16:01:00Z,37.6528,164.0176,0,,,,,011179999
2101534,2017-11-28T17:00:00Z,37.6382,164.0186,0,,,,,011179999
2101534,2017-11-28T18:00:00Z,37.6250,164.0180,,311,15,0.012,-0.422,011191111
2101534,2017-11-28T18:00:00Z,37.6254,164.0180,0,,,,,011179999
2101534,2017-11-28T19:00:00Z,37.6124,164.0168,0,,,,,011179999
2101534,2017-11-28T20:00:00Z,37.5970,164.0170,0,,,,,011179999
2101534,2017-11-28T21:00:00Z,37.5840,164.0150,,311,15,-0.118,-0.345,011191111
2101534,2017-11-28T21:00:00Z,37.5828,164.0150,0,,,,,011179999
2101534,2017-11-28T22:00:00Z,37.5716,164.0080,0,,,,,011179999
2101534,2017-11-28T23:00:00Z,37.5638,163.9978,0,,,,,011179999
2101534,2017-11-29T00:00:00Z,37.5580,163.9890,,311,15,-0.118,-0.175,011191111
2101534,2017-11-29T00:00:00Z,37.5582,163.9880,0,,,,,011179999
2101534,2017-11-29T01:00:00Z,37.5544,163.9840,0,,,,,011179999
2101534,2017-11-29T02:00:00Z,37.5536,163.9844,0,,,,,011179999
2101534,2017-11-29T03:00:00Z,37.5500,163.9860,,311,15,0.024,-0.036,011191111
2101534,2017-11-29T03:00:00Z,37.5502,163.9862,0,,,,,011179999
2101534,2017-11-29T04:01:00Z,37.5480,163.9880,0,,,,,011179999
2101534,2017-11-29T05:01:00Z,37.5524,163.9898,0,,,,,011179999
2101534,2017-11-29T06:00:00Z,37.5510,163.9950,,311,15,0.073,-0.108,011191111
2101534,2017-11-29T06:00:00Z,37.5506,163.9948,0,,,,,011179999
2101534,2017-11-29T08:00:00Z,37.5364,164.0022,0,,,,,011179999
2101534,2017-11-29T09:00:00Z,37.5290,164.0040,,311,15,-0.004,-0.288,011191111
2101534,2017-11-29T09:00:00Z,37.5280,164.0036,0,,,,,011179999
2101534,2017-11-29T10:00:00Z,37.5158,164.0024,0,,,,,011179999
2101534,2017-11-29T11:00:00Z,37.5046,163.9990,0,,,,,011179999
2101534,2017-11-29T12:00:00Z,37.4950,163.9940,,311,15,-0.131,-0.257,011191111
2101534,2017-11-29T12:00:00Z,37.4950,163.9944,0,,,,,011179999
2101534,2017-11-29T13:00:00Z,37.4882,163.9876,0,,,,,011179999
2101534,2017-11-29T14:00:00Z,37.4830,163.9796,0,,,,,011179999
2101534,2017-11-29T15:00:00Z,37.4790,163.9720,,311,15,-0.159,-0.139,011191111
2101534,2017-11-29T15:00:00Z,37.4792,163.9730,0,,,,,011179999
2101534,2017-11-29T17:00:00Z,37.4710,163.9616,0,,,,,011179999
2101534,2017-11-29T18:00:00Z,37.4680,163.9550,,311,15,-0.118,-0.103,011191111
2101534,2017-11-29T18:00:00Z,37.4680,163.9550,0,,,,,011179999
2101534,2017-11-29T19:00:00Z,37.4638,163.9508,0,,,,,011179999
2101534,2017-11-29T20:00:00Z,37.4596,163.9476,0,,,,,011179999
2101534,2017-11-29T21:00:00Z,37.4590,163.9430,,311,15,-0.098,-0.021,011191111
2101534,2017-11-29T21:00:00Z,37.4594,163.9432,0,,,,,011179999
2101534,2017-11-29T22:00:00Z,37.4576,163.9348,0,,,,,011179999
2101534,2017-11-30T00:00:00Z,37.4640,163.9310,,311,15,-0.016,0.062,011191111
2101534,2017-11-30T02:00:00Z,37.4710,163.9332,0,,,,,011179999
2101534,2017-11-30T03:00:00Z,37.4710,163.9390,,311,15,0.106,0,011191111
2101534,2017-11-30T03:00:00Z,37.4712,163.9388,0,,,,,011179999
2101534,2017-11-30T05:00:00Z,37.4684,163.9514,0,,,,,011179999
2101534,2017-11-30T06:00:00Z,37.4640,163.9570,,311,15,0.098,-0.129,011191111
2101534,2017-11-30T06:00:00Z,37.4644,163.9568,0,,,,,011179999
2101534,2017-11-30T09:00:00Z,37.4460,163.9630,,311,15,0.016,-0.247,011191111
2101534,2017-11-30T09:00:00Z,37.4454,163.9630,0,,,,,011179999
2101534,2017-11-30T10:03:00Z,37.4356,163.9616,0,,,,,011179999
2101534,2017-11-30T11:00:00Z,37.4272,163.9610,0,,,,,011179999
2101534,2017-11-30T12:00:00Z,37.4160,163.9610,,311,15,-0.069,-0.288,011191111
2101534,2017-11-30T12:00:00Z,37.4162,163.9612,0,,,,,011179999
2101534,2017-11-30T13:00:00Z,37.4060,163.9594,0,,,,,011179999
2101534,2017-11-30T14:00:00Z,37.3986,163.9560,0,,,,,011179999
2101534,2017-11-30T15:00:00Z,37.3900,163.9460,,311,15,-0.172,-0.185,011191111
2101534,2017-11-30T15:00:00Z,37.3906,163.9472,0,,,,,011179999
2101534,2017-11-30T16:00:00Z,37.3844,163.9384,0,,,,,011179999
2101534,2017-11-30T18:00:00Z,37.3800,163.9190,,311,15,-0.159,-0.01,011191111
2101534,2017-11-30T18:00:00Z,37.3804,163.9186,0,,,,,011179999
2101534,2017-11-30T21:00:00Z,37.3880,163.9070,,311,15,-0.033,0.077,011191111
2101534,2017-11-30T22:04:00Z,37.3914,163.9058,0,,,,,011179999
2101534,2017-12-01T00:00:00Z,37.3950,163.9110,,311,15,0.045,0.005,011191111
2101534,2017-12-01T00:00:00Z,37.3950,163.9106,0,,,,,011179999
2101534,2017-12-01T01:00:00Z,37.3944,163.9138,0,,,,,011179999
2101534,2017-12-01T02:00:00Z,37.3934,163.9160,0,,,,,011179999
2101534,2017-12-01T03:00:00Z,37.3890,163.9180,,311,15,0.037,-0.139,011191111
2101534,2017-12-01T03:00:00Z,37.3904,163.9174,0,,,,,011179999
2101534,2017-12-01T04:00:00Z,37.3818,163.9212,0,,,,,011179999
2101534,2017-12-01T05:00:00Z,37.3756,163.9226,0,,,,,011179999
2101534,2017-12-01T06:00:00Z,37.3680,163.9200,,311,15,-0.074,-0.242,011191111
2101534,2017-12-01T06:00:00Z,37.3676,163.9198,0,,,,,011179999
2101534,2017-12-01T07:01:00Z,37.3582,163.9170,0,,,,,011179999
2101534,2017-12-01T09:00:00Z,37.3420,163.9000,,311,15,-0.245,-0.201,011191111
2101534,2017-12-01T09:02:00Z,37.3406,163.8994,0,,,,,011179999
2101534,2017-12-01T10:00:00Z,37.3314,163.8874,0,,,,,011179999
2101534,2017-12-01T11:00:00Z,37.3282,163.8738,0,,,,,011179999
2101534,2017-12-01T12:00:00Z,37.3290,163.8600,,311,15,-0.262,0,011191111
2101534,2017-12-01T13:00:00Z,37.3318,163.8470,0,,,,,011179999
2101534,2017-12-01T14:00:00Z,37.3374,163.8408,0,,,,,011179999
2101534,2017-12-01T15:00:00Z,37.3420,163.8360,,311,15,-0.086,0.072,011191111
2101534,2017-12-01T15:02:00Z,37.3416,163.8362,0,,,,,011179999
2101534,2017-12-01T16:00:00Z,37.3444,163.8348,0,,,,,011179999
2101534,2017-12-01T17:00:00Z,37.3444,163.8368,0,,,,,011179999
2101534,2017-12-01T18:00:00Z,37.3430,163.8390,,311,15,0.025,-0.051,011191111
2101534,2017-12-01T18:00:00Z,37.3434,163.8394,0,,,,,011179999
2101534,2017-12-01T20:00:00Z,37.3384,163.8428,0,,,,,011179999
2101534,2017-12-01T21:00:00Z,37.3320,163.8420,,311,15,0.029,-0.175,011191111
2101534,2017-12-01T23:00:00Z,37.3194,163.8398,0,,,,,011179999
2101534,2017-12-02T00:00:00Z,37.3090,163.8460,,311,15,-0.078,-0.252,011191111
2101534,2017-12-02T00:02:00Z,37.3090,163.8484,0,,,,,011179999
2101534,2017-12-02T02:00:00Z,37.2932,163.8304,0,,,,,011179999
2101534,2017-12-02T03:00:00Z,37.2830,163.8230,,311,15,-0.192,-0.195,011191111
2101534,2017-12-02T04:01:00Z,37.2746,163.8164,0,,,,,011179999
2101534,2017-12-02T06:00:00Z,37.2710,163.7990,,311,15,-0.197,-0.057,011191111
2101534,2017-12-02T09:00:00Z,37.2720,163.7750,,311,15,-0.094,0.046,011191111
2101534,2017-12-02T09:03:00Z,37.2716,163.7742,0,,,,,011179999
2101534,2017-12-02T10:00:00Z,37.2744,163.7718,0,,,,,011179999
2101534,2017-12-02T11:04:00Z,37.2790,163.7730,0,,,,,011179999
2101534,2017-12-02T12:00:00Z,37.2800,163.7760,,311,15,0.065,0.026,011191111
2101534,2017-12-02T12:00:00Z,37.2802,163.7760,0,,,,,011179999
2101534,2017-12-02T13:00:00Z,37.2802,163.7794,0,,,,,011179999
2101534,2017-12-02T14:03:00Z,37.2802,163.7854,0,,,,,011179999
2101534,2017-12-02T15:00:00Z,37.2770,163.7910,,311,15,0.102,-0.129,011191111
2101534,2017-12-02T15:00:00Z,37.2770,163.7908,0,,,,,011179999
2101534,2017-12-02T16:00:00Z,37.2724,163.7956,0,,,,,011179999
2101534,2017-12-02T17:00:00Z,37.2652,163.7996,0,,,,,011179999
2101534,2017-12-02T18:00:00Z,37.2550,163.8010,,311,15,0.016,-0.293,011191111
2101534,2017-12-02T21:00:00Z,37.2200,163.7950,,311,15,-0.107,-0.293,011191111
2101534,2017-12-02T22:02:00Z,37.2088,163.7898,0,,,,,011179999
2101534,2017-12-02T23:00:00Z,37.2032,163.7820,0,,,,,011179999
2101534,2017-12-03T00:00:00Z,37.1980,163.7750,,311,15,-0.172,-0.159,011191111
2101534,2017-12-03T03:00:00Z,37.1890,163.7530,,311,15,-0.143,-0.082,011191111
2101534,2017-12-03T04:03:00Z,37.1860,163.7456,0,,,,,011179999
2101534,2017-12-03T05:00:00Z,37.1846,163.7418,0,,,,,011179999
2101534,2017-12-03T06:00:00Z,37.1820,163.7400,,311,15,-0.074,-0.051,011191111
2101534,2017-12-03T06:00:00Z,37.1818,163.7400,0,,,,,011179999
2101534,2017-12-03T07:00:00Z,37.1814,163.7368,0,,,,,011179999
2101534,2017-12-03T08:00:00Z,37.1786,163.7374,0,,,,,011179999
2101534,2017-12-03T09:00:00Z,37.1790,163.7350,,311,15,-0.033,-0.041,011191111
2101534,2017-12-03T09:00:00Z,37.1786,163.7346,0,,,,,011179999
2101534,2017-12-03T10:00:00Z,37.1774,163.7318,0,,,,,011179999
2101534,2017-12-03T12:00:00Z,37.1740,163.7320,,311,15,0.008,-0.113,011191111
2101534,2017-12-03T12:00:00Z,37.1736,163.7318,0,,,,,011179999
2101534,2017-12-03T13:00:00Z,37.1698,163.7336,0,,,,,011179999
2101534,2017-12-03T15:00:00Z,37.1570,163.7370,,311,15,-0.041,-0.19,011191111
2101534,2017-12-03T15:03:00Z,37.1560,163.7366,0,,,,,011179999
2101534,2017-12-03T16:00:00Z,37.1488,163.7348,0,,,,,011179999
2101534,2017-12-03T17:00:00Z,37.1408,163.7294,0,,,,,011179999
2101534,2017-12-03T18:00:00Z,37.1370,163.7220,,311,15,-0.164,-0.129,011191111
2101534,2017-12-03T19:00:00Z,37.1338,163.7144,0,,,,,011179999
2101534,2017-12-03T20:00:00Z,37.1322,163.7054,0,,,,,011179999
2101534,2017-12-03T21:00:00Z,37.1320,163.6970,,311,15,-0.185,-0.01,011191111
2101534,2017-12-03T22:02:00Z,37.1318,163.6886,0,,,,,011179999
2101534,2017-12-03T23:00:00Z,37.1326,163.6826,0,,,,,011179999
2101534,2017-12-04T00:00:00Z,37.1350,163.6770,,311,15,-0.107,0.057,011191111
2101534,2017-12-04T00:00:00Z,37.1352,163.6772,0,,,,,011179999
2101534,2017-12-04T01:00:00Z,37.1376,163.6718,0,,,,,011179999
2101534,2017-12-04T03:00:00Z,37.1430,163.6710,,311,15,-0.016,0.041,011191111
2101534,2017-12-04T03:00:00Z,37.1434,163.6706,0,,,,,011179999
2101534,2017-12-04T06:00:00Z,37.1430,163.6730,,311,15,0.029,0.041,011191111
2101534,2017-12-04T06:00:00Z,37.1434,163.6730,0,,,,,011179999
2101534,2017-12-04T08:00:00Z,37.1488,163.6784,0,,,,,011179999
2101534,2017-12-04T09:00:00Z,37.1510,163.6780,,311,15,0.074,0.031,011191111
2101534,2017-12-04T09:03:00Z,37.1512,163.6784,0,,,,,011179999
2101534,2017-12-04T10:00:00Z,37.1534,163.6802,0,,,,,011179999
2101534,2017-12-04T12:00:00Z,37.1490,163.6910,,311,15,0.057,-0.062,011191111
2101534,2017-12-04T12:04:00Z,37.1492,163.6912,0,,,,,011179999
2101534,2017-12-04T13:00:00Z,37.1460,163.6932,0,,,,,011179999
2101534,2017-12-04T14:00:00Z,37.1432,163.6932,0,,,,,011179999
2101534,2017-12-04T15:00:00Z,37.1390,163.6920,,311,15,-0.041,-0.098,011191111
2101534,2017-12-04T18:00:00Z,37.1300,163.6810,,311,15,-0.135,-0.067,011191111
2101534,2017-12-04T18:00:00Z,37.1304,163.6810,0,,,,,011179999
2101534,2017-12-04T20:00:00Z,37.1250,163.6664,0,,,,,011179999
2101534,2017-12-04T21:00:00Z,37.1260,163.6590,,311,15,-0.131,0.031,011191111
2101534,2017-12-04T22:00:00Z,37.1286,163.6530,0,,,,,011179999
2101534,2017-12-04T23:00:00Z,37.1318,163.6492,0,,,,,011179999
2101534,2017-12-05T00:00:00Z,37.1360,163.6490,,311,15,0.041,0.051,011191111
2101534,2017-12-05T00:00:00Z,37.1364,163.6486,0,,,,,011179999
2101534,2017-12-05T01:00:00Z,37.1386,163.6532,0,,,,,011179999
2101534,2017-12-05T02:02:00Z,37.1412,163.6570,0,,,,,011179999
2101534,2017-12-05T03:00:00Z,37.1360,163.6690,,311,15,0.164,-0.093,011191111
2101534,2017-12-05T03:00:00Z,37.1374,163.6692,0,,,,,011179999
2101534,2017-12-05T06:00:00Z,37.1180,163.6890,,311,15,0.144,-0.159,011191111
2101534,2017-12-05T07:01:00Z,37.1122,163.6938,0,,,,,011179999
2101534,2017-12-05T09:00:00Z,37.1050,163.7040,,311,15,0.119,-0.159,011191111
2101534,2017-12-05T11:03:00Z,37.0964,163.7132,0,,,,,011179999
2101534,2017-12-05T12:00:00Z,37.0870,163.7180,,311,15,0.099,-0.206,011191111
2101534,2017-12-05T12:00:00Z,37.0872,163.7168,0,,,,,011179999
2101534,2017-12-05T13:01:00Z,37.0766,163.7260,0,,,,,011179999
2101534,2017-12-05T14:03:00Z,37.0704,163.7274,0,,,,,011179999
2101534,2017-12-05T15:00:00Z,37.0650,163.7280,,311,15,0,-0.247,011191111
2101534,2017-12-05T15:00:00Z,37.0656,163.7272,0,,,,,011179999
2101534,2017-12-05T16:04:00Z,37.0544,163.7302,0,,,,,011179999
2101534,2017-12-05T17:00:00Z,37.0460,163.7286,0,,,,,011179999
