PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101534,2017-12-05T18:00:00Z,37.0390,163.7180,,311,15,-0.197,-0.195,011191111
2101534,2017-12-05T19:00:00Z,37.0330,163.7052,0,,,,,011179999
2101534,2017-12-05T20:00:00Z,37.0290,163.6912,0,,,,,011179999
2101534,2017-12-05T21:00:00Z,37.0270,163.6800,,311,15,-0.234,-0.051,011191111
2101534,2017-12-05T21:00:00Z,37.0270,163.6790,0,,,,,011179999
2101534,2017-12-05T22:00:00Z,37.0270,163.6706,0,,,,,011179999
2101534,2017-12-05T23:00:00Z,37.0284,163.6644,0,,,,,011179999
2101534,2017-12-06T00:00:00Z,37.0290,163.6610,,311,15,-0.09,-0.072,011191111
2101534,2017-12-06T00:00:00Z,37.0292,163.6610,0,,,,,011179999
2101534,2017-12-06T01:00:00Z,37.0274,163.6598,0,,,,,011179999
2101534,2017-12-06T03:00:00Z,37.0130,163.6580,,311,15,-0.041,-0.216,011191111
2101534,2017-12-06T06:00:00Z,36.9870,163.6510,,311,15,-0.123,-0.237,011191111
2101534,2017-12-06T06:01:00Z,36.9874,163.6512,0,,,,,011179999
2101534,2017-12-06T09:00:00Z,36.9670,163.6280,,311,15,-0.185,-0.129,011191111
2101534,2017-12-06T09:00:00Z,36.9662,163.6270,0,,,,,011179999
2101534,2017-12-06T10:00:00Z,36.9606,163.6188,0,,,,,011179999
2101534,2017-12-06T12:00:00Z,36.9620,163.6060,,311,15,-0.049,-0.087,011191111
2101534,2017-12-06T12:00:00Z,36.9620,163.6050,0,,,,,011179999
2101534,2017-12-06T15:00:00Z,36.9500,163.6160,,311,15,0.136,-0.154,011191111
2101534,2017-12-06T18:00:00Z,36.9320,163.6390,,311,15,0.169,-0.268,011191111
2101534,2017-12-06T19:02:00Z,36.9236,163.6464,0,,,,,011179999
2101534,2017-12-06T20:00:00Z,36.9130,163.6532,0,,,,,011179999
2101534,2017-12-06T21:00:00Z,36.8980,163.6570,,311,15,0.054,-0.406,011191111
2101534,2017-12-06T21:04:00Z,36.8956,163.6572,0,,,,,011179999
2101534,2017-12-06T22:00:00Z,36.8846,163.6574,0,,,,,011179999
2101534,2017-12-06T23:01:00Z,36.8688,163.6562,0,,,,,011179999
2101534,2017-12-07T00:00:00Z,36.8530,163.6520,,311,15,-0.128,-0.442,011191111
2101534,2017-12-07T00:04:00Z,36.8528,163.6518,0,,,,,011179999
2101534,2017-12-07T01:00:00Z,36.8392,163.6466,0,,,,,011179999
2101534,2017-12-07T02:00:00Z,36.8250,163.6382,0,,,,,011179999
2101534,2017-12-07T03:00:00Z,36.8120,163.6260,,311,15,-0.227,-0.293,011191111
2101534,2017-12-07T03:00:00Z,36.8132,163.6268,0,,,,,011179999
2101534,2017-12-07T04:00:00Z,36.8052,163.6144,0,,,,,011179999
2101534,2017-12-07T06:00:00Z,36.7960,163.5970,,311,15,-0.119,-0.103,011191111
2101534,2017-12-07T06:00:00Z,36.7956,163.5968,0,,,,,011179999
2101534,2017-12-07T07:00:00Z,36.7930,163.5938,0,,,,,011179999
2101534,2017-12-07T08:00:00Z,36.7914,163.5954,0,,,,,011179999
2101534,2017-12-07T09:00:00Z,36.7920,163.5970,,311,15,0.091,0.021,011191111
2101534,2017-12-07T09:00:00Z,36.7924,163.5976,0,,,,,011179999
2101534,2017-12-07T10:00:00Z,36.7940,163.6004,0,,,,,011179999
2101534,2017-12-07T11:00:00Z,36.7988,163.6078,0,,,,,011179999
2101534,2017-12-07T12:00:00Z,36.8000,163.6190,,311,15,0.309,-0.01,011191111
2101534,2017-12-07T13:03:00Z,36.7992,163.6320,0,,,,,011179999
2101534,2017-12-07T14:00:00Z,36.7988,163.6540,0,,,,,011179999
2101534,2017-12-07T15:00:00Z,36.7900,163.6720,,311,15,0.412,-0.268,011191111
2101534,2017-12-07T15:04:00Z,36.7888,163.6740,0,,,,,011179999
2101534,2017-12-07T16:00:00Z,36.7780,163.6902,0,,,,,011179999
2101534,2017-12-07T17:00:00Z,36.7632,163.7050,0,,,,,011179999
2101534,2017-12-07T18:00:00Z,36.7480,163.7190,,311,15,0.276,-0.427,011191111
2101534,2017-12-07T18:00:00Z,36.7482,163.7186,0,,,,,011179999
2101534,2017-12-07T19:04:00Z,36.7330,163.7282,0,,,,,011179999
2101534,2017-12-07T20:00:00Z,36.7198,163.7356,0,,,,,011179999
2101534,2017-12-07T21:00:00Z,36.7070,163.7390,,311,15,0.054,-0.406,011191111
2101534,2017-12-07T21:00:00Z,36.7056,163.7394,0,,,,,011179999
2101534,2017-12-07T22:00:00Z,36.6914,163.7378,0,,,,,011179999
2101534,2017-12-07T23:00:00Z,36.6788,163.7358,0,,,,,011179999
2101534,2017-12-08T00:00:00Z,36.6690,163.7320,,311,15,-0.091,-0.268,011191111
2101534,2017-12-08T00:00:00Z,36.6688,163.7324,0,,,,,011179999
2101534,2017-12-08T02:03:00Z,36.6576,163.7212,0,,,,,011179999
2101534,2017-12-08T03:00:00Z,36.6550,163.7170,,311,15,-0.07,0.036,011191111
2101534,2017-12-08T03:00:00Z,36.6536,163.7176,0,,,,,011179999
2101534,2017-12-08T06:00:00Z,36.6760,163.7150,,311,15,0.19,0.195,011191111
2101534,2017-12-08T06:00:00Z,36.6764,163.7130,0,,,,,011179999
2101534,2017-12-08T07:03:00Z,36.6816,163.7322,0,,,,,011179999
2101534,2017-12-08T08:00:00Z,36.6882,163.7472,0,,,,,011179999
2101534,2017-12-08T09:00:00Z,36.6930,163.7630,,311,15,0.433,0.082,011191111
2101534,2017-12-08T09:00:00Z,36.6938,163.7642,0,,,,,011179999
2101534,2017-12-08T11:04:00Z,36.6950,163.8030,0,,,,,011179999
2101534,2017-12-08T12:00:00Z,36.6920,163.8200,,311,15,0.429,-0.072,011191111
2101534,2017-12-08T12:00:00Z,36.6924,163.8204,0,,,,,011179999
2101534,2017-12-08T13:00:00Z,36.6902,163.8360,0,,,,,011179999
2101534,2017-12-08T15:00:00Z,36.6790,163.8670,,311,15,0.367,-0.149,011191111
2101534,2017-12-08T16:00:00Z,36.6730,163.8832,0,,,,,011179999
2101534,2017-12-08T17:00:00Z,36.6686,163.8964,0,,,,,011179999
2101534,2017-12-08T18:00:00Z,36.6630,163.9090,,311,15,0.289,-0.077,011191111
2101534,2017-12-08T18:00:00Z,36.6632,163.9094,0,,,,,011179999
2101534,2017-12-08T21:00:00Z,36.6640,163.9370,,311,15,0.235,0.108,011191111
2101534,2017-12-08T21:00:00Z,36.6636,163.9378,0,,,,,011179999
2101534,2017-12-08T22:00:00Z,36.6684,163.9472,0,,,,,011179999
2101534,2017-12-08T23:00:00Z,36.6752,163.9548,0,,,,,011179999
2101534,2017-12-09T00:00:00Z,36.6840,163.9660,,311,15,0.355,0.257,011191111
2101534,2017-12-09T00:00:00Z,36.6844,163.9650,0,,,,,011179999
2101534,2017-12-09T03:00:00Z,36.7140,164.0230,,311,15,0.478,0.247,011191111
2101534,2017-12-09T03:03:00Z,36.7146,164.0262,0,,,,,011179999
2101534,2017-12-09T06:00:00Z,36.7320,164.0820,,311,15,0.437,0.118,011191111
2101534,2017-12-09T06:00:00Z,36.7318,164.0818,0,,,,,011179999
2101534,2017-12-09T07:00:00Z,36.7336,164.0978,0,,,,,011179999
2101534,2017-12-09T08:00:00Z,36.7368,164.1126,0,,,,,011179999
2101534,2017-12-09T09:00:00Z,36.7370,164.1290,,311,15,0.342,-0.01,011191111
2101534,2017-12-09T12:00:00Z,36.7300,164.1650,,311,15,0.186,-0.118,011191111
2101534,2017-12-09T13:03:00Z,36.7266,164.1722,0,,,,,011179999
2101534,2017-12-09T14:01:00Z,36.7222,164.1732,0,,,,,011179999
2101534,2017-12-09T15:00:00Z,36.7140,164.1740,,311,15,-0.029,-0.093,011191111
2101534,2017-12-09T15:01:00Z,36.7130,164.1740,0,,,,,011179999
2101534,2017-12-09T16:00:00Z,36.7088,164.1704,0,,,,,011179999
2101534,2017-12-09T17:00:00Z,36.7090,164.1654,0,,,,,011179999
2101534,2017-12-09T18:00:00Z,36.7120,164.1580,,311,15,-0.091,0.067,011191111
2101534,2017-12-09T19:00:00Z,36.7162,164.1524,0,,,,,011179999
2101534,2017-12-09T20:03:00Z,36.7226,164.1524,0,,,,,011179999
2101534,2017-12-09T21:00:00Z,36.7270,164.1520,,311,15,-0.008,0.17,011191111
2101534,2017-12-09T22:00:00Z,36.7322,164.1528,0,,,,,011179999
2101534,2017-12-09T23:00:00Z,36.7384,164.1548,0,,,,,011179999
2101534,2017-12-10T00:00:00Z,36.7450,164.1560,,311,15,0.045,0.201,011191111
2101534,2017-12-10T03:00:00Z,36.7660,164.1630,,311,15,0.095,0.165,011191111
2101534,2017-12-10T03:00:00Z,36.7664,164.1634,0,,,,,011179999
2101534,2017-12-10T04:00:00Z,36.7704,164.1682,0,,,,,011179999
2101534,2017-12-10T05:01:00Z,36.7746,164.1738,0,,,,,011179999
2101534,2017-12-10T06:00:00Z,36.7770,164.1790,,311,15,0.115,0.067,011191111
2101534,2017-12-10T09:00:00Z,36.7790,164.1910,,311,15,0.025,0.01,011191111
2101534,2017-12-10T09:00:00Z,36.7786,164.1908,0,,,,,011179999
2101534,2017-12-10T10:00:00Z,36.7790,164.1906,0,,,,,011179999
2101534,2017-12-10T11:00:00Z,36.7782,164.1890,0,,,,,011179999
2101534,2017-12-10T12:00:00Z,36.7790,164.1850,,311,15,-0.074,0.041,011191111
2101534,2017-12-10T13:03:00Z,36.7796,164.1796,0,,,,,011179999
2101534,2017-12-10T14:00:00Z,36.7828,164.1766,0,,,,,011179999
2101534,2017-12-10T15:00:00Z,36.7870,164.1730,,311,15,-0.087,0.103,011191111
2101534,2017-12-10T15:00:00Z,36.7866,164.1728,0,,,,,011179999
2101534,2017-12-10T16:00:00Z,36.7900,164.1706,0,,,,,011179999
2101534,2017-12-10T18:00:00Z,36.7990,164.1640,,311,15,-0.049,0.123,011191111
2101534,2017-12-10T18:03:00Z,36.7990,164.1642,0,,,,,011179999
2101534,2017-12-10T20:04:00Z,36.8080,164.1614,0,,,,,011179999
2101534,2017-12-10T21:00:00Z,36.8110,164.1610,,311,15,-0.012,0.103,011191111
2101534,2017-12-10T21:00:00Z,36.8118,164.1610,0,,,,,011179999
2101534,2017-12-10T22:02:00Z,36.8142,164.1618,0,,,,,011179999
2101534,2017-12-10T23:00:00Z,36.8150,164.1630,0,,,,,011179999
2101534,2017-12-11T00:00:00Z,36.8190,164.1610,,311,15,-0.045,0.103,011191111
2101534,2017-12-11T00:00:00Z,36.8194,164.1610,0,,,,,011179999
2101534,2017-12-11T03:00:00Z,36.8310,164.1500,,311,15,-0.128,0.093,011191111
2101534,2017-12-11T03:04:00Z,36.8306,164.1488,0,,,,,011179999
2101534,2017-12-11T04:00:00Z,36.8322,164.1438,0,,,,,011179999
2101534,2017-12-11T05:03:00Z,36.8346,164.1360,0,,,,,011179999
2101534,2017-12-11T06:00:00Z,36.8370,164.1300,,311,15,-0.156,0.093,011191111
2101534,2017-12-11T06:00:00Z,36.8374,164.1298,0,,,,,011179999
2101534,2017-12-11T07:00:00Z,36.8412,164.1246,0,,,,,011179999
2101534,2017-12-11T08:01:00Z,36.8442,164.1180,0,,,,,011179999
2101534,2017-12-11T09:00:00Z,36.8490,164.1120,,311,15,-0.107,0.144,011191111
2101534,2017-12-11T09:00:00Z,36.8496,164.1114,0,,,,,011179999
2101534,2017-12-11T10:00:00Z,36.8548,164.1062,0,,,,,011179999
2101534,2017-12-11T11:00:00Z,36.8600,164.1038,0,,,,,011179999
2101534,2017-12-11T12:00:00Z,36.8650,164.1040,,311,15,-0.07,0.129,011191111
2101534,2017-12-11T12:03:00Z,36.8652,164.1040,0,,,,,011179999
2101534,2017-12-11T13:00:00Z,36.8670,164.1034,0,,,,,011179999
2101534,2017-12-11T14:00:00Z,36.8700,164.1002,0,,,,,011179999
2101534,2017-12-11T15:00:00Z,36.8740,164.0950,,311,15,-0.07,0.134,011191111
2101534,2017-12-11T15:00:00Z,36.8742,164.0962,0,,,,,011179999
2101534,2017-12-11T16:00:00Z,36.8790,164.0886,0,,,,,011179999
2101534,2017-12-11T17:04:00Z,36.8844,164.0894,0,,,,,011179999
2101534,2017-12-11T18:00:00Z,36.8910,164.0870,,311,15,-0.041,0.144,011191111
2101534,2017-12-11T18:00:00Z,36.8912,164.0870,0,,,,,011179999
2101534,2017-12-11T19:00:00Z,36.8978,164.0872,0,,,,,011179999
2101534,2017-12-11T21:00:00Z,36.9020,164.0850,,311,15,-0.016,0.062,011191111
2101534,2017-12-12T00:00:00Z,36.9030,164.0830,,311,15,-0.016,0,011191111
2101534,2017-12-12T03:00:00Z,36.9020,164.0810,,311,15,-0.016,-0.015,011191111
2101534,2017-12-12T06:00:00Z,36.9000,164.0790,,311,15,-0.012,-0.026,011191111
2101534,2017-12-12T09:00:00Z,36.8970,164.0780,,311,15,-0.004,-0.026,011191111
2101534,2017-12-12T12:00:00Z,36.8950,164.0780,,311,15,0.008,-0.01,011191111
2101534,2017-12-12T12:04:00Z,36.8952,164.0780,0,,,,,011179999
2101534,2017-12-12T13:01:00Z,36.8956,164.0768,0,,,,,011179999
2101534,2017-12-12T14:02:00Z,36.8956,164.0778,0,,,,,011179999
2101534,2017-12-12T15:00:00Z,36.8950,164.0800,,311,15,0.045,-0.062,011191111
2101534,2017-12-12T15:00:00Z,36.8948,164.0802,0,,,,,011179999
2101534,2017-12-12T16:00:00Z,36.8934,164.0838,0,,,,,011179999
2101534,2017-12-12T18:00:00Z,36.8830,164.0890,,311,15,0.054,-0.159,011191111
2101534,2017-12-12T21:00:00Z,36.8640,164.0930,,311,15,0,-0.19,011191111
2101534,2017-12-12T23:00:00Z,36.8506,164.0926,0,,,,,011179999
2101534,2017-12-13T00:00:00Z,36.8460,164.0890,,311,15,-0.058,-0.144,011191111
2101534,2017-12-13T02:02:00Z,36.8376,164.0800,0,,,,,011179999
2101534,2017-12-13T03:00:00Z,36.8360,164.0790,,311,15,-0.012,-0.118,011191111
2101534,2017-12-13T03:00:00Z,36.8364,164.0790,0,,,,,011179999
2101534,2017-12-13T04:00:00Z,36.8348,164.0804,0,,,,,011179999
2101534,2017-12-13T06:00:00Z,36.8230,164.0860,,311,15,0.045,-0.165,011191111
2101534,2017-12-13T07:02:00Z,36.8164,164.0894,0,,,,,011179999
2101534,2017-12-13T08:00:00Z,36.8092,164.0894,0,,,,,011179999
2101534,2017-12-13T09:00:00Z,36.8040,164.0900,,311,15,0.041,-0.144,011191111
2101534,2017-12-13T09:00:00Z,36.8042,164.0898,0,,,,,011179999
2101534,2017-12-13T12:00:00Z,36.7950,164.0960,,311,15,0.07,-0.087,011191111
2101534,2017-12-13T12:02:00Z,36.7948,164.0958,0,,,,,011179999
2101534,2017-12-13T13:00:00Z,36.7918,164.0990,0,,,,,011179999
2101534,2017-12-13T14:00:00Z,36.7888,164.1018,0,,,,,011179999
2101534,2017-12-13T15:00:00Z,36.7870,164.1070,,311,15,0.144,-0.087,011191111
2101534,2017-12-13T15:00:00Z,36.7868,164.1064,0,,,,,011179999
2101534,2017-12-13T18:00:00Z,36.7780,164.1310,,311,15,0.181,-0.144,011191111
2101534,2017-12-13T18:04:00Z,36.7780,164.1314,0,,,,,011179999
2101534,2017-12-13T19:00:00Z,36.7724,164.1386,0,,,,,011179999
2101534,2017-12-13T20:00:00Z,36.7652,164.1462,0,,,,,011179999
2101534,2017-12-13T21:00:00Z,36.7590,164.1510,,311,15,0.107,-0.201,011191111
2101534,2017-12-13T21:00:00Z,36.7584,164.1518,0,,,,,011179999
2101534,2017-12-13T23:00:00Z,36.7434,164.1564,0,,,,,011179999
2101534,2017-12-14T00:00:00Z,36.7390,164.1570,,311,15,0.054,-0.123,011191111
2101534,2017-12-14T00:00:00Z,36.7390,164.1570,0,,,,,011179999
2101534,2017-12-14T01:00:00Z,36.7382,164.1590,0,,,,,011179999
2101534,2017-12-14T03:00:00Z,36.7350,164.1640,,311,15,0.087,0.021,011191111
2101534,2017-12-14T03:00:00Z,36.7354,164.1640,0,,,,,011179999
2101534,2017-12-14T04:00:00Z,36.7372,164.1672,0,,,,,011179999
2101534,2017-12-14T06:00:00Z,36.7430,164.1780,,311,15,0.115,0.046,011191111
2101534,2017-12-14T06:00:00Z,36.7428,164.1776,0,,,,,011179999
2101534,2017-12-14T08:00:00Z,36.7442,164.1872,0,,,,,011179999
2101534,2017-12-14T09:00:00Z,36.7440,164.1920,,311,15,0.124,-0.041,011191111
2101534,2017-12-14T09:00:00Z,36.7440,164.1918,0,,,,,011179999
2101534,2017-12-14T10:00:00Z,36.7440,164.1994,0,,,,,011179999
2101534,2017-12-14T11:01:00Z,36.7378,164.2050,0,,,,,011179999
2101534,2017-12-14T12:00:00Z,36.7350,164.2080,,311,15,0.091,-0.077,011191111
2101534,2017-12-14T13:00:00Z,36.7316,164.2100,0,,,,,011179999
2101534,2017-12-14T14:00:00Z,36.7306,164.2118,0,,,,,011179999
2101534,2017-12-14T15:00:00Z,36.7290,164.2140,,311,15,0.041,-0.046,011191111
2101534,2017-12-14T15:00:00Z,36.7288,164.2144,0,,,,,011179999
2101534,2017-12-14T16:01:00Z,36.7304,164.2156,0,,,,,011179999
2101534,2017-12-14T17:00:00Z,36.7268,164.2168,0,,,,,011179999
2101534,2017-12-14T18:00:00Z,36.7260,164.2180,,311,15,0.033,0,011191111
2101534,2017-12-14T18:00:00Z,36.7264,164.2178,0,,,,,011179999
2101534,2017-12-14T21:00:00Z,36.7290,164.2220,,311,15,0.041,0.015,011191111
2101534,2017-12-14T21:02:00Z,36.7294,164.2218,0,,,,,011179999
2101534,2017-12-14T22:00:00Z,36.7314,164.2230,0,,,,,011179999
2101534,2017-12-14T23:00:00Z,36.7298,164.2270,0,,,,,011179999
2101534,2017-12-15T00:00:00Z,36.7290,164.2280,,311,15,0.054,0.021,011191111
2101534,2017-12-15T00:00:00Z,36.7294,164.2282,0,,,,,011179999
2101534,2017-12-15T01:00:00Z,36.7294,164.2310,0,,,,,011179999
2101534,2017-12-15T03:00:00Z,36.7330,164.2350,,311,15,0.049,0.087,011191111
2101534,2017-12-15T03:00:00Z,36.7326,164.2340,0,,,,,011179999
2101534,2017-12-15T04:00:00Z,36.7350,164.2386,0,,,,,011179999
2101534,2017-12-15T05:00:00Z,36.7386,164.2384,0,,,,,011179999
2101534,2017-12-15T06:00:00Z,36.7460,164.2400,,311,15,-0.004,0.195,011191111
2101534,2017-12-15T06:04:00Z,36.7462,164.2396,0,,,,,011179999
2101534,2017-12-15T07:00:00Z,36.7520,164.2386,0,,,,,011179999
2101534,2017-12-15T08:00:00Z,36.7608,164.2366,0,,,,,011179999
2101534,2017-12-15T09:00:00Z,36.7710,164.2340,,311,15,-0.016,0.293,011191111
2101534,2017-12-15T09:00:00Z,36.7724,164.2338,0,,,,,011179999
2101534,2017-12-15T11:03:00Z,36.7938,164.2340,0,,,,,011179999
2101534,2017-12-15T12:00:00Z,36.8030,164.2360,,311,15,0.099,0.36,011191111
2101534,2017-12-15T12:00:00Z,36.8032,164.2356,0,,,,,011179999
2101534,2017-12-15T13:00:00Z,36.8174,164.2400,0,,,,,011179999
2101534,2017-12-15T15:00:00Z,36.8410,164.2580,,311,15,0.193,0.319,011191111
2101534,2017-12-15T16:04:00Z,36.8518,164.2686,0,,,,,011179999
2101534,2017-12-15T17:00:00Z,36.8584,164.2764,0,,,,,011179999
2101534,2017-12-15T18:00:00Z,36.8650,164.2830,,311,15,0.152,0.221,011191111
2101534,2017-12-15T19:02:00Z,36.8724,164.2904,0,,,,,011179999
2101534,2017-12-15T20:02:00Z,36.8776,164.2946,0,,,,,011179999
2101534,2017-12-15T21:00:00Z,36.8840,164.2950,,311,15,0.037,0.268,011191111
2101534,2017-12-15T21:00:00Z,36.8848,164.2946,0,,,,,011179999
2101534,2017-12-15T22:00:00Z,36.8922,164.2944,0,,,,,011179999
2101534,2017-12-15T23:00:00Z,36.9032,164.2938,0,,,,,011179999
2101534,2017-12-16T00:00:00Z,36.9170,164.2920,,311,15,-0.07,0.376,011191111
2101534,2017-12-16T00:02:00Z,36.9172,164.2920,0,,,,,011179999
2101534,2017-12-16T01:02:00Z,36.9310,164.2878,0,,,,,011179999
2101534,2017-12-16T02:00:00Z,36.9434,164.2834,0,,,,,011179999
2101534,2017-12-16T03:00:00Z,36.9570,164.2780,,311,15,-0.111,0.458,011191111
2101534,2017-12-16T03:04:00Z,36.9584,164.2774,0,,,,,011179999
2101534,2017-12-16T04:00:00Z,36.9718,164.2730,0,,,,,011179999
2101534,2017-12-16T05:00:00Z,36.9880,164.2684,0,,,,,011179999
2101534,2017-12-16T06:00:00Z,37.0060,164.2650,,311,15,-0.062,0.561,011191111
2101534,2017-12-16T06:00:00Z,37.0064,164.2646,0,,,,,011179999
2101534,2017-12-16T07:00:00Z,37.0272,164.2616,0,,,,,011179999
2101534,2017-12-16T08:00:00Z,37.0474,164.2608,0,,,,,011179999
2101534,2017-12-16T09:00:00Z,37.0660,164.2630,,311,15,0.045,0.576,011191111
2101534,2017-12-16T09:00:00Z,37.0680,164.2628,0,,,,,011179999
2101534,2017-12-16T11:00:00Z,37.1030,164.2716,0,,,,,011179999
2101534,2017-12-16T12:00:00Z,37.1180,164.2760,,311,15,0.016,0.458,011191111
2101534,2017-12-16T12:00:00Z,37.1184,164.2764,0,,,,,011179999
2101534,2017-12-16T13:00:00Z,37.1318,164.2772,0,,,,,011179999
2101534,2017-12-16T14:02:00Z,37.1430,164.2738,0,,,,,011179999
2101534,2017-12-16T15:00:00Z,37.1550,164.2670,,311,15,-0.184,0.417,011191111
2101534,2017-12-16T15:00:00Z,37.1540,164.2680,0,,,,,011179999
2101534,2017-12-16T16:00:00Z,37.1664,164.2588,0,,,,,011179999
2101534,2017-12-16T18:00:00Z,37.1990,164.2310,,311,15,-0.373,0.509,011191111
2101534,2017-12-16T18:00:00Z,37.1988,164.2306,0,,,,,011179999
2101534,2017-12-16T19:00:00Z,37.2166,164.2122,0,,,,,011179999
2101534,2017-12-16T20:00:00Z,37.2360,164.1928,0,,,,,011179999
2101534,2017-12-16T21:00:00Z,37.2540,164.1760,,311,15,-0.36,0.602,011191111
2101534,2017-12-16T21:00:00Z,37.2558,164.1744,0,,,,,011179999
2101534,2017-12-16T22:00:00Z,37.2774,164.1616,0,,,,,011179999
2101534,2017-12-16T23:00:00Z,37.2968,164.1512,0,,,,,011179999
2101534,2017-12-17T00:00:00Z,37.3160,164.1430,,311,15,-0.209,0.556,011191111
2101534,2017-12-17T00:00:00Z,37.3158,164.1426,0,,,,,011179999
2101534,2017-12-17T01:00:00Z,37.3300,164.1358,0,,,,,011179999
2101534,2017-12-17T02:00:00Z,37.3446,164.1304,0,,,,,011179999
2101534,2017-12-17T03:00:00Z,37.3620,164.1250,,311,15,-0.057,0.453,011191111
2101534,2017-12-17T03:00:00Z,37.3596,164.1252,0,,,,,011179999
2101534,2017-12-17T04:00:00Z,37.3758,164.1240,0,,,,,011179999
2101534,2017-12-17T06:00:00Z,37.4040,164.1290,,311,15,0.041,0.381,011191111
2101534,2017-12-17T06:00:00Z,37.4038,164.1292,0,,,,,011179999
2101534,2017-12-17T08:00:00Z,37.4286,164.1354,0,,,,,011179999
2101534,2017-12-17T09:00:00Z,37.4360,164.1350,,311,15,0.025,0.293,011191111
2101534,2017-12-17T09:00:00Z,37.4368,164.1348,0,,,,,011179999
2101534,2017-12-17T10:00:00Z,37.4456,164.1344,0,,,,,011179999
2101534,2017-12-17T11:00:00Z,37.4552,164.1344,0,,,,,011179999
2101534,2017-12-17T12:00:00Z,37.4610,164.1350,,311,15,0.012,0.293,011191111
2101534,2017-12-17T12:00:00Z,37.4614,164.1352,0,,,,,011179999
2101534,2017-12-17T13:00:00Z,37.4718,164.1330,0,,,,,011179999
2101534,2017-12-17T15:00:00Z,37.4930,164.1380,,311,15,0.065,0.304,011191111
2101534,2017-12-17T15:00:00Z,37.4920,164.1376,0,,,,,011179999
2101534,2017-12-17T16:00:00Z,37.5020,164.1424,0,,,,,011179999
2101534,2017-12-17T17:00:00Z,37.5108,164.1462,0,,,,,011179999
2101534,2017-12-17T18:00:00Z,37.5200,164.1510,,311,15,0.102,0.221,011191111
2101534,2017-12-17T18:00:00Z,37.5198,164.1506,0,,,,,011179999
2101534,2017-12-17T19:00:00Z,37.5264,164.1574,0,,,,,011179999
2101534,2017-12-17T20:00:00Z,37.5316,164.1622,0,,,,,011179999
2101534,2017-12-17T21:00:00Z,37.5360,164.1630,,311,15,0.065,0.165,011191111
2101534,2017-12-17T21:00:00Z,37.5364,164.1634,0,,,,,011179999
2101534,2017-12-17T22:01:00Z,37.5426,164.1654,0,,,,,011179999
2101534,2017-12-18T00:00:00Z,37.5520,164.1670,,311,15,-0.016,0.144,011191111
2101534,2017-12-18T00:00:00Z,37.5520,164.1684,0,,,,,011179999
2101534,2017-12-18T01:00:00Z,37.5552,164.1642,0,,,,,011179999
2101534,2017-12-18T02:00:00Z,37.5602,164.1602,0,,,,,011179999
2101534,2017-12-18T03:00:00Z,37.5640,164.1590,,311,15,-0.041,0.144,011191111
2101534,2017-12-18T03:00:00Z,37.5634,164.1590,0,,,,,011179999
2101534,2017-12-18T04:00:00Z,37.5686,164.1580,0,,,,,011179999
2101534,2017-12-18T06:00:00Z,37.5800,164.1570,,311,15,-0.037,0.201,011191111
2101534,2017-12-18T06:00:00Z,37.5798,164.1572,0,,,,,011179999
2101534,2017-12-18T07:00:00Z,37.5888,164.1554,0,,,,,011179999
2101534,2017-12-18T08:00:00Z,37.5970,164.1542,0,,,,,011179999
2101534,2017-12-18T09:00:00Z,37.6030,164.1500,,311,15,-0.033,0.262,011191111
2101534,2017-12-18T09:00:00Z,37.6040,164.1498,0,,,,,011179999
2101534,2017-12-18T10:00:00Z,37.6120,164.1454,0,,,,,011179999
2101534,2017-12-18T12:00:00Z,37.6310,164.1490,,311,15,0.061,0.268,011191111
2101534,2017-12-18T12:00:00Z,37.6310,164.1490,0,,,,,011179999
2101534,2017-12-18T13:00:00Z,37.6406,164.1518,0,,,,,011179999
2101534,2017-12-18T15:00:00Z,37.6550,164.1650,,311,15,0.143,0.221,011191111
2101534,2017-12-18T18:00:00Z,37.6740,164.1840,,311,15,0.081,0.17,011191111
2101534,2017-12-18T19:04:00Z,37.6794,164.1882,0,,,,,011179999
2101534,2017-12-18T20:00:00Z,37.6830,164.1872,0,,,,,011179999
2101534,2017-12-18T21:00:00Z,37.6880,164.1850,,311,15,-0.02,0.201,011191111
2101534,2017-12-18T21:00:00Z,37.6888,164.1852,0,,,,,011179999
2101534,2017-12-18T22:00:00Z,37.6956,164.1844,0,,,,,011179999
2101534,2017-12-19T00:00:00Z,37.7130,164.1790,,311,15,-0.041,0.314,011191111
2101534,2017-12-19T01:03:00Z,37.7232,164.1770,0,,,,,011179999
2101534,2017-12-19T02:00:00Z,37.7330,164.1742,0,,,,,011179999
2101534,2017-12-19T03:00:00Z,37.7490,164.1750,,311,15,0.094,0.412,011191111
2101534,2017-12-19T03:00:00Z,37.7466,164.1752,0,,,,,011179999
2101534,2017-12-19T04:03:00Z,37.7638,164.1814,0,,,,,011179999
2101534,2017-12-19T05:03:00Z,37.7792,164.1920,0,,,,,011179999
2101534,2017-12-19T06:00:00Z,37.7930,164.2020,,311,15,0.215,0.412,011191111
2101534,2017-12-19T06:00:00Z,37.7926,164.2022,0,,,,,011179999
2101534,2017-12-19T07:00:00Z,37.8060,164.2130,0,,,,,011179999
