PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5300627,2017-11-01T00:00:00Z,7.8472,121.5818,29.35,0,011117
5300627,2017-11-01T01:00:00Z,7.8398,121.5790,29.77,0,011117
5300627,2017-11-01T02:00:00Z,7.8292,121.5786,29.91,0,011117
5300627,2017-11-01T03:00:00Z,7.8162,121.5774,30.02,0,011117
5300627,2017-11-01T04:00:00Z,7.8020,121.5752,30.05,0,011117
5300627,2017-11-01T05:00:00Z,7.7854,121.5736,30.37,0,011117
5300627,2017-11-01T06:00:00Z,7.7684,121.5720,30.34,0,011117
5300627,2017-11-01T07:00:00Z,7.7530,121.5698,30.35,0,011117
5300627,2017-11-01T08:00:00Z,7.7406,121.5668,30.01,0,011117
5300627,2017-11-01T09:00:00Z,7.7314,121.5624,29.99,0,011117
5300627,2017-11-01T10:00:00Z,7.7220,121.5592,29.94,0,011117
5300627,2017-11-01T11:00:00Z,7.7114,121.5540,29.82,0,011117
5300627,2017-11-01T12:00:00Z,7.6968,121.5494,29.76,0,011117
5300627,2017-11-01T13:00:00Z,7.6816,121.5438,29.72,0,011117
5300627,2017-11-01T14:00:00Z,7.6684,121.5368,29.7,0,011117
5300627,2017-11-01T15:00:00Z,7.6570,121.5310,29.69,0,011117
5300627,2017-11-01T16:00:00Z,7.6482,121.5252,29.73,0,011117
5300627,2017-11-01T17:00:00Z,7.6394,121.5210,29.68,0,011117
5300627,2017-11-01T18:00:00Z,7.6310,121.5176,29.61,0,011117
5300627,2017-11-01T19:00:00Z,7.6258,121.5152,29.61,0,011117
5300627,2017-11-01T20:00:00Z,7.6236,121.5118,29.59,0,011117
5300627,2017-11-01T21:00:00Z,7.6192,121.5112,29.55,0,011117
5300627,2017-11-01T22:00:00Z,7.6138,121.5130,29.55,0,011117
5300627,2017-11-01T23:00:00Z,7.6062,121.5160,29.52,0,011117
5300627,2017-11-02T00:00:00Z,7.5958,121.5202,29.49,0,011117
5300627,2017-11-02T01:00:00Z,7.5824,121.5216,29.45,0,011117
5300627,2017-11-02T02:00:00Z,7.5696,121.5198,29.49,0,011117
5300627,2017-11-02T03:00:00Z,7.5572,121.5176,29.61,0,011117
5300627,2017-11-02T04:00:00Z,7.5444,121.5160,29.92,0,011117
5300627,2017-11-02T05:00:00Z,7.5318,121.5138,30.2,0,011117
5300627,2017-11-02T06:00:00Z,7.5202,121.5100,30.19,0,011117
5300627,2017-11-02T07:00:00Z,7.5094,121.5104,29.91,0,011117
5300627,2017-11-02T08:00:00Z,7.4986,121.5118,29.87,0,011117
5300627,2017-11-02T09:00:00Z,7.4876,121.5142,29.79,0,011117
5300627,2017-11-02T10:00:00Z,7.4768,121.5154,29.73,0,011117
5300627,2017-11-02T11:00:00Z,7.4660,121.5152,29.68,0,011117
5300627,2017-11-02T12:00:00Z,7.4564,121.5122,29.68,0,011117
5300627,2017-11-02T13:00:00Z,7.4458,121.5086,29.63,0,011117
5300627,2017-11-02T14:00:00Z,7.4344,121.5054,29.61,0,011117
5300627,2017-11-02T15:00:00Z,7.4224,121.5032,29.55,0,011117
5300627,2017-11-02T16:00:00Z,7.4124,121.5006,29.49,0,011117
5300627,2017-11-02T17:00:00Z,7.4074,121.4966,29.43,0,011117
5300627,2017-11-02T18:00:00Z,7.4048,121.4916,29.42,0,011117
5300627,2017-11-02T19:00:00Z,7.4012,121.4884,29.39,0,011117
5300627,2017-11-02T20:00:00Z,7.3994,121.4862,29.39,0,011117
5300627,2017-11-02T21:00:00Z,7.3964,121.4846,29.39,0,011117
5300627,2017-11-02T22:00:00Z,7.3906,121.4844,29.37,0,011117
5300627,2017-11-02T23:00:00Z,7.3836,121.4850,29.37,0,011117
5300627,2017-11-03T00:00:00Z,7.3754,121.4836,29.39,0,011117
5300627,2017-11-03T01:00:00Z,7.3678,121.4826,29.51,0,011117
5300627,2017-11-03T02:00:00Z,7.3616,121.4814,29.74,0,011117
5300627,2017-11-03T03:00:00Z,7.3534,121.4802,30.17,0,011117
5300627,2017-11-03T04:00:00Z,7.3452,121.4788,30.19,0,011117
5300627,2017-11-03T05:00:00Z,7.3390,121.4752,30.11,0,011117
5300627,2017-11-03T06:00:00Z,7.3334,121.4708,29.92,0,011117
5300627,2017-11-03T07:00:00Z,7.3264,121.4676,29.87,0,011117
5300627,2017-11-03T08:00:00Z,7.3196,121.4638,29.8,0,011117
5300627,2017-11-03T09:00:00Z,7.3110,121.4602,29.63,0,011117
5300627,2017-11-03T10:00:00Z,7.3008,121.4572,29.55,0,011117
5300627,2017-11-03T11:00:00Z,7.2926,121.4524,29.5,0,011117
5300627,2017-11-03T12:00:00Z,7.2856,121.4476,29.45,0,011117
5300627,2017-11-03T13:00:00Z,7.2782,121.4444,29.43,0,011117
5300627,2017-11-03T14:00:00Z,7.2696,121.4402,29.37,0,011117
5300627,2017-11-03T15:00:00Z,7.2650,121.4360,29.37,0,011117
