PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100773,71286,2017-11-01T00:00:00Z,17.6130,125.8050,,,28.61,0.5,311,15,-0.299,0.195,0011199171111
5100773,71286,2017-11-01T00:00:00Z,17.6138,125.8038,28.63,0,,,,,,,0011117999999
5100773,71286,2017-11-01T01:00:00Z,17.6138,125.8038,28.62,0,,,,,,,0011117999999
5100773,71286,2017-11-01T02:00:00Z,17.6228,125.7839,28.61,0,,,,,,,0011117999999
5100773,71286,2017-11-01T03:00:00Z,17.6360,125.7790,,,28.49,0.5,311,15,-0.152,0.329,0011199171111
5100773,71286,2017-11-01T03:00:00Z,17.6228,125.7839,28.58,0,,,,,,,0011117999999
5100773,71286,2017-11-01T04:00:00Z,17.6228,125.7839,28.39,0,,,,,,,0011117999999
5100773,71286,2017-11-01T05:00:00Z,17.6918,125.7726,28.32,0,,,,,,,0014417999999
5100773,71286,2017-11-01T06:00:00Z,17.6770,125.7740,,,28.34,0.5,311,15,-0.059,0.36,0011199171111
5100773,71286,2017-11-01T06:00:00Z,17.6918,125.7726,28.27,0,,,,,,,0011117999999
5100773,71286,2017-11-01T07:00:00Z,17.6918,125.7726,28.26,0,,,,,,,0011117999999
5100773,71286,2017-11-01T08:00:00Z,17.6919,125.7737,28.28,0,,,,,,,0011117999999
5100773,71286,2017-11-01T09:00:00Z,17.7060,125.7670,,,28.23,0.5,311,15,-0.157,0.123,0011199171111
5100773,71286,2017-11-01T09:00:00Z,17.7055,125.7699,28.22,0,,,,,,,0011117999999
5100773,71286,2017-11-01T10:00:00Z,17.7035,125.7567,28.22,0,,,,,,,0011117999999
5100773,71286,2017-11-01T12:00:00Z,17.7010,125.7420,,,28.15,0.5,311,15,-0.186,-0.021,0011199171111
5100773,71286,2017-11-01T12:00:00Z,17.7001,125.7405,28.16,0,,,,,,,0011117999999
5100773,71286,2017-11-01T13:00:00Z,17.7027,125.7418,28.11,0,,,,,,,0011117999999
