PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),QC
2101723,2018-03-02T10:00:00Z,37.5660,136.1640,9.5,0,4.6,0111171
2101723,2018-03-02T11:00:00Z,37.5910,136.1670,9.6,0,4.6,0111171
2101723,2018-03-02T12:00:00Z,37.6160,136.1710,9.6,0,3.7,0111171
2101723,2018-03-02T13:00:00Z,37.6400,136.1720,9.7,0,3.7,0111171
2101723,2018-03-02T14:00:00Z,37.6650,136.1720,9.7,0,3.9,0111171
2101723,2018-03-02T15:00:00Z,37.6900,136.1710,9.7,0,3.4,0111171
2101723,2018-03-02T16:00:00Z,37.7150,136.1700,9.8,0,2.8,0111171
2101723,2018-03-02T17:00:00Z,37.7420,136.1690,9.9,0,2.8,0111171
2101723,2018-03-02T18:00:00Z,37.7670,136.1680,10.3,0,2.8,0111171
2101723,2018-03-02T19:00:00Z,37.7920,136.1640,10.3,0,2.6,0111171
2101723,2018-03-02T20:00:00Z,37.8160,136.1630,10.4,0,2.4,0111171
2101723,2018-03-02T21:00:00Z,37.8400,136.1650,10.4,0,2.3,0111171
2101723,2018-03-02T22:00:00Z,37.8620,136.1710,10.5,0,1.9,0111171
2101723,2018-03-02T23:00:00Z,37.8830,136.1790,10.5,0,2.2,0111171
2101723,2018-03-03T00:00:00Z,37.9030,136.1870,10.6,0,1.8,0111171
2101723,2018-03-03T03:00:00Z,37.9600,136.2230,10.7,0,1.6,0111171
2101723,2018-03-03T06:00:00Z,38.0120,136.2690,10.7,0,1.6,0111171
2101723,2018-03-03T09:00:00Z,38.0590,136.3170,10.7,0,1.5,0111171
2101723,2018-03-03T12:00:00Z,38.1100,136.3710,10.6,0,1.4,0111171
2101723,2018-03-03T15:00:00Z,38.1610,136.4370,10.5,0,1.2,0111171
2101723,2018-03-03T18:00:00Z,38.2130,136.5140,10.2,0,1.4,0111171
2101723,2018-03-03T21:00:00Z,38.2660,136.5800,10.3,0,1.6,0111171
2101723,2018-03-04T00:00:00Z,38.3270,136.6430,10.5,0,1.5,0111171
2101723,2018-03-04T03:00:00Z,38.3940,136.6850,10.7,0,1.4,0111171
2101723,2018-03-04T06:00:00Z,38.4440,136.7340,10.7,0,1.3,0111171
2101723,2018-03-04T09:00:00Z,38.4650,136.7790,10.6,0,1.1,0111171
2101723,2018-03-04T12:00:00Z,38.4670,136.7830,10.6,0,1,0111171
2101723,2018-03-04T15:00:00Z,38.4870,136.7670,10.6,0,1.1,0111171
2101723,2018-03-04T18:00:00Z,38.5250,136.7290,10.4,0,1.2,0111171
2101723,2018-03-04T21:00:00Z,38.5240,136.6940,10.3,0,1.7,0111171
2101723,2018-03-05T00:00:00Z,38.4970,136.6390,10.1,0,3.1,0111171
2101723,2018-03-05T01:00:00Z,38.4860,136.6140,9.8,0,3.3,0111171
2101723,2018-03-05T02:00:00Z,38.4740,136.5870,9.5,0,4.2,0111171
2101723,2018-03-05T03:00:00Z,38.4630,136.5620,9.4,0,3.8,0111171
2101723,2018-03-05T04:00:00Z,38.4510,136.5440,9.4,0,3.9,0111171
2101723,2018-03-05T05:00:00Z,38.4370,136.5330,9.4,0,4.9,0111171
2101723,2018-03-05T06:00:00Z,38.4260,136.5270,9.5,0,,0111179
2101723,2018-03-05T07:00:00Z,38.4160,136.5260,9.6,0,4.4,0111171
2101723,2018-03-05T08:00:00Z,38.4070,136.5270,9.9,0,,0111179
2101723,2018-03-05T09:00:00Z,38.4000,136.5330,10.2,0,,0111179
2101723,2018-03-05T10:00:00Z,38.3950,136.5400,10.3,0,,0111179
2101723,2018-03-05T11:00:00Z,38.3910,136.5460,10.3,0,4.8,0111171
2101723,2018-03-05T12:00:00Z,38.3880,136.5540,10.3,0,3.9,0111171
2101723,2018-03-05T13:00:00Z,38.3850,136.5610,10.3,0,3.7,0111171
2101723,2018-03-05T14:00:00Z,38.3820,136.5700,10.3,0,3.9,0111171
2101723,2018-03-05T15:00:00Z,38.3790,136.5790,10.3,0,3.3,0111171
2101723,2018-03-05T16:00:00Z,38.3770,136.5880,10.3,0,3.5,0111171
2101723,2018-03-05T17:00:00Z,38.3750,136.5980,10.4,0,3.2,0111171
2101723,2018-03-05T18:00:00Z,38.3720,136.6080,10.4,0,2.9,0111171
2101723,2018-03-05T19:00:00Z,38.3690,136.6180,10.4,0,2.5,0111171
2101723,2018-03-05T20:00:00Z,38.3660,136.6260,10.4,0,2.6,0111171
2101723,2018-03-05T21:00:00Z,38.3630,136.6330,10.4,0,2.3,0111171
2101723,2018-03-05T22:00:00Z,38.3610,136.6390,10.4,0,2.1,0111171
2101723,2018-03-05T23:00:00Z,38.3570,136.6440,10.4,0,2.2,0111171
2101723,2018-03-06T00:00:00Z,38.3540,136.6490,10.4,0,1.9,0111171
2101723,2018-03-06T03:00:00Z,38.3420,136.6650,10.4,0,1.6,0111171
2101723,2018-03-06T06:00:00Z,38.3200,136.6830,10.4,0,1.5,0111171
2101723,2018-03-06T09:00:00Z,38.2970,136.6940,10.3,0,1.5,0111171
2101723,2018-03-06T12:00:00Z,38.2800,136.7060,10.3,0,1.5,0111171
2101723,2018-03-06T15:00:00Z,38.2620,136.7080,10.3,0,1.5,0111171
2101723,2018-03-06T18:00:00Z,38.2370,136.7120,10.4,0,1.5,0111171
2101723,2018-03-06T21:00:00Z,38.2200,136.7000,10.4,0,1.5,0111171
2101723,2018-03-07T00:00:00Z,38.2110,136.6700,10.4,0,1.5,0111171
2101723,2018-03-07T09:00:00Z,38.2480,136.5280,10.2,0,1.3,0111171
2101723,2018-03-07T12:00:00Z,38.2750,136.4810,10.2,0,1.4,0111171
2101723,2018-03-07T15:00:00Z,38.3020,136.4400,10.3,0,1.3,0111171
2101723,2018-03-07T18:00:00Z,38.3310,136.4100,10.3,0,1,0111171
2101723,2018-03-07T21:00:00Z,38.3590,136.3730,10.3,0,1,0111171
2101723,2018-03-08T00:00:00Z,38.4000,136.3270,10.3,0,1.3,0111171
2101723,2018-03-08T03:00:00Z,38.4550,136.2790,10.3,0,2,0111171
2101723,2018-03-08T04:00:00Z,38.4720,136.2630,10.3,0,2,0111171
2101723,2018-03-08T05:00:00Z,38.4890,136.2460,10.3,0,2.2,0111171
2101723,2018-03-08T06:00:00Z,38.5040,136.2260,10.3,0,1.9,0111171
2101723,2018-03-08T09:00:00Z,38.5420,136.1560,10.3,0,1.8,0111171
2101723,2018-03-08T12:00:00Z,38.5770,136.0930,10.3,0,1.9,0111171
2101723,2018-03-08T15:00:00Z,38.5760,136.0730,10.3,0,2.1,0111171
2101723,2018-03-08T16:00:00Z,38.5610,136.0660,10.3,0,2.4,0111171
2101723,2018-03-08T17:00:00Z,38.5430,136.0540,10.2,0,2.6,0111171
2101723,2018-03-08T18:00:00Z,38.5190,136.0390,10,0,3.2,0111171
2101723,2018-03-08T19:00:00Z,38.4960,136.0250,9.4,0,3.8,0111171
2101723,2018-03-08T20:00:00Z,38.4780,136.0190,9.4,0,3.5,0111171
2101723,2018-03-08T21:00:00Z,38.4620,136.0180,9.4,0,3.5,0111171
2101723,2018-03-08T22:00:00Z,38.4470,136.0160,9.4,0,3.4,0111171
2101723,2018-03-08T23:00:00Z,38.4340,136.0140,9.5,0,3.9,0111171
2101723,2018-03-09T00:00:00Z,38.4230,136.0110,9.4,0,3.9,0111171
2101723,2018-03-09T01:00:00Z,38.4140,136.0100,9.4,0,3.5,0111171
2101723,2018-03-09T02:00:00Z,38.4060,136.0070,9.3,0,3.3,0111171
2101723,2018-03-09T03:00:00Z,38.4020,136.0070,9.3,0,3.3,0111171
2101723,2018-03-09T04:00:00Z,38.3980,136.0070,9.2,0,4.3,0111171
2101723,2018-03-09T05:00:00Z,38.3970,136.0080,9.1,0,4.2,0111171
2101723,2018-03-09T06:00:00Z,38.3970,136.0140,9.2,0,3.6,0111171
2101723,2018-03-09T07:00:00Z,38.3990,136.0210,9.6,0,4.2,0111171
2101723,2018-03-09T08:00:00Z,38.4000,136.0300,9.7,0,4.3,0111171
2101723,2018-03-09T09:00:00Z,38.3990,136.0400,9.7,0,3.6,0111171
2101723,2018-03-09T10:00:00Z,38.3970,136.0470,9.6,0,3.9,0111171
2101723,2018-03-09T11:00:00Z,38.3970,136.0550,9.7,0,4.2,0111171
2101723,2018-03-09T12:00:00Z,38.3960,136.0620,9.8,0,3.8,0111171
2101723,2018-03-09T13:00:00Z,38.3940,136.0680,9.9,0,3.3,0111171
2101723,2018-03-09T14:00:00Z,38.3910,136.0710,9.9,0,3,0111171
2101723,2018-03-09T15:00:00Z,38.3870,136.0720,9.9,0,3.2,0111171
2101723,2018-03-09T16:00:00Z,38.3850,136.0730,9.9,0,3,0111171
2101723,2018-03-09T17:00:00Z,38.3830,136.0720,9.9,0,3,0111171
2101723,2018-03-09T18:00:00Z,38.3810,136.0680,9.9,0,3,0111171
2101723,2018-03-09T19:00:00Z,38.3800,136.0610,9.9,0,2.9,0111171
2101723,2018-03-09T20:00:00Z,38.3810,136.0530,9.9,0,2.5,0111171
2101723,2018-03-09T21:00:00Z,38.3840,136.0450,9.9,0,2.6,0111171
2101723,2018-03-09T22:00:00Z,38.3890,136.0350,10,0,2.4,0111171
2101723,2018-03-09T23:00:00Z,38.3950,136.0250,10,0,2.7,0111171
2101723,2018-03-10T00:00:00Z,38.4020,136.0180,10,0,2.5,0111171
2101723,2018-03-10T01:00:00Z,38.4100,136.0120,10.1,0,2.2,0111171
2101723,2018-03-10T02:00:00Z,38.4170,136.0080,10.2,0,2.4,0111171
2101723,2018-03-10T03:00:00Z,38.4250,136.0050,10.3,0,2.1,0111171
2101723,2018-03-10T04:00:00Z,38.4320,136.0050,10.3,0,2,0111171
2101723,2018-03-10T05:00:00Z,38.4370,136.0070,10.3,0,1.9,0111171
2101723,2018-03-10T06:00:00Z,38.4430,136.0110,10.3,0,1.8,0111171
2101723,2018-03-10T09:00:00Z,38.4590,136.0230,10.1,0,1.4,0111171
2101723,2018-03-10T12:00:00Z,38.4690,136.0260,10.1,0,1.2,0111171
2101723,2018-03-10T15:00:00Z,38.4860,136.0170,10,0,1.4,0111171
2101723,2018-03-10T18:00:00Z,38.5120,136.0100,9.9,0,1.2,0111171
2101723,2018-03-10T21:00:00Z,38.5470,136.0160,9.9,0,1.2,0111171
2101723,2018-03-11T00:00:00Z,38.5920,136.0290,9.7,0,1.2,0111171
2101723,2018-03-11T03:00:00Z,38.5950,136.0570,9.7,0,1.7,0111171
2101723,2018-03-11T06:00:00Z,38.5640,136.0910,9.9,0,2.3,0111171
2101723,2018-03-11T07:00:00Z,38.5540,136.0980,9.9,0,2.6,0111171
2101723,2018-03-11T08:00:00Z,38.5430,136.1020,10,0,2.6,0111171
2101723,2018-03-11T09:00:00Z,38.5340,136.1040,10,0,2.7,0111171
2101723,2018-03-11T10:00:00Z,38.5260,136.1050,10,0,2.7,0111171
2101723,2018-03-11T11:00:00Z,38.5200,136.1040,10.1,0,2.4,0111171
2101723,2018-03-11T12:00:00Z,38.5150,136.1030,10,0,2.6,0111171
2101723,2018-03-11T13:00:00Z,38.5090,136.1040,10,0,2.6,0111171
2101723,2018-03-11T14:00:00Z,38.5070,136.1070,10.1,0,2.5,0111171
2101723,2018-03-11T15:00:00Z,38.5080,136.1110,10,0,2.3,0111171
2101723,2018-03-11T16:00:00Z,38.5080,136.1150,10.1,0,2.4,0111171
2101723,2018-03-11T17:00:00Z,38.5100,136.1200,10.1,0,2.5,0111171
2101723,2018-03-11T18:00:00Z,38.5110,136.1270,10,0,2.4,0111171
2101723,2018-03-11T19:00:00Z,38.5140,136.1350,10.1,0,2.4,0111171
2101723,2018-03-11T20:00:00Z,38.5190,136.1450,10,0,2.1,0111171
2101723,2018-03-11T21:00:00Z,38.5230,136.1530,10,0,2.3,0111171
2101723,2018-03-11T22:00:00Z,38.5260,136.1610,10,0,2.3,0111171
2101723,2018-03-11T23:00:00Z,38.5270,136.1670,10.1,0,1.9,0111171
2101723,2018-03-12T00:00:00Z,38.5280,136.1710,10.2,0,1.9,0111171
2101723,2018-03-12T03:00:00Z,38.5330,136.1760,10.3,0,1.6,0111171
2101723,2018-03-12T06:00:00Z,38.5460,136.1760,10.3,0,1.3,0111171
2101723,2018-03-12T09:00:00Z,38.5730,136.1830,10.2,0,1,0111171
2101723,2018-03-12T12:00:00Z,38.6040,136.2060,10.1,0,0.8,0111171
2101723,2018-03-12T15:00:00Z,38.6360,136.2410,9.9,0,1,0111171
2101723,2018-03-12T18:00:00Z,38.6610,136.2800,9.5,0,1.4,0111171
2101723,2018-03-12T21:00:00Z,38.6780,136.3270,9.5,0,1.5,0111171
2101723,2018-03-13T00:00:00Z,38.7010,136.3930,9.4,0,1.5,0111171
2101723,2018-03-13T03:00:00Z,38.7490,136.4800,9.4,0,1.7,0111171
2101723,2018-03-13T06:00:00Z,38.8040,136.5940,9.3,0,1.7,0111171
2101723,2018-03-13T09:00:00Z,38.8740,136.7250,8.1,0,1.6,0111171
2101723,2018-03-13T12:00:00Z,38.9530,136.8330,8.2,0,1.4,0111171
2101723,2018-03-13T15:00:00Z,39.0250,136.9370,8.1,0,1.4,0111171
2101723,2018-03-13T18:00:00Z,39.0870,137.0560,7.9,0,1.9,0111171
2101723,2018-03-13T21:00:00Z,39.1430,137.1920,7.6,0,1.7,0111171
2101723,2018-03-14T00:00:00Z,39.2030,137.3140,7.9,0,1.2,0111171
2101723,2018-03-14T03:00:00Z,39.2670,137.3780,8.5,0,1.2,0111171
2101723,2018-03-14T06:00:00Z,39.3160,137.4160,9,0,1,0111171
2101723,2018-03-14T09:00:00Z,39.3770,137.4500,9.1,0,1.1,0111171
2101723,2018-03-14T12:00:00Z,39.4380,137.5000,8.8,0,1,0111171
2101723,2018-03-14T15:00:00Z,39.4840,137.5510,8.6,0,1,0111171
2101723,2018-03-14T18:00:00Z,39.5220,137.5670,9,0,1.3,0111171
2101723,2018-03-14T21:00:00Z,39.5680,137.6020,8.5,0,1.3,0111171
2101723,2018-03-15T00:00:00Z,39.6000,137.6740,8.8,0,1.5,0111171
2101723,2018-03-15T03:00:00Z,39.6160,137.7650,7.7,0,1.7,0111171
2101723,2018-03-15T06:00:00Z,39.6320,137.8630,6.6,0,1.9,0111171
2101723,2018-03-15T09:00:00Z,39.6480,137.9200,7.2,0,1.8,0111171
2101723,2018-03-15T12:00:00Z,39.6820,137.9300,7.5,0,1.7,0111171
2101723,2018-03-15T15:00:00Z,39.6670,137.9110,7.3,0,1.7,0111171
2101723,2018-03-15T18:00:00Z,39.6430,137.8990,5.6,0,2.7,0111171
2101723,2018-03-15T19:00:00Z,39.6330,137.9030,5.7,0,2.9,0111171
2101723,2018-03-15T20:00:00Z,39.6250,137.9080,5.8,0,3.4,0111171
2101723,2018-03-15T21:00:00Z,39.6160,137.9110,6.2,0,3.1,0111171
2101723,2018-03-15T22:00:00Z,39.6080,137.9140,6.3,0,3.4,0111171
2101723,2018-03-15T23:00:00Z,39.6010,137.9140,6.3,0,3.2,0111171
2101723,2018-03-16T00:00:00Z,39.5930,137.9150,6.4,0,3.3,0111171
2101723,2018-03-16T01:00:00Z,39.5860,137.9180,6.3,0,3.3,0111171
2101723,2018-03-16T02:00:00Z,39.5780,137.9270,6.3,0,2.9,0111171
2101723,2018-03-16T03:00:00Z,39.5690,137.9420,6.6,0,2.9,0111171
2101723,2018-03-16T04:00:00Z,39.5600,137.9600,6.9,0,3,0111171
2101723,2018-03-16T05:00:00Z,39.5490,137.9790,7.2,0,2.9,0111171
2101723,2018-03-16T06:00:00Z,39.5350,137.9980,7.2,0,2.7,0111171
2101723,2018-03-16T07:00:00Z,39.5180,138.0140,7.3,0,2.5,0111171
2101723,2018-03-16T08:00:00Z,39.4990,138.0290,7.5,0,2.5,0111171
2101723,2018-03-16T09:00:00Z,39.4790,138.0430,7.7,0,2.4,0111171
2101723,2018-03-16T10:00:00Z,39.4580,138.0550,7.6,0,2.2,0111171
2101723,2018-03-16T11:00:00Z,39.4350,138.0690,7.8,0,2.1,0111171
2101723,2018-03-16T12:00:00Z,39.4160,138.0800,7.6,0,2.2,0111171
2101723,2018-03-16T13:00:00Z,39.3980,138.0880,7.4,0,2.6,0111171
2101723,2018-03-16T14:00:00Z,39.3810,138.0960,7.6,0,2.4,0111171
2101723,2018-03-16T15:00:00Z,39.3640,138.1040,7.4,0,2.3,0111171
2101723,2018-03-16T16:00:00Z,39.3490,138.1110,7.4,0,2.1,0111171
2101723,2018-03-16T17:00:00Z,39.3340,138.1180,7.4,0,2.3,0111171
2101723,2018-03-16T18:00:00Z,39.3160,138.1300,7.8,0,1.8,0111171
2101723,2018-03-16T21:00:00Z,39.2660,138.1640,7.6,0,2,0111171
2101723,2018-03-16T22:00:00Z,39.2470,138.1760,7.9,0,1.9,0111171
2101723,2018-03-16T23:00:00Z,39.2270,138.1870,8,0,1.9,0111171
2101723,2018-03-17T00:00:00Z,39.2100,138.1990,7.7,0,1.9,0111171
2101723,2018-03-17T03:00:00Z,39.1590,138.2380,7.9,0,1.5,0111171
2101723,2018-03-17T06:00:00Z,39.1630,138.2640,7.9,0,1.7,0111171
2101723,2018-03-17T09:00:00Z,39.2140,138.2810,9,0,1.4,0111171
2101723,2018-03-17T12:00:00Z,39.2650,138.3180,8.9,0,1.2,0111171
2101723,2018-03-17T15:00:00Z,39.3320,138.3450,9,0,1,0111171
2101723,2018-03-17T18:00:00Z,39.4060,138.3710,9.2,0,0.8,0111171
2101723,2018-03-17T21:00:00Z,39.4840,138.3840,9.3,0,0.7,0111171
2101723,2018-03-18T00:00:00Z,39.5720,138.3900,9.3,0,0.8,0111171
2101723,2018-03-18T03:00:00Z,39.6600,138.3990,9.4,0,0.8,0111171
2101723,2018-03-18T06:00:00Z,39.7320,138.4020,9.5,0,0.9,0111171
2101723,2018-03-18T09:00:00Z,39.7840,138.4020,9.3,0,0.8,0111171
2101723,2018-03-18T12:00:00Z,39.8240,138.3990,9.3,0,0.9,0111171
2101723,2018-03-18T15:00:00Z,39.8520,138.4040,9.2,0,1,0111171
2101723,2018-03-18T18:00:00Z,39.8730,138.4120,8.9,0,1.1,0111171
2101723,2018-03-18T21:00:00Z,39.8870,138.4230,8.8,0,1.3,0111171
2101723,2018-03-19T00:00:00Z,39.8920,138.4370,8.8,0,1.2,0111171
2101723,2018-03-19T03:00:00Z,39.8770,138.4360,9,0,1.1,0111171
2101723,2018-03-19T06:00:00Z,39.8610,138.4080,9.4,0,1.2,0111171
2101723,2018-03-19T09:00:00Z,39.8610,138.3610,9.3,0,1.2,0111171
2101723,2018-03-19T12:00:00Z,39.8740,138.3010,9.3,0,1.9,0111171
2101723,2018-03-19T15:00:00Z,39.8870,138.2330,9,0,2.1,0111171
2101723,2018-03-19T16:00:00Z,39.8880,138.2130,8.6,0,2.1,0111171
2101723,2018-03-19T17:00:00Z,39.8870,138.1950,8.2,0,2.3,0111171
2101723,2018-03-19T18:00:00Z,39.8840,138.1820,7.9,0,2.5,0111171
2101723,2018-03-19T19:00:00Z,39.8800,138.1710,7.8,0,2.3,0111171
2101723,2018-03-19T20:00:00Z,39.8750,138.1610,7.8,0,2.3,0111171
2101723,2018-03-19T21:00:00Z,39.8690,138.1500,7.8,0,2.3,0111171
2101723,2018-03-19T22:00:00Z,39.8620,138.1390,7.7,0,2.2,0111171
2101723,2018-03-19T23:00:00Z,39.8550,138.1260,7.7,0,2.1,0111171
2101723,2018-03-20T00:00:00Z,39.8490,138.1130,7.6,0,2.4,0111171
2101723,2018-03-20T01:00:00Z,39.8440,138.1030,7.7,0,2.4,0111171
2101723,2018-03-20T02:00:00Z,39.8390,138.0950,7.6,0,2.5,0111171
2101723,2018-03-20T03:00:00Z,39.8340,138.0890,7.6,0,2.3,0111171
2101723,2018-03-20T04:00:00Z,39.8280,138.0840,7.6,0,2.5,0111171
2101723,2018-03-20T05:00:00Z,39.8220,138.0780,7.5,0,2.5,0111171
2101723,2018-03-20T06:00:00Z,39.8170,138.0710,7.4,0,2.8,0111171
2101723,2018-03-20T07:00:00Z,39.8120,138.0660,7.3,0,2.7,0111171
2101723,2018-03-20T08:00:00Z,39.8050,138.0630,7.3,0,2.4,0111171
2101723,2018-03-20T09:00:00Z,39.7990,138.0610,7.1,0,2.5,0111171
2101723,2018-03-20T10:00:00Z,39.7900,138.0640,7.5,0,2.4,0111171
2101723,2018-03-20T11:00:00Z,39.7820,138.0640,7.5,0,2.7,0111171
2101723,2018-03-20T12:00:00Z,39.7760,138.0640,7.6,0,2.6,0111171
2101723,2018-03-20T13:00:00Z,39.7680,138.0650,7.8,0,2.5,0111171
2101723,2018-03-20T14:00:00Z,39.7600,138.0630,7.7,0,2.2,0111171
2101723,2018-03-20T15:00:00Z,39.7530,138.0600,7.8,0,2.3,0111171
2101723,2018-03-20T16:00:00Z,39.7450,138.0590,7.9,0,2.1,0111171
2101723,2018-03-20T17:00:00Z,39.7350,138.0560,7.9,0,2,0111171
2101723,2018-03-20T18:00:00Z,39.7260,138.0500,7.7,0,2,0111171
2101723,2018-03-20T19:00:00Z,39.7180,138.0400,7.6,0,1.7,0111171
2101723,2018-03-20T20:00:00Z,39.7100,138.0280,7.4,0,,0111179
2101723,2018-03-20T21:00:00Z,39.7040,138.0110,7.5,0,1.8,0111171
2101723,2018-03-21T00:00:00Z,39.6960,137.9500,7.7,0,1.8,0111171
2101723,2018-03-21T03:00:00Z,39.6990,137.8900,8.1,0,,0111179
2101723,2018-03-21T06:00:00Z,39.7060,137.8360,7.9,0,1.8,0111171
2101723,2018-03-21T09:00:00Z,39.7290,137.7920,7.6,0,1.9,0111171
2101723,2018-03-21T12:00:00Z,39.7600,137.7520,6.5,0,1.8,0111171
2101723,2018-03-21T15:00:00Z,39.7770,137.7130,5.7,0,1.8,0111171
2101723,2018-03-21T18:00:00Z,39.7830,137.6780,5.5,0,2.1,0111171
2101723,2018-03-21T19:00:00Z,39.7860,137.6670,5.5,0,2.3,0111171
2101723,2018-03-21T20:00:00Z,39.7880,137.6550,5.5,0,2,0111171
2101723,2018-03-21T21:00:00Z,39.7890,137.6400,5.5,0,2.1,0111171
2101723,2018-03-21T22:00:00Z,39.7880,137.6250,5.3,0,2.1,0111171
2101723,2018-03-21T23:00:00Z,39.7870,137.6090,5.1,0,2.2,0111171
2101723,2018-03-22T00:00:00Z,39.7840,137.5950,4.7,0,2.2,0111171
2101723,2018-03-22T01:00:00Z,39.7810,137.5830,4.2,0,2.1,0111171
2101723,2018-03-22T02:00:00Z,39.7800,137.5710,3.9,0,2,0111171
2101723,2018-03-22T03:00:00Z,39.7740,137.5630,3.4,0,1.9,0111171
2101723,2018-03-22T06:00:00Z,39.7540,137.5490,3.2,0,1.8,0111171
2101723,2018-03-22T09:00:00Z,39.7280,137.5520,3.5,0,1.6,0111171
2101723,2018-03-22T12:00:00Z,39.6810,137.5430,4.1,0,2.6,0111171
2101723,2018-03-22T13:00:00Z,39.6630,137.5370,4.1,0,2.4,0111171
2101723,2018-03-22T14:00:00Z,39.6440,137.5260,3.8,0,2.2,0111171
2101723,2018-03-22T15:00:00Z,39.6300,137.5130,4,0,2.3,0111171
2101723,2018-03-22T16:00:00Z,39.6200,137.5050,3.9,0,2.1,0111171
2101723,2018-03-22T17:00:00Z,39.6090,137.5030,3.9,0,2.3,0111171
2101723,2018-03-22T18:00:00Z,39.6030,137.5050,5.5,0,2.1,0111171
2101723,2018-03-22T19:00:00Z,39.5960,137.5120,5.5,0,2,0111171
2101723,2018-03-22T20:00:00Z,39.5850,137.5250,5.7,0,1.6,0111171
