PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),QC
2101719,2017-11-09T16:00:00Z,37.2390,134.8090,18.2,1023.7,0,1.9,01111171
2101719,2017-11-09T17:00:00Z,37.2410,134.8030,18.2,1023.5,0,1.6,01111171
2101719,2017-11-09T18:00:00Z,37.2440,134.7980,18.2,1023.2,0,1.5,01111171
2101719,2017-11-09T21:00:00Z,37.2620,134.7760,18.2,1021.8,0,1.6,01111171
2101719,2017-11-10T00:00:00Z,37.2910,134.7550,18.3,1020.5,0,1.3,01111171
2101719,2017-11-10T03:00:00Z,37.3220,134.7410,18.2,1016.4,0,1.3,01111171
2101719,2017-11-10T06:00:00Z,37.3670,134.7180,18.1,1012.1,0,1.6,01111171
2101719,2017-11-10T09:00:00Z,37.4230,134.7160,18,1009.4,0,2.1,01111171
2101719,2017-11-10T10:00:00Z,37.4450,134.7190,18,1008.3,0,2.2,01111171
2101719,2017-11-10T11:00:00Z,37.4680,134.7230,18,1005.8,0,2.3,01111171
2101719,2017-11-10T12:00:00Z,37.4910,134.7310,18,1005.5,0,2.3,01111171
2101719,2017-11-10T13:00:00Z,37.5150,134.7450,18,1003.9,0,2.8,01111171
2101719,2017-11-10T14:00:00Z,37.5380,134.7610,18.2,1002.7,0,3.7,01111171
2101719,2017-11-10T15:00:00Z,37.5520,134.7810,18.2,1004.4,0,4.1,01111171
2101719,2017-11-10T16:00:00Z,37.5540,134.8060,18.1,1004.6,0,3.5,01111171
2101719,2017-11-10T17:00:00Z,37.5510,134.8290,18.1,1005.5,0,4,01111171
2101719,2017-11-10T18:00:00Z,37.5410,134.8480,18.1,1006.2,0,,01111179
2101719,2017-11-10T19:00:00Z,37.5270,134.8600,18,1007.4,0,4.6,01111171
2101719,2017-11-10T20:00:00Z,37.5140,134.8660,18,1008.7,0,4.3,01111171
2101719,2017-11-10T21:00:00Z,37.5020,134.8680,18.1,1009.5,0,4.2,01111171
2101719,2017-11-10T22:00:00Z,37.4870,134.8630,18.1,1011.2,0,4.1,01111171
2101719,2017-11-10T23:00:00Z,37.4740,134.8530,18.1,1012.2,0,4,01111171
2101719,2017-11-11T00:00:00Z,37.4670,134.8430,18.1,1013.1,0,4.4,01111171
2101719,2017-11-11T01:00:00Z,37.4610,134.8250,18.1,1012.9,0,4.4,01111171
2101719,2017-11-11T02:00:00Z,37.4570,134.8060,18,1013.5,0,5,01111171
2101719,2017-11-11T03:00:00Z,37.4540,134.7870,18,1013.6,0,4.9,01111171
2101719,2017-11-11T04:00:00Z,37.4530,134.7690,18,1013.6,0,5.4,01111171
2101719,2017-11-11T05:00:00Z,37.4540,134.7530,18,1014.3,0,4.8,01111171
2101719,2017-11-11T06:00:00Z,37.4570,134.7400,18,1015.4,0,4.8,01111171
2101719,2017-11-11T07:00:00Z,37.4600,134.7310,18,1016.3,0,5.1,01111171
2101719,2017-11-11T08:00:00Z,37.4640,134.7260,17.9,1016.6,0,5.1,01111171
2101719,2017-11-11T09:00:00Z,37.4660,134.7250,17.9,1017.1,0,4.9,01111171
2101719,2017-11-11T10:00:00Z,37.4670,134.7240,18,1017.9,0,5.3,01111171
2101719,2017-11-11T11:00:00Z,37.4670,134.7260,18,1018.3,0,4.8,01111171
2101719,2017-11-11T12:00:00Z,37.4630,134.7310,17.9,1018.8,0,4.6,01111171
2101719,2017-11-11T13:00:00Z,37.4560,134.7350,18,1018.8,0,4.5,01111171
2101719,2017-11-11T14:00:00Z,37.4450,134.7370,18,1019.1,0,3.8,01111171
2101719,2017-11-11T15:00:00Z,37.4330,134.7340,18,1019.7,0,4.2,01111171
2101719,2017-11-11T16:00:00Z,37.4200,134.7290,18.1,1019.7,0,3.5,01111171
2101719,2017-11-11T17:00:00Z,37.4060,134.7180,18,1020.1,0,3.2,01111171
2101719,2017-11-11T18:00:00Z,37.3940,134.6990,18,1020.3,0,,01111179
2101719,2017-11-11T19:00:00Z,37.3840,134.6770,18,1020.7,0,3.2,01111171
2101719,2017-11-11T20:00:00Z,37.3780,134.6530,18,1020.9,0,2.7,01111171
2101719,2017-11-11T21:00:00Z,37.3760,134.6250,18,1020.7,0,3.1,01111171
2101719,2017-11-11T22:00:00Z,37.3790,134.5970,18,1021.1,0,2.9,01111171
2101719,2017-11-11T23:00:00Z,37.3860,134.5700,17.9,1021.5,0,3.4,01111171
2101719,2017-11-12T00:00:00Z,37.3960,134.5470,17.9,1021.5,0,2.9,01111171
2101719,2017-11-12T01:00:00Z,37.4080,134.5290,17.9,1021.8,0,3.4,01111171
2101719,2017-11-12T02:00:00Z,37.4220,134.5160,17.9,1021.5,0,3.3,01111171
2101719,2017-11-12T03:00:00Z,37.4360,134.5100,18,1020.8,0,3.4,01111171
2101719,2017-11-12T04:00:00Z,37.4510,134.5100,18,1020.4,0,3.2,01111171
2101719,2017-11-12T05:00:00Z,37.4630,134.5120,18,1020.6,0,3.1,01111171
2101719,2017-11-12T06:00:00Z,37.4740,134.5130,18,1020.8,0,2.9,01111171
2101719,2017-11-12T07:00:00Z,37.4820,134.5160,18,1020.8,0,3.3,01111171
2101719,2017-11-12T08:00:00Z,37.4900,134.5190,17.9,1021.1,0,3.3,01111171
2101719,2017-11-12T09:00:00Z,37.4930,134.5210,17.9,1021.3,0,3.2,01111171
2101719,2017-11-12T10:00:00Z,37.4930,134.5210,18,1021.5,0,3.5,01111171
2101719,2017-11-12T11:00:00Z,37.4930,134.5160,17.9,1021.7,0,3.4,01111171
2101719,2017-11-12T12:00:00Z,37.4930,134.5070,18,1021.7,0,3.3,01111171
2101719,2017-11-12T13:00:00Z,37.4930,134.4940,18,1021.1,0,3.3,01111171
2101719,2017-11-12T14:00:00Z,37.4980,134.4750,18,1020.9,0,3,01111171
2101719,2017-11-12T15:00:00Z,37.5060,134.4530,18.1,1021.3,0,3,01111171
2101719,2017-11-12T16:00:00Z,37.5180,134.4300,18,1020.7,0,3,01111171
2101719,2017-11-12T17:00:00Z,37.5330,134.4070,18,1020,0,2.5,01111171
2101719,2017-11-12T18:00:00Z,37.5510,134.3870,18,1019.7,0,2.3,01111171
2101719,2017-11-12T19:00:00Z,37.5730,134.3690,18,1019.5,0,2.1,01111171
2101719,2017-11-12T20:00:00Z,37.5980,134.3530,18,1019.3,0,1.8,01111171
2101719,2017-11-12T21:00:00Z,37.6230,134.3440,18,1019.2,0,1.8,01111171
2101719,2017-11-13T00:00:00Z,37.7030,134.3380,17.9,1018.9,0,1.6,01111171
2101719,2017-11-13T03:00:00Z,37.7530,134.3460,17.8,1017.2,0,1.4,01111171
2101719,2017-11-13T06:00:00Z,37.7810,134.3450,17.8,1014.1,0,1.5,01111171
2101719,2017-11-13T09:00:00Z,37.8050,134.3330,17.8,1014,0,1.2,01111171
2101719,2017-11-13T12:00:00Z,37.8390,134.3240,17.8,1014,0,2,01111171
2101719,2017-11-13T13:00:00Z,37.8540,134.3270,17.8,1013.6,0,2.2,01111171
2101719,2017-11-13T14:00:00Z,37.8710,134.3320,17.8,1013.5,0,2.3,01111171
2101719,2017-11-13T15:00:00Z,37.8900,134.3390,17.8,1013,0,2.3,01111171
2101719,2017-11-13T16:00:00Z,37.9080,134.3490,17.8,1012.8,0,2.2,01111171
2101719,2017-11-13T17:00:00Z,37.9260,134.3610,17.8,1012.9,0,2.4,01111171
2101719,2017-11-13T18:00:00Z,37.9410,134.3780,17.8,1012.4,0,2.3,01111171
2101719,2017-11-13T19:00:00Z,37.9530,134.3970,17.8,1012.2,0,2,01111171
2101719,2017-11-13T20:00:00Z,37.9630,134.4170,17.8,1012.4,0,2,01111171
2101719,2017-11-13T21:00:00Z,37.9710,134.4370,17.7,1012.2,0,1.9,01111171
2101719,2017-11-14T00:00:00Z,37.9850,134.4960,17.8,1013.1,0,1.7,01111171
2101719,2017-11-14T03:00:00Z,37.9860,134.5560,18,1011.8,0,1.8,01111171
2101719,2017-11-14T06:00:00Z,37.9800,134.5880,18.1,1012.6,0,2.8,01111171
2101719,2017-11-14T07:00:00Z,37.9790,134.5970,18,1013,0,2.7,01111171
2101719,2017-11-14T08:00:00Z,37.9790,134.6070,18,1013.6,0,2.8,01111171
2101719,2017-11-14T09:00:00Z,37.9800,134.6170,18,1014.1,0,2.5,01111171
2101719,2017-11-14T10:00:00Z,37.9820,134.6270,18,1014.1,0,2.7,01111171
2101719,2017-11-14T11:00:00Z,37.9840,134.6380,18,1014.6,0,2.6,01111171
2101719,2017-11-14T12:00:00Z,37.9870,134.6490,18,1014.9,0,2.9,01111171
2101719,2017-11-14T13:00:00Z,37.9900,134.6610,18,1014.9,0,2.8,01111171
2101719,2017-11-14T14:00:00Z,37.9930,134.6760,18,1014.8,0,2.8,01111171
2101719,2017-11-14T15:00:00Z,37.9950,134.6910,17.9,1014.7,0,2.6,01111171
2101719,2017-11-14T16:00:00Z,37.9960,134.7060,17.9,1014.3,0,2.5,01111171
2101719,2017-11-14T17:00:00Z,37.9980,134.7210,17.9,1014,0,2.3,01111171
2101719,2017-11-14T18:00:00Z,37.9990,134.7360,17.9,1013.3,0,2.1,01111171
2101719,2017-11-14T19:00:00Z,37.9950,134.7510,17.9,1013.7,0,2.2,01111171
2101719,2017-11-14T20:00:00Z,37.9900,134.7650,17.9,1013.3,0,2.1,01111171
2101719,2017-11-14T21:00:00Z,37.9830,134.7790,17.9,1013.2,0,2,01111171
2101719,2017-11-14T22:00:00Z,37.9770,134.7950,17.9,1013.6,0,2.3,01111171
2101719,2017-11-14T23:00:00Z,37.9700,134.8060,17.9,1014,0,2.2,01111171
2101719,2017-11-15T00:00:00Z,37.9630,134.8150,17.9,1013.6,0,2.3,01111171
2101719,2017-11-15T01:00:00Z,37.9580,134.8240,17.8,1013.6,0,2.7,01111171
2101719,2017-11-15T02:00:00Z,37.9530,134.8340,17.8,1013.3,0,3.1,01111171
2101719,2017-11-15T03:00:00Z,37.9490,134.8420,17.8,1013.2,0,2.8,01111171
2101719,2017-11-15T04:00:00Z,37.9500,134.8510,17.8,1012.6,0,2.9,01111171
2101719,2017-11-15T05:00:00Z,37.9490,134.8600,17.8,1012.9,0,3,01111171
2101719,2017-11-15T06:00:00Z,37.9510,134.8690,17.8,1012.9,0,2.9,01111171
2101719,2017-11-15T07:00:00Z,37.9520,134.8780,17.8,1013.1,0,2.7,01111171
2101719,2017-11-15T08:00:00Z,37.9530,134.8910,17.8,1013.4,0,3.2,01111171
2101719,2017-11-15T09:00:00Z,37.9550,134.9050,17.9,1013.6,0,3.5,01111171
2101719,2017-11-15T10:00:00Z,37.9580,134.9230,17.8,1014.1,0,3.5,01111171
2101719,2017-11-15T11:00:00Z,37.9590,134.9410,17.8,1014.5,0,3.8,01111171
2101719,2017-11-15T12:00:00Z,37.9580,134.9620,17.8,1014.7,0,4.1,01111171
2101719,2017-11-15T13:00:00Z,37.9570,134.9830,17.8,1015.1,0,4.2,01111171
2101719,2017-11-15T14:00:00Z,37.9530,135.0040,17.7,1015.1,0,4,01111171
2101719,2017-11-15T15:00:00Z,37.9470,135.0250,17.7,1015.7,0,4.1,01111171
2101719,2017-11-15T16:00:00Z,37.9380,135.0380,17.7,1016,0,3.9,01111171
2101719,2017-11-15T17:00:00Z,37.9300,135.0450,17.9,1016.6,0,3.4,01111171
2101719,2017-11-15T18:00:00Z,37.9220,135.0460,17.9,1016.9,0,3.1,01111171
2101719,2017-11-15T19:00:00Z,37.9170,135.0400,17.9,1017.2,0,2.6,01111171
2101719,2017-11-15T20:00:00Z,37.9140,135.0320,17.9,1017.7,0,2.7,01111171
2101719,2017-11-15T21:00:00Z,37.9120,135.0250,17.9,1018,0,2.6,01111171
2101719,2017-11-15T22:00:00Z,37.9110,135.0160,17.9,1018.6,0,2.4,01111171
2101719,2017-11-15T23:00:00Z,37.9140,135.0090,17.9,1019.5,0,2,01111171
2101719,2017-11-16T00:00:00Z,37.9190,135.0000,17.9,1019.9,0,2.3,01111171
2101719,2017-11-16T01:00:00Z,37.9260,134.9950,17.9,1020.3,0,2.1,01111171
2101719,2017-11-16T02:00:00Z,37.9340,134.9920,17.9,1020.3,0,2.1,01111171
2101719,2017-11-16T03:00:00Z,37.9380,134.9910,17.8,1020.1,0,2.2,01111171
2101719,2017-11-16T04:00:00Z,37.9420,134.9890,17.7,1019.9,0,2.1,01111171
2101719,2017-11-16T05:00:00Z,37.9480,134.9920,17.7,1019.7,0,2.3,01111171
2101719,2017-11-16T06:00:00Z,37.9510,134.9980,17.7,1019.8,0,2.1,01111171
2101719,2017-11-16T07:00:00Z,37.9530,135.0060,17.7,1020.1,0,2.1,01111171
2101719,2017-11-16T08:00:00Z,37.9530,135.0120,17.7,1020.2,0,2.3,01111171
2101719,2017-11-16T09:00:00Z,37.9520,135.0160,17.7,1020.9,0,2.1,01111171
2101719,2017-11-16T10:00:00Z,37.9500,135.0200,17.7,1021,0,2.1,01111171
2101719,2017-11-16T11:00:00Z,37.9460,135.0210,17.7,1021.3,0,1.9,01111171
2101719,2017-11-16T12:00:00Z,37.9450,135.0190,17.7,1021.8,0,1.8,01111171
2101719,2017-11-16T15:00:00Z,37.9430,135.0100,17.6,1022,0,1.5,01111171
2101719,2017-11-16T18:00:00Z,37.9540,134.9970,17.6,1021.8,0,1.3,01111171
2101719,2017-11-16T21:00:00Z,37.9780,134.9940,17.6,1021.8,0,1.2,01111171
2101719,2017-11-17T00:00:00Z,38.0140,135.0130,17.6,1022.2,0,1.2,01111171
2101719,2017-11-17T03:00:00Z,38.0440,135.0440,17.7,1019.9,0,1,01111171
2101719,2017-11-17T06:00:00Z,38.0670,135.0890,17.7,1017.8,0,0.9,01111171
2101719,2017-11-17T09:00:00Z,38.0940,135.1380,17.7,1016.6,0,1,01111171
2101719,2017-11-17T12:00:00Z,38.1330,135.1980,17.6,1014.2,0,1.2,01111171
2101719,2017-11-17T15:00:00Z,38.1830,135.2820,17.6,1010.4,0,2,01111171
2101719,2017-11-17T16:00:00Z,38.1990,135.3190,17.5,1008.9,0,2.3,01111171
2101719,2017-11-17T17:00:00Z,38.2130,135.3620,17.5,1008.9,0,2.2,01111171
2101719,2017-11-17T18:00:00Z,38.2190,135.4080,17.4,1007.2,0,2.5,01111171
2101719,2017-11-17T19:00:00Z,38.2170,135.4540,17.3,1007.5,0,2.7,01111171
2101719,2017-11-17T20:00:00Z,38.2050,135.5000,17.3,1007.9,0,3.1,01111171
2101719,2017-11-17T21:00:00Z,38.1910,135.5370,17.4,1008.9,0,3.2,01111171
2101719,2017-11-17T22:00:00Z,38.1750,135.5640,17.4,1009.8,0,2.9,01111171
2101719,2017-11-17T23:00:00Z,38.1580,135.5880,17.5,1010.1,0,2.7,01111171
2101719,2017-11-18T00:00:00Z,38.1400,135.6060,17.5,1010.5,0,2.5,01111171
2101719,2017-11-18T01:00:00Z,38.1220,135.6220,17.6,1010.9,0,2.8,01111171
2101719,2017-11-18T02:00:00Z,38.1040,135.6360,17.6,1010.8,0,3.1,01111171
2101719,2017-11-18T03:00:00Z,38.0850,135.6480,17.6,1011.2,0,3.5,01111171
2101719,2017-11-18T04:00:00Z,38.0670,135.6560,17.6,1011,0,3.3,01111171
2101719,2017-11-18T05:00:00Z,38.0510,135.6650,17.5,1010.9,0,3.7,01111171
2101719,2017-11-18T06:00:00Z,38.0350,135.6740,17.6,1011.4,0,3.3,01111171
2101719,2017-11-18T07:00:00Z,38.0180,135.6830,17.6,1011.9,0,4,01111171
2101719,2017-11-18T08:00:00Z,38.0020,135.6910,17.6,1012.1,0,4.2,01111171
2101719,2017-11-18T09:00:00Z,37.9870,135.7010,17.5,1012.4,0,4.1,01111171
2101719,2017-11-18T10:00:00Z,37.9720,135.7110,17.5,1013.3,0,4.1,01111171
2101719,2017-11-18T11:00:00Z,37.9570,135.7210,17.5,1014.1,0,4,01111171
2101719,2017-11-18T12:00:00Z,37.9430,135.7290,17.5,1014.5,0,3.8,01111171
2101719,2017-11-18T13:00:00Z,37.9310,135.7380,17.5,1014.7,0,3.6,01111171
2101719,2017-11-18T14:00:00Z,37.9190,135.7480,17.5,1014.6,0,3.5,01111171
2101719,2017-11-18T15:00:00Z,37.9070,135.7580,17.4,1014.6,0,3.7,01111171
2101719,2017-11-18T16:00:00Z,37.8940,135.7660,17.4,1014.4,0,3.6,01111171
2101719,2017-11-18T17:00:00Z,37.8810,135.7740,17.4,1014.3,0,3.2,01111171
2101719,2017-11-18T18:00:00Z,37.8650,135.7800,17.3,1014.4,0,3.2,01111171
2101719,2017-11-18T19:00:00Z,37.8480,135.7840,17.3,1014.3,0,3.2,01111171
2101719,2017-11-18T20:00:00Z,37.8300,135.7880,17.3,1014.6,0,2.9,01111171
2101719,2017-11-18T21:00:00Z,37.8120,135.7880,17.3,1014.7,0,2.5,01111171
2101719,2017-11-18T22:00:00Z,37.7950,135.7860,17.3,1015.4,0,2.5,01111171
2101719,2017-11-18T23:00:00Z,37.7810,135.7810,17.3,1015.5,0,2.6,01111171
2101719,2017-11-19T00:00:00Z,37.7660,135.7740,17.3,1015.4,0,2.7,01111171
2101719,2017-11-19T01:00:00Z,37.7520,135.7630,17.3,1015.9,0,,01111179
2101719,2017-11-19T02:00:00Z,37.7380,135.7500,17.3,1015.9,0,2.4,01111171
2101719,2017-11-19T03:00:00Z,37.7250,135.7360,17.3,1016.1,0,2.6,01111171
2101719,2017-11-19T04:00:00Z,37.7120,135.7260,17.2,1016.6,0,2.6,01111171
2101719,2017-11-19T05:00:00Z,37.7000,135.7160,17.1,1017.3,0,2.8,01111171
2101719,2017-11-19T06:00:00Z,37.6900,135.7070,17.1,1017.9,0,2.8,01111171
2101719,2017-11-19T07:00:00Z,37.6810,135.7030,17.1,1018.9,0,3,01111171
2101719,2017-11-19T08:00:00Z,37.6730,135.7010,17.1,1019.5,0,3.2,01111171
2101719,2017-11-19T09:00:00Z,37.6660,135.6990,17,1020.1,0,3.4,01111171
2101719,2017-11-19T10:00:00Z,37.6580,135.6950,17,1020.8,0,3.6,01111171
2101719,2017-11-19T11:00:00Z,37.6490,135.6900,17,1021,0,3.3,01111171
2101719,2017-11-19T12:00:00Z,37.6410,135.6860,16.9,1020.9,0,2.8,01111171
2101719,2017-11-19T13:00:00Z,37.6320,135.6820,17,1020.8,0,3.4,01111171
2101719,2017-11-19T14:00:00Z,37.6200,135.6770,16.9,1020.8,0,3.3,01111171
2101719,2017-11-19T15:00:00Z,37.6080,135.6660,16.9,1021.1,0,3.1,01111171
2101719,2017-11-19T16:00:00Z,37.5980,135.6520,16.9,1021.1,0,3.1,01111171
2101719,2017-11-19T17:00:00Z,37.5900,135.6360,16.9,1020.8,0,3.2,01111171
2101719,2017-11-19T18:00:00Z,37.5850,135.6210,17,1020.8,0,3,01111171
2101719,2017-11-19T19:00:00Z,37.5810,135.6090,17,1020.6,0,2.6,01111171
2101719,2017-11-19T20:00:00Z,37.5800,135.6020,17.1,1020.9,0,2.9,01111171
2101719,2017-11-19T21:00:00Z,37.5820,135.5950,17.2,1020.8,0,2.6,01111171
2101719,2017-11-19T22:00:00Z,37.5840,135.5870,17.1,1020.3,0,2.4,01111171
2101719,2017-11-19T23:00:00Z,37.5840,135.5820,17.2,1020.2,0,2.1,01111171
2101719,2017-11-20T00:00:00Z,37.5810,135.5780,17.2,1020,0,2.3,01111171
2101719,2017-11-20T01:00:00Z,37.5790,135.5720,17.3,1018.7,0,2.1,01111171
2101719,2017-11-20T02:00:00Z,37.5780,135.5630,17.3,1017.5,0,2.1,01111171
2101719,2017-11-20T03:00:00Z,37.5810,135.5560,17.2,1015.9,0,1.9,01111171
2101719,2017-11-20T06:00:00Z,37.5820,135.5520,17,1013.5,0,2.1,01111171
2101719,2017-11-20T07:00:00Z,37.5780,135.5530,17,1013.5,0,2.2,01111171
2101719,2017-11-20T08:00:00Z,37.5740,135.5570,17,1013.7,0,2.8,01111171
2101719,2017-11-20T09:00:00Z,37.5670,135.5570,17,1014.8,0,2.9,01111171
2101719,2017-11-20T10:00:00Z,37.5520,135.5500,17.1,1017.6,0,3.5,01111171
2101719,2017-11-20T11:00:00Z,37.5340,135.5440,17.3,1020,0,3.4,01111171
2101719,2017-11-20T12:00:00Z,37.5160,135.5350,17.4,1021.5,0,3.9,01111171
2101719,2017-11-20T13:00:00Z,37.4990,135.5230,17.4,1022.5,0,4.1,01111171
2101719,2017-11-20T14:00:00Z,37.4860,135.5030,17.5,1023.2,0,3.9,01111171
2101719,2017-11-20T15:00:00Z,37.4760,135.4840,17.6,1023.9,0,4.5,01111171
2101719,2017-11-20T16:00:00Z,37.4690,135.4600,17.6,1024.2,0,3.7,01111171
2101719,2017-11-20T17:00:00Z,37.4650,135.4350,17.6,1024.9,0,3.2,01111171
2101719,2017-11-20T18:00:00Z,37.4660,135.4100,17.6,1025.3,0,3.1,01111171
2101719,2017-11-20T19:00:00Z,37.4710,135.3830,17.6,1025.7,0,3,01111171
2101719,2017-11-20T20:00:00Z,37.4780,135.3620,17.6,1026.1,0,2.9,01111171
2101719,2017-11-20T21:00:00Z,37.4880,135.3410,17.5,1026.5,0,2.9,01111171
2101719,2017-11-20T22:00:00Z,37.4970,135.3240,17.6,1027.4,0,2.4,01111171
2101719,2017-11-20T23:00:00Z,37.5070,135.3110,17.6,1028.1,0,2.6,01111171
2101719,2017-11-21T00:00:00Z,37.5170,135.2970,17.5,1028.4,0,2.5,01111171
2101719,2017-11-21T01:00:00Z,37.5270,135.2850,17.6,1028.6,0,2.5,01111171
2101719,2017-11-21T02:00:00Z,37.5340,135.2730,17.5,1028.2,0,2.3,01111171
2101719,2017-11-21T03:00:00Z,37.5390,135.2610,17.5,1027.1,0,2.2,01111171
2101719,2017-11-21T04:00:00Z,37.5450,135.2450,17.5,1026.8,0,2,01111171
2101719,2017-11-21T05:00:00Z,37.5510,135.2260,17.5,1026.1,0,2,01111171
2101719,2017-11-21T06:00:00Z,37.5580,135.2050,17.5,1026,0,1.7,01111171
2101719,2017-11-21T09:00:00Z,37.5780,135.1340,17.5,1025.5,0,1.3,01111171
2101719,2017-11-21T12:00:00Z,37.6080,135.0590,17.5,1024.8,0,1.2,01111171
2101719,2017-11-21T15:00:00Z,37.6630,134.9980,17.5,1022.5,0,1.1,01111171
2101719,2017-11-21T18:00:00Z,37.7390,134.9710,17.4,1020.6,0,1.3,01111171
2101719,2017-11-21T21:00:00Z,37.8000,134.9810,17,1018.7,0,1.6,01111171
2101719,2017-11-22T00:00:00Z,37.8420,134.9960,17.1,1017.5,0,2,01111171
2101719,2017-11-22T01:00:00Z,37.8550,135.0040,17.1,1016.6,0,2.6,01111171
2101719,2017-11-22T02:00:00Z,37.8630,135.0140,17.3,1015.4,0,2.6,01111171
2101719,2017-11-22T03:00:00Z,37.8700,135.0230,17.3,1014.2,0,2.6,01111171
2101719,2017-11-22T04:00:00Z,37.8740,135.0340,17.3,1013,0,3.2,01111171
2101719,2017-11-22T05:00:00Z,37.8790,135.0470,17.4,1013.8,0,3.1,01111171
2101719,2017-11-22T06:00:00Z,37.8810,135.0610,17.3,1013.2,0,3.2,01111171
2101719,2017-11-22T07:00:00Z,37.8860,135.0710,17.3,1012.4,0,3,01111171
2101719,2017-11-22T08:00:00Z,37.8940,135.0810,17.3,1011.8,0,3.3,01111171
2101719,2017-11-22T09:00:00Z,37.8990,135.0950,17.2,1012,0,3.1,01111171
2101719,2017-11-22T10:00:00Z,37.9050,135.1080,17.1,1011.9,0,2.8,01111171
