PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),QC
2101721,2017-12-11T00:00:00Z,24.4450,130.0300,25.1,0,1.7,0111171
2101721,2017-12-11T01:00:00Z,24.4440,130.0220,25.2,0,1.8,0111171
2101721,2017-12-11T02:00:00Z,24.4440,130.0110,25.3,0,,0111179
2101721,2017-12-11T03:00:00Z,24.4480,129.9960,25.4,0,1.6,0111171
2101721,2017-12-11T04:00:00Z,24.4530,129.9840,25.4,0,1.7,0111171
2101721,2017-12-11T05:00:00Z,24.4610,129.9730,25.4,0,1.8,0111171
2101721,2017-12-11T06:00:00Z,24.4680,129.9660,25.4,0,1.7,0111171
2101721,2017-12-11T07:00:00Z,24.4730,129.9620,25.4,0,1.5,0111171
2101721,2017-12-11T08:00:00Z,24.4800,129.9600,25.5,0,1.8,0111171
2101721,2017-12-11T09:00:00Z,24.4870,129.9600,25.5,0,2,0111171
2101721,2017-12-11T10:00:00Z,24.4940,129.9660,25.5,0,2.1,0111171
2101721,2017-12-11T11:00:00Z,24.4980,129.9740,25.5,0,2,0111171
2101721,2017-12-11T12:00:00Z,24.4980,129.9800,25.5,0,2.1,0111171
2101721,2017-12-11T13:00:00Z,24.4980,129.9880,25.5,0,2,0111171
2101721,2017-12-11T14:00:00Z,24.4960,129.9950,25.5,0,2,0111171
2101721,2017-12-11T15:00:00Z,24.4890,130.0000,25.5,0,2.2,0111171
2101721,2017-12-11T16:00:00Z,24.4800,130.0020,25.5,0,,0111179
2101721,2017-12-11T17:00:00Z,24.4710,130.0010,25.4,0,,0111179
2101721,2017-12-11T18:00:00Z,24.4610,129.9950,25.4,0,1.9,0111171
2101721,2017-12-11T19:00:00Z,24.4510,129.9870,25.4,0,1.9,0111171
2101721,2017-12-11T20:00:00Z,24.4420,129.9740,25.4,0,2,0111171
2101721,2017-12-11T21:00:00Z,24.4340,129.9590,25.4,0,2.1,0111171
2101721,2017-12-11T22:00:00Z,24.4290,129.9450,25.3,0,2.1,0111171
2101721,2017-12-11T23:00:00Z,24.4220,129.9320,25.3,0,2.3,0111171
2101721,2017-12-12T00:00:00Z,24.4160,129.9180,25.3,0,2.2,0111171
2101721,2017-12-12T01:00:00Z,24.4120,129.9020,25.3,0,2.3,0111171
2101721,2017-12-12T02:00:00Z,24.4060,129.8850,25.3,0,2.3,0111171
2101721,2017-12-12T03:00:00Z,24.4020,129.8680,25.3,0,2.6,0111171
2101721,2017-12-12T04:00:00Z,24.3980,129.8500,25.4,0,2.4,0111171
2101721,2017-12-12T05:00:00Z,24.3980,129.8300,25.4,0,2.3,0111171
2101721,2017-12-12T06:00:00Z,24.4000,129.8110,25.4,0,2.2,0111171
2101721,2017-12-12T07:00:00Z,24.4040,129.7900,25.4,0,2.3,0111171
2101721,2017-12-12T08:00:00Z,24.4060,129.7710,25.4,0,2.1,0111171
2101721,2017-12-12T09:00:00Z,24.4100,129.7520,25.4,0,2.4,0111171
2101721,2017-12-12T10:00:00Z,24.4140,129.7370,25.4,0,2.3,0111171
2101721,2017-12-12T11:00:00Z,24.4190,129.7270,25.4,0,2.1,0111171
2101721,2017-12-12T12:00:00Z,24.4260,129.7210,25.4,0,2.2,0111171
2101721,2017-12-12T13:00:00Z,24.4300,129.7170,25.4,0,2.1,0111171
2101721,2017-12-12T14:00:00Z,24.4310,129.7150,25.4,0,2.1,0111171
2101721,2017-12-12T15:00:00Z,24.4280,129.7130,25.4,0,2.1,0111171
2101721,2017-12-12T16:00:00Z,24.4250,129.7080,25.4,0,2,0111171
2101721,2017-12-12T17:00:00Z,24.4200,129.7030,25.4,0,2.3,0111171
2101721,2017-12-12T18:00:00Z,24.4110,129.6970,25.4,0,2.3,0111171
2101721,2017-12-12T19:00:00Z,24.4000,129.6890,25.3,0,2.3,0111171
2101721,2017-12-12T20:00:00Z,24.3880,129.6800,25.3,0,2.2,0111171
2101721,2017-12-12T21:00:00Z,24.3740,129.6670,25.3,0,2.2,0111171
2101721,2017-12-12T22:00:00Z,24.3600,129.6510,25.2,0,2.1,0111171
2101721,2017-12-12T23:00:00Z,24.3460,129.6340,25.2,0,2.4,0111171
2101721,2017-12-13T00:00:00Z,24.3320,129.6140,25.2,0,2.2,0111171
2101721,2017-12-13T01:00:00Z,24.3190,129.5940,25.2,0,2.4,0111171
2101721,2017-12-13T02:00:00Z,24.3100,129.5700,25.3,0,2.2,0111171
2101721,2017-12-13T03:00:00Z,24.3030,129.5440,25.3,0,2.3,0111171
2101721,2017-12-13T04:00:00Z,24.2960,129.5200,25.3,0,2.4,0111171
2101721,2017-12-13T05:00:00Z,24.2910,129.4960,25.3,0,2.2,0111171
2101721,2017-12-13T06:00:00Z,24.2840,129.4770,25.3,0,2.2,0111171
2101721,2017-12-13T07:00:00Z,24.2750,129.4590,25.3,0,2,0111171
2101721,2017-12-13T08:00:00Z,24.2630,129.4390,25.2,0,2,0111171
2101721,2017-12-13T09:00:00Z,24.2530,129.4180,25.2,0,2,0111171
2101721,2017-12-13T10:00:00Z,24.2420,129.3980,25.1,0,2.3,0111171
2101721,2017-12-13T11:00:00Z,24.2320,129.3800,25.2,0,2.1,0111171
2101721,2017-12-13T12:00:00Z,24.2220,129.3620,25.2,0,2.1,0111171
2101721,2017-12-13T13:00:00Z,24.2110,129.3440,25.2,0,2.1,0111171
2101721,2017-12-13T14:00:00Z,24.1990,129.3250,25.1,0,2,0111171
2101721,2017-12-13T15:00:00Z,24.1860,129.3080,25,0,2.2,0111171
2101721,2017-12-13T16:00:00Z,24.1740,129.2920,25,0,2.3,0111171
2101721,2017-12-13T17:00:00Z,24.1650,129.2780,24.9,0,2.4,0111171
2101721,2017-12-13T18:00:00Z,24.1540,129.2660,24.8,0,2.5,0111171
2101721,2017-12-13T19:00:00Z,24.1470,129.2560,24.8,0,2.8,0111171
2101721,2017-12-13T20:00:00Z,24.1400,129.2450,24.7,0,2.8,0111171
2101721,2017-12-13T21:00:00Z,24.1310,129.2380,24.6,0,2.8,0111171
2101721,2017-12-13T22:00:00Z,24.1230,129.2360,24.6,0,2.7,0111171
2101721,2017-12-13T23:00:00Z,24.1140,129.2330,24.6,0,2.7,0111171
2101721,2017-12-14T00:00:00Z,24.1000,129.2300,24.5,0,2.8,0111171
2101721,2017-12-14T01:00:00Z,24.0820,129.2260,24.6,0,2.8,0111171
2101721,2017-12-14T02:00:00Z,24.0640,129.2170,24.6,0,2.7,0111171
2101721,2017-12-14T03:00:00Z,24.0460,129.2060,24.6,0,2.9,0111171
2101721,2017-12-14T04:00:00Z,24.0280,129.1910,24.7,0,2.2,0111171
2101721,2017-12-14T05:00:00Z,24.0120,129.1740,24.7,0,2.2,0111171
2101721,2017-12-14T06:00:00Z,23.9950,129.1560,24.7,0,2.3,0111171
2101721,2017-12-14T07:00:00Z,23.9790,129.1380,24.6,0,2.1,0111171
2101721,2017-12-14T08:00:00Z,23.9630,129.1170,24.6,0,2.1,0111171
2101721,2017-12-14T09:00:00Z,23.9530,129.0960,24.5,0,2.3,0111171
2101721,2017-12-14T10:00:00Z,23.9460,129.0770,24.3,0,2.1,0111171
2101721,2017-12-14T11:00:00Z,23.9410,129.0610,24.3,0,2.1,0111171
2101721,2017-12-14T12:00:00Z,23.9390,129.0430,24.3,0,2,0111171
2101721,2017-12-14T13:00:00Z,23.9390,129.0240,24.2,0,2.2,0111171
2101721,2017-12-14T14:00:00Z,23.9390,129.0100,24.2,0,2.1,0111171
2101721,2017-12-14T15:00:00Z,23.9370,129.0040,24.2,0,2.1,0111171
2101721,2017-12-14T16:00:00Z,23.9340,129.0030,24.2,0,2.2,0111171
2101721,2017-12-14T17:00:00Z,23.9300,129.0030,24.2,0,2.1,0111171
2101721,2017-12-14T18:00:00Z,23.9200,129.0020,24.2,0,1.8,0111171
2101721,2017-12-14T19:00:00Z,23.9110,128.9960,24.2,0,1.9,0111171
2101721,2017-12-14T20:00:00Z,23.9020,128.9890,24.1,0,2.1,0111171
2101721,2017-12-14T21:00:00Z,23.8920,128.9810,24.1,0,2.1,0111171
2101721,2017-12-14T22:00:00Z,23.8850,128.9750,24.1,0,2.1,0111171
2101721,2017-12-14T23:00:00Z,23.8750,128.9700,24.1,0,2.4,0111171
2101721,2017-12-15T00:00:00Z,23.8660,128.9670,24.1,0,2.4,0111171
2101721,2017-12-15T01:00:00Z,23.8570,128.9650,24.1,0,2.4,0111171
2101721,2017-12-15T02:00:00Z,23.8440,128.9600,24.1,0,2.3,0111171
2101721,2017-12-15T03:00:00Z,23.8300,128.9530,24.1,0,2.5,0111171
2101721,2017-12-15T04:00:00Z,23.8140,128.9460,24.2,0,2.3,0111171
2101721,2017-12-15T05:00:00Z,23.7980,128.9360,24.1,0,2.2,0111171
2101721,2017-12-15T06:00:00Z,23.7850,128.9210,24.1,0,2.5,0111171
2101721,2017-12-15T07:00:00Z,23.7730,128.9040,24.1,0,2.4,0111171
2101721,2017-12-15T08:00:00Z,23.7610,128.8880,24.1,0,2.5,0111171
2101721,2017-12-15T09:00:00Z,23.7530,128.8720,24.1,0,2,0111171
2101721,2017-12-15T10:00:00Z,23.7480,128.8580,24.1,0,2.3,0111171
2101721,2017-12-15T11:00:00Z,23.7430,128.8460,24.1,0,2,0111171
2101721,2017-12-15T12:00:00Z,23.7390,128.8330,24.1,0,2,0111171
2101721,2017-12-15T13:00:00Z,23.7360,128.8200,24.1,0,2.2,0111171
2101721,2017-12-15T14:00:00Z,23.7350,128.8100,24,0,2.2,0111171
2101721,2017-12-15T15:00:00Z,23.7330,128.8010,24,0,2.4,0111171
2101721,2017-12-15T16:00:00Z,23.7310,128.7930,24,0,2.3,0111171
2101721,2017-12-15T17:00:00Z,23.7280,128.7860,24,0,2.4,0111171
2101721,2017-12-15T18:00:00Z,23.7240,128.7790,23.9,0,2.6,0111171
2101721,2017-12-15T19:00:00Z,23.7190,128.7740,23.9,0,2.7,0111171
2101721,2017-12-15T20:00:00Z,23.7120,128.7710,23.9,0,2.6,0111171
2101721,2017-12-15T21:00:00Z,23.7030,128.7680,23.9,0,2.6,0111171
2101721,2017-12-15T22:00:00Z,23.6950,128.7660,23.9,0,2.5,0111171
2101721,2017-12-15T23:00:00Z,23.6860,128.7620,23.9,0,2.2,0111171
2101721,2017-12-16T00:00:00Z,23.6760,128.7590,23.9,0,2.4,0111171
2101721,2017-12-16T01:00:00Z,23.6650,128.7530,23.9,0,2.2,0111171
2101721,2017-12-16T02:00:00Z,23.6550,128.7460,23.9,0,2.1,0111171
2101721,2017-12-16T03:00:00Z,23.6460,128.7370,23.9,0,2.3,0111171
2101721,2017-12-16T04:00:00Z,23.6370,128.7300,23.9,0,2.4,0111171
2101721,2017-12-16T05:00:00Z,23.6280,128.7250,24,0,2.2,0111171
2101721,2017-12-16T06:00:00Z,23.6190,128.7180,24,0,2.4,0111171
2101721,2017-12-16T07:00:00Z,23.6120,128.7100,24,0,2.2,0111171
2101721,2017-12-16T08:00:00Z,23.6060,128.7000,24,0,2.2,0111171
2101721,2017-12-16T09:00:00Z,23.5990,128.6900,23.9,0,2.2,0111171
2101721,2017-12-16T10:00:00Z,23.5930,128.6800,23.9,0,2.1,0111171
2101721,2017-12-16T11:00:00Z,23.5860,128.6700,24,0,2,0111171
2101721,2017-12-16T12:00:00Z,23.5810,128.6610,24,0,2.1,0111171
2101721,2017-12-16T13:00:00Z,23.5760,128.6530,24,0,2.3,0111171
2101721,2017-12-16T14:00:00Z,23.5690,128.6480,23.9,0,2.4,0111171
2101721,2017-12-16T15:00:00Z,23.5590,128.6430,23.9,0,2.3,0111171
2101721,2017-12-16T16:00:00Z,23.5470,128.6400,23.9,0,2.5,0111171
2101721,2017-12-16T17:00:00Z,23.5300,128.6390,23.9,0,2.6,0111171
2101721,2017-12-16T18:00:00Z,23.5100,128.6360,23.9,0,3,0111171
2101721,2017-12-16T19:00:00Z,23.4920,128.6320,23.9,0,3,0111171
2101721,2017-12-16T20:00:00Z,23.4730,128.6280,23.8,0,4,0111171
2101721,2017-12-16T21:00:00Z,23.4530,128.6230,23.8,0,4.8,0111171
2101721,2017-12-16T22:00:00Z,23.4340,128.6170,23.8,0,4.6,0111171
2101721,2017-12-16T23:00:00Z,23.4140,128.6120,23.8,0,4.9,0111171
2101721,2017-12-17T00:00:00Z,23.3900,128.6090,23.8,0,4.8,0111171
2101721,2017-12-17T01:00:00Z,23.3660,128.6040,23.8,0,4.7,0111171
2101721,2017-12-17T02:00:00Z,23.3440,128.5940,23.8,0,4.5,0111171
2101721,2017-12-17T03:00:00Z,23.3230,128.5810,23.8,0,4.6,0111171
2101721,2017-12-17T04:00:00Z,23.3020,128.5690,23.8,0,4.5,0111171
2101721,2017-12-17T05:00:00Z,23.2840,128.5580,23.8,0,4.5,0111171
2101721,2017-12-17T06:00:00Z,23.2680,128.5490,23.8,0,4.1,0111171
2101721,2017-12-17T07:00:00Z,23.2560,128.5420,23.8,0,4.4,0111171
2101721,2017-12-17T08:00:00Z,23.2450,128.5340,23.9,0,4.1,0111171
2101721,2017-12-17T09:00:00Z,23.2350,128.5250,23.9,0,4.2,0111171
2101721,2017-12-17T10:00:00Z,23.2240,128.5160,23.9,0,4.4,0111171
2101721,2017-12-17T11:00:00Z,23.2140,128.5050,23.9,0,4.2,0111171
2101721,2017-12-17T12:00:00Z,23.2010,128.4980,23.9,0,3.9,0111171
2101721,2017-12-17T13:00:00Z,23.1870,128.4920,23.9,0,4.1,0111171
2101721,2017-12-17T14:00:00Z,23.1730,128.4850,23.9,0,3.7,0111171
2101721,2017-12-17T15:00:00Z,23.1590,128.4770,24,0,3.8,0111171
2101721,2017-12-17T16:00:00Z,23.1460,128.4650,23.9,0,3.3,0111171
2101721,2017-12-17T17:00:00Z,23.1300,128.4570,24,0,3.7,0111171
2101721,2017-12-17T18:00:00Z,23.1140,128.4480,24,0,3.5,0111171
2101721,2017-12-17T19:00:00Z,23.0970,128.4410,24,0,3.2,0111171
2101721,2017-12-17T20:00:00Z,23.0760,128.4380,24,0,2.9,0111171
2101721,2017-12-17T21:00:00Z,23.0530,128.4340,24.1,0,3.1,0111171
2101721,2017-12-17T22:00:00Z,23.0300,128.4290,24.2,0,3.1,0111171
2101721,2017-12-17T23:00:00Z,23.0080,128.4220,24.2,0,3.3,0111171
2101721,2017-12-18T00:00:00Z,22.9860,128.4160,24.2,0,3.2,0111171
2101721,2017-12-18T01:00:00Z,22.9640,128.4070,24.2,0,3.1,0111171
2101721,2017-12-18T02:00:00Z,22.9430,128.3980,24.2,0,2.9,0111171
2101721,2017-12-18T03:00:00Z,22.9210,128.3890,24.1,0,3,0111171
2101721,2017-12-18T04:00:00Z,22.8980,128.3800,24.1,0,3,0111171
2101721,2017-12-18T05:00:00Z,22.8740,128.3690,24,0,3.1,0111171
2101721,2017-12-18T06:00:00Z,22.8480,128.3590,24,0,3.1,0111171
2101721,2017-12-18T07:00:00Z,22.8230,128.3490,24,0,3.2,0111171
2101721,2017-12-18T08:00:00Z,22.8020,128.3400,24,0,3,0111171
2101721,2017-12-18T09:00:00Z,22.7790,128.3270,24,0,3.3,0111171
2101721,2017-12-18T10:00:00Z,22.7590,128.3120,24.1,0,3.2,0111171
2101721,2017-12-18T11:00:00Z,22.7420,128.2940,24.1,0,3,0111171
2101721,2017-12-18T12:00:00Z,22.7250,128.2720,24.1,0,3.1,0111171
2101721,2017-12-18T13:00:00Z,22.7080,128.2480,24.1,0,3.1,0111171
2101721,2017-12-18T14:00:00Z,22.6910,128.2300,24.1,0,3.6,0111171
2101721,2017-12-18T15:00:00Z,22.6730,128.2140,24.1,0,3.3,0111171
2101721,2017-12-18T16:00:00Z,22.6540,128.1930,24.1,0,3.6,0111171
2101721,2017-12-18T17:00:00Z,22.6380,128.1720,24.1,0,3.5,0111171
2101721,2017-12-18T18:00:00Z,22.6230,128.1520,24.1,0,3.6,0111171
2101721,2017-12-18T19:00:00Z,22.6040,128.1310,24,0,3.3,0111171
2101721,2017-12-18T20:00:00Z,22.5870,128.1100,24.2,0,3.6,0111171
2101721,2017-12-18T21:00:00Z,22.5730,128.0920,24.2,0,3.4,0111171
2101721,2017-12-18T22:00:00Z,22.5580,128.0720,24.2,0,3.6,0111171
2101721,2017-12-18T23:00:00Z,22.5470,128.0480,24.2,0,3.7,0111171
2101721,2017-12-19T00:00:00Z,22.5400,128.0220,24.5,0,3.6,0111171
2101721,2017-12-19T01:00:00Z,22.5360,127.9940,24.5,0,3.5,0111171
2101721,2017-12-19T02:00:00Z,22.5300,127.9670,24.6,0,3.6,0111171
2101721,2017-12-19T03:00:00Z,22.5250,127.9430,24.7,0,3.7,0111171
2101721,2017-12-19T04:00:00Z,22.5190,127.9210,24.8,0,4.1,0111171
2101721,2017-12-19T05:00:00Z,22.5120,127.9000,24.9,0,3.8,0111171
2101721,2017-12-19T06:00:00Z,22.5020,127.8840,24.9,0,3.6,0111171
2101721,2017-12-19T07:00:00Z,22.4910,127.8660,25,0,4,0111171
2101721,2017-12-19T08:00:00Z,22.4780,127.8500,25,0,4.3,0111171
2101721,2017-12-19T09:00:00Z,22.4630,127.8290,25,0,4.1,0111171
2101721,2017-12-19T10:00:00Z,22.4490,127.8030,24.9,0,4,0111171
