PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5201511,2017-11-01T02:10:00Z,7.3380,134.4570,29.43,0,,,,,,,011117999999
5201511,2017-11-01T04:30:00Z,7.3382,134.4564,28.64,0,,,,,,,011117999999
5201511,2017-11-01T06:10:00Z,7.3380,134.4566,28.7,0,,,,,,,011117999999
5201511,2017-11-01T06:20:00Z,7.3392,134.4572,28.72,0,,,,,,,011117999999
5201511,2017-11-01T06:25:00Z,7.3384,134.4566,28.72,0,,,,,,,011117999999
5201511,2017-11-01T06:35:00Z,7.3388,134.4564,28.74,0,,,,,,,011117999999
5201511,2017-11-01T07:40:00Z,7.3384,134.4572,28.62,0,,,,,,,011117999999
5201511,2017-11-01T08:15:00Z,7.3374,134.4570,28.18,0,,,,,,,011117999999
5201511,2017-11-01T08:55:00Z,7.3380,134.4570,28.07,0,,,,,,,011127999999
5201511,2017-11-01T09:00:00Z,7.3380,134.4570,28.12,0,,,,,,,011127999999
5201511,2017-11-01T09:35:00Z,7.3382,134.4566,28.05,0,,,,,,,011127999999
5201511,2017-11-01T10:10:00Z,7.3378,134.4566,27.87,0,,,,,,,011127999999
5201511,2017-11-01T10:15:00Z,7.3380,134.4566,27.93,0,,,,,,,011127999999
5201511,2017-11-01T10:20:00Z,7.3380,134.4562,27.91,0,,,,,,,011127999999
5201511,2017-11-01T10:25:00Z,7.3380,134.4566,27.93,0,,,,,,,011127999999
5201511,2017-11-01T10:30:00Z,7.3378,134.4566,27.95,0,,,,,,,011127999999
5201511,2017-11-01T10:40:00Z,7.3378,134.4566,27.93,0,,,,,,,011127999999
5201511,2017-11-01T10:45:00Z,7.3382,134.4568,27.86,0,,,,,,,011127999999
5201511,2017-11-01T10:50:00Z,7.3376,134.4566,27.88,0,,,,,,,011127999999
5201511,2017-11-01T10:55:00Z,7.3378,134.4566,27.87,0,,,,,,,011127999999
5201511,2017-11-01T11:00:00Z,7.3378,134.4570,27.86,0,,,,,,,011127999999
5201511,2017-11-01T11:25:00Z,7.3376,134.4566,27.79,0,,,,,,,011127999999
5201511,2017-11-01T11:30:00Z,7.3374,134.4566,27.86,0,,,,,,,011127999999
5201511,2017-11-01T11:40:00Z,7.3378,134.4570,27.8,0,,,,,,,011127999999
5201511,2017-11-01T11:45:00Z,7.3380,134.4568,27.87,0,,,,,,,011127999999
5201511,2017-11-01T12:05:00Z,7.3380,134.4568,27.86,0,,,,,,,011127999999
5201511,2017-11-01T13:40:00Z,7.3380,134.4572,27.61,0,,,,,,,011127999999
5201511,2017-11-01T13:45:00Z,7.3380,134.4574,27.54,0,,,,,,,011127999999
5201511,2017-11-01T13:50:00Z,7.3378,134.4572,27.58,0,,,,,,,011127999999
5201511,2017-11-01T13:55:00Z,7.3378,134.4572,27.56,0,,,,,,,011127999999
5201511,2017-11-01T14:10:00Z,7.3382,134.4566,27.48,0,,,,,,,011127999999
5201511,2017-11-01T14:25:00Z,7.3384,134.4566,27.51,0,,,,,,,011127999999
5201511,2017-11-01T14:55:00Z,7.3382,134.4566,27.49,0,,,,,,,011127999999
5201511,2017-11-01T15:45:00Z,7.3380,134.4568,27.35,0,,,,,,,011127999999
5201511,2017-11-01T15:50:00Z,7.3378,134.4568,27.35,0,,,,,,,011127999999
5201511,2017-11-01T15:55:00Z,7.3378,134.4570,27.37,0,,,,,,,011127999999
5201511,2017-11-01T16:00:00Z,7.3378,134.4566,27.33,0,,,,,,,011127999999
5201511,2017-11-01T16:05:00Z,7.3380,134.4568,27.33,0,,,,,,,011127999999
5201511,2017-11-01T16:10:00Z,7.3378,134.4570,27.32,0,,,,,,,011127999999
5201511,2017-11-01T16:25:00Z,7.3378,134.4566,27.26,0,,,,,,,011127999999
5201511,2017-11-01T16:30:00Z,7.3378,134.4566,27.26,0,,,,,,,011127999999
5201511,2017-11-01T16:35:00Z,7.3376,134.4566,27.31,0,,,,,,,011127999999
5201511,2017-11-01T17:40:00Z,7.3378,134.4566,27.25,0,,,,,,,011127999999
5201511,2017-11-01T18:00:00Z,7.3380,134.4566,27.3,0,,,,,,,011127999999
5201511,2017-11-01T18:05:00Z,7.3382,134.4568,27.27,0,,,,,,,011127999999
5201511,2017-11-01T18:35:00Z,7.3380,134.4568,27.18,0,,,,,,,011127999999
5201511,2017-11-01T19:40:00Z,7.3382,134.4570,27.12,0,,,,,,,011127999999
5201511,2017-11-01T19:45:00Z,7.3384,134.4570,27.1,0,,,,,,,011127999999
5201511,2017-11-01T19:50:00Z,7.3384,134.4570,27.13,0,,,,,,,011127999999
5201511,2017-11-01T20:00:00Z,7.3384,134.4568,27.14,0,,,,,,,011127999999
5201511,2017-11-01T20:05:00Z,7.3384,134.4568,27.08,0,,,,,,,011127999999
5201511,2017-11-01T20:10:00Z,7.3380,134.4566,27.06,0,,,,,,,011127999999
5201511,2017-11-01T20:15:00Z,7.3380,134.4568,27.08,0,,,,,,,011127999999
5201511,2017-11-01T20:20:00Z,7.3380,134.4570,27.12,0,,,,,,,011127999999
5201511,2017-11-01T20:25:00Z,7.3380,134.4570,27.24,0,,,,,,,011127999999
5201511,2017-11-01T20:40:00Z,7.3378,134.4568,27.24,0,,,,,,,011127999999
5201511,2017-11-01T20:45:00Z,7.3380,134.4568,27.27,0,,,,,,,011127999999
5201511,2017-11-01T20:50:00Z,7.3378,134.4566,27.02,0,,,,,,,011127999999
5201511,2017-11-01T20:55:00Z,7.3378,134.4568,26.79,0,,,,,,,011127999999
5201511,2017-11-01T21:00:00Z,7.3368,134.4584,26.79,0,,,,,,,011127999999
5201511,2017-11-01T21:05:00Z,7.3320,134.4332,27.6,0,,,,,,,014427999999
5201511,2017-11-01T21:10:00Z,7.3284,134.3972,27.61,0,,,,,,,014427999999
5201511,2017-11-01T21:15:00Z,7.3178,134.3606,27.72,0,,,,,,,014427999999
5201511,2017-11-01T21:20:00Z,7.3078,134.3294,27.93,0,,,,,,,014427999999
5201511,2017-11-01T21:25:00Z,7.2986,134.2944,28.07,0,,,,,,,014427999999
5201511,2017-11-01T21:30:00Z,7.2782,134.2526,28.26,0,,,,,,,014417999999
5201511,2017-11-01T21:35:00Z,7.2752,134.2120,28.1,0,,,,,,,014427999999
5201511,2017-11-01T21:40:00Z,7.2760,134.1866,28.12,0,,,,,,,014427999999
5201511,2017-11-01T21:45:00Z,7.2758,134.1866,28.17,0,,,,,,,011127999999
5201511,2017-11-01T21:50:00Z,7.2758,134.1862,28.24,0,,,,,,,011117999999
5201511,2017-11-01T21:55:00Z,7.2760,134.1858,28.6,0,,,,,,,011117999999
5201511,2017-11-01T22:00:00Z,7.2758,134.1860,28.63,0,,,,,,,011117999999
5201511,2017-11-01T22:05:00Z,7.2760,134.1866,28.85,0,,,,,,,011117999999
5201511,2017-11-01T22:10:00Z,7.2764,134.1874,29.32,0,,,,,,,011117999999
5201511,2017-11-01T22:15:00Z,7.2760,134.1866,29.25,0,,,,,,,011117999999
5201511,2017-11-01T22:20:00Z,7.2760,134.1864,28.74,0,,,,,,,011117999999
5201511,2017-11-01T22:25:00Z,7.2762,134.1860,28.66,0,,,,,,,011117999999
5201511,2017-11-01T22:30:00Z,7.2762,134.1866,29.45,0,,,,,,,011117999999
5201511,2017-11-01T22:35:00Z,7.2768,134.1872,29.47,0,,,,,,,011117999999
5201511,2017-11-01T22:40:00Z,7.2772,134.1882,29.48,0,,,,,,,011117999999
5201511,2017-11-01T22:45:00Z,7.2774,134.1892,29.48,0,,,,,,,011117999999
5201511,2017-11-01T22:50:00Z,7.2778,134.1900,29.47,0,,,,,,,011117999999
5201511,2017-11-01T22:55:00Z,7.2780,134.1904,29.49,0,,,,,,,011117999999
5201511,2017-11-01T23:00:00Z,7.2780,134.1910,29.49,0,,,,,,,011117999999
5201511,2017-11-01T23:05:00Z,7.2780,134.1916,29.49,0,,,,,,,011117999999
5201511,2017-11-01T23:10:00Z,7.2778,134.1920,29.48,0,,,,,,,011117999999
5201511,2017-11-01T23:15:00Z,7.2778,134.1922,29.48,0,,,,,,,011117999999
5201511,2017-11-01T23:20:00Z,7.2780,134.1926,29.57,0,,,,,,,011117999999
5201511,2017-11-01T23:25:00Z,7.2780,134.1926,29.56,0,,,,,,,011117999999
5201511,2017-11-01T23:30:00Z,7.2778,134.1926,29.58,0,,,,,,,011117999999
5201511,2017-11-01T23:35:00Z,7.2778,134.1926,29.73,0,,,,,,,011117999999
5201511,2017-11-01T23:40:00Z,7.2778,134.1926,29.69,0,,,,,,,011117999999
5201511,2017-11-01T23:45:00Z,7.2778,134.1924,29.67,0,,,,,,,011117999999
5201511,2017-11-01T23:50:00Z,7.2776,134.1924,29.79,0,,,,,,,011117999999
5201511,2017-11-02T00:00:00Z,7.2772,134.1920,29.73,0,,,,,,,011117999999
5201511,2017-11-02T00:05:00Z,7.2772,134.1918,29.81,0,,,,,,,011117999999
5201511,2017-11-02T00:10:00Z,7.2772,134.1916,29.95,0,,,,,,,011117999999
5201511,2017-11-02T00:15:00Z,7.2770,134.1912,29.94,0,,,,,,,011117999999
5201511,2017-11-02T00:20:00Z,7.2770,134.1908,29.94,0,,,,,,,011117999999
5201511,2017-11-02T00:25:00Z,7.2770,134.1902,29.99,0,,,,,,,011117999999
5201511,2017-11-02T00:31:00Z,7.2768,134.1894,30.05,0,,,,,,,011117999999
5201511,2017-11-02T00:35:00Z,7.2768,134.1890,30.12,0,,,,,,,011117999999
5201511,2017-11-02T00:40:00Z,7.2768,134.1884,30.17,0,,,,,,,011117999999
5201511,2017-11-02T00:45:00Z,7.2766,134.1876,30.18,0,,,,,,,011117999999
5201511,2017-11-02T00:50:00Z,7.2762,134.1868,30.2,0,,,,,,,011117999999
5201511,2017-11-02T00:55:00Z,7.2754,134.1856,29.98,0,,,,,,,011117999999
5201511,2017-11-02T01:00:00Z,7.2738,134.1842,30.05,0,,,,,,,011117999999
5201511,2017-11-02T01:05:00Z,7.2732,134.1860,30.14,0,,,,,,,011117999999
5201511,2017-11-02T01:10:00Z,7.2718,134.1826,29.55,0,,,,,,,011117999999
5201511,2017-11-02T01:15:00Z,7.2700,134.1820,29.54,0,,,,,,,011117999999
5201511,2017-11-02T01:20:00Z,7.2682,134.1818,29.54,0,,,,,,,011117999999
5201511,2017-11-02T01:25:00Z,7.2666,134.1814,29.51,0,,,,,,,011117999999
5201511,2017-11-02T01:30:00Z,7.2646,134.1812,29.6,0,,,,,,,011117999999
5201511,2017-11-02T01:35:00Z,7.2624,134.1812,29.56,0,,,,,,,011117999999
5201511,2017-11-02T01:40:00Z,7.2604,134.1814,29.6,0,,,,,,,011117999999
5201511,2017-11-02T01:45:00Z,7.2586,134.1820,29.7,0,,,,,,,011117999999
5201511,2017-11-02T01:50:00Z,7.2570,134.1826,29.73,0,,,,,,,011117999999
5201511,2017-11-02T01:55:00Z,7.2556,134.1834,29.72,0,,,,,,,011117999999
5201511,2017-11-02T02:00:00Z,7.2542,134.1846,29.68,0,,,,,,,011117999999
5201511,2017-11-02T02:05:00Z,7.2532,134.1856,29.91,0,,,,,,,011117999999
5201511,2017-11-02T02:15:00Z,7.2522,134.1872,29.62,0,,,,,,,011117999999
5201511,2017-11-02T02:20:00Z,7.2520,134.1876,29.61,0,,,,,,,011117999999
5201511,2017-11-02T02:25:00Z,7.2524,134.1878,29.82,0,,,,,,,011117999999
5201511,2017-11-02T02:30:00Z,7.2530,134.1876,29.92,0,,,,,,,011117999999
5201511,2017-11-02T02:35:00Z,7.2536,134.1870,29.98,0,,,,,,,011117999999
5201511,2017-11-02T02:40:00Z,7.2544,134.1864,29.69,0,,,,,,,011117999999
5201511,2017-11-02T02:45:00Z,7.2550,134.1856,29.74,0,,,,,,,011117999999
5201511,2017-11-02T02:50:00Z,7.2552,134.1848,29.92,0,,,,,,,011117999999
5201511,2017-11-02T02:55:00Z,7.2550,134.1838,30.02,0,,,,,,,011117999999
5201511,2017-11-02T03:00:00Z,7.2544,134.1832,29.8,0,,,,,,,011117999999
5201511,2017-11-02T03:05:00Z,7.2530,134.1828,29.69,0,,,,,,,011117999999
5201511,2017-11-02T03:10:00Z,7.2516,134.1824,29.67,0,,,,,,,011117999999
5201511,2017-11-02T03:15:00Z,7.2500,134.1824,29.72,0,,,,,,,011117999999
5201511,2017-11-02T03:20:00Z,7.2482,134.1826,29.94,0,,,,,,,011117999999
5201511,2017-11-02T03:25:00Z,7.2468,134.1830,29.87,0,,,,,,,011117999999
5201511,2017-11-02T03:30:00Z,7.2456,134.1834,29.88,0,,,,,,,011117999999
5201511,2017-11-02T03:35:00Z,7.2446,134.1842,30.01,0,,,,,,,011117999999
5201511,2017-11-02T03:40:00Z,7.2438,134.1852,29.8,0,,,,,,,011117999999
5201511,2017-11-02T03:45:00Z,7.2434,134.1862,29.86,0,,,,,,,011117999999
5201511,2017-11-02T03:50:00Z,7.2430,134.1870,29.88,0,,,,,,,011117999999
5201511,2017-11-02T03:55:00Z,7.2428,134.1878,30.01,0,,,,,,,011117999999
5201511,2017-11-02T04:00:00Z,7.2430,134.1882,29.99,0,,,,,,,011117999999
5201511,2017-11-02T04:05:00Z,7.2432,134.1886,30,0,,,,,,,011117999999
