PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
5201612,2017-11-03T01:23:00Z,10.3186,123.9496,0,01117
5201612,2017-11-03T02:00:00Z,10.3186,123.9498,0,01117
5201612,2017-11-03T03:00:00Z,10.3186,123.9500,0,01117
5201612,2017-11-03T04:00:00Z,10.3184,123.9498,0,01117
5201612,2017-11-03T05:00:00Z,10.3186,123.9496,0,01117
5201612,2017-11-03T06:00:00Z,10.3186,123.9498,0,01117
5201612,2017-11-03T07:00:00Z,10.3184,123.9498,0,01117
5201612,2017-11-03T08:00:00Z,10.3188,123.9496,0,01117
5201612,2017-11-03T09:00:00Z,10.3194,123.9486,0,01117
5201612,2017-11-03T10:00:00Z,10.3178,123.9518,0,01117
5201612,2017-11-03T11:00:00Z,10.3186,123.9498,0,01117
5201612,2017-11-03T13:00:00Z,10.3188,123.9496,0,01117
5201612,2017-11-03T14:00:00Z,10.3188,123.9496,0,01117
5201612,2017-11-03T15:00:00Z,10.3184,123.9494,0,01117
5201612,2017-11-03T16:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-03T17:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-03T18:00:00Z,10.3208,123.9406,0,01117
5201612,2017-11-03T20:00:00Z,10.3210,123.9404,0,01117
5201612,2017-11-03T21:00:00Z,10.3210,123.9402,0,01117
5201612,2017-11-03T22:00:00Z,10.3210,123.9404,0,01117
5201612,2017-11-03T23:00:00Z,10.3214,123.9406,0,01117
5201612,2017-11-04T00:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-04T01:00:00Z,10.3206,123.9404,0,01117
5201612,2017-11-04T02:00:00Z,10.3206,123.9402,0,01117
5201612,2017-11-04T03:00:00Z,10.3206,123.9402,0,01117
5201612,2017-11-04T04:00:00Z,10.3208,123.9402,0,01117
5201612,2017-11-04T05:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-04T06:00:00Z,10.3204,123.9408,0,01117
5201612,2017-11-04T07:00:00Z,10.3204,123.9406,0,01117
5201612,2017-11-04T09:00:00Z,10.3212,123.9404,0,01117
5201612,2017-11-04T10:00:00Z,10.3216,123.9404,0,01117
5201612,2017-11-04T11:00:00Z,10.3210,123.9404,0,01117
5201612,2017-11-04T13:00:00Z,10.3216,123.9414,0,01117
5201612,2017-11-04T14:00:00Z,10.3214,123.9406,0,01117
5201612,2017-11-04T15:00:00Z,10.3208,123.9402,0,01117
5201612,2017-11-04T16:00:00Z,10.3208,123.9406,0,01117
5201612,2017-11-04T17:00:00Z,10.3202,123.9410,0,01117
5201612,2017-11-04T18:00:00Z,10.3204,123.9410,0,01117
5201612,2017-11-04T19:00:00Z,10.3210,123.9402,0,01117
5201612,2017-11-04T21:00:00Z,10.3206,123.9404,0,01117
5201612,2017-11-04T22:00:00Z,10.3208,123.9402,0,01117
5201612,2017-11-04T23:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-05T00:00:00Z,10.3210,123.9406,0,01117
5201612,2017-11-05T02:00:00Z,10.3208,123.9406,0,01117
5201612,2017-11-05T04:00:00Z,10.3212,123.9402,0,01117
5201612,2017-11-05T06:00:00Z,10.3208,123.9408,0,01117
5201612,2017-11-05T07:00:00Z,10.3204,123.9410,0,01117
5201612,2017-11-05T08:00:00Z,10.3210,123.9412,0,01117
5201612,2017-11-05T08:28:00Z,10.3208,123.9404,0,01117
5201612,2017-11-05T09:00:00Z,10.3210,123.9404,0,01117
5201612,2017-11-05T10:00:00Z,10.3208,123.9402,0,01117
5201612,2017-11-05T11:00:00Z,10.3216,123.9394,0,01117
5201612,2017-11-05T12:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-05T13:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-05T14:00:00Z,10.3210,123.9404,0,01117
5201612,2017-11-05T15:00:00Z,10.3210,123.9404,0,01117
5201612,2017-11-05T16:00:00Z,10.3206,123.9400,0,01117
5201612,2017-11-05T17:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-05T18:00:00Z,10.3208,123.9404,0,01117
5201612,2017-11-05T19:00:00Z,10.3208,123.9402,0,01117
5201612,2017-11-05T20:00:00Z,10.3212,123.9402,0,01117
