PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5301523,2017-11-02T22:33:00Z,7.4075,135.0418,29.87,0,,,,,,,011117999999
5301523,2017-11-02T23:00:00Z,7.4090,135.0401,29.91,0,,,,,,,011117999999
5301523,2017-11-03T01:00:00Z,7.4123,135.0364,30.43,0,,,,,,,011117999999
5301523,2017-11-03T02:01:00Z,7.4136,135.0344,31.18,0,,,,,,,011117999999
5301523,2017-11-03T03:00:00Z,7.4128,135.0322,31.75,0,,,,,,,011127999999
5301523,2017-11-03T04:00:00Z,7.4109,135.0284,32.52,0,,,,,,,011127999999
5301523,2017-11-03T05:00:00Z,7.4084,135.0255,32.05,0,,,,,,,011127999999
5301523,2017-11-03T06:00:00Z,7.4058,135.0247,31.3,0,,,,,,,011127999999
5301523,2017-11-03T07:00:00Z,7.4046,135.0235,30.74,0,,,,,,,011117999999
5301523,2017-11-03T08:00:00Z,7.4062,135.0215,30.54,0,,,,,,,011117999999
5301523,2017-11-03T09:00:00Z,7.4083,135.0179,30.52,0,,,,,,,011117999999
5301523,2017-11-03T11:00:00Z,7.4153,135.0116,30.3,0,,,,,,,011117999999
5301523,2017-11-03T12:00:00Z,7.4161,135.0087,30.18,0,,,,,,,011117999999
5301523,2017-11-03T13:00:00Z,7.4158,135.0052,30.05,0,,,,,,,011117999999
5301523,2017-11-03T15:00:00Z,7.4144,134.9968,30.04,0,,,,,,,011117999999
5301523,2017-11-03T16:00:00Z,7.4133,134.9957,29.99,0,,,,,,,011117999999
5301523,2017-11-03T17:00:00Z,7.4131,134.9949,29.97,0,,,,,,,011117999999
5301523,2017-11-03T18:00:00Z,7.4150,134.9926,29.93,0,,,,,,,011117999999
5301523,2017-11-03T19:00:00Z,7.4172,134.9886,29.93,0,,,,,,,011117999999
5301523,2017-11-03T20:00:00Z,7.4197,134.9847,29.91,0,,,,,,,011117999999
5301523,2017-11-03T21:00:00Z,7.4254,134.9808,29.89,0,,,,,,,011117999999
5301523,2017-11-03T22:00:00Z,7.4360,134.9769,29.89,0,,,,,,,011117999999
5301523,2017-11-03T23:00:00Z,7.4482,134.9775,29.88,0,,,,,,,011117999999
5301523,2017-11-04T00:00:00Z,7.4597,134.9792,29.99,0,,,,,,,011117999999
5301523,2017-11-04T01:00:00Z,7.4687,134.9812,30.12,0,,,,,,,011117999999
5301523,2017-11-04T03:00:00Z,7.4805,134.9843,30.48,0,,,,,,,011117999999
5301523,2017-11-04T04:00:00Z,7.4814,134.9853,31.07,0,,,,,,,011117999999
5301523,2017-11-04T05:00:00Z,7.4790,134.9865,31.3,0,,,,,,,011127999999
5301523,2017-11-04T07:00:00Z,7.4680,134.9857,30.99,0,,,,,,,011117999999
5301523,2017-11-04T09:00:00Z,7.4653,134.9840,30.87,0,,,,,,,011117999999
5301523,2017-11-04T10:00:00Z,7.4695,134.9831,30.63,0,,,,,,,011117999999
5301523,2017-11-04T11:00:00Z,7.4744,134.9830,30.7,0,,,,,,,011117999999
5301523,2017-11-04T12:00:00Z,7.4791,134.9840,30.47,0,,,,,,,011117999999
5301523,2017-11-04T13:00:00Z,7.4800,134.9849,30.3,0,,,,,,,011117999999
5301523,2017-11-04T14:00:00Z,7.4804,134.9853,30.2,0,,,,,,,011117999999
5301523,2017-11-04T15:00:00Z,7.4809,134.9853,30.16,0,,,,,,,011117999999
5301523,2017-11-04T16:00:00Z,7.4800,134.9875,30.17,0,,,,,,,011117999999
5301523,2017-11-04T17:00:00Z,7.4780,134.9911,30.12,0,,,,,,,011117999999
5301523,2017-11-04T18:00:00Z,7.4757,134.9929,30.1,0,,,,,,,011117999999
5301523,2017-11-04T19:00:00Z,7.4737,134.9955,30.06,0,,,,,,,011117999999
5301523,2017-11-04T20:00:00Z,7.4722,134.9972,30.01,0,,,,,,,011117999999
5301523,2017-11-04T21:00:00Z,7.4728,134.9972,29.99,0,,,,,,,011117999999
5301523,2017-11-04T22:00:00Z,7.4767,134.9972,29.99,0,,,,,,,011117999999
5301523,2017-11-04T23:00:00Z,7.4836,134.9981,29.98,0,,,,,,,011117999999
5301523,2017-11-05T00:00:00Z,7.4920,134.9980,,,30.04,0.5,311,15,0.036,0.195,011199171111
5301523,2017-11-05T00:00:00Z,7.4916,134.9985,29.99,0,,,,,,,011117999999
5301523,2017-11-05T01:00:00Z,7.4975,134.9994,30.01,0,,,,,,,011117999999
5301523,2017-11-05T02:00:00Z,7.5044,135.0017,30.06,0,,,,,,,011117999999
5301523,2017-11-05T03:00:00Z,7.5110,135.0040,,,30.16,0.5,311,15,0.051,0.108,011199171111
5301523,2017-11-05T03:00:00Z,7.5108,135.0036,30.18,0,,,,,,,011117999999
5301523,2017-11-05T04:00:00Z,7.5139,135.0047,30.3,0,,,,,,,011117999999
5301523,2017-11-05T05:00:00Z,7.5149,135.0056,30.26,0,,,,,,,011117999999
5301523,2017-11-05T06:00:00Z,7.5130,135.0080,,,30.25,0.5,311,15,0.015,-0.041,011199171111
5301523,2017-11-05T06:00:00Z,7.5132,135.0075,30.3,0,,,,,,,011117999999
5301523,2017-11-05T07:00:00Z,7.5078,135.0083,30.31,0,,,,,,,011117999999
5301523,2017-11-05T08:01:00Z,7.5045,135.0074,30.26,0,,,,,,,011117999999
5301523,2017-11-05T09:00:00Z,7.5030,135.0070,,,30.22,0.5,311,15,-0.041,-0.015,011199171111
5301523,2017-11-05T09:04:00Z,7.5030,135.0068,30.22,0,,,,,,,011117999999
5301523,2017-11-05T10:00:00Z,7.5020,135.0046,30.18,0,,,,,,,011117999999
5301523,2017-11-05T11:00:00Z,7.5044,135.0017,30.16,0,,,,,,,011117999999
5301523,2017-11-05T12:00:00Z,7.5100,135.0000,,,30.15,0.5,311,15,-0.087,0.041,011199171111
5301523,2017-11-05T12:00:00Z,7.5099,135.0002,30.13,0,,,,,,,011117999999
5301523,2017-11-05T13:00:00Z,7.5138,134.9964,30.12,0,,,,,,,011117999999
5301523,2017-11-05T14:00:00Z,7.5140,134.9931,30.12,0,,,,,,,011117999999
5301523,2017-11-05T15:00:00Z,7.5110,134.9900,,,30.09,0.5,311,15,-0.092,-0.093,011199171111
5301523,2017-11-05T15:00:00Z,7.5110,134.9901,30.11,0,,,,,,,011117999999
