PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200597,127082,2017-12-19T15:00:00Z,26.8065,153.2627,0,,,,,0011179999
5200597,127082,2017-12-19T16:00:00Z,26.8065,153.2627,0,,,,,0011179999
5200597,127082,2017-12-19T17:00:00Z,26.8159,153.3171,0,,,,,0011179999
5200597,127082,2017-12-19T18:00:00Z,26.8180,153.3300,,211,15,0.174,-0.098,0011191111
5200597,127082,2017-12-19T18:00:00Z,26.8186,153.3354,0,,,,,0011179999
5200597,127082,2017-12-19T19:00:00Z,26.8060,153.3340,0,,,,,0011179999
5200597,127082,2017-12-19T20:00:00Z,26.7981,153.3325,0,,,,,0011179999
5200597,127082,2017-12-19T21:00:00Z,26.7950,153.3320,,211,15,0.005,-0.175,0011191111
5200597,127082,2017-12-19T21:00:00Z,26.7942,153.3309,0,,,,,0011179999
5200597,127082,2017-12-19T22:00:00Z,26.7942,153.3309,0,,,,,0011179999
5200597,127082,2017-12-19T23:00:00Z,26.7927,153.3313,0,,,,,0011179999
5200597,127082,2017-12-20T00:00:00Z,26.7840,153.3310,,211,15,-0.124,-0.139,0011191111
5200597,127082,2017-12-20T00:00:00Z,26.7845,153.3333,0,,,,,0011179999
5200597,127082,2017-12-20T01:00:00Z,26.7845,153.3333,0,,,,,0011179999
5200597,127082,2017-12-20T02:00:00Z,26.7845,153.3333,0,,,,,0011179999
5200597,127082,2017-12-20T03:00:00Z,26.7680,153.3050,,211,15,-0.161,-0.17,0011191111
5200597,127082,2017-12-20T03:00:00Z,26.7608,153.2950,0,,,,,0011179999
5200597,127082,2017-12-20T04:00:00Z,26.7608,153.2950,0,,,,,0011179999
5200597,127082,2017-12-20T05:00:00Z,26.7602,153.2957,0,,,,,0011179999
5200597,127082,2017-12-20T06:00:00Z,26.7510,153.2960,,211,15,-0.083,-0.077,0011191111
5200597,127082,2017-12-20T06:00:00Z,26.7514,153.2957,0,,,,,0011179999
5200597,127082,2017-12-20T07:00:00Z,26.7546,153.3034,0,,,,,0011179999
5200597,127082,2017-12-20T08:00:00Z,26.7522,153.2942,0,,,,,0011179999
5200597,127082,2017-12-20T09:00:00Z,26.7530,153.2870,,211,15,-0.064,-0.005,0011191111
5200597,127082,2017-12-20T09:00:00Z,26.7532,153.2871,0,,,,,0011179999
5200597,127082,2017-12-20T10:00:00Z,26.7532,153.2864,0,,,,,0011179999
5200597,127082,2017-12-20T11:00:00Z,26.7483,153.2774,0,,,,,0011179999
5200597,127082,2017-12-20T12:00:00Z,26.7500,153.2820,,211,15,-0.064,0.051,0011191111
5200597,127082,2017-12-20T12:00:00Z,26.7487,153.2749,0,,,,,0011179999
5200597,127082,2017-12-20T13:00:00Z,26.7497,153.2826,0,,,,,0011179999
5200597,127082,2017-12-20T14:00:00Z,26.7497,153.2826,0,,,,,0011179999
5200597,127082,2017-12-20T15:00:00Z,26.7630,153.2730,,211,15,-0.032,0.103,0011191111
5200597,127082,2017-12-20T15:00:00Z,26.7712,153.2704,0,,,,,0011179999
5200597,127082,2017-12-20T16:00:00Z,26.7668,153.2688,0,,,,,0011179999
5200597,127082,2017-12-20T17:00:00Z,26.7668,153.2688,0,,,,,0011179999
5200597,127082,2017-12-20T18:00:00Z,26.7700,153.2750,,211,15,0.124,0.005,0011191111
5200597,127082,2017-12-20T18:00:00Z,26.7684,153.2796,0,,,,,0011179999
5200597,127082,2017-12-20T19:00:00Z,26.7632,153.2945,0,,,,,0011179999
5200597,127082,2017-12-20T20:00:00Z,26.7675,153.2966,0,,,,,0011179999
5200597,127082,2017-12-20T21:00:00Z,26.7640,153.3000,,211,15,0.193,-0.093,0011191111
5200597,127082,2017-12-20T21:00:00Z,26.7632,153.2945,0,,,,,0011179999
5200597,127082,2017-12-20T22:00:00Z,26.7599,153.3018,0,,,,,0011179999
5200597,127082,2017-12-20T23:00:00Z,26.7557,153.3116,0,,,,,0011179999
5200597,127082,2017-12-21T00:00:00Z,26.7520,153.3170,,211,15,0.119,-0.134,0011191111
5200597,127082,2017-12-21T00:00:00Z,26.7557,153.3116,0,,,,,0011179999
5200597,127082,2017-12-21T01:00:00Z,26.7512,153.3192,0,,,,,0011179999
5200597,127082,2017-12-21T02:00:00Z,26.7512,153.3192,0,,,,,0011179999
5200597,127082,2017-12-21T03:00:00Z,26.7380,153.3260,,211,15,0.106,-0.123,0011191111
5200597,127082,2017-12-21T03:00:00Z,26.7512,153.3192,0,,,,,0011179999
5200597,127082,2017-12-21T04:00:00Z,26.7512,153.3192,0,,,,,0011179999
5200597,127082,2017-12-21T05:00:00Z,26.7332,153.3288,0,,,,,0011179999
5200597,127082,2017-12-21T06:00:00Z,26.7280,153.3400,,211,15,0.17,-0.103,0011191111
5200597,127082,2017-12-21T06:00:00Z,26.7277,153.3396,0,,,,,0011179999
5200597,127082,2017-12-21T07:00:00Z,26.7277,153.3396,0,,,,,0011179999
5200597,127082,2017-12-21T08:00:00Z,26.7236,153.3529,0,,,,,0011179999
5200597,127082,2017-12-21T09:00:00Z,26.7180,153.3630,,211,15,0.202,-0.123,0011191111
5200597,127082,2017-12-21T09:00:00Z,26.7171,153.3645,0,,,,,0011179999
5200597,127082,2017-12-21T10:00:00Z,26.7178,153.3617,0,,,,,0011179999
5200597,127082,2017-12-21T11:00:00Z,26.7129,153.3815,0,,,,,0011179999
5200597,127082,2017-12-21T12:00:00Z,26.7040,153.3840,,211,15,0.175,-0.149,0011191111
5200597,127082,2017-12-21T12:00:00Z,26.7056,153.3811,0,,,,,0011179999
5200597,127082,2017-12-21T13:00:00Z,26.7056,153.3811,0,,,,,0011179999
5200597,127082,2017-12-21T14:00:00Z,26.7056,153.3811,0,,,,,0011179999
5200597,127082,2017-12-21T15:00:00Z,26.6890,153.4010,,211,15,0.175,-0.123,0011191111
5200597,127082,2017-12-21T15:00:00Z,26.7056,153.3811,0,,,,,0011179999
5200597,127082,2017-12-21T16:00:00Z,26.6818,153.4131,0,,,,,0011179999
5200597,127082,2017-12-21T17:00:00Z,26.6818,153.4131,0,,,,,0011179999
5200597,127082,2017-12-21T18:00:00Z,26.6800,153.4220,,211,15,0.211,-0.098,0011191111
5200597,127082,2017-12-21T18:00:00Z,26.6791,153.4241,0,,,,,0011179999
5200597,127082,2017-12-21T19:00:00Z,26.6753,153.4335,0,,,,,0011179999
5200597,127082,2017-12-21T20:00:00Z,26.6722,153.4332,0,,,,,0011179999
5200597,127082,2017-12-21T21:00:00Z,26.6700,153.4470,,211,15,0.257,-0.087,0011191111
5200597,127082,2017-12-21T21:00:00Z,26.6689,153.4555,0,,,,,0011179999
5200597,127082,2017-12-21T22:00:00Z,26.6676,153.4516,0,,,,,0011179999
5200597,127082,2017-12-21T23:00:00Z,26.6676,153.4516,0,,,,,0011179999
5200597,127082,2017-12-22T00:00:00Z,26.6630,153.4780,,211,15,0.29,-0.077,0011191111
5200597,127082,2017-12-22T00:00:00Z,26.6656,153.4713,0,,,,,0011179999
5200597,127082,2017-12-22T01:00:00Z,26.6626,153.4776,0,,,,,0011179999
5200597,127082,2017-12-22T02:00:00Z,26.6626,153.4776,0,,,,,0011179999
5200597,127082,2017-12-22T03:00:00Z,26.6550,153.5100,,211,15,0.336,-0.087,0011191111
5200597,127082,2017-12-22T03:00:00Z,26.6522,153.5227,0,,,,,0011179999
5200597,127082,2017-12-22T04:00:00Z,26.6522,153.5227,0,,,,,0011179999
5200597,127082,2017-12-22T05:00:00Z,26.6462,153.5484,0,,,,,0011179999
5200597,127082,2017-12-22T06:00:00Z,26.6460,153.5510,,211,15,0.336,-0.046,0011191111
5200597,127082,2017-12-22T06:00:00Z,26.6468,153.5481,0,,,,,0011179999
5200597,127082,2017-12-22T07:00:00Z,26.6473,153.5676,0,,,,,0011179999
5200597,127082,2017-12-22T08:00:00Z,26.6440,153.5810,0,,,,,0011179999
5200597,127082,2017-12-22T09:00:00Z,26.6460,153.5830,,211,15,0.317,-0.098,0011191111
5200597,127082,2017-12-22T09:00:00Z,26.6475,153.5801,0,,,,,0011179999
5200597,127082,2017-12-22T10:00:00Z,26.6475,153.5801,0,,,,,0011179999
5200597,127082,2017-12-22T11:00:00Z,26.6328,153.6149,0,,,,,0011179999
5200597,127082,2017-12-22T12:00:00Z,26.6270,153.6200,,211,15,0.235,-0.232,0011191111
5200597,127082,2017-12-22T12:00:00Z,26.6327,153.6142,0,,,,,0011179999
5200597,127082,2017-12-22T13:00:00Z,26.6327,153.6142,0,,,,,0011179999
5200597,127082,2017-12-22T14:00:00Z,26.5850,153.6368,0,,,,,0014479999
5200597,127082,2017-12-22T15:00:00Z,26.6010,153.6340,,211,15,0.078,-0.314,0011191111
5200597,127082,2017-12-22T15:00:00Z,26.6327,153.6142,0,,,,,0014479999
5200597,127082,2017-12-22T16:00:00Z,26.5850,153.6368,0,,,,,0014479999
5200597,127082,2017-12-22T17:00:00Z,26.5850,153.6368,0,,,,,0011179999
5200597,127082,2017-12-22T18:00:00Z,26.5660,153.6370,,211,15,0.009,-0.262,0011191111
5200597,127082,2017-12-22T18:00:00Z,26.5632,153.6373,0,,,,,0011179999
5200597,127082,2017-12-22T19:00:00Z,26.5635,153.6347,0,,,,,0011179999
5200597,127082,2017-12-22T20:00:00Z,26.5498,153.6297,0,,,,,0011179999
5200597,127082,2017-12-22T21:00:00Z,26.5500,153.6360,,211,15,0.041,-0.175,0011191111
5200597,127082,2017-12-22T21:00:00Z,26.5507,153.6350,0,,,,,0011179999
5200597,127082,2017-12-22T22:00:00Z,26.5417,153.6472,0,,,,,0011179999
5200597,127082,2017-12-22T23:00:00Z,26.5398,153.6447,0,,,,,0011179999
5200597,127082,2017-12-23T00:00:00Z,26.5320,153.6460,,211,15,0.074,-0.195,0011191111
5200597,127082,2017-12-23T00:00:00Z,26.5339,153.6453,0,,,,,0011179999
5200597,127082,2017-12-23T01:00:00Z,26.5286,153.6476,0,,,,,0011179999
5200597,127082,2017-12-23T02:00:00Z,26.5286,153.6476,0,,,,,0011179999
5200597,127082,2017-12-23T03:00:00Z,26.5120,153.6520,,211,15,0.041,-0.247,0011191111
5200597,127082,2017-12-23T03:00:00Z,26.5286,153.6476,0,,,,,0011179999
5200597,127082,2017-12-23T04:00:00Z,26.4923,153.6562,0,,,,,0011179999
5200597,127082,2017-12-23T05:00:00Z,26.4923,153.6562,0,,,,,0011179999
5200597,127082,2017-12-23T06:00:00Z,26.4840,153.6550,,211,15,0.087,-0.232,0011191111
5200597,127082,2017-12-23T06:00:00Z,26.4920,153.6569,0,,,,,0011179999
5200597,127082,2017-12-23T07:00:00Z,26.4770,153.6543,0,,,,,0011179999
5200597,127082,2017-12-23T08:00:00Z,26.4763,153.6675,0,,,,,0011179999
5200597,127082,2017-12-23T09:00:00Z,26.4670,153.6710,,211,15,0.263,-0.35,0011191111
5200597,127082,2017-12-23T09:00:00Z,26.4723,153.6696,0,,,,,0011179999
5200597,127082,2017-12-23T10:00:00Z,26.4558,153.6759,0,,,,,0011179999
5200597,127082,2017-12-23T11:00:00Z,26.4558,153.6759,0,,,,,0011179999
5200597,127082,2017-12-23T12:00:00Z,26.4160,153.7120,,211,15,0.337,-0.643,0011191111
5200597,127082,2017-12-23T12:00:00Z,26.4214,153.7093,0,,,,,0011179999
5200597,127082,2017-12-23T13:00:00Z,26.4214,153.7093,0,,,,,0011179999
5200597,127082,2017-12-23T14:00:00Z,26.4214,153.7093,0,,,,,0011179999
5200597,127082,2017-12-23T15:00:00Z,26.3420,153.7440,,211,15,0.226,-0.751,0011191111
5200597,127082,2017-12-23T15:00:00Z,26.4214,153.7093,0,,,,,0011179999
5200597,127082,2017-12-23T16:00:00Z,26.4214,153.7093,0,,,,,0011179999
5200597,127082,2017-12-23T17:00:00Z,26.2705,153.7614,0,,,,,0014479999
5200597,127082,2017-12-23T18:00:00Z,26.2700,153.7610,,211,15,-0.032,-0.628,0011191111
5200597,127082,2017-12-23T19:00:00Z,26.2695,153.7621,0,,,,,0011179999
5200597,127082,2017-12-23T20:00:00Z,26.2258,153.7545,0,,,,,0011179999
5200597,127082,2017-12-23T21:00:00Z,26.2200,153.7370,,211,15,-0.152,-0.468,0011191111
5200597,127082,2017-12-23T21:00:00Z,26.2223,153.7313,0,,,,,0011179999
5200597,127082,2017-12-23T22:00:00Z,26.2223,153.7313,0,,,,,0011179999
5200597,127082,2017-12-23T23:00:00Z,26.1962,153.7245,0,,,,,0011179999
5200597,127082,2017-12-24T00:00:00Z,26.1790,153.7280,,211,15,0.028,-0.504,0011191111
5200597,127082,2017-12-24T00:00:00Z,26.1793,153.7276,0,,,,,0011179999
5200597,127082,2017-12-24T01:00:00Z,26.1793,153.7276,0,,,,,0011179999
5200597,127082,2017-12-24T02:00:00Z,26.1793,153.7276,0,,,,,0011179999
5200597,127082,2017-12-24T03:00:00Z,26.1220,153.7430,,211,15,0.111,-0.622,0011191111
5200597,127082,2017-12-24T03:00:00Z,26.1793,153.7276,0,,,,,0011179999
5200597,127082,2017-12-24T04:00:00Z,26.0752,153.7536,0,,,,,0014479999
5200597,127082,2017-12-24T05:00:00Z,26.0752,153.7536,0,,,,,0011179999
5200597,127082,2017-12-24T06:00:00Z,26.0580,153.7520,,211,15,-0.009,-0.633,0011191111
5200597,127082,2017-12-24T06:00:00Z,26.0752,153.7534,0,,,,,0011179999
5200597,127082,2017-12-24T07:00:00Z,26.0180,153.7465,0,,,,,0014479999
5200597,127082,2017-12-24T08:00:00Z,26.0099,153.7475,0,,,,,0011179999
5200597,127082,2017-12-24T09:00:00Z,25.9990,153.7410,,211,15,0.019,-0.55,0011191111
5200597,127082,2017-12-24T09:00:00Z,26.0074,153.7407,0,,,,,0011179999
5200597,127082,2017-12-24T10:00:00Z,25.9909,153.7429,0,,,,,0011179999
5200597,127082,2017-12-24T11:00:00Z,25.9653,153.7523,0,,,,,0011179999
5200597,127082,2017-12-24T12:00:00Z,25.9510,153.7560,,211,15,0.157,-0.556,0011191111
5200597,127082,2017-12-24T12:00:00Z,25.9656,153.7511,0,,,,,0011179999
5200597,127082,2017-12-24T13:00:00Z,25.9656,153.7511,0,,,,,0011179999
5200597,127082,2017-12-24T14:00:00Z,25.9656,153.7511,0,,,,,0011179999
5200597,127082,2017-12-24T15:00:00Z,25.8910,153.7750,,211,15,0.157,-0.612,0011191111
5200597,127082,2017-12-24T15:00:00Z,25.8356,153.7894,0,,,,,0014479999
5200597,127082,2017-12-24T16:00:00Z,25.8356,153.7894,0,,,,,0011179999
5200597,127082,2017-12-24T17:00:00Z,25.9656,153.7511,0,,,,,0014479999
5200597,127082,2017-12-24T18:00:00Z,25.8320,153.7900,,211,15,0.056,-0.576,0011191111
5200597,127082,2017-12-24T18:00:00Z,25.8358,153.7897,0,,,,,0014479999
5200597,127082,2017-12-24T19:00:00Z,25.8137,153.7923,0,,,,,0011179999
5200597,127082,2017-12-24T20:00:00Z,25.7937,153.7843,0,,,,,0011179999
5200597,127082,2017-12-24T21:00:00Z,25.7790,153.7870,,211,15,0.046,-0.561,0011191111
5200597,127082,2017-12-24T21:00:00Z,25.7816,153.7861,0,,,,,0011179999
5200597,127082,2017-12-24T22:00:00Z,25.7532,153.7980,0,,,,,0011179999
5200597,127082,2017-12-24T23:00:00Z,25.7422,153.7945,0,,,,,0011179999
5200597,127082,2017-12-25T00:00:00Z,25.7230,153.8000,,211,15,0.046,-0.489,0011191111
5200597,127082,2017-12-25T00:00:00Z,25.7264,153.8003,0,,,,,0011179999
5200597,127082,2017-12-25T03:00:00Z,25.6840,153.7970,,211,15,-0.028,-0.365,0011191111
5200597,127082,2017-12-25T03:00:00Z,25.7306,153.7954,0,,,,,0011179999
5200597,127082,2017-12-25T04:00:00Z,25.7306,153.7954,0,,,,,0011179999
5200597,127082,2017-12-25T05:00:00Z,25.7306,153.7954,0,,,,,0011179999
5200597,127082,2017-12-25T06:00:00Z,25.6520,153.7940,,211,15,0.005,-0.273,0011191111
5200597,127082,2017-12-25T06:00:00Z,25.6378,153.7805,0,,,,,0014479999
5200597,127082,2017-12-25T07:00:00Z,25.6409,153.7940,0,,,,,0011179999
5200597,127082,2017-12-25T08:00:00Z,25.6378,153.7805,0,,,,,0011179999
5200597,127082,2017-12-25T09:00:00Z,25.6310,153.7980,,211,15,0.162,-0.201,0011191111
5200597,127082,2017-12-25T09:00:00Z,25.6307,153.7968,0,,,,,0011179999
5200597,127082,2017-12-25T10:00:00Z,25.6310,153.8057,0,,,,,0011179999
5200597,127082,2017-12-25T11:00:00Z,25.6209,153.8161,0,,,,,0011179999
5200597,127082,2017-12-25T12:00:00Z,25.6130,153.8290,,211,15,0.436,-0.247,0011191111
5200597,127082,2017-12-25T12:00:00Z,25.6212,153.8125,0,,,,,0011179999
5200597,127082,2017-12-25T13:00:00Z,25.6212,153.8125,0,,,,,0011179999
5200597,127082,2017-12-25T14:00:00Z,25.6212,153.8125,0,,,,,0011179999
5200597,127082,2017-12-25T15:00:00Z,25.5830,153.8920,,211,15,0.585,-0.334,0011191111
5200597,127082,2017-12-25T15:00:00Z,25.6212,153.8125,0,,,,,0011179999
5200597,127082,2017-12-25T16:00:00Z,25.6212,153.8125,0,,,,,0011179999
5200597,127082,2017-12-25T17:00:00Z,25.6212,153.8125,0,,,,,0011179999
5200597,127082,2017-12-25T18:00:00Z,25.5480,153.9550,,211,15,0.488,-0.468,0011191111
5200597,127082,2017-12-25T18:00:00Z,25.5411,153.9640,0,,,,,0014479999
5200597,127082,2017-12-25T19:00:00Z,25.5411,153.9640,0,,,,,0011179999
5200597,127082,2017-12-25T20:00:00Z,25.5101,153.9724,0,,,,,0011179999
5200597,127082,2017-12-25T21:00:00Z,25.4920,153.9970,,211,15,0.451,-0.509,0011191111
5200597,127082,2017-12-25T21:00:00Z,25.4864,154.0058,0,,,,,0011179999
5200597,127082,2017-12-25T22:00:00Z,25.4709,154.0163,0,,,,,0011179999
5200597,127082,2017-12-25T23:00:00Z,25.4681,154.0253,0,,,,,0011179999
5200597,127082,2017-12-26T00:00:00Z,25.4490,154.0520,,211,15,0.511,-0.324,0011191111
5200597,127082,2017-12-26T00:00:00Z,25.4681,154.0253,0,,,,,0011179999
5200597,127082,2017-12-26T01:00:00Z,25.4450,154.0584,0,,,,,0011179999
5200597,127082,2017-12-26T02:00:00Z,25.4450,154.0584,0,,,,,0011179999
5200597,127082,2017-12-26T03:00:00Z,25.4290,154.1070,,211,15,0.511,-0.134,0011191111
5200597,127082,2017-12-26T03:00:00Z,25.4237,154.1428,0,,,,,0014479999
5200597,127082,2017-12-26T04:00:00Z,25.4237,154.1428,0,,,,,0011179999
5200597,127082,2017-12-26T05:00:00Z,25.4234,154.1418,0,,,,,0011179999
5200597,127082,2017-12-26T06:00:00Z,25.4230,154.1620,,211,15,0.479,-0.123,0011191111
5200597,127082,2017-12-26T06:00:00Z,25.4230,154.1417,0,,,,,0011179999
5200597,127082,2017-12-26T07:00:00Z,25.4220,154.1807,0,,,,,0011179999
5200597,127082,2017-12-26T08:00:00Z,25.4122,154.2055,0,,,,,0011179999
5200597,127082,2017-12-26T09:00:00Z,25.4050,154.2100,,211,15,0.363,-0.221,0011191111
5200597,127082,2017-12-26T09:00:00Z,25.4093,154.2062,0,,,,,0011179999
5200597,127082,2017-12-26T10:00:00Z,25.3991,154.2163,0,,,,,0011179999
5200597,127082,2017-12-26T11:00:00Z,25.3888,154.2276,0,,,,,0011179999
5200597,127082,2017-12-26T12:00:00Z,25.3800,154.2400,,211,15,0.298,-0.216,0011191111
5200597,127082,2017-12-26T12:00:00Z,25.3831,154.2350,0,,,,,0011179999
5200597,127082,2017-12-26T13:00:00Z,25.3831,154.2350,0,,,,,0011179999
5200597,127082,2017-12-26T14:00:00Z,25.3831,154.2350,0,,,,,0011179999
5200597,127082,2017-12-26T15:00:00Z,25.3630,154.2740,,211,15,0.265,-0.18,0011191111
5200597,127082,2017-12-26T15:00:00Z,25.3494,154.2975,0,,,,,0014479999
5200597,127082,2017-12-26T16:00:00Z,25.3831,154.2350,0,,,,,0014479999
5200597,127082,2017-12-26T17:00:00Z,25.3831,154.2350,0,,,,,0011179999
5200597,127082,2017-12-26T18:00:00Z,25.3450,154.2970,,211,15,0.191,-0.159,0011191111
5200597,127082,2017-12-26T18:00:00Z,25.3493,154.2974,0,,,,,0014479999
5200597,127082,2017-12-26T19:00:00Z,25.3493,154.2974,0,,,,,0011179999
5200597,127082,2017-12-26T20:00:00Z,25.3349,154.2957,0,,,,,0011179999
5200597,127082,2017-12-26T21:00:00Z,25.3320,154.3150,,211,15,0.191,-0.051,0011191111
5200597,127082,2017-12-26T21:00:00Z,25.3316,154.3152,0,,,,,0011179999
5200597,127082,2017-12-26T22:00:00Z,25.3316,154.3152,0,,,,,0011179999
5200597,127082,2017-12-26T23:00:00Z,25.3310,154.3308,0,,,,,0011179999
5200597,127082,2017-12-27T00:00:00Z,25.3350,154.3380,,211,15,0.256,-0.036,0011191111
5200597,127082,2017-12-27T00:00:00Z,25.3297,154.3288,0,,,,,0011179999
5200597,127082,2017-12-27T01:00:00Z,25.3348,154.3378,0,,,,,0011179999
5200597,127082,2017-12-27T02:00:00Z,25.3348,154.3378,0,,,,,0011179999
5200597,127082,2017-12-27T03:00:00Z,25.3250,154.3700,,211,15,0.4,-0.159,0011191111
5200597,127082,2017-12-27T03:00:00Z,25.3137,154.3964,0,,,,,0014479999
5200597,127082,2017-12-27T04:00:00Z,25.3137,154.3964,0,,,,,0011179999
5200597,127082,2017-12-27T05:00:00Z,25.3136,154.3957,0,,,,,0011179999
5200597,127082,2017-12-27T06:00:00Z,25.3040,154.4240,,211,15,0.53,-0.35,0011191111
5200597,127082,2017-12-27T06:00:00Z,25.3136,154.3957,0,,,,,0011179999
5200597,127082,2017-12-27T07:00:00Z,25.2854,154.4636,0,,,,,0014479999
5200597,127082,2017-12-27T08:00:00Z,25.2794,154.4661,0,,,,,0011179999
5200597,127082,2017-12-27T09:00:00Z,25.2570,154.4840,,211,15,0.414,-0.628,0011191111
5200597,127082,2017-12-27T09:00:00Z,25.2487,154.4879,0,,,,,0011179999
5200597,127082,2017-12-27T10:00:00Z,25.2222,154.5071,0,,,,,0011179999
5200597,127082,2017-12-27T11:00:00Z,25.2044,154.5088,0,,,,,0011179999
5200597,127082,2017-12-27T12:00:00Z,25.1820,154.5130,,211,15,0.116,-0.556,0011191111
5200597,127082,2017-12-27T12:00:00Z,25.1807,154.5133,0,,,,,0011179999
5200597,127082,2017-12-27T13:00:00Z,25.1861,154.5112,0,,,,,0011179999
5200597,127082,2017-12-27T14:00:00Z,25.1861,154.5112,0,,,,,0011179999
5200597,127082,2017-12-27T15:00:00Z,25.1490,154.5090,,211,15,0,-0.242,0011191111
5200597,127082,2017-12-27T15:00:00Z,25.1361,154.5081,0,,,,,0011179999
5200597,127082,2017-12-27T16:00:00Z,25.1361,154.5081,0,,,,,0011179999
5200597,127082,2017-12-27T17:00:00Z,25.1861,154.5112,0,,,,,0014479999
5200597,127082,2017-12-27T18:00:00Z,25.1350,154.5130,,211,15,0.112,-0.072,0011191111
5200597,127082,2017-12-27T18:00:00Z,25.1369,154.5093,0,,,,,0011179999
5200597,127082,2017-12-27T20:00:00Z,25.1352,154.5337,0,,,,,0011179999
5200597,127082,2017-12-27T21:00:00Z,25.1350,154.5330,,211,15,0.382,-0.118,0011191111
5200597,127082,2017-12-27T21:00:00Z,25.1377,154.5235,0,,,,,0011179999
5200597,127082,2017-12-27T22:00:00Z,25.1270,154.5538,0,,,,,0011179999
5200597,127082,2017-12-27T23:00:00Z,25.1173,154.5697,0,,,,,0011179999
5200597,127082,2017-12-28T00:00:00Z,25.1120,154.5950,,211,15,0.564,-0.149,0011191111
5200597,127082,2017-12-28T00:00:00Z,25.1121,154.5928,0,,,,,0011179999
5200597,127082,2017-12-28T01:00:00Z,25.1129,154.5977,0,,,,,0011179999
5200597,127082,2017-12-28T02:00:00Z,25.1129,154.5977,0,,,,,0011179999
5200597,127082,2017-12-28T03:00:00Z,25.1060,154.6540,,211,15,0.615,-0.087,0011191111
5200597,127082,2017-12-28T03:00:00Z,25.1005,154.6929,0,,,,,0014479999
5200597,127082,2017-12-28T04:00:00Z,25.1005,154.6929,0,,,,,0011179999
5200597,127082,2017-12-28T05:00:00Z,25.0990,154.6916,0,,,,,0011179999
5200597,127082,2017-12-28T06:00:00Z,25.0950,154.7270,,211,15,0.657,-0.123,0011191111
5200597,127082,2017-12-28T06:00:00Z,25.0990,154.6916,0,,,,,0011179999
5200597,127082,2017-12-28T07:00:00Z,25.0877,154.7597,0,,,,,0014479999
5200597,127082,2017-12-28T08:00:00Z,25.0859,154.7679,0,,,,,0011179999
5200597,127082,2017-12-28T09:00:00Z,25.0820,154.7950,,211,15,0.545,-0.139,0011191111
5200597,127082,2017-12-28T10:00:00Z,25.0779,154.8155,0,,,,,0011179999
5200597,127082,2017-12-28T11:00:00Z,25.0688,154.8373,0,,,,,0011179999
5200597,127082,2017-12-28T12:00:00Z,25.0680,154.8440,,211,15,0.419,-0.103,0011191111
5200597,127082,2017-12-28T12:00:00Z,25.0702,154.8354,0,,,,,0011179999
5200597,127082,2017-12-28T13:00:00Z,25.0702,154.8354,0,,,,,0011179999
5200597,127082,2017-12-28T14:00:00Z,25.0702,154.8354,0,,,,,0011179999
5200597,127082,2017-12-28T15:00:00Z,25.0620,154.8850,,211,15,0.336,0,0011191111
5200597,127082,2017-12-28T15:00:00Z,25.0626,154.9080,0,,,,,0014479999
5200597,127082,2017-12-28T16:00:00Z,25.0702,154.8354,0,,,,,0014479999
5200597,127082,2017-12-28T17:00:00Z,25.0702,154.8354,0,,,,,0011179999
5200597,127082,2017-12-28T18:00:00Z,25.0680,154.9160,,211,15,0.266,0.051,0011191111
5200597,127082,2017-12-28T18:00:00Z,25.0626,154.9080,0,,,,,0014479999
5200597,127082,2017-12-28T19:00:00Z,25.0709,154.9211,0,,,,,0011179999
5200597,127082,2017-12-28T20:00:00Z,25.0640,154.9333,0,,,,,0011179999
5200597,127082,2017-12-28T21:00:00Z,25.0720,154.9420,,211,15,0.28,0.123,0011191111
5200597,127082,2017-12-28T21:00:00Z,25.0791,154.9486,0,,,,,0011179999
5200597,127082,2017-12-28T22:00:00Z,25.0816,154.9543,0,,,,,0011179999
5200597,127082,2017-12-28T23:00:00Z,25.0816,154.9543,0,,,,,0011179999
5200597,127082,2017-12-29T00:00:00Z,25.0920,154.9760,,211,15,0.321,0.139,0011191111
5200597,127082,2017-12-29T00:00:00Z,25.0916,154.9756,0,,,,,0011179999
5200597,127082,2017-12-29T01:00:00Z,25.0934,154.9751,0,,,,,0011179999
5200597,127082,2017-12-29T02:00:00Z,25.0934,154.9751,0,,,,,0011179999
5200597,127082,2017-12-29T03:00:00Z,25.0990,155.0110,,211,15,0.326,0.036,0011191111
5200597,127082,2017-12-29T03:00:00Z,25.0934,154.9751,0,,,,,0011179999
5200597,127082,2017-12-29T04:00:00Z,25.1010,155.0256,0,,,,,0011179999
5200597,127082,2017-12-29T05:00:00Z,25.1010,155.0256,0,,,,,0011179999
5200597,127082,2017-12-29T06:00:00Z,25.0990,155.0460,,211,15,0.284,0.108,0011191111
5200597,127082,2017-12-29T06:00:00Z,25.0982,155.0465,0,,,,,0011179999
5200597,127082,2017-12-29T07:00:00Z,25.1073,155.0518,0,,,,,0011179999
5200597,127082,2017-12-29T08:00:00Z,25.1184,155.0630,0,,,,,0011179999
5200597,127082,2017-12-29T09:00:00Z,25.1200,155.0720,,211,15,0.261,0.129,0011191111
