PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200597,127082,2017-11-25T00:00:00Z,28.3572,153.8097,0,,,,,0011179999
5200597,127082,2017-11-25T01:00:00Z,28.3572,153.8097,0,,,,,0011179999
5200597,127082,2017-11-25T02:00:00Z,28.3609,153.8046,0,,,,,0011179999
5200597,127082,2017-11-25T03:00:00Z,28.3500,153.8030,,211,15,-0.072,-0.139,0011191111
5200597,127082,2017-11-25T03:00:00Z,28.3609,153.8046,0,,,,,0011179999
5200597,127082,2017-11-25T04:00:00Z,28.3609,153.8046,0,,,,,0011179999
5200597,127082,2017-11-25T05:00:00Z,28.3461,153.8011,0,,,,,0011179999
5200597,127082,2017-11-25T06:00:00Z,28.3310,153.7950,,211,15,-0.149,-0.252,0011191111
5200597,127082,2017-11-25T06:00:00Z,28.3317,153.7942,0,,,,,0011179999
5200597,127082,2017-11-25T07:00:00Z,28.3220,153.7942,0,,,,,0011179999
5200597,127082,2017-11-25T08:00:00Z,28.3109,153.7769,0,,,,,0011179999
5200597,127082,2017-11-25T09:00:00Z,28.3010,153.7700,,211,15,-0.353,-0.252,0011191111
5200597,127082,2017-11-25T09:00:00Z,28.3022,153.7725,0,,,,,0011179999
5200597,127082,2017-11-25T10:00:00Z,28.2945,153.7593,0,,,,,0011179999
5200597,127082,2017-11-25T11:00:00Z,28.2838,153.7288,0,,,,,0011179999
5200597,127082,2017-11-25T12:00:00Z,28.2820,153.7170,,211,15,-0.417,-0.129,0011191111
5200597,127082,2017-11-25T13:00:00Z,28.2843,153.7276,0,,,,,0011179999
5200597,127082,2017-11-25T14:00:00Z,28.2843,153.7276,0,,,,,0011179999
5200597,127082,2017-11-25T15:00:00Z,28.2760,153.6780,,211,15,-0.381,-0.01,0011191111
5200597,127082,2017-11-25T15:00:00Z,28.2843,153.7276,0,,,,,0011179999
5200597,127082,2017-11-25T16:00:00Z,28.2761,153.6537,0,,,,,0014479999
5200597,127082,2017-11-25T17:00:00Z,28.2761,153.6537,0,,,,,0011179999
5200597,127082,2017-11-25T18:00:00Z,28.2800,153.6330,,211,15,-0.317,0.031,0011191111
5200597,127082,2017-11-25T18:00:00Z,28.2814,153.6250,0,,,,,0011179999
5200597,127082,2017-11-25T19:00:00Z,28.2814,153.6250,0,,,,,0011179999
5200597,127082,2017-11-25T20:00:00Z,28.2769,153.6256,0,,,,,0011179999
5200597,127082,2017-11-25T21:00:00Z,28.2820,153.6080,,211,15,-0.285,0.077,0011191111
5200597,127082,2017-11-25T21:00:00Z,28.2838,153.6038,0,,,,,0011179999
5200597,127082,2017-11-25T22:00:00Z,28.2828,153.6052,0,,,,,0011179999
5200597,127082,2017-11-25T23:00:00Z,28.2828,153.6052,0,,,,,0011179999
5200597,127082,2017-11-26T00:00:00Z,28.2950,153.5700,,211,15,-0.245,0.01,0011191111
5200597,127082,2017-11-26T00:00:00Z,28.2943,153.5689,0,,,,,0011179999
5200597,127082,2017-11-26T01:00:00Z,28.2966,153.5718,0,,,,,0011179999
5200597,127082,2017-11-26T02:00:00Z,28.2966,153.5718,0,,,,,0011179999
5200597,127082,2017-11-26T03:00:00Z,28.2840,153.5540,,211,15,-0.236,-0.232,0011191111
5200597,127082,2017-11-26T03:00:00Z,28.2746,153.5431,0,,,,,0011179999
5200597,127082,2017-11-26T04:00:00Z,28.2746,153.5431,0,,,,,0011179999
5200597,127082,2017-11-26T05:00:00Z,28.2528,153.5241,0,,,,,0011179999
5200597,127082,2017-11-26T06:00:00Z,28.2500,153.5180,,211,15,-0.408,-0.298,0011191111
5200597,127082,2017-11-26T06:00:00Z,28.2533,153.5228,0,,,,,0011179999
5200597,127082,2017-11-26T07:00:00Z,28.2363,153.4949,0,,,,,0011179999
5200597,127082,2017-11-26T08:00:00Z,28.2283,153.4683,0,,,,,0011179999
5200597,127082,2017-11-26T09:00:00Z,28.2260,153.4640,,211,15,-0.521,-0.134,0011191111
5200597,127082,2017-11-26T09:00:00Z,28.2283,153.4683,0,,,,,0011179999
5200597,127082,2017-11-26T10:00:00Z,28.2212,153.4458,0,,,,,0011179999
5200597,127082,2017-11-26T11:00:00Z,28.2199,153.4326,0,,,,,0011179999
5200597,127082,2017-11-26T12:00:00Z,28.2240,153.4030,,211,15,-0.539,0.077,0011191111
5200597,127082,2017-11-26T12:00:00Z,28.2236,153.4021,0,,,,,0011179999
5200597,127082,2017-11-26T13:00:00Z,28.2236,153.4021,0,,,,,0011179999
5200597,127082,2017-11-26T14:00:00Z,28.2236,153.4021,0,,,,,0011179999
5200597,127082,2017-11-26T15:00:00Z,28.2410,153.3450,,211,15,-0.462,0.237,0011191111
5200597,127082,2017-11-26T15:00:00Z,28.2236,153.4021,0,,,,,0011179999
5200597,127082,2017-11-26T16:00:00Z,28.2527,153.3212,0,,,,,0014479999
5200597,127082,2017-11-26T17:00:00Z,28.2732,153.2972,0,,,,,0014479999
5200597,127082,2017-11-26T18:00:00Z,28.2700,153.3010,,211,15,-0.24,0.273,0011191111
5200597,127082,2017-11-26T18:00:00Z,28.2732,153.2972,0,,,,,0011179999
5200597,127082,2017-11-26T19:00:00Z,28.2710,153.3009,0,,,,,0011179999
5200597,127082,2017-11-26T20:00:00Z,28.2902,153.2942,0,,,,,0011179999
5200597,127082,2017-11-26T21:00:00Z,28.2940,153.2920,,211,15,0.009,0.072,0011191111
5200597,127082,2017-11-26T21:00:00Z,28.2944,153.2910,0,,,,,0011179999
5200597,127082,2017-11-26T23:00:00Z,28.2877,153.3083,0,,,,,0011179999
5200597,127082,2017-11-27T00:00:00Z,28.2840,153.3030,,211,15,-0.05,-0.247,0011191111
5200597,127082,2017-11-27T00:00:00Z,28.2820,153.2999,0,,,,,0011179999
5200597,127082,2017-11-27T01:00:00Z,28.2819,153.2999,0,,,,,0011179999
5200597,127082,2017-11-27T02:00:00Z,28.2819,153.2999,0,,,,,0011179999
5200597,127082,2017-11-27T03:00:00Z,28.2460,153.2810,,211,15,-0.335,-0.293,0011191111
5200597,127082,2017-11-27T03:00:00Z,28.2347,153.2711,0,,,,,0014479999
5200597,127082,2017-11-27T04:00:00Z,28.2347,153.2711,0,,,,,0011179999
5200597,127082,2017-11-27T05:00:00Z,28.2300,153.2396,0,,,,,0011179999
5200597,127082,2017-11-27T06:00:00Z,28.2270,153.2290,,211,15,-0.53,-0.17,0011191111
5200597,127082,2017-11-27T06:00:00Z,28.2304,153.2386,0,,,,,0011179999
5200597,127082,2017-11-27T07:00:00Z,28.2304,153.2386,0,,,,,0011179999
5200597,127082,2017-11-27T08:00:00Z,28.2134,153.1741,0,,,,,0014479999
5200597,127082,2017-11-27T09:00:00Z,28.2130,153.1640,,211,15,-0.553,-0.036,0011191111
5200597,127082,2017-11-27T09:00:00Z,28.2158,153.1742,0,,,,,0011179999
5200597,127082,2017-11-27T10:00:00Z,28.2159,153.1748,0,,,,,0011179999
5200597,127082,2017-11-27T11:00:00Z,28.2156,153.1380,0,,,,,0011179999
5200597,127082,2017-11-27T12:00:00Z,28.2200,153.1070,,211,15,-0.494,0.041,0011191111
5200597,127082,2017-11-27T12:00:00Z,28.2200,153.1164,0,,,,,0011179999
5200597,127082,2017-11-27T13:00:00Z,28.2200,153.1164,0,,,,,0011179999
5200597,127082,2017-11-27T14:00:00Z,28.2200,153.1164,0,,,,,0011179999
5200597,127082,2017-11-27T15:00:00Z,28.2210,153.0550,,211,15,-0.408,-0.005,0011191111
5200597,127082,2017-11-27T15:00:00Z,28.2200,153.1164,0,,,,,0011179999
5200597,127082,2017-11-27T16:00:00Z,28.2200,153.1164,0,,,,,0011179999
5200597,127082,2017-11-27T17:00:00Z,28.2186,153.0163,0,,,,,0014479999
5200597,127082,2017-11-27T18:00:00Z,28.2190,153.0170,,211,15,-0.263,-0.026,0011191111
5200597,127082,2017-11-27T19:00:00Z,28.2129,153.0133,0,,,,,0011179999
5200597,127082,2017-11-27T20:00:00Z,28.2143,153.0091,0,,,,,0011179999
5200597,127082,2017-11-27T21:00:00Z,28.2160,152.9970,,211,15,-0.154,-0.036,0011191111
5200597,127082,2017-11-27T21:00:00Z,28.2161,152.9974,0,,,,,0011179999
5200597,127082,2017-11-27T22:00:00Z,28.2138,152.9869,0,,,,,0011179999
5200597,127082,2017-11-27T23:00:00Z,28.2168,152.9862,0,,,,,0011179999
5200597,127082,2017-11-28T00:00:00Z,28.2120,152.9830,,211,15,-0.24,-0.031,0011191111
5200597,127082,2017-11-28T00:00:00Z,28.2100,152.9858,0,,,,,0011179999
5200597,127082,2017-11-28T01:00:00Z,28.2189,152.9703,0,,,,,0011179999
5200597,127082,2017-11-28T03:00:00Z,28.2100,152.9440,,211,15,-0.326,-0.098,0011191111
5200597,127082,2017-11-28T06:00:00Z,28.1930,152.9110,,211,15,-0.29,-0.113,0011191111
5200597,127082,2017-11-28T06:00:00Z,28.1886,152.8997,0,,,,,0011179999
5200597,127082,2017-11-28T07:00:00Z,28.1898,152.8897,0,,,,,0011179999
5200597,127082,2017-11-28T08:00:00Z,28.1898,152.8897,0,,,,,0011179999
5200597,127082,2017-11-28T09:00:00Z,28.1880,152.8800,,211,15,-0.313,-0.031,0011191111
5200597,127082,2017-11-28T09:00:00Z,28.1879,152.8803,0,,,,,0011179999
5200597,127082,2017-11-28T10:00:00Z,28.1895,152.8747,0,,,,,0011179999
5200597,127082,2017-11-28T11:00:00Z,28.1900,152.8578,0,,,,,0011179999
5200597,127082,2017-11-28T12:00:00Z,28.1870,152.8420,,211,15,-0.308,0.031,0011191111
5200597,127082,2017-11-28T12:00:00Z,28.1864,152.8415,0,,,,,0011179999
5200597,127082,2017-11-28T13:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T14:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T15:00:00Z,28.1940,152.8120,,211,15,-0.227,0.093,0011191111
5200597,127082,2017-11-28T15:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T16:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T17:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T18:00:00Z,28.2050,152.7920,,211,15,-0.19,0.093,0011191111
5200597,127082,2017-11-28T18:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T19:00:00Z,28.1883,152.8420,0,,,,,0011179999
5200597,127082,2017-11-28T20:00:00Z,28.2078,152.7855,0,,,,,0014479999
5200597,127082,2017-11-28T21:00:00Z,28.2120,152.7700,,211,15,-0.122,0.036,0011191111
5200597,127082,2017-11-28T21:00:00Z,28.2117,152.7703,0,,,,,0011179999
5200597,127082,2017-11-28T22:00:00Z,28.2166,152.7676,0,,,,,0011179999
5200597,127082,2017-11-28T23:00:00Z,28.2159,152.7691,0,,,,,0011179999
5200597,127082,2017-11-29T00:00:00Z,28.2120,152.7650,,211,15,-0.063,0.01,0011191111
5200597,127082,2017-11-29T00:00:00Z,28.2104,152.7641,0,,,,,0011179999
5200597,127082,2017-11-29T01:00:00Z,28.2216,152.7541,0,,,,,0011179999
5200597,127082,2017-11-29T02:00:00Z,28.2216,152.7541,0,,,,,0011179999
5200597,127082,2017-11-29T03:00:00Z,28.2140,152.7560,,211,15,-0.086,0.057,0011191111
5200597,127082,2017-11-29T03:00:00Z,28.2216,152.7541,0,,,,,0011179999
5200597,127082,2017-11-29T04:00:00Z,28.2216,152.7541,0,,,,,0011179999
5200597,127082,2017-11-29T05:00:00Z,28.2216,152.7541,0,,,,,0011179999
5200597,127082,2017-11-29T06:00:00Z,28.2230,152.7460,,211,15,-0.095,0.093,0011191111
5200597,127082,2017-11-29T06:00:00Z,28.2270,152.7412,0,,,,,0011179999
5200597,127082,2017-11-29T07:00:00Z,28.2270,152.7412,0,,,,,0011179999
5200597,127082,2017-11-29T08:00:00Z,28.2270,152.7412,0,,,,,0011179999
5200597,127082,2017-11-29T09:00:00Z,28.2320,152.7350,,211,15,-0.014,0.015,0011191111
5200597,127082,2017-11-29T09:00:00Z,28.2329,152.7326,0,,,,,0011179999
5200597,127082,2017-11-29T10:00:00Z,28.2217,152.7454,0,,,,,0011179999
5200597,127082,2017-11-29T11:00:00Z,28.2286,152.7401,0,,,,,0011179999
5200597,127082,2017-11-29T12:00:00Z,28.2260,152.7430,,211,15,0.059,-0.087,0011191111
5200597,127082,2017-11-29T12:00:00Z,28.2273,152.7425,0,,,,,0011179999
5200597,127082,2017-11-29T13:00:00Z,28.2273,152.7425,0,,,,,0011179999
5200597,127082,2017-11-29T14:00:00Z,28.2273,152.7425,0,,,,,0011179999
5200597,127082,2017-11-29T15:00:00Z,28.2150,152.7480,,211,15,0.068,-0.129,0011191111
5200597,127082,2017-11-29T15:00:00Z,28.2036,152.7550,0,,,,,0011179999
5200597,127082,2017-11-29T16:00:00Z,28.2036,152.7550,0,,,,,0011179999
5200597,127082,2017-11-29T17:00:00Z,28.2036,152.7550,0,,,,,0011179999
5200597,127082,2017-11-29T18:00:00Z,28.2010,152.7580,,211,15,0.05,-0.149,0011191111
5200597,127082,2017-11-29T18:00:00Z,28.2036,152.7550,0,,,,,0011179999
5200597,127082,2017-11-29T19:00:00Z,28.1968,152.7630,0,,,,,0011179999
5200597,127082,2017-11-29T20:00:00Z,28.1865,152.7550,0,,,,,0011179999
5200597,127082,2017-11-29T21:00:00Z,28.1860,152.7590,,211,15,-0.009,-0.206,0011191111
5200597,127082,2017-11-29T21:00:00Z,28.1887,152.7579,0,,,,,0011179999
5200597,127082,2017-11-29T22:00:00Z,28.1750,152.7609,0,,,,,0011179999
5200597,127082,2017-11-29T23:00:00Z,28.1700,152.7508,0,,,,,0011179999
5200597,127082,2017-11-30T00:00:00Z,28.1610,152.7560,,211,15,-0.068,-0.334,0011191111
5200597,127082,2017-11-30T00:00:00Z,28.1614,152.7575,0,,,,,0011179999
5200597,127082,2017-11-30T01:00:00Z,28.1614,152.7575,0,,,,,0011179999
5200597,127082,2017-11-30T02:00:00Z,28.1618,152.7579,0,,,,,0011179999
5200597,127082,2017-11-30T03:00:00Z,28.1210,152.7440,,211,15,-0.095,-0.319,0011191111
5200597,127082,2017-11-30T03:00:00Z,28.1618,152.7579,0,,,,,0011179999
5200597,127082,2017-11-30T04:00:00Z,28.1618,152.7579,0,,,,,0011179999
5200597,127082,2017-11-30T05:00:00Z,28.1009,152.7357,0,,,,,0014479999
5200597,127082,2017-11-30T06:00:00Z,28.0990,152.7350,,211,15,-0.118,-0.17,0011191111
5200597,127082,2017-11-30T06:00:00Z,28.0975,152.7335,0,,,,,0011179999
5200597,127082,2017-11-30T07:00:00Z,28.0975,152.7335,0,,,,,0011179999
5200597,127082,2017-11-30T08:00:00Z,28.0879,152.7200,0,,,,,0011179999
5200597,127082,2017-11-30T09:00:00Z,28.0880,152.7180,,211,15,-0.064,-0.129,0011191111
5200597,127082,2017-11-30T09:00:00Z,28.0881,152.7147,0,,,,,0011179999
5200597,127082,2017-11-30T10:00:00Z,28.0872,152.7237,0,,,,,0011179999
5200597,127082,2017-11-30T11:00:00Z,28.0767,152.7217,0,,,,,0011179999
5200597,127082,2017-11-30T12:00:00Z,28.0740,152.7210,,211,15,-0.009,-0.134,0011191111
5200597,127082,2017-11-30T13:00:00Z,28.0773,152.7193,0,,,,,0011179999
5200597,127082,2017-11-30T14:00:00Z,28.0773,152.7193,0,,,,,0011179999
5200597,127082,2017-11-30T15:00:00Z,28.0620,152.7160,,211,15,-0.027,-0.123,0011191111
5200597,127082,2017-11-30T15:00:00Z,28.0518,152.7143,0,,,,,0011179999
5200597,127082,2017-11-30T16:00:00Z,28.0518,152.7143,0,,,,,0011179999
5200597,127082,2017-11-30T17:00:00Z,28.0515,152.7164,0,,,,,0011179999
5200597,127082,2017-11-30T18:00:00Z,28.0500,152.7150,,211,15,0.032,-0.154,0011191111
5200597,127082,2017-11-30T18:00:00Z,28.0515,152.7164,0,,,,,0011179999
5200597,127082,2017-11-30T19:00:00Z,28.0515,152.7164,0,,,,,0011179999
5200597,127082,2017-11-30T20:00:00Z,28.0386,152.7211,0,,,,,0011179999
5200597,127082,2017-11-30T21:00:00Z,28.0320,152.7230,,211,15,0.059,-0.206,0011191111
5200597,127082,2017-11-30T21:00:00Z,28.0386,152.7211,0,,,,,0011179999
5200597,127082,2017-11-30T22:00:00Z,28.0240,152.7246,0,,,,,0011179999
5200597,127082,2017-11-30T23:00:00Z,28.0200,152.7254,0,,,,,0011179999
5200597,127082,2017-12-01T00:00:00Z,28.0100,152.7280,,211,15,-0.009,-0.195,0011191111
5200597,127082,2017-12-01T00:00:00Z,28.0109,152.7288,0,,,,,0011179999
5200597,127082,2017-12-01T01:00:00Z,28.0109,152.7288,0,,,,,0011179999
5200597,127082,2017-12-01T02:00:00Z,28.0109,152.7288,0,,,,,0011179999
5200597,127082,2017-12-01T03:00:00Z,27.9940,152.7210,,211,15,-0.059,-0.139,0011191111
5200597,127082,2017-12-01T03:00:00Z,27.9868,152.7149,0,,,,,0011179999
5200597,127082,2017-12-01T04:00:00Z,27.9868,152.7149,0,,,,,0011179999
5200597,127082,2017-12-01T05:00:00Z,27.9855,152.7144,0,,,,,0011179999
5200597,127082,2017-12-01T06:00:00Z,27.9830,152.7150,,211,15,-0.014,-0.103,0011191111
5200597,127082,2017-12-01T06:00:00Z,27.9855,152.7144,0,,,,,0011179999
5200597,127082,2017-12-01T07:00:00Z,27.9807,152.7150,0,,,,,0011179999
5200597,127082,2017-12-01T08:00:00Z,27.9771,152.7182,0,,,,,0011179999
5200597,127082,2017-12-01T09:00:00Z,27.9740,152.7180,,211,15,0.018,-0.118,0011191111
5200597,127082,2017-12-01T09:00:00Z,27.9766,152.7198,0,,,,,0011179999
5200597,127082,2017-12-01T10:00:00Z,27.9732,152.7179,0,,,,,0011179999
5200597,127082,2017-12-01T11:00:00Z,27.9661,152.7182,0,,,,,0011179999
5200597,127082,2017-12-01T12:00:00Z,27.9600,152.7190,,211,15,0.014,-0.144,0011191111
5200597,127082,2017-12-01T12:00:00Z,27.9600,152.7188,0,,,,,0011179999
5200597,127082,2017-12-01T13:00:00Z,27.9600,152.7188,0,,,,,0011179999
5200597,127082,2017-12-01T14:00:00Z,27.9600,152.7188,0,,,,,0011179999
5200597,127082,2017-12-01T15:00:00Z,27.9460,152.7210,,211,15,0.032,-0.154,0011191111
5200597,127082,2017-12-01T15:00:00Z,27.9331,152.7230,0,,,,,0011179999
5200597,127082,2017-12-01T16:00:00Z,27.9600,152.7188,0,,,,,0011179999
5200597,127082,2017-12-01T17:00:00Z,27.9334,152.7243,0,,,,,0011179999
5200597,127082,2017-12-01T18:00:00Z,27.9300,152.7260,,211,15,-0.018,-0.247,0011191111
5200597,127082,2017-12-01T18:00:00Z,27.9334,152.7243,0,,,,,0011179999
5200597,127082,2017-12-01T19:00:00Z,27.9245,152.7288,0,,,,,0011179999
5200597,127082,2017-12-01T20:00:00Z,27.9078,152.7228,0,,,,,0011179999
5200597,127082,2017-12-01T21:00:00Z,27.8980,152.7170,,211,15,-0.114,-0.278,0011191111
5200597,127082,2017-12-01T21:00:00Z,27.9181,152.7278,0,,,,,0011179999
5200597,127082,2017-12-01T22:00:00Z,27.8878,152.7114,0,,,,,0011179999
5200597,127082,2017-12-01T23:00:00Z,27.8781,152.7096,0,,,,,0011179999
5200597,127082,2017-12-02T00:00:00Z,27.8760,152.7010,,211,15,-0.15,-0.175,0011191111
5200597,127082,2017-12-02T00:00:00Z,27.8758,152.6977,0,,,,,0011179999
5200597,127082,2017-12-02T01:00:00Z,27.8758,152.6977,0,,,,,0011179999
5200597,127082,2017-12-02T02:00:00Z,27.8758,152.6977,0,,,,,0011179999
5200597,127082,2017-12-02T03:00:00Z,27.8640,152.6840,,211,15,-0.127,-0.108,0011191111
5200597,127082,2017-12-02T03:00:00Z,27.8594,152.6797,0,,,,,0011179999
5200597,127082,2017-12-02T04:00:00Z,27.8758,152.6977,0,,,,,0011179999
5200597,127082,2017-12-02T05:00:00Z,27.8581,152.6784,0,,,,,0011179999
5200597,127082,2017-12-02T06:00:00Z,27.8550,152.6730,,211,15,-0.146,-0.129,0011191111
5200597,127082,2017-12-02T06:00:00Z,27.8535,152.6722,0,,,,,0011179999
5200597,127082,2017-12-02T07:00:00Z,27.8494,152.6670,0,,,,,0011179999
5200597,127082,2017-12-02T08:00:00Z,27.8494,152.6714,0,,,,,0011179999
5200597,127082,2017-12-02T09:00:00Z,27.8390,152.6520,,211,15,-0.136,-0.093,0011191111
5200597,127082,2017-12-02T09:00:00Z,27.8379,152.6502,0,,,,,0011179999
5200597,127082,2017-12-02T10:00:00Z,27.8349,152.6470,0,,,,,0011179999
5200597,127082,2017-12-02T11:00:00Z,27.8348,152.6457,0,,,,,0011179999
5200597,127082,2017-12-02T12:00:00Z,27.8370,152.6430,,211,15,-0.045,-0.072,0011191111
5200597,127082,2017-12-02T12:00:00Z,27.8380,152.6433,0,,,,,0011179999
5200597,127082,2017-12-02T13:00:00Z,27.8380,152.6433,0,,,,,0011179999
5200597,127082,2017-12-02T14:00:00Z,27.8380,152.6433,0,,,,,0011179999
5200597,127082,2017-12-02T15:00:00Z,27.8250,152.6420,,211,15,-0.027,-0.175,0011191111
5200597,127082,2017-12-02T15:00:00Z,27.8131,152.6404,0,,,,,0011179999
5200597,127082,2017-12-02T16:00:00Z,27.8380,152.6433,0,,,,,0011179999
5200597,127082,2017-12-02T17:00:00Z,27.8132,152.6404,0,,,,,0011179999
5200597,127082,2017-12-02T18:00:00Z,27.8030,152.6370,,211,15,-0.123,-0.257,0011191111
5200597,127082,2017-12-02T18:00:00Z,27.7952,152.6337,0,,,,,0011179999
5200597,127082,2017-12-02T19:00:00Z,27.7952,152.6337,0,,,,,0011179999
5200597,127082,2017-12-02T20:00:00Z,27.7952,152.6337,0,,,,,0011179999
5200597,127082,2017-12-02T21:00:00Z,27.7750,152.6150,,211,15,-0.287,-0.195,0011191111
5200597,127082,2017-12-02T21:00:00Z,27.7759,152.6154,0,,,,,0011179999
5200597,127082,2017-12-02T23:00:00Z,27.7692,152.6098,0,,,,,0011179999
5200597,127082,2017-12-03T00:00:00Z,27.7650,152.5740,,211,15,-0.287,0,0011191111
5200597,127082,2017-12-03T00:00:00Z,27.7645,152.5731,0,,,,,0011179999
5200597,127082,2017-12-03T01:00:00Z,27.7645,152.5731,0,,,,,0011179999
5200597,127082,2017-12-03T02:00:00Z,27.7645,152.5731,0,,,,,0011179999
5200597,127082,2017-12-03T03:00:00Z,27.7750,152.5520,,211,15,-0.137,0.129,0011191111
5200597,127082,2017-12-03T03:00:00Z,27.7645,152.5731,0,,,,,0011179999
5200597,127082,2017-12-03T04:00:00Z,27.7645,152.5731,0,,,,,0011179999
5200597,127082,2017-12-03T05:00:00Z,27.7813,152.5465,0,,,,,0011179999
5200597,127082,2017-12-03T06:00:00Z,27.7900,152.5440,,211,15,-0.073,0.062,0011191111
5200597,127082,2017-12-03T06:00:00Z,27.7910,152.5416,0,,,,,0011179999
5200597,127082,2017-12-03T07:00:00Z,27.7862,152.5473,0,,,,,0011179999
5200597,127082,2017-12-03T08:00:00Z,27.7887,152.5383,0,,,,,0011179999
5200597,127082,2017-12-03T09:00:00Z,27.7870,152.5360,,211,15,0.014,-0.129,0011191111
5200597,127082,2017-12-03T09:00:00Z,27.7875,152.5362,0,,,,,0011179999
5200597,127082,2017-12-03T10:00:00Z,27.7875,152.5350,0,,,,,0011179999
5200597,127082,2017-12-03T11:00:00Z,27.7800,152.5493,0,,,,,0011179999
5200597,127082,2017-12-03T12:00:00Z,27.7650,152.5470,,211,15,0.05,-0.201,0011191111
5200597,127082,2017-12-03T12:00:00Z,27.7640,152.5459,0,,,,,0011179999
5200597,127082,2017-12-03T13:00:00Z,27.7640,152.5459,0,,,,,0011179999
5200597,127082,2017-12-03T14:00:00Z,27.7640,152.5459,0,,,,,0011179999
5200597,127082,2017-12-03T15:00:00Z,27.7480,152.5470,,211,15,-0.132,-0.139,0011191111
5200597,127082,2017-12-03T15:00:00Z,27.7424,152.5390,0,,,,,0011179999
5200597,127082,2017-12-03T16:00:00Z,27.7412,152.5291,0,,,,,0011179999
5200597,127082,2017-12-03T17:00:00Z,27.7412,152.5291,0,,,,,0011179999
5200597,127082,2017-12-03T18:00:00Z,27.7380,152.5180,,211,15,-0.214,-0.077,0011191111
5200597,127082,2017-12-03T18:00:00Z,27.7356,152.5101,0,,,,,0011179999
5200597,127082,2017-12-03T19:00:00Z,27.7356,152.5101,0,,,,,0011179999
5200597,127082,2017-12-03T20:00:00Z,27.7333,152.4990,0,,,,,0011179999
5200597,127082,2017-12-03T21:00:00Z,27.7330,152.5000,,211,15,-0.228,0.021,0011191111
5200597,127082,2017-12-03T21:00:00Z,27.7342,152.4961,0,,,,,0011179999
5200597,127082,2017-12-03T22:00:00Z,27.7337,152.4972,0,,,,,0011179999
5200597,127082,2017-12-03T23:00:00Z,27.7333,152.4786,0,,,,,0011179999
5200597,127082,2017-12-04T00:00:00Z,27.7420,152.4680,,211,15,-0.196,0.134,0011191111
5200597,127082,2017-12-04T00:00:00Z,27.7458,152.4644,0,,,,,0011179999
5200597,127082,2017-12-04T01:00:00Z,27.7458,152.4644,0,,,,,0011179999
5200597,127082,2017-12-04T02:00:00Z,27.7458,152.4644,0,,,,,0011179999
5200597,127082,2017-12-04T03:00:00Z,27.7590,152.4570,,211,15,0,0.165,0011191111
5200597,127082,2017-12-04T03:00:00Z,27.7458,152.4644,0,,,,,0011179999
5200597,127082,2017-12-04T04:00:00Z,27.7644,152.4576,0,,,,,0011179999
5200597,127082,2017-12-04T05:00:00Z,27.7644,152.4576,0,,,,,0011179999
5200597,127082,2017-12-04T06:00:00Z,27.7740,152.4680,,211,15,0.182,0.134,0011191111
5200597,127082,2017-12-04T06:00:00Z,27.7728,152.4674,0,,,,,0011179999
5200597,127082,2017-12-04T07:00:00Z,27.7821,152.4810,0,,,,,0011179999
5200597,127082,2017-12-04T08:00:00Z,27.7821,152.4810,0,,,,,0011179999
5200597,127082,2017-12-04T09:00:00Z,27.7850,152.4970,,211,15,0.137,-0.01,0011191111
5200597,127082,2017-12-04T09:00:00Z,27.7861,152.4990,0,,,,,0011179999
5200597,127082,2017-12-04T10:00:00Z,27.7765,152.4962,0,,,,,0011179999
5200597,127082,2017-12-04T11:00:00Z,27.7796,152.4970,0,,,,,0011179999
5200597,127082,2017-12-04T12:00:00Z,27.7720,152.4980,,211,15,0.018,-0.103,0011191111
5200597,127082,2017-12-04T12:00:00Z,27.7732,152.4974,0,,,,,0011179999
5200597,127082,2017-12-04T13:00:00Z,27.7732,152.4974,0,,,,,0011179999
5200597,127082,2017-12-04T14:00:00Z,27.7732,152.4974,0,,,,,0011179999
5200597,127082,2017-12-04T15:00:00Z,27.7650,152.5010,,211,15,-0.036,-0.072,0011191111
5200597,127082,2017-12-04T15:00:00Z,27.7732,152.4974,0,,,,,0011179999
5200597,127082,2017-12-04T16:00:00Z,27.7732,152.4974,0,,,,,0011179999
5200597,127082,2017-12-04T17:00:00Z,27.7618,152.4987,0,,,,,0011179999
5200597,127082,2017-12-04T18:00:00Z,27.7580,152.4900,,211,15,-0.109,-0.005,0011191111
5200597,127082,2017-12-04T18:00:00Z,27.7578,152.4878,0,,,,,0011179999
5200597,127082,2017-12-04T19:00:00Z,27.7606,152.4920,0,,,,,0011179999
5200597,127082,2017-12-04T20:00:00Z,27.7616,152.4804,0,,,,,0011179999
