PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100730,59899,2017-11-09T09:30:00Z,23.8410,156.1995,28.08,0,,,,,,,0011117999999
5100730,59899,2017-11-23T11:00:00Z,21.8602,154.4552,27.46,0,,,,,,,0011117999999
5100730,59899,2017-12-15T10:00:00Z,22.6568,153.4598,27.16,0,,,,,,,0011117999999
5100730,59899,2017-12-15T15:00:00Z,22.6471,153.4347,27.16,0,,,,,,,0011117999999
5100730,59899,2017-12-15T18:45:00Z,22.6339,153.4506,27.16,0,,,,,,,0011117999999
5100730,59899,2017-12-18T07:00:00Z,22.4798,153.4871,27.7,0,,,,,,,0011117999999
5100730,59899,2017-12-18T07:30:00Z,22.4798,153.4871,27.64,0,,,,,,,0011117999999
5100730,59899,2017-12-19T12:00:00Z,22.4985,153.5225,27.16,0,,,,,,,0011117999999
5100730,59899,2017-12-22T11:45:00Z,22.8004,153.4863,27.12,0,,,,,,,0011117999999
5100730,59899,2017-12-22T12:00:00Z,22.8004,153.4863,27.12,0,,,,,,,0011117999999
5100730,59899,2017-12-22T20:00:00Z,22.8124,153.4367,27.09,0,,,,,,,0011117999999
5100730,59899,2017-12-22T22:00:00Z,22.8339,153.4261,27.09,0,,,,,,,0011117999999
5100730,59899,2017-12-22T22:30:00Z,22.8349,153.4209,27.09,0,,,,,,,0011117999999
5100730,59899,2017-12-23T03:30:00Z,22.8633,153.3975,27.19,0,,,,,,,0011117999999
5100730,59899,2017-12-23T05:00:00Z,22.8674,153.3887,27.19,0,,,,,,,0011117999999
5100730,59899,2017-12-23T05:30:00Z,22.8674,153.3887,27.19,0,,,,,,,0011117999999
5100730,59899,2017-12-23T06:00:00Z,22.8674,153.3887,27.19,0,,,,,,,0011117999999
5100730,59899,2017-12-26T17:15:00Z,22.9289,152.8394,27.23,0,,,,,,,0011117999999
5100730,59899,2017-12-26T18:15:00Z,22.9206,152.8265,27.23,0,,,,,,,0011117999999
5100730,59899,2018-01-06T04:00:00Z,22.4118,152.8718,26.64,0,,,,,,,0011117999999
5100730,59899,2018-01-06T04:30:00Z,22.4118,152.8718,26.64,0,,,,,,,0011117999999
5100730,59899,2018-01-08T00:15:00Z,22.4980,152.9734,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T04:00:00Z,22.4948,152.9624,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T05:15:00Z,22.5186,152.9020,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T05:45:00Z,22.5186,152.9020,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T06:15:00Z,22.5159,152.8929,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T06:30:00Z,22.5159,152.8929,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T08:00:00Z,22.5332,152.8920,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T11:15:00Z,22.5423,152.8568,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T12:00:00Z,22.5520,152.8472,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-08T16:15:00Z,22.5525,152.8463,26.3,0,,,,,,,0011117999999
5100730,59899,2018-01-08T20:45:00Z,22.6063,152.7401,26.3,0,,,,,,,0011117999999
5100730,59899,2018-01-09T07:45:00Z,22.7386,152.6458,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T08:00:00Z,22.7375,152.6410,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T09:15:00Z,22.7437,152.6382,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T09:45:00Z,22.7631,152.6266,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T10:30:00Z,22.7581,152.6262,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T10:45:00Z,22.7581,152.6262,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T11:15:00Z,22.7587,152.6269,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T12:15:00Z,22.7649,152.6186,26.47,0,,,,,,,0011117999999
5100730,59899,2018-01-09T16:15:00Z,22.7975,152.5807,26.44,0,,,,,,,0011117999999
5100730,59899,2018-01-09T16:30:00Z,22.7975,152.5807,26.44,0,,,,,,,0011117999999
5100730,59899,2018-01-09T18:00:00Z,22.8206,152.5694,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-09T18:15:00Z,22.8206,152.5694,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-09T19:00:00Z,22.8280,152.5675,26.37,0,,,,,,,0011117999999
5100730,59899,2018-01-09T19:45:00Z,22.8459,152.5477,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-09T20:15:00Z,22.8459,152.5477,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-09T20:30:00Z,22.8459,152.5477,26.4,0,,,,,,,0011117999999
5100730,59899,2018-01-09T20:45:00Z,22.8444,152.5439,26.4,0,,,,,,,0011117999999
