PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5201632,2017-11-23T12:11:00Z,7.9926,126.9008,29.35,0,,,,,,,011117999999
5201632,2017-11-23T13:00:00Z,7.9700,126.9006,29.41,0,,,,,,,011117999999
5201632,2017-11-23T14:00:00Z,7.9368,126.9034,29.41,0,,,,,,,011117999999
5201632,2017-11-23T15:00:00Z,7.9040,126.9050,,,29.38,0.5,311,15,0.036,-0.777,011199171111
5201632,2017-11-23T15:00:00Z,7.9066,126.9046,29.37,0,,,,,,,011117999999
5201632,2017-11-23T16:00:00Z,7.8782,126.9038,29.37,0,,,,,,,011117999999
5201632,2017-11-23T17:00:00Z,7.8520,126.9032,29.37,0,,,,,,,011117999999
5201632,2017-11-23T18:00:00Z,7.8260,126.9040,,,29.38,0.5,311,15,0.036,-0.777,011199171111
5201632,2017-11-23T18:00:00Z,7.8260,126.9040,29.37,0,,,,,,,011117999999
5201632,2017-11-23T19:00:00Z,7.8018,126.9052,29.35,0,,,,,,,011117999999
5201632,2017-11-23T20:00:00Z,7.7770,126.9086,29.35,0,,,,,,,011117999999
5201632,2017-11-23T21:00:00Z,7.7530,126.9120,,,29.36,0.5,311,15,0.097,-0.813,011199171111
5201632,2017-11-23T21:00:00Z,7.7510,126.9116,29.35,0,,,,,,,011117999999
5201632,2017-11-23T22:00:00Z,7.7246,126.9152,29.35,0,,,,,,,011117999999
5201632,2017-11-23T23:00:00Z,7.6964,126.9174,29.35,0,,,,,,,011117999999
5201632,2017-11-24T00:00:00Z,7.6680,126.9230,,,29.24,0.5,311,15,0.913,-0.165,011199171111
5201632,2017-11-24T00:00:00Z,7.6680,126.9178,29.35,0,,,,,,,011117999999
5201632,2017-11-24T01:00:00Z,7.6564,126.9694,27.56,0,,,,,,,011127999999
5201632,2017-11-24T02:00:00Z,7.6640,127.0386,27.8,0,,,,,,,011127999999
5201632,2017-11-24T03:00:00Z,7.7210,127.0910,,,28.7,0.5,311,15,1.763,0.911,011199171111
5201632,2017-11-24T03:00:00Z,7.6978,127.1242,27.91,0,,,,,,,011117999999
5201632,2017-11-24T04:00:00Z,7.7368,127.1906,28.18,0,,,,,,,011117999999
5201632,2017-11-24T05:00:00Z,7.7700,127.2574,30.41,0,,,,,,,011117999999
