PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5102527,2017-12-06T23:00:00Z,12.4980,164.9894,0,,,,,,,,,,01117999999999
5102527,2017-12-07T00:00:00Z,12.5020,164.9790,,,,,,,311,15,-0.321,0.041,01119999991111
5102527,2017-12-07T00:00:00Z,12.5016,164.9786,0,,,,,,,,,,01117999999999
5102527,2017-12-07T01:00:00Z,12.5004,164.9712,0,,,,,,,,,,01117999999999
5102527,2017-12-07T02:00:00Z,12.5022,164.9612,0,,,,,,,,,,01117999999999
5102527,2017-12-07T03:00:00Z,12.5040,164.9500,,,,,,,311,15,-0.306,0.062,01119999991111
5102527,2017-12-07T03:00:00Z,12.5040,164.9508,0,,,,,,,,,,01117999999999
5102527,2017-12-07T04:00:00Z,12.5070,164.9414,0,,,,,,,,,,01117999999999
5102527,2017-12-07T05:00:00Z,12.5108,164.9302,0,,,,,,,,,,01117999999999
5102527,2017-12-07T06:00:00Z,12.5140,164.9180,,,,,,,311,15,-0.326,0.103,01119999991111
5102527,2017-12-07T06:00:00Z,12.5144,164.9184,0,,,,,,,,,,01117999999999
5102527,2017-12-07T07:00:00Z,12.5180,164.9068,0,,,,,,,,,,01117999999999
5102527,2017-12-07T08:00:00Z,12.5248,164.8968,0,,,,,,,,,,01117999999999
5102527,2017-12-07T09:00:00Z,12.5240,164.8850,,,,,,,311,15,-0.362,0.123,01119999991111
5102527,2017-12-07T09:00:00Z,12.5244,164.8838,0,,,,,,,,,,01117999999999
5102527,2017-12-07T10:00:00Z,12.5286,164.8732,0,,,,,,,,,,01117999999999
5102527,2017-12-07T11:00:00Z,12.5322,164.8594,0,,,,,,,,,,01117999999999
5102527,2017-12-07T12:00:00Z,12.5380,164.8460,,,,,,,311,15,-0.341,0.139,01119999991111
5102527,2017-12-07T12:00:00Z,12.5382,164.8458,0,,,,,,,,,,01117999999999
5102527,2017-12-07T13:00:00Z,12.5444,164.8358,0,,,,,,,,,,01117999999999
5102527,2017-12-07T14:00:00Z,12.5474,164.8278,0,,,,,,,,,,01117999999999
5102527,2017-12-07T15:00:00Z,12.5510,164.8170,,,,,,,311,15,-0.241,0.129,01119999991111
5102527,2017-12-07T15:00:00Z,12.5510,164.8184,0,,,,,,,,,,01117999999999
5102527,2017-12-07T16:00:00Z,12.5542,164.8104,0,,,,,,,,,,01117999999999
5102527,2017-12-07T18:00:00Z,12.5630,164.7980,,,,,,,311,15,-0.216,0.067,01119999991111
5102527,2017-12-07T18:00:00Z,12.5634,164.7982,0,,,,,,,,,,01117999999999
5102527,2017-12-07T19:00:00Z,12.5654,164.7918,0,,,,,,,,,,01117999999999
5102527,2017-12-07T20:00:00Z,12.5644,164.7838,0,,,,,,,,,,01117999999999
5102527,2017-12-07T21:00:00Z,12.5640,164.7740,,,,,,,311,15,-0.316,-0.015,01119999991111
5102527,2017-12-07T21:00:00Z,12.5636,164.7732,0,,,,,,,,,,01117999999999
5102527,2017-12-07T22:00:00Z,12.5622,164.7600,0,,,,,,,,,,01117999999999
5102527,2017-12-07T23:00:00Z,12.5600,164.7484,0,,,,,,,,,,01117999999999
5102527,2017-12-08T00:00:00Z,12.5600,164.7350,,,,,,,311,15,-0.377,0.057,01119999991111
5102527,2017-12-08T00:00:00Z,12.5600,164.7350,0,,,,,,,,,,01117999999999
5102527,2017-12-08T01:00:00Z,12.5638,164.7228,0,,,,,,,,,,01117999999999
5102527,2017-12-08T02:00:00Z,12.5684,164.7108,0,,,,,,,,,,01117999999999
5102527,2017-12-08T03:00:00Z,12.5750,164.6990,,,,,,,311,15,-0.291,0.165,01119999991111
5102527,2017-12-08T03:00:00Z,12.5742,164.6990,0,,,,,,,,,,01117999999999
5102527,2017-12-08T04:00:00Z,12.5800,164.6910,0,,,,,,,,,,01117999999999
5102527,2017-12-08T05:00:00Z,12.5868,164.6848,0,,,,,,,,,,01117999999999
5102527,2017-12-08T06:00:00Z,12.5920,164.6770,,,,,,,311,15,-0.256,0.149,01119999991111
5102527,2017-12-08T06:00:00Z,12.5916,164.6774,0,,,,,,,,,,01117999999999
5102527,2017-12-08T07:00:00Z,12.5966,164.6696,0,,,,,,,,,,01117999999999
5102527,2017-12-08T08:00:00Z,12.6002,164.6598,0,,,,,,,,,,01117999999999
5102527,2017-12-08T09:00:00Z,12.6040,164.6480,,,,,,,311,15,-0.311,0.072,01119999991111
5102527,2017-12-08T09:00:00Z,12.6038,164.6474,0,,,,,,,,,,01117999999999
5102527,2017-12-08T10:00:00Z,12.6056,164.6360,0,,,,,,,,,,01117999999999
5102527,2017-12-08T11:00:00Z,12.6064,164.6254,0,,,,,,,,,,01117999999999
5102527,2017-12-08T12:00:00Z,12.6060,164.6150,,,,,,,311,15,-0.281,0.057,01119999991111
5102527,2017-12-08T12:00:00Z,12.6064,164.6148,0,,,,,,,,,,01117999999999
5102527,2017-12-08T13:00:00Z,12.6106,164.6068,0,,,,,,,,,,01117999999999
5102527,2017-12-08T14:00:00Z,12.6126,164.5996,0,,,,,,,,,,01117999999999
5102527,2017-12-08T15:00:00Z,12.6150,164.5920,,,,,,,311,15,-0.206,0.041,01119999991111
5102527,2017-12-08T16:00:00Z,12.6158,164.5838,0,,,,,,,,,,01117999999999
5102527,2017-12-08T17:00:00Z,12.6160,164.5790,0,,,,,,,,,,01117999999999
5102527,2017-12-08T18:00:00Z,12.6140,164.5740,,,,,,,311,15,-0.216,-0.087,01119999991111
5102527,2017-12-08T18:00:00Z,12.6136,164.5740,0,,,,,,,,,,01117999999999
5102527,2017-12-08T19:00:00Z,12.6096,164.5668,0,,,,,,,,,,01117999999999
5102527,2017-12-08T20:00:00Z,12.6054,164.5574,0,,,,,,,,,,01117999999999
5102527,2017-12-08T21:00:00Z,12.5980,164.5490,,,,,,,311,15,-0.362,-0.17,01119999991111
5102527,2017-12-08T21:00:00Z,12.5972,164.5476,0,,,,,,,,,,01117999999999
5102527,2017-12-08T22:00:00Z,12.5900,164.5350,0,,,,,,,,,,01117999999999
5102527,2017-12-08T23:00:00Z,12.5830,164.5188,0,,,,,,,,,,01117999999999
5102527,2017-12-09T00:00:00Z,12.5810,164.5020,,,,,,,311,15,-0.507,-0.077,01119999991111
5102527,2017-12-09T00:00:00Z,12.5810,164.5016,0,,,,,,,,,,01117999999999
5102527,2017-12-09T01:00:00Z,12.5808,164.4836,0,,,,,,,,,,01117999999999
5102527,2017-12-09T02:00:00Z,12.5814,164.4658,0,,,,,,,,,,01117999999999
5102527,2017-12-09T03:00:00Z,12.5830,164.4480,,,,,,,311,15,-0.482,0.051,01119999991111
5102527,2017-12-09T03:00:00Z,12.5826,164.4488,0,,,,,,,,,,01117999999999
5102527,2017-12-09T04:00:00Z,12.5860,164.4360,0,,,,,,,,,,01117999999999
5102527,2017-12-09T05:00:00Z,12.5886,164.4224,0,,,,,,,,,,01117999999999
5102527,2017-12-09T06:00:00Z,12.5910,164.4060,,,,,,,311,15,-0.392,0.067,01119999991111
5102527,2017-12-09T06:00:00Z,12.5906,164.4056,0,,,,,,,,,,01117999999999
5102527,2017-12-09T08:00:00Z,12.5950,164.3796,0,,,,,,,,,,01117999999999
5102527,2017-12-09T09:00:00Z,12.5960,164.3700,,,,,,,311,15,-0.356,0.123,01119999991111
5102527,2017-12-09T09:00:00Z,12.5964,164.3692,0,,,,,,,,,,01117999999999
5102527,2017-12-09T10:00:00Z,12.5980,164.3566,0,,,,,,,,,,01117999999999
5102527,2017-12-09T12:00:00Z,12.6150,164.3350,,,,,,,311,15,-0.356,0.18,01119999991111
5102527,2017-12-09T12:00:00Z,12.6152,164.3352,0,,,,,,,,,,01117999999999
5102527,2017-12-09T13:00:00Z,12.6228,164.3238,0,,,,,,,,,,01117999999999
5102527,2017-12-09T14:00:00Z,12.6280,164.3104,0,,,,,,,,,,01117999999999
5102527,2017-12-09T15:00:00Z,12.6310,164.2990,,,,,,,311,15,-0.371,0.098,01119999991111
5102527,2017-12-09T15:00:00Z,12.6308,164.2998,0,,,,,,,,,,01117999999999
5102527,2017-12-09T16:00:00Z,12.6308,164.2888,0,,,,,,,,,,01117999999999
5102527,2017-12-09T17:00:00Z,12.6310,164.2742,0,,,,,,,,,,01117999999999
5102527,2017-12-09T18:00:00Z,12.6340,164.2610,,,,,,,311,15,-0.371,0.021,01119999991111
5102527,2017-12-09T18:00:00Z,12.6336,164.2610,0,,,,,,,,,,01117999999999
5102527,2017-12-09T19:00:00Z,12.6370,164.2484,0,,,,,,,,,,01117999999999
5102527,2017-12-09T20:00:00Z,12.6368,164.2350,0,,,,,,,,,,01117999999999
5102527,2017-12-09T21:00:00Z,12.6350,164.2250,,,,,,,311,15,-0.326,0.026,01119999991111
5102527,2017-12-09T21:00:00Z,12.6350,164.2244,0,,,,,,,,,,01117999999999
5102527,2017-12-09T22:00:00Z,12.6356,164.2178,0,,,,,,,,,,01117999999999
5102527,2017-12-09T23:00:00Z,12.6376,164.2080,0,,,,,,,,,,01117999999999
5102527,2017-12-10T00:00:00Z,12.6390,164.1960,,,,,,,311,15,-0.397,0.041,01119999991111
5102527,2017-12-10T00:00:00Z,12.6392,164.1956,0,,,,,,,,,,01117999999999
5102527,2017-12-10T01:00:00Z,12.6388,164.1792,0,,,,,,,,,,01117999999999
5102527,2017-12-10T02:00:00Z,12.6400,164.1636,0,,,,,,,,,,01117999999999
5102527,2017-12-10T03:00:00Z,12.6430,164.1460,,,,,,,311,15,-0.472,0.118,01119999991111
5102527,2017-12-10T03:00:00Z,12.6430,164.1478,0,,,,,,,,,,01117999999999
5102527,2017-12-10T04:00:00Z,12.6476,164.1300,0,,,,,,,,,,01117999999999
5102527,2017-12-10T05:00:00Z,12.6536,164.1142,0,,,,,,,,,,01117999999999
5102527,2017-12-10T06:00:00Z,12.6620,164.1020,,,,,,,311,15,-0.366,0.195,01119999991111
5102527,2017-12-10T06:00:00Z,12.6618,164.1022,0,,,,,,,,,,01117999999999
5102527,2017-12-10T07:00:00Z,12.6678,164.0906,0,,,,,,,,,,01117999999999
5102527,2017-12-10T08:00:00Z,12.6760,164.0800,0,,,,,,,,,,01117999999999
5102527,2017-12-10T09:00:00Z,12.6810,164.0730,,,,,,,311,15,-0.266,0.17,01119999991111
5102527,2017-12-10T09:00:00Z,12.6816,164.0724,0,,,,,,,,,,01117999999999
5102527,2017-12-10T10:00:00Z,12.6858,164.0642,0,,,,,,,,,,01117999999999
5102527,2017-12-10T11:00:00Z,12.6904,164.0572,0,,,,,,,,,,01117999999999
5102527,2017-12-10T12:00:00Z,12.6950,164.0490,,,,,,,311,15,-0.246,0.118,01119999991111
5102527,2017-12-10T12:00:00Z,12.6954,164.0492,0,,,,,,,,,,01117999999999
5102527,2017-12-10T13:00:00Z,12.6982,164.0396,0,,,,,,,,,,01117999999999
5102527,2017-12-10T14:00:00Z,12.7014,164.0326,0,,,,,,,,,,01117999999999
5102527,2017-12-10T15:00:00Z,12.7040,164.0240,,,,,,,311,15,-0.226,0.026,01119999991111
5102527,2017-12-10T15:00:00Z,12.7038,164.0244,0,,,,,,,,,,01117999999999
5102527,2017-12-10T16:00:00Z,12.7044,164.0174,0,,,,,,,,,,01117999999999
5102527,2017-12-10T18:00:00Z,12.7000,164.0040,,,,,,,311,15,-0.241,-0.021,01119999991111
5102527,2017-12-10T18:00:00Z,12.7000,164.0038,0,,,,,,,,,,01117999999999
5102527,2017-12-10T19:00:00Z,12.6992,163.9950,0,,,,,,,,,,01117999999999
5102527,2017-12-10T20:00:00Z,12.6984,163.9860,0,,,,,,,,,,01117999999999
5102527,2017-12-10T21:00:00Z,12.7000,163.9760,,,,,,,311,15,-0.371,0.021,01119999991111
5102527,2017-12-10T21:00:00Z,12.6998,163.9748,0,,,,,,,,,,01117999999999
5102527,2017-12-10T22:00:00Z,12.7018,163.9604,0,,,,,,,,,,01117999999999
5102527,2017-12-10T23:00:00Z,12.7038,163.9454,0,,,,,,,,,,01117999999999
5102527,2017-12-11T00:00:00Z,12.7040,163.9300,,,,,,,311,15,-0.447,0.057,01119999991111
5102527,2017-12-11T01:00:00Z,12.7052,163.9150,0,,,,,,,,,,01117999999999
5102527,2017-12-11T02:00:00Z,12.7060,163.9012,0,,,,,,,,,,01117999999999
5102527,2017-12-11T03:00:00Z,12.7110,163.8870,,,,,,,311,15,-0.341,0.077,01119999991111
5102527,2017-12-11T03:00:00Z,12.7106,163.8876,0,,,,,,,,,,01117999999999
5102527,2017-12-11T04:00:00Z,12.7144,163.8772,0,,,,,,,,,,01117999999999
5102527,2017-12-11T05:00:00Z,12.7174,163.8704,0,,,,,,,,,,01117999999999
5102527,2017-12-11T06:00:00Z,12.7190,163.8620,,,,,,,311,15,-0.336,0.072,01119999991111
5102527,2017-12-11T06:00:00Z,12.7186,163.8624,0,,,,,,,,,,01117999999999
5102527,2017-12-11T07:00:00Z,12.7214,163.8532,0,,,,,,,,,,01117999999999
5102527,2017-12-11T08:00:00Z,12.7226,163.8376,0,,,,,,,,,,01117999999999
5102527,2017-12-11T09:00:00Z,12.7250,163.8200,,,,,,,311,15,-0.437,0.118,01119999991111
5102527,2017-12-11T09:00:00Z,12.7252,163.8182,0,,,,,,,,,,01117999999999
5102527,2017-12-11T10:00:00Z,12.7300,163.7996,0,,,,,,,,,,01117999999999
5102527,2017-12-11T11:00:00Z,12.7352,163.7858,0,,,,,,,,,,01117999999999
5102527,2017-12-11T12:00:00Z,12.7420,163.7750,,,,,,,311,15,-0.376,0.154,01119999991111
5102527,2017-12-11T12:00:00Z,12.7416,163.7752,0,,,,,,,,,,01117999999999
5102527,2017-12-11T13:00:00Z,12.7480,163.7644,0,,,,,,,,,,01117999999999
5102527,2017-12-11T14:00:00Z,12.7522,163.7528,0,,,,,,,,,,01117999999999
5102527,2017-12-11T15:00:00Z,12.7550,163.7450,,,,,,,311,15,-0.261,0.072,01119999991111
5102527,2017-12-11T15:00:00Z,12.7548,163.7452,0,,,,,,,,,,01117999999999
5102527,2017-12-11T16:00:00Z,12.7548,163.7404,0,,,,,,,,,,01117999999999
5102527,2017-12-11T17:00:00Z,12.7554,163.7342,0,,,,,,,,,,01117999999999
5102527,2017-12-11T18:00:00Z,12.7560,163.7230,,,,,,,311,15,-0.381,0.015,01119999991111
5102527,2017-12-11T18:00:00Z,12.7562,163.7234,0,,,,,,,,,,01117999999999
5102527,2017-12-11T19:00:00Z,12.7564,163.7064,0,,,,,,,,,,01117999999999
5102527,2017-12-11T20:00:00Z,12.7574,163.6866,0,,,,,,,,,,01117999999999
5102527,2017-12-11T21:00:00Z,12.7580,163.6690,,,,,,,311,15,-0.487,0.072,01119999991111
5102527,2017-12-11T21:00:00Z,12.7576,163.6672,0,,,,,,,,,,01117999999999
5102527,2017-12-11T22:00:00Z,12.7594,163.6522,0,,,,,,,,,,01117999999999
5102527,2017-12-11T23:00:00Z,12.7638,163.6392,0,,,,,,,,,,01117999999999
5102527,2017-12-12T00:00:00Z,12.7700,163.6260,,,,,,,311,15,-0.341,0.216,01119999991111
5102527,2017-12-12T00:00:00Z,12.7704,163.6264,0,,,,,,,,,,01117999999999
5102527,2017-12-12T01:00:00Z,12.7792,163.6154,0,,,,,,,,,,01117999999999
5102527,2017-12-12T02:00:00Z,12.7896,163.6070,0,,,,,,,,,,01117999999999
5102527,2017-12-12T03:00:00Z,12.8000,163.6010,,,,,,,311,15,-0.276,0.221,01119999991111
5102527,2017-12-12T03:00:00Z,12.7986,163.6012,0,,,,,,,,,,01117999999999
5102527,2017-12-12T04:00:00Z,12.8054,163.5946,0,,,,,,,,,,01117999999999
5102527,2017-12-12T05:00:00Z,12.8108,163.5850,0,,,,,,,,,,01117999999999
5102527,2017-12-12T06:00:00Z,12.8130,163.5710,,,,,,,311,15,-0.326,0.098,01119999991111
5102527,2017-12-12T06:00:00Z,12.8130,163.5714,0,,,,,,,,,,01117999999999
5102527,2017-12-12T07:00:00Z,12.8154,163.5574,0,,,,,,,,,,01117999999999
5102527,2017-12-12T08:00:00Z,12.8176,163.5454,0,,,,,,,,,,01117999999999
5102527,2017-12-12T09:00:00Z,12.8190,163.5360,,,,,,,311,15,-0.356,0.072,01119999991111
5102527,2017-12-12T09:00:00Z,12.8188,163.5348,0,,,,,,,,,,01117999999999
5102527,2017-12-12T10:00:00Z,12.8190,163.5236,0,,,,,,,,,,01117999999999
5102527,2017-12-12T12:00:00Z,12.8270,163.5000,,,,,,,311,15,-0.301,0.185,01119999991111
5102527,2017-12-12T12:00:00Z,12.8272,163.4998,0,,,,,,,,,,01117999999999
5102527,2017-12-12T13:00:00Z,12.8366,163.4910,0,,,,,,,,,,01117999999999
5102527,2017-12-12T14:00:00Z,12.8462,163.4846,0,,,,,,,,,,01117999999999
5102527,2017-12-12T15:00:00Z,12.8550,163.4760,,,,,,,311,15,-0.341,0.237,01119999991111
5102527,2017-12-12T15:00:00Z,12.8542,163.4774,0,,,,,,,,,,01117999999999
5102527,2017-12-12T16:00:00Z,12.8614,163.4626,0,,,,,,,,,,01117999999999
5102527,2017-12-12T17:00:00Z,12.8686,163.4474,0,,,,,,,,,,01117999999999
5102527,2017-12-12T18:00:00Z,12.8730,163.4320,,,,,,,311,15,-0.436,0.067,01119999991111
5102527,2017-12-12T18:00:00Z,12.8730,163.4322,0,,,,,,,,,,01117999999999
5102527,2017-12-12T19:00:00Z,12.8740,163.4172,0,,,,,,,,,,01117999999999
5102527,2017-12-12T20:00:00Z,12.8716,163.4022,0,,,,,,,,,,01117999999999
5102527,2017-12-12T21:00:00Z,12.8680,163.3890,,,,,,,311,15,-0.401,-0.046,01119999991111
5102527,2017-12-12T21:00:00Z,12.8684,163.3882,0,,,,,,,,,,01117999999999
5102527,2017-12-12T22:00:00Z,12.8660,163.3744,0,,,,,,,,,,01117999999999
5102527,2017-12-12T23:00:00Z,12.8644,163.3622,0,,,,,,,,,,01117999999999
5102527,2017-12-13T00:00:00Z,12.8640,163.3520,,,,,,,311,15,-0.356,-0.005,01119999991111
5102527,2017-12-13T00:00:00Z,12.8642,163.3516,0,,,,,,,,,,01117999999999
5102527,2017-12-13T01:00:00Z,12.8662,163.3432,0,,,,,,,,,,01117999999999
5102527,2017-12-13T02:00:00Z,12.8668,163.3322,0,,,,,,,,,,01117999999999
5102527,2017-12-13T03:00:00Z,12.8670,163.3180,,,,,,,311,15,-0.386,0.005,01119999991111
5102527,2017-12-13T03:00:00Z,12.8666,163.3192,0,,,,,,,,,,01117999999999
5102527,2017-12-13T04:00:00Z,12.8648,163.3050,0,,,,,,,,,,01117999999999
5102527,2017-12-13T05:00:00Z,12.8638,163.2898,0,,,,,,,,,,01117999999999
5102527,2017-12-13T06:00:00Z,12.8650,163.2750,,,,,,,311,15,-0.421,0.026,01119999991111
5102527,2017-12-13T06:00:00Z,12.8650,163.2750,0,,,,,,,,,,01117999999999
5102527,2017-12-13T07:00:00Z,12.8666,163.2596,0,,,,,,,,,,01117999999999
5102527,2017-12-13T08:00:00Z,12.8668,163.2446,0,,,,,,,,,,01117999999999
5102527,2017-12-13T09:00:00Z,12.8720,163.2340,,,,,,,311,15,-0.376,0.108,01119999991111
5102527,2017-12-13T09:00:00Z,12.8726,163.2332,0,,,,,,,,,,01117999999999
5102527,2017-12-13T10:00:00Z,12.8780,163.2226,0,,,,,,,,,,01117999999999
5102527,2017-12-13T11:00:00Z,12.8810,163.2140,0,,,,,,,,,,01117999999999
5102527,2017-12-13T12:00:00Z,12.8860,163.2000,,,,,,,311,15,-0.391,0.185,01119999991111
5102527,2017-12-13T12:00:00Z,12.8864,163.2004,0,,,,,,,,,,01117999999999
5102527,2017-12-13T13:00:00Z,12.8930,163.1874,0,,,,,,,,,,01117999999999
5102527,2017-12-13T14:00:00Z,12.8990,163.1736,0,,,,,,,,,,01117999999999
5102527,2017-12-13T15:00:00Z,12.9080,163.1560,,,,,,,311,15,-0.411,0.195,01119999991111
5102527,2017-12-13T15:00:00Z,12.9070,163.1574,0,,,,,,,,,,01117999999999
5102527,2017-12-13T16:00:00Z,12.9142,163.1424,0,,,,,,,,,,01117999999999
5102527,2017-12-13T18:00:00Z,12.9240,163.1180,,,,,,,311,15,-0.266,0.103,01119999991111
5102527,2017-12-13T18:00:00Z,12.9240,163.1180,0,,,,,,,,,,01117999999999
5102527,2017-12-13T19:00:00Z,12.9250,163.1114,0,,,,,,,,,,01117999999999
5102527,2017-12-13T20:00:00Z,12.9266,163.1076,0,,,,,,,,,,01117999999999
5102527,2017-12-13T21:00:00Z,12.9280,163.1030,,,,,,0.5,311,15,-0.221,0.051,01119999971111
5102527,2017-12-13T21:00:00Z,12.9282,163.1032,0,,,,,,,,,,01117999999999
5102527,2017-12-13T22:00:00Z,12.9290,163.0962,0,,,,,,,,,,01117999999999
5102527,2017-12-14T00:00:00Z,12.9340,163.0740,,,,,,0.5,311,15,-0.396,0.123,01119999971111
5102527,2017-12-14T01:00:00Z,12.9370,163.0610,0,,,,,,,,,,01117999999999
5102527,2017-12-14T02:00:00Z,12.9440,163.0428,0,,,,,,,,,,01117999999999
5102527,2017-12-14T03:00:00Z,12.9520,163.0240,,,,,,0.5,311,15,-0.396,0.154,01119999971111
5102527,2017-12-14T03:00:00Z,12.9510,163.0252,0,,,,,,,,,,01117999999999
5102527,2017-12-14T04:00:00Z,12.9568,163.0104,0,,,,,,,,,,01117999999999
5102527,2017-12-14T06:00:00Z,12.9640,162.9950,,,,,,0.5,311,15,-0.191,0.062,01119999971111
5102527,2017-12-14T06:00:00Z,12.9638,162.9946,0,,,,,,,,,,01117999999999
5102527,2017-12-14T07:00:00Z,12.9652,162.9924,0,,,,,,,,,,01117999999999
5102527,2017-12-14T08:00:00Z,12.9656,162.9906,0,,,,,,,,,,01117999999999
5102527,2017-12-14T09:00:00Z,12.9640,162.9860,,,,,,0.5,311,15,-0.175,0.01,01119999971111
5102527,2017-12-14T09:00:00Z,12.9642,162.9852,0,,,,,,,,,,01117999999999
5102527,2017-12-14T10:00:00Z,12.9636,162.9772,0,,,,,,,,,,01117999999999
5102527,2017-12-14T11:00:00Z,12.9618,162.9692,0,,,,,,,,,,01117999999999
5102527,2017-12-14T12:00:00Z,12.9660,162.9600,,,,,,0.5,311,15,-0.306,0.031,01119999971111
5102527,2017-12-14T12:00:00Z,12.9656,162.9602,0,,,,,,,,,,01117999999999
5102527,2017-12-14T13:00:00Z,12.9686,162.9514,0,,,,,,,,,,01117999999999
5102527,2017-12-14T14:00:00Z,12.9686,162.9388,0,,,,,,,,,,01117999999999
5102527,2017-12-14T15:00:00Z,12.9700,162.9250,,,,,,0.5,311,15,-0.281,0.051,01119999971111
5102527,2017-12-14T15:00:00Z,12.9702,162.9260,0,,,,,,,,,,01117999999999
5102527,2017-12-14T16:00:00Z,12.9726,162.9162,0,,,,,,,,,,01117999999999
5102527,2017-12-14T17:00:00Z,12.9742,162.9100,0,,,,,,,,,,01117999999999
5102527,2017-12-14T18:00:00Z,12.9760,162.9040,,,,,,0.5,311,15,-0.241,0.062,01119999971111
5102527,2017-12-14T18:00:00Z,12.9758,162.9036,0,,,,,,,,,,01117999999999
5102527,2017-12-14T19:00:00Z,12.9770,162.8970,0,,,,,,,,,,01117999999999
5102527,2017-12-14T20:00:00Z,12.9794,162.8874,0,,,,,,,,,,01117999999999
5102527,2017-12-14T21:00:00Z,12.9820,162.8770,,,,,,0.5,311,15,-0.291,0.072,01119999971111
5102527,2017-12-14T21:00:00Z,12.9818,162.8764,0,,,,,,,,,,01117999999999
5102527,2017-12-14T22:00:00Z,12.9840,162.8672,0,,,,,,,,,,01117999999999
5102527,2017-12-14T23:00:00Z,12.9866,162.8578,0,,,,,,,,,,01117999999999
5102527,2017-12-15T00:00:00Z,12.9900,162.8460,,,,,,0.5,311,15,-0.321,0.046,01119999971111
5102527,2017-12-15T00:00:00Z,12.9900,162.8464,0,,,,,,,,,,01117999999999
5102527,2017-12-15T01:00:00Z,12.9922,162.8362,0,,,,,,,,,,01117999999999
5102527,2017-12-15T02:00:00Z,12.9914,162.8250,0,,,,,,,,,,01117999999999
5102527,2017-12-15T03:00:00Z,12.9910,162.8130,,,,,,0.5,311,15,-0.276,-0.015,01119999971111
5102527,2017-12-15T03:00:00Z,12.9906,162.8142,0,,,,,,,,,,01117999999999
5102527,2017-12-15T04:00:00Z,12.9894,162.8060,0,,,,,,,,,,01117999999999
5102527,2017-12-15T05:00:00Z,12.9874,162.7988,0,,,,,,,,,,01117999999999
5102527,2017-12-15T06:00:00Z,12.9870,162.7910,,,,,,0.5,311,15,-0.246,-0.021,01119999971111
5102527,2017-12-15T06:00:00Z,12.9866,162.7906,0,,,,,,,,,,01117999999999
5102527,2017-12-15T07:00:00Z,12.9862,162.7830,0,,,,,,,,,,01117999999999
5102527,2017-12-15T08:00:00Z,12.9872,162.7734,0,,,,,,,,,,01117999999999
5102527,2017-12-15T09:00:00Z,12.9870,162.7640,,,,,,0.5,311,15,-0.316,0.015,01119999971111
5102527,2017-12-15T09:00:00Z,12.9868,162.7630,0,,,,,,,,,,01117999999999
5102527,2017-12-15T10:00:00Z,12.9874,162.7504,0,,,,,,,,,,01117999999999
5102527,2017-12-15T11:00:00Z,12.9884,162.7380,0,,,,,,,,,,01117999999999
5102527,2017-12-15T12:00:00Z,12.9900,162.7280,,,,,,0.5,311,15,-0.331,0.041,01119999971111
5102527,2017-12-15T12:00:00Z,12.9896,162.7280,0,,,,,,,,,,01117999999999
5102527,2017-12-15T13:00:00Z,12.9900,162.7156,0,,,,,,,,,,01117999999999
5102527,2017-12-15T14:00:00Z,12.9916,162.7056,0,,,,,,,,,,01117999999999
5102527,2017-12-15T15:00:00Z,12.9950,162.6980,,,,,,0.5,311,15,-0.301,0.113,01119999971111
5102527,2017-12-15T15:00:00Z,12.9946,162.6988,0,,,,,,,,,,01117999999999
5102527,2017-12-15T16:00:00Z,12.9988,162.6896,0,,,,,,,,,,01117999999999
5102527,2017-12-15T17:00:00Z,13.0054,162.6790,0,,,,,,,,,,01117999999999
5102527,2017-12-15T18:00:00Z,13.0120,162.6680,,,,,,,311,15,-0.306,0.165,01119999991111
5102527,2017-12-15T18:00:00Z,13.0118,162.6680,0,,,,,,,,,,01117999999999
5102527,2017-12-15T19:00:00Z,13.0186,162.6572,0,,,,,,,,,,01117999999999
5102527,2017-12-15T20:00:00Z,13.0244,162.6476,0,,,,,,,,,,01117999999999
5102527,2017-12-15T21:00:00Z,13.0270,162.6370,,,,,,,311,15,-0.341,0.098,01119999991111
5102527,2017-12-15T21:00:00Z,13.0266,162.6360,0,,,,,,,,,,01117999999999
5102527,2017-12-15T22:00:00Z,13.0280,162.6238,0,,,,,,,,,,01117999999999
5102527,2017-12-15T23:00:00Z,13.0294,162.6118,0,,,,,,,,,,01117999999999
5102527,2017-12-16T00:00:00Z,13.0310,162.6000,,,,,,,311,15,-0.346,0.077,01119999991111
5102527,2017-12-16T00:00:00Z,13.0314,162.5998,0,,,,,,,,,,01117999999999
5102527,2017-12-16T01:00:00Z,13.0344,162.5890,0,,,,,,,,,,01117999999999
5102527,2017-12-16T02:00:00Z,13.0376,162.5790,0,,,,,,,,,,01117999999999
5102527,2017-12-16T03:00:00Z,13.0420,162.5680,,,,,,,311,15,-0.331,0.087,01119999991111
5102527,2017-12-16T03:00:00Z,13.0418,162.5688,0,,,,,,,,,,01117999999999
