PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5301524,2017-11-01T00:00:00Z,7.0680,135.4890,,,30.25,0.5,311,15,-0.061,0.046,011199171111
5301524,2017-11-01T00:00:00Z,7.0681,135.4889,30.24,0,,,,,,,011117999999
5301524,2017-11-01T01:00:00Z,7.0688,135.4871,30.3,0,,,,,,,011117999999
5301524,2017-11-01T02:00:00Z,7.0714,135.4855,30.55,0,,,,,,,011117999999
5301524,2017-11-01T03:00:00Z,7.0770,135.4850,,,30.52,0.5,311,15,-0.092,0.154,011199171111
5301524,2017-11-01T03:00:00Z,7.0764,135.4846,30.62,0,,,,,,,011117999999
5301524,2017-11-01T04:00:00Z,7.0833,135.4825,30.67,0,,,,,,,011117999999
5301524,2017-11-01T05:00:00Z,7.0911,135.4769,30.75,0,,,,,,,011117999999
5301524,2017-11-01T06:00:00Z,7.0980,135.4710,,,30.57,0.5,311,15,-0.117,0.18,011199171111
5301524,2017-11-01T07:00:00Z,7.1037,135.4652,30.58,0,,,,,,,011117999999
5301524,2017-11-01T09:00:00Z,7.1120,135.4620,,,30.42,0.5,311,15,-0.071,0.103,011199171111
5301524,2017-11-01T09:00:00Z,7.1115,135.4624,30.41,0,,,,,,,011117999999
5301524,2017-11-01T10:00:00Z,7.1140,135.4610,30.36,0,,,,,,,011117999999
5301524,2017-11-01T11:00:00Z,7.1135,135.4590,30.26,0,,,,,,,011117999999
5301524,2017-11-01T12:00:00Z,7.1180,135.4570,,,30.23,0.5,311,15,-0.02,0.118,011199171111
5301524,2017-11-01T12:00:00Z,7.1182,135.4571,30.18,0,,,,,,,011117999999
5301524,2017-11-01T13:00:00Z,7.1223,135.4562,30.16,0,,,,,,,011117999999
5301524,2017-11-01T14:00:00Z,7.1293,135.4570,30.12,0,,,,,,,011117999999
