PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),QC
2101714,2018-01-30T03:00:00Z,33.9420,143.0030,17.8,0,3.7,0111171
2101714,2018-01-30T04:00:00Z,33.9290,143.0030,17.8,0,3.8,0111171
2101714,2018-01-30T05:00:00Z,33.9160,143.0010,17.8,0,3.2,0111171
2101714,2018-01-30T06:00:00Z,33.9030,143.0040,17.9,0,3.2,0111171
2101714,2018-01-30T07:00:00Z,33.8910,143.0050,17.9,0,3.1,0111171
2101714,2018-01-30T08:00:00Z,33.8800,143.0080,17.9,0,3,0111171
2101714,2018-01-30T09:00:00Z,33.8700,143.0120,17.9,0,2.8,0111171
2101714,2018-01-30T12:00:00Z,33.8550,143.0270,17.9,0,2.7,0111171
2101714,2018-01-30T13:00:00Z,33.8510,143.0320,17.9,0,2.7,0111171
2101714,2018-01-30T14:00:00Z,33.8470,143.0330,17.9,0,2.6,0111171
2101714,2018-01-30T15:00:00Z,33.8430,143.0320,17.9,0,2.5,0111171
2101714,2018-01-30T16:00:00Z,33.8390,143.0350,17.7,0,2.6,0111171
2101714,2018-01-30T17:00:00Z,33.8350,143.0340,17.7,0,2.4,0111171
2101714,2018-01-30T18:00:00Z,33.8310,143.0290,17.8,0,2.1,0111171
2101714,2018-01-30T19:00:00Z,33.8290,143.0250,17.8,0,2.1,0111171
2101714,2018-01-30T20:00:00Z,33.8280,143.0310,17.8,0,2.2,0111171
2101714,2018-01-30T21:00:00Z,33.8240,143.0380,17.9,0,1.9,0111171
2101714,2018-01-31T00:00:00Z,33.8120,143.0720,18,0,2.3,0111171
2101714,2018-01-31T01:00:00Z,33.8110,143.0890,18,0,2.4,0111171
2101714,2018-01-31T02:00:00Z,33.8080,143.1080,18,0,2.2,0111171
2101714,2018-01-31T03:00:00Z,33.8010,143.1290,18,0,2.4,0111171
2101714,2018-01-31T04:00:00Z,33.7950,143.1450,17.9,0,2.4,0111171
2101714,2018-01-31T05:00:00Z,33.7920,143.1590,18,0,2.7,0111171
2101714,2018-01-31T06:00:00Z,33.7880,143.1710,18,0,2.6,0111171
2101714,2018-01-31T07:00:00Z,33.7810,143.1830,18,0,2.5,0111171
2101714,2018-01-31T08:00:00Z,33.7700,143.1950,17.9,0,2.6,0111171
2101714,2018-01-31T09:00:00Z,33.7550,143.2070,17.9,0,2.8,0111171
2101714,2018-01-31T10:00:00Z,33.7400,143.2190,17.8,0,2.5,0111171
2101714,2018-01-31T11:00:00Z,33.7290,143.2320,17.8,0,2.3,0111171
2101714,2018-01-31T12:00:00Z,33.7170,143.2490,17.8,0,2.4,0111171
2101714,2018-01-31T13:00:00Z,33.7020,143.2690,17.7,0,2.2,0111171
2101714,2018-01-31T14:00:00Z,33.6910,143.2860,17.7,0,2.1,0111171
2101714,2018-01-31T15:00:00Z,33.6810,143.3020,17.7,0,2.3,0111171
2101714,2018-01-31T16:00:00Z,33.6730,143.3180,17.7,0,2,0111171
2101714,2018-01-31T17:00:00Z,33.6660,143.3350,17.7,0,2.2,0111171
2101714,2018-01-31T18:00:00Z,33.6580,143.3490,17.7,0,2.1,0111171
2101714,2018-01-31T19:00:00Z,33.6510,143.3630,17.7,0,1.9,0111171
2101714,2018-01-31T20:00:00Z,33.6420,143.3760,17.7,0,1.8,0111171
2101714,2018-01-31T21:00:00Z,33.6350,143.3860,17.7,0,1.8,0111171
2101714,2018-02-01T00:00:00Z,33.6340,143.4090,17.9,0,1.8,0111171
2101714,2018-02-01T06:00:00Z,33.6060,143.4380,17.9,0,1.8,0111171
2101714,2018-02-01T09:00:00Z,33.5980,143.4490,17.9,0,2,0111171
2101714,2018-02-01T10:00:00Z,33.5960,143.4460,17.9,0,2.1,0111171
2101714,2018-02-01T11:00:00Z,33.5950,143.4410,17.9,0,2.1,0111171
2101714,2018-02-01T12:00:00Z,33.5950,143.4340,17.9,0,2.1,0111171
2101714,2018-02-01T13:00:00Z,33.5970,143.4260,17.8,0,2.3,0111171
2101714,2018-02-01T14:00:00Z,33.6000,143.4170,17.7,0,2.8,0111171
2101714,2018-02-01T15:00:00Z,33.6010,143.4110,17.8,0,2.8,0111171
2101714,2018-02-01T16:00:00Z,33.6080,143.4070,17.6,0,2.6,0111171
2101714,2018-02-01T17:00:00Z,33.6160,143.4040,17.6,0,2.9,0111171
2101714,2018-02-01T18:00:00Z,33.6220,143.4020,17.5,0,2.9,0111171
2101714,2018-02-01T19:00:00Z,33.6270,143.4040,17.3,0,2.7,0111171
2101714,2018-02-01T20:00:00Z,33.6300,143.4080,17.3,0,2.6,0111171
2101714,2018-02-01T21:00:00Z,33.6350,143.4090,17.4,0,2.5,0111171
2101714,2018-02-01T22:00:00Z,33.6350,143.4050,17.5,0,2.3,0111171
2101714,2018-02-01T23:00:00Z,33.6350,143.3990,17.5,0,2.3,0111171
2101714,2018-02-02T00:00:00Z,33.6330,143.3930,17.4,0,2.5,0111171
2101714,2018-02-02T01:00:00Z,33.6310,143.3880,17.4,0,2.5,0111171
2101714,2018-02-02T02:00:00Z,33.6270,143.3820,17.5,0,2.6,0111171
2101714,2018-02-02T03:00:00Z,33.6210,143.3700,17.8,0,2.6,0111171
2101714,2018-02-02T04:00:00Z,33.6130,143.3530,17.8,0,3.2,0111171
2101714,2018-02-02T05:00:00Z,33.6060,143.3310,17.8,0,3.2,0111171
2101714,2018-02-02T06:00:00Z,33.5950,143.3070,17.7,0,3.4,0111171
2101714,2018-02-02T07:00:00Z,33.5780,143.2870,17.7,0,3.5,0111171
2101714,2018-02-02T08:00:00Z,33.5570,143.2730,17.7,0,3.4,0111171
2101714,2018-02-02T09:00:00Z,33.5360,143.2630,17.8,0,3.5,0111171
