PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5201701,2019-09-27T00:00:00Z,20.1840,123.3370,,0,-4.6,-0.8,-0.04,-0.01,28.17,0.5,313,15,-0.71,0,0111971111171111
5201701,2019-09-27T00:00:00Z,20.1854,123.3382,28.14,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T01:00:00Z,20.1860,123.3130,,0,-4.7,-0.8,-0.05,-0.01,28.22,0.5,313,15,-0.725,0.03,0111971111171111
5201701,2019-09-27T01:00:00Z,20.1854,123.3130,28.18,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T02:00:00Z,20.1880,123.2890,,0,-4.3,-2,-0.04,-0.01,28.31,0.5,313,15,-0.681,0.139,0111971111171111
5201701,2019-09-27T02:00:00Z,20.1870,123.2880,28.25,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T03:00:00Z,20.1940,123.2660,,0,-4.4,-2,-0.04,-0.01,28.39,0.5,313,15,-0.593,0.216,0111971111171111
5201701,2019-09-27T03:00:00Z,20.1936,123.2658,28.36,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T04:00:00Z,20.2010,123.2480,,0,-4.4,-2,-0.04,-0.01,28.46,0.5,313,15,-0.522,0.232,0111971111171111
5201701,2019-09-27T04:00:00Z,20.2012,123.2466,28.42,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T05:00:00Z,20.2090,123.2280,,0,-4.8,-0.6,-0.04,-0.01,28.58,0.5,313,15,-0.521,0.278,0111971111171111
5201701,2019-09-27T05:00:00Z,20.2092,123.2298,28.48,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T06:00:00Z,20.2190,123.2100,,0,-4.8,-0.7,-0.04,-0.01,28.74,0.5,313,15,-0.551,0.37,0111971111171111
5201701,2019-09-27T06:00:00Z,20.2190,123.2108,28.66,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T07:00:00Z,20.2330,123.1930,,0,-4.8,-0.8,-0.04,-0.01,28.79,0.5,313,15,-0.507,0.464,0111971111171111
5201701,2019-09-27T07:00:00Z,20.2332,123.1924,28.81,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T08:00:00Z,20.2490,123.1770,,0,-3.9,-2,-0.03,-0.01,28.72,0.5,313,15,-0.42,0.494,0111971111171111
5201701,2019-09-27T08:00:00Z,20.2490,123.1756,28.76,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T09:00:00Z,20.2640,123.1640,,0,-4,-2,-0.03,-0.01,28.64,0.5,313,15,-0.35,0.452,0111971111171111
5201701,2019-09-27T09:00:00Z,20.2652,123.1630,28.68,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T10:00:00Z,20.2770,123.1540,,0,-4,-2,-0.03,-0.01,28.55,0.5,313,15,-0.202,0.36,0111971111171111
5201701,2019-09-27T10:00:00Z,20.2784,123.1522,28.61,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T11:00:00Z,20.2870,123.1530,,0,-4.6,-4.5,-0.03,-0.02,28.44,0.5,313,15,0.093,0.261,0111971111171111
5201701,2019-09-27T11:00:00Z,20.2884,123.1498,28.49,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T12:00:00Z,20.2940,123.1580,,0,-4.6,-4.5,-0.03,-0.02,28.39,0.5,313,15,0.313,0.13,0111971111171111
5201701,2019-09-27T12:00:00Z,20.2948,123.1576,28.4,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T13:00:00Z,20.2960,123.1690,,0,-4.6,-4.5,-0.03,-0.02,28.36,0.5,313,15,0.333,0.031,0111971111171111
5201701,2019-09-27T13:00:00Z,20.2974,123.1708,28.39,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T14:00:00Z,20.2960,123.1800,,0,-3.9,-3.2,-0.03,-0.02,28.34,0.5,313,15,0.219,-0.06,0111971111171111
5201701,2019-09-27T14:00:00Z,20.2970,123.1806,28.35,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T15:00:00Z,20.2920,123.1840,,0,-3.9,-3.2,-0.03,-0.02,28.33,0.5,313,15,0.085,-0.203,0111971111171111
5201701,2019-09-27T15:00:00Z,20.2926,123.1856,28.34,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T16:00:00Z,20.2840,123.1850,,0,-3.8,-3.2,-0.03,-0.02,28.36,0.5,313,15,-0.013,-0.278,0111971111171111
5201701,2019-09-27T16:00:00Z,20.2844,123.1868,28.33,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T17:00:00Z,20.2740,123.1820,,0,-3.6,-4.3,-0.03,-0.03,28.39,0.5,313,15,-0.159,-0.324,0111971111171111
5201701,2019-09-27T17:00:00Z,20.2746,123.1854,28.4,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T18:00:00Z,20.2630,123.1750,,0,-3.6,-4.3,-0.03,-0.03,28.4,0.5,313,15,-0.322,-0.354,0111971111171111
5201701,2019-09-27T18:00:00Z,20.2634,123.1756,28.4,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T19:00:00Z,20.2520,123.1630,,0,-3.6,-4.3,-0.03,-0.03,28.39,0.5,313,15,-0.391,-0.324,0111971111171111
5201701,2019-09-27T19:00:00Z,20.2524,123.1628,28.4,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T20:00:00Z,20.2420,123.1490,,0,-3.3,-4.3,-0.03,-0.03,28.36,0.5,313,15,-0.42,-0.324,0111971111171111
5201701,2019-09-27T20:00:00Z,20.2422,123.1488,28.39,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T21:00:00Z,20.2310,123.1330,,0,-3.3,-4.3,-0.03,-0.03,28.33,0.5,313,15,-0.478,-0.324,0111971111171111
5201701,2019-09-27T21:00:00Z,20.2314,123.1342,28.34,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T22:00:00Z,20.2220,123.1150,,0,-3.4,-4.3,-0.03,-0.03,28.33,0.5,313,15,-0.507,-0.278,0111971111171111
5201701,2019-09-27T22:00:00Z,20.2214,123.1162,28.34,0,,,,,,,,,,,0111179999999999
5201701,2019-09-27T23:00:00Z,20.2120,123.0990,,0,-3.6,-4.3,-0.03,-0.03,28.31,0.5,313,15,-0.454,-0.247,0111971111171111
5201701,2019-09-27T23:00:00Z,20.2132,123.0986,28.32,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T00:00:00Z,20.2040,123.0870,,0,-3.6,-4.3,-0.03,-0.03,28.3,0.5,313,15,-0.291,-0.308,0111971111171111
5201701,2019-09-28T00:00:00Z,20.2048,123.0854,28.29,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T01:00:00Z,20.1940,123.0780,,0,-3.6,-4.4,-0.03,-0.03,28.31,0.5,313,15,-0.237,-0.337,0111971111171111
5201701,2019-09-28T01:00:00Z,20.1934,123.0790,28.3,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T02:00:00Z,20.1830,123.0680,,0,-3.4,-2.6,-0.03,-0.03,28.36,0.5,313,15,-0.363,-0.293,0111971111171111
5201701,2019-09-28T02:00:00Z,20.1826,123.0686,28.31,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T03:00:00Z,20.1740,123.0540,,0,-3.3,-2.6,-0.03,-0.03,28.45,0.5,313,15,-0.435,-0.278,0111971111171111
5201701,2019-09-28T03:00:00Z,20.1736,123.0544,28.4,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T04:00:00Z,20.1660,123.0390,,0,-3.3,-2.6,-0.03,-0.03,28.52,0.5,313,15,-0.449,-0.232,0111971111171111
5201701,2019-09-28T04:00:00Z,20.1646,123.0392,28.48,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T05:00:00Z,20.1590,123.0220,,0,-1,-2.8,-0.02,-0.02,28.61,0.5,313,15,-0.493,-0.17,0111971111171111
5201701,2019-09-28T05:00:00Z,20.1588,123.0226,28.53,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T06:00:00Z,20.1530,123.0030,,0,-1.1,-2.9,-0.02,-0.02,28.66,0.5,313,15,-0.565,-0.139,0111971111171111
5201701,2019-09-28T06:00:00Z,20.1540,123.0052,28.65,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T07:00:00Z,20.1500,122.9850,,0,-1.1,-3,-0.02,-0.02,28.63,0.5,313,15,-0.58,-0.093,0111971111171111
5201701,2019-09-28T07:00:00Z,20.1500,122.9844,28.64,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T08:00:00Z,20.1490,122.9660,,0,-2.2,-3.8,-0.01,-0.02,28.57,0.5,313,15,-0.497,-0.019,0111971111171111
5201701,2019-09-28T08:00:00Z,20.1476,122.9646,28.6,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T09:00:00Z,20.1500,122.9520,,0,-2.2,-3.9,-0.01,-0.02,28.5,0.5,313,15,-0.323,0.076,0111971111171111
5201701,2019-09-28T09:00:00Z,20.1490,122.9502,28.53,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T10:00:00Z,20.1530,122.9450,,0,-2.2,-3.9,-0.01,-0.02,28.44,0.5,313,15,-0.099,0.124,0111971111171111
5201701,2019-09-28T10:00:00Z,20.1530,122.9426,28.47,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T11:00:00Z,20.1530,122.9480,,0,-2.9,-5.1,-0.01,-0.02,28.4,0.5,313,15,0.205,0.014,0111971111171111
5201701,2019-09-28T11:00:00Z,20.1574,122.9446,28.42,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T12:00:00Z,20.1530,122.9570,,0,-2.9,-5.1,-0.01,-0.02,28.39,0.5,313,15,0.314,-0.22,0111971111171111
5201701,2019-09-28T12:00:00Z,20.1542,122.9572,28.39,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T13:00:00Z,20.1420,122.9640,,0,-2.9,-5.1,-0.01,-0.02,28.4,0.5,313,15,0.187,-0.403,0111971111171111
5201701,2019-09-28T13:00:00Z,20.1438,122.9670,28.4,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T14:00:00Z,20.1270,122.9690,,0,-3.4,-5.9,-0.02,-0.03,28.4,0.5,313,15,0.01,-0.527,0111971111171111
5201701,2019-09-28T14:00:00Z,20.1282,122.9700,28.41,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T15:00:00Z,20.1100,122.9660,,0,-3.4,-5.9,-0.02,-0.03,28.4,0.5,313,15,-0.161,-0.54,0111971111171111
5201701,2019-09-28T15:00:00Z,20.1096,122.9678,28.41,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T16:00:00Z,20.0930,122.9590,,0,-3.4,-5.9,-0.02,-0.03,28.37,0.5,313,15,-0.276,-0.525,0111971111171111
5201701,2019-09-28T16:00:00Z,20.0926,122.9588,28.39,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T17:00:00Z,20.0760,122.9470,,0,-2.1,-8.2,-0.03,-0.06,28.35,0.5,313,15,-0.347,-0.54,0111971111171111
5201701,2019-09-28T17:00:00Z,20.0762,122.9488,28.35,0,,,,,,,,,,,0111179999999999
5201701,2019-09-28T18:00:00Z,20.0580,122.9330,,0,-2.1,-8.1,-0.03,-0.06,28.34,0.5,313,15,-0.479,-0.556,0111971111171111
5201701,2019-09-28T18:00:00Z,20.0582,122.9354,28.35,0,,,,,,,,,,,0111179999999999
