PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21637,2011-11-16T02:00:00Z,28.7250,126.4390,23.8,0,,,01111799
21637,2011-11-16T03:00:00Z,28.7330,126.4250,23.9,0,1.8,7,01111711
21637,2011-11-16T06:00:00Z,28.7550,126.4120,23.9,0,2.1,7,01111711
21637,2011-11-16T07:00:00Z,28.7580,126.4180,23.9,0,2.3,7,01111711
21637,2011-11-16T08:00:00Z,28.7570,126.4240,23.9,0,1.9,7,01111711
21637,2011-11-16T09:00:00Z,28.7540,126.4270,23.9,0,2.1,7,01111711
21637,2011-11-16T10:00:00Z,28.7510,126.4250,23.9,0,2.1,7,01111711
21637,2011-11-16T11:00:00Z,28.7510,126.4170,23.9,0,2.2,7,01111711
21637,2011-11-16T12:00:00Z,28.7540,126.4050,23.9,0,2.4,7,01111711
21637,2011-11-16T13:00:00Z,28.7590,126.3920,23.9,0,2.1,7,01111711
21637,2011-11-16T14:00:00Z,28.7670,126.3780,23.9,0,2.2,7,01111711
21637,2011-11-16T15:00:00Z,28.7750,126.3670,23.9,0,2.1,7,01111711
21637,2011-11-16T16:00:00Z,28.7840,126.3590,23.9,0,2,7,01111711
21637,2011-11-16T17:00:00Z,28.7930,126.3560,23.9,0,2.2,7,01111711
21637,2011-11-16T18:00:00Z,28.8000,126.3560,23.9,0,2,7,01111711
21637,2011-11-16T19:00:00Z,28.8030,126.3580,23.9,0,1.7,7,01111711
21637,2011-11-16T20:00:00Z,28.8030,126.3590,23.9,0,2,7,01111711
21637,2011-11-16T21:00:00Z,28.8020,126.3570,23.9,0,2.1,7,01111711
21637,2011-11-16T22:00:00Z,28.8020,126.3520,23.9,0,1.9,7,01111711
21637,2011-11-16T23:00:00Z,28.8030,126.3440,23.9,0,2.1,7,01111711
21637,2011-11-17T00:00:00Z,28.8070,126.3340,24,0,2.1,7,01111711
21637,2011-11-17T01:00:00Z,28.8120,126.3210,24,0,2.1,7,01111711
21637,2011-11-17T02:00:00Z,28.8180,126.3080,24,0,2.1,7,01111711
21637,2011-11-17T10:00:00Z,28.8590,126.2590,24.2,0,1.8,7,01111711
21637,2011-11-17T11:00:00Z,28.8630,126.2500,24.2,0,2,7,01111711
21637,2011-11-17T12:00:00Z,28.8710,126.2370,24.2,0,2.1,7,01111711
21637,2011-11-17T13:00:00Z,28.8810,126.2230,24.2,0,2.2,7,01111711
21637,2011-11-17T14:00:00Z,28.8920,126.2100,24.2,0,2,7,01111711
21637,2011-11-17T15:00:00Z,28.9050,126.1980,24.2,0,2.1,7,01111711
