PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901362,89707,2011-11-01T00:26:00Z,24.5870,128.6750,00111
2901362,89707,2011-11-01T01:01:12Z,24.5910,128.6730,00111
2901362,89707,2011-11-01T02:40:24Z,24.5920,128.6930,00111
2901362,89707,2011-11-01T03:43:04Z,24.5940,128.7000,00111
2901362,89707,2011-11-01T04:45:28Z,24.5890,128.6990,00111
2901362,89707,2011-11-01T05:23:36Z,24.5900,128.7030,00111
2901362,89707,2011-11-01T06:27:52Z,24.5940,128.7050,00111
2901362,89707,2011-11-01T07:20:40Z,24.5920,128.7010,00111
2901362,89707,2011-11-01T09:00:24Z,24.5850,128.6890,00111
2901362,89707,2011-11-01T10:01:28Z,24.5710,128.6950,00111
2901362,89707,2011-11-01T10:46:48Z,24.5960,128.7040,00111
2901362,89707,2011-11-05T01:15:33Z,24.6180,128.8250,00111
2901362,89707,2011-11-05T05:40:05Z,24.6200,128.8420,00111
2901362,89707,2011-11-05T07:23:33Z,24.6220,128.8430,00111
2901362,89707,2011-11-05T09:03:49Z,24.6120,128.8620,00111
2901362,89707,2011-11-05T09:14:45Z,24.6200,128.8580,00111
2901362,89707,2011-11-05T10:51:33Z,24.6480,128.8700,00111
2901362,89707,2011-11-05T10:53:41Z,24.6220,128.8860,00111
2901362,89707,2011-11-05T10:54:29Z,24.6230,128.8800,00111
2901362,89707,2011-11-09T00:32:05Z,24.6120,128.9810,00111
2901362,89707,2011-11-09T01:33:09Z,24.6130,128.9850,00111
2901362,89707,2011-11-09T03:58:45Z,24.6230,129.0050,00111
2901362,89707,2011-11-09T04:57:25Z,24.6270,129.0140,00111
2901362,89707,2011-11-09T05:40:05Z,24.6280,129.0250,00111
2901362,89707,2011-11-09T06:40:05Z,24.6310,129.0300,00111
2901362,89707,2011-11-09T07:27:17Z,24.6340,129.0430,00111
2901362,89707,2011-11-09T09:07:16Z,24.6020,129.0480,00111
2901362,89707,2011-11-09T10:08:20Z,24.6310,129.0660,00111
2901362,89707,2011-11-13T00:12:32Z,24.6340,129.0880,00111
2901362,89707,2011-11-13T01:52:16Z,24.6410,129.0830,00111
2901362,89707,2011-11-13T03:16:48Z,24.6380,129.0700,00111
2901362,89707,2011-11-13T04:15:12Z,24.6390,129.0580,00111
2901362,89707,2011-11-13T04:58:08Z,24.6650,129.0600,00111
2901362,89707,2011-11-13T05:55:28Z,24.6730,129.0480,00111
2901362,89707,2011-11-13T07:30:56Z,24.6820,129.0240,00111
2901362,89707,2011-11-13T09:09:52Z,24.6770,129.0100,00111
2901362,89707,2011-11-13T09:24:32Z,24.7050,129.0080,00111
2901362,89707,2011-11-13T11:06:24Z,24.7010,129.0290,00111
2901362,89707,2011-11-17T00:29:45Z,24.6850,129.0420,00111
2901362,89707,2011-11-17T00:36:41Z,24.6860,129.0440,00111
2901362,89707,2011-11-17T02:09:45Z,24.7010,129.0300,00111
2901362,89707,2011-11-17T04:16:41Z,24.7250,129.0100,00111
2901362,89707,2011-11-17T05:12:25Z,24.7340,129.0030,00111
2901362,89707,2011-11-17T05:57:13Z,24.7370,129.0020,00111
2901362,89707,2011-11-17T07:33:29Z,24.7610,128.9780,00111
2901362,89707,2011-11-17T09:13:29Z,24.7110,128.9690,00111
2901362,89707,2011-11-17T10:10:33Z,24.7760,128.9380,00111
2901362,89707,2011-11-17T11:07:37Z,24.8030,128.9560,00111
2901362,89707,2011-11-21T00:05:51Z,24.7690,128.9060,00111
2901362,89707,2011-11-21T00:47:43Z,24.7760,128.8960,00111
2901362,89707,2011-11-21T02:27:59Z,24.7910,128.8920,00111
2901362,89707,2011-11-21T03:33:19Z,24.7850,128.8830,00111
2901362,89707,2011-11-21T05:13:35Z,24.7860,128.8780,00111
2901362,89707,2011-11-21T06:10:39Z,24.7840,128.8650,00111
2901362,89707,2011-11-21T07:37:35Z,24.7840,128.8360,00111
2901362,89707,2011-11-21T09:37:34Z,24.8000,128.8020,00111
2901362,89707,2011-11-25T00:10:06Z,24.7220,128.7130,00111
2901362,89707,2011-11-25T00:39:10Z,24.7270,128.6940,00111
2901362,89707,2011-11-25T02:43:26Z,24.7450,128.6980,00111
2901362,89707,2011-11-25T04:31:42Z,24.7560,128.6610,00111
2901362,89707,2011-11-25T05:26:38Z,24.7630,128.6450,00111
