PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,4.2,27.369,34.452,4.2,27.369,34.452,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,9.1,27.367,34.453,9.1,27.367,34.453,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,14.5,27.37,34.453,14.5,27.37,34.453,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,19.3,27.374,34.453,19.3,27.374,34.453,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,24,27.375,34.452,24,27.375,34.452,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,29.1,27.362,34.453,29.1,27.362,34.453,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,34.3,27.282,34.456,34.3,27.282,34.456,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,39.3,27.256,34.459,39.3,27.256,34.459,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,44.5,27.236,34.46,44.5,27.236,34.46,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,49.3,27.192,34.46,49.3,27.192,34.46,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,54.6,26.994,34.467,54.6,26.994,34.467,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,59.7,26.764,34.5,59.7,26.764,34.5,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,64.5,26.64,34.507,64.5,26.64,34.507,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
2901379,84289,2011-11-04T12:23:58Z,21.3700,120.4580,69.7,26.048,34.572,69.7,26.048,34.572,00111111111,3893,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,23/10/2018 15:27:50,Primary sampling: discrete [],1,1
