PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
22584,2011-11-16T00:00:00Z,18.4210,125.0340,,0,-10.9,-1.1,-0.19,-0.01,28.25,0.5,311,15,-0.132,0.175,0111971111171111
22584,2011-11-16T00:23:00Z,18.4210,125.0340,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T02:37:00Z,18.4230,125.0310,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T03:00:00Z,18.4240,125.0260,,0,-11.2,1.5,-0.24,0.02,28.25,0.5,311,15,-0.132,0.175,0111971111171111
22584,2011-11-16T04:28:00Z,18.4280,125.0200,28.3,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T05:25:00Z,18.4280,125.0200,28.3,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T06:00:00Z,18.4550,125.0070,,0,-11.6,2.5,-0.22,0.03,28.29,0.5,311,15,-0.21,0.288,0111971111171111
22584,2011-11-16T06:03:00Z,18.4320,125.0210,,0,,,,,,,,,,,0111979999999999
22584,2011-11-16T07:02:00Z,18.4320,125.0210,,0,,,,,,,,,,,0111979999999999
22584,2011-11-16T07:55:00Z,18.4320,125.0210,28.3,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T08:01:00Z,18.4680,125.0000,28.3,0,,,,,,,,,,,0144179999999999
22584,2011-11-16T09:00:00Z,18.4800,124.9830,,0,-9.8,0.6,-0.18,0.03,28.27,0.5,311,15,-0.244,0.304,0111971111171111
22584,2011-11-16T09:54:00Z,18.4870,124.9740,28.3,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T10:24:00Z,18.4680,124.9990,28.3,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T11:38:00Z,18.4870,124.9740,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T12:00:00Z,18.5140,124.9570,,0,-11.4,-0.1,-0.15,0.02,28.23,0.5,311,15,-0.073,0.278,0111971111171111
22584,2011-11-16T12:06:00Z,18.5140,124.9570,28.2,0,,,,,,,,,,,0144179999999999
22584,2011-11-16T12:09:00Z,18.5070,124.9610,28.2,0,,,,,,,,,,,0144179999999999
22584,2011-11-16T13:47:00Z,18.5220,124.9540,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T15:00:00Z,18.5340,124.9680,,0,-8.7,2.8,-0.15,0.03,28.2,0.5,311,15,0.176,0.165,0111971111171111
22584,2011-11-16T16:58:00Z,18.5220,124.9540,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T17:57:00Z,18.5430,124.9870,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T18:00:00Z,18.5460,124.9930,,0,-8.3,1.4,-0.12,0.04,28.2,0.5,311,15,0.122,0.067,0111971111171111
22584,2011-11-16T18:38:00Z,18.5450,124.9830,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T18:46:00Z,18.5450,124.9830,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T19:38:00Z,18.5470,124.9970,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T20:23:00Z,18.5470,124.9970,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T20:28:00Z,18.5440,124.9960,28.2,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T21:00:00Z,18.5470,124.9930,,0,-8.1,4.5,-0.13,0.06,28.09,0.5,311,15,0.02,-0.051,0111971111171111
22584,2011-11-16T22:05:00Z,18.5440,124.9960,28,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T22:20:00Z,18.5440,124.9960,28,0,,,,,,,,,,,0111179999999999
22584,2011-11-16T22:24:00Z,18.5500,124.9910,28,0,,,,,,,,,,,0144179999999999
22584,2011-11-16T22:56:00Z,18.5450,124.9940,28,0,,,,,,,,,,,0111179999999999
