PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901176,80618,2011-11-07T08:07:40Z,18.5290,124.6380,00111
2901176,80618,2011-11-07T08:08:23Z,18.5570,124.6420,00111
2901176,80618,2011-11-07T10:04:59Z,18.5440,124.6230,00111
2901176,80618,2011-11-07T10:26:24Z,18.5480,124.6100,00111
2901176,80618,2011-11-07T11:38:29Z,18.5510,124.6190,00111
2901176,80618,2011-11-07T11:49:22Z,18.5540,124.6080,00111
2901176,80618,2011-11-07T12:06:21Z,18.5560,124.6070,00111
2901176,80618,2011-11-07T13:32:09Z,18.5640,124.6140,00111
2901176,80618,2011-11-07T16:52:05Z,18.5620,124.6140,00111
2901176,80618,2011-11-07T17:51:06Z,18.5650,124.6180,00111
2901176,80618,2011-11-07T18:30:37Z,18.5600,124.6130,00111
2901176,80618,2011-11-17T06:47:08Z,18.3670,124.5140,00111
2901176,80618,2011-11-17T06:47:52Z,18.3710,124.5020,00111
2901176,80618,2011-11-17T07:30:24Z,18.3920,124.4930,00111
2901176,80618,2011-11-17T09:13:04Z,18.3870,124.4990,00111
2901176,80618,2011-11-17T10:07:20Z,18.3940,124.4890,00111
2901176,80618,2011-11-17T11:04:43Z,18.3960,124.4950,00111
2901176,80618,2011-11-17T11:42:47Z,18.3980,124.4900,00111
2901176,80618,2011-11-17T11:48:23Z,18.4090,124.4860,00111
2901176,80618,2011-11-17T13:24:36Z,18.4320,124.4820,00111
2901176,80618,2011-11-17T16:46:34Z,18.4400,124.4820,00111
2901176,80618,2011-11-17T17:44:00Z,18.4440,124.4840,00111
2901176,80618,2011-11-17T18:25:49Z,18.4580,124.4870,00111
2901176,80618,2011-11-27T08:24:05Z,18.4330,124.3060,00111
2901176,80618,2011-11-27T08:33:15Z,18.4300,124.2970,00111
2901176,80618,2011-11-27T10:27:17Z,18.4370,124.2830,00111
2901176,80618,2011-11-27T11:31:36Z,18.4350,124.2790,00111
2901176,80618,2011-11-27T11:35:46Z,18.4410,124.2710,00111
2901176,80618,2011-11-27T12:08:29Z,18.4470,124.2640,00111
2901176,80618,2011-11-27T13:17:03Z,18.4460,124.2440,00111
2901176,80618,2011-11-27T16:42:45Z,18.4450,124.2380,00111
2901176,80618,2011-11-27T17:35:55Z,18.4440,124.2410,00111
2901176,80618,2011-11-27T18:22:29Z,18.4350,124.2310,00111
2901176,80618,2011-12-07T07:42:26Z,18.4760,123.8260,00111
2901176,80618,2011-12-07T07:45:47Z,18.5160,123.8280,00111
2901176,80618,2011-12-07T09:27:10Z,18.5100,123.8370,00111
2901176,80618,2011-12-07T09:53:42Z,18.5300,123.8270,00111
2901176,80618,2011-12-07T11:12:15Z,18.5320,123.8360,00111
2901176,80618,2011-12-07T11:28:40Z,18.5320,123.8290,00111
2901176,80618,2011-12-07T11:33:41Z,18.5520,123.8220,00111
2901176,80618,2011-12-07T12:49:42Z,18.5410,123.8260,00111
2901176,80618,2011-12-07T13:10:58Z,18.5710,123.8270,00111
2901176,80618,2011-12-07T16:37:58Z,18.5810,123.8200,00111
2901176,80618,2011-12-07T17:27:44Z,18.5860,123.8150,00111
2901176,80618,2011-12-07T18:16:35Z,18.5900,123.8110,00111
2901176,80618,2011-12-17T08:39:47Z,18.7220,123.2990,00111
2901176,80618,2011-12-17T08:45:43Z,18.7360,123.2620,00111
2901176,80618,2011-12-17T10:51:25Z,18.7390,123.2610,00111
2901176,80618,2011-12-17T11:05:15Z,18.7410,123.2660,00111
2901176,80618,2011-12-17T11:21:07Z,18.7560,123.2510,00111
2901176,80618,2011-12-17T12:32:00Z,18.7510,123.2480,00111
2901176,80618,2011-12-17T12:42:20Z,18.7640,123.2660,00111
2901176,80618,2011-12-17T13:03:08Z,18.7710,123.2190,00111
2901176,80618,2011-12-17T16:33:06Z,18.7780,123.2180,00111
2901176,80618,2011-12-17T17:23:01Z,18.7700,123.2030,00111
2901176,80618,2011-12-17T18:12:09Z,18.7700,123.1980,00111
2901176,80618,2011-12-27T05:29:16Z,18.8700,122.8260,00111
2901176,80618,2011-12-27T05:39:43Z,18.8680,122.8780,00111
2901176,80618,2011-12-27T06:16:34Z,18.8590,122.8600,00111
2901176,80618,2011-12-27T07:58:52Z,18.8520,122.8470,00111
2901176,80618,2011-12-27T09:42:01Z,18.8490,122.8460,00111
2901176,80618,2011-12-27T10:28:28Z,18.8460,122.8520,00111
