PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,4.7,22.55,34.813,4.5,22.55,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,9.1,22.55,34.813,8.9,22.55,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,13.8,22.553,34.813,13.6,22.553,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,18.8,22.555,34.813,18.6,22.555,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,24,22.553,34.812,23.8,22.553,34.812,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,29.1,22.556,34.813,28.9,22.556,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,34.2,22.553,34.812,34,22.553,34.812,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,39.4,22.557,34.813,39.2,22.557,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,43.8,22.553,34.812,43.6,22.553,34.812,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,49.3,22.557,34.812,49.1,22.557,34.812,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,53.8,22.56,34.813,53.6,22.56,34.813,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,59.3,22.556,34.812,59.1,22.556,34.812,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,64.6,22.552,34.811,64.4,22.552,34.811,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,69.6,22.55,34.811,69.4,22.55,34.811,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,74.6,22.55,34.811,74.4,22.55,34.811,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,79.2,22.544,34.809,79,22.544,34.809,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,84.5,22.47,34.809,84.3,22.47,34.809,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,89.4,22.4,34.811,89.2,22.4,34.811,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,94.3,22.261,34.814,94.1,22.261,34.814,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,99.6,21.983,34.823,99.4,21.983,34.823,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,104.3,21.526,34.832,104.1,21.526,34.832,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,109.2,21.371,34.838,109,21.371,34.838,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,119.4,20.501,34.86,119.2,20.501,34.86,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,129.5,19.966,34.844,129.3,19.966,34.844,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,139.6,19.652,34.829,139.4,19.652,34.829,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,159.2,19.007,34.8,159,19.007,34.8,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,178.9,18.595,34.775,178.7,18.595,34.775,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,199.4,18.25,34.753,199.2,18.25,34.753,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
2901364,89709,2012-01-08T00:43:58Z,25.3130,129.9820,224.4,17.812,34.732,224.2,17.812,34.732,00111111111,3608,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.20 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 23:02:42,Primary sampling: discrete [],1,1
