PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),DOX2 (micromole/kg),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER,DATA_MODE
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,190.2,20.064,34.815,176.938,193.8,20.064,34.8164,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,200.3,19.691,34.802,176.225,203.9,19.691,34.8028,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,210.2,19.482,34.796,175.32,213.8,19.482,34.797,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,219.8,19.22,34.788,174.24,223.4,19.22,34.789,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,229.7,18.959,34.781,174.723,233.3,18.959,34.7814,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,239.6,18.857,34.777,176.708,243.2,18.857,34.7777,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,249.5,18.69,34.77,177.094,253.1,18.69,34.7712,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,260,18.35,34.757,175.766,263.6,18.35,34.7578,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,270.4,18.137,34.75,175.121,274,18.137,34.7509,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,280.2,17.911,34.742,175.278,283.8,17.911,34.7428,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,290.5,17.698,34.737,174.737,294.1,17.698,34.7373,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,300.3,17.626,34.733,173.271,303.9,17.626,34.7339,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,310.2,17.405,34.727,173.078,313.8,17.405,34.7273,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,320.1,17.338,34.719,173.507,323.7,17.338,34.7202,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,329.7,17.035,34.706,172.703,333.3,17.035,34.7066,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,339.7,16.875,34.697,172.064,343.3,16.875,34.6979,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,350.2,16.623,34.685,171.691,353.8,16.623,34.6861,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,360.3,16.332,34.671,171.586,363.9,16.332,34.6716,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,379.7,16.033,34.654,170.569,383.3,16.033,34.655,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,399.3,15.516,34.615,166.688,402.9,15.516,34.6162,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,449.8,14.001,34.515,155.223,453.4,14.001,34.5166,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,499.9,11.96,34.404,143.11,503.5,11.96,34.4059,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,549.8,9.736,34.253,130.392,553.4,9.736,34.2537,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,600.1,9.007,34.274,114.731,603.7,9.007,34.2752,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,650.4,7.661,34.216,98.524,654,7.661,34.2167,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,699.9,6.912,34.242,88.73,703.5,6.912,34.2428,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,749.9,6.118,34.286,78.56,753.5,6.118,34.2865,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,800.2,5.63,34.316,70.743,803.8,5.63,34.3166,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,850.3,5.038,34.333,63.84,853.9,5.038,34.3333,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,900.2,4.703,34.388,64.737,903.8,4.703,34.3884,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,950.2,4.249,34.422,63.599,953.8,4.249,34.4222,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,999.8,4.05,34.465,68.443,1003.4,4.05,34.4652,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1050.5,3.826,34.488,70.67,1054.1,3.826,34.4882,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1100.4,3.592,34.499,71.335,1104,3.592,34.4993,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1146.9,3.313,34.513,71.175,1150.5,3.313,34.5132,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1200.2,3.119,34.52,71.416,1203.8,3.119,34.5201,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1249.8,3.018,34.528,72.999,1253.4,3.018,34.5281,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1299.8,2.884,34.536,74.086,1303.4,2.884,34.5361,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1350.3,2.788,34.542,74.517,1353.9,2.788,34.5421,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1400.2,2.699,34.548,75.898,1403.8,2.699,34.5481,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1450.1,2.628,34.554,77.378,1453.7,2.628,34.5541,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1500.3,2.551,34.562,80.262,1503.9,2.551,34.5621,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1550,2.502,34.574,85.062,1553.6,2.502,34.574,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1600.2,2.491,34.586,88.423,1603.8,2.491,34.5861,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1650.1,2.435,34.593,90.448,1653.7,2.435,34.593,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1699.9,2.422,34.602,93.846,1703.5,2.422,34.6021,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1749.5,2.363,34.608,94.668,1753.1,2.363,34.6081,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1799.6,2.297,34.612,96.079,1803.2,2.297,34.6121,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1849.4,2.253,34.62,98.931,1853,2.253,34.6201,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1899.8,2.175,34.624,100.217,1903.4,2.175,34.6241,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,1949.7,2.106,34.631,102.936,1953.3,2.106,34.6311,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-11-27T13:08:22Z,21.5830,124.4290,2000.7,2.052,34.639,104.74,2004.3,2.052,34.639,001111111111,0069_87523_096,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.6 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:06,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,5.8,25.955,34.656,194.6,9.6,25.955,34.656,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,10.4,25.957,34.656,194.475,14.2,25.957,34.656,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,19.6,25.959,34.657,194.324,23.4,25.959,34.657,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,29.9,25.96,34.657,194.243,33.7,25.96,34.657,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,39.4,25.961,34.656,194.216,43.2,25.961,34.6561,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,50.4,25.938,34.656,194.098,54.2,25.938,34.656,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,60.4,25.936,34.657,193.852,64.2,25.936,34.657,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,68,25.935,34.659,193.587,71.8,25.935,34.6591,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,80.8,25.919,34.668,193.169,84.6,25.919,34.6686,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,90.4,25.741,34.69,193.377,94.2,25.741,34.6944,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,99.4,24.586,34.829,193.069,103.2,24.586,34.8314,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,106.8,24.081,34.879,192.895,110.6,24.081,34.8803,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,119.9,23.598,34.91,190.068,123.7,23.598,34.9127,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,130.4,22.784,34.888,182.85,134.2,22.784,34.8897,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,140.4,22.292,34.877,180.312,144.2,22.292,34.8806,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,150.6,21.264,34.854,182.272,154.4,21.264,34.8564,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,160.4,20.603,34.849,184.27,164.2,20.603,34.8498,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,170.1,20.391,34.84,183.493,173.9,20.391,34.8418,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-07T12:51:57Z,21.5240,124.5310,180.3,19.893,34.816,184.426,184.1,19.893,34.8173,001111111111,0069_87523_097,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:08,Primary sampling: discrete [],1,1,D
