PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),DOX2 (micromole/kg),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER,DATA_MODE
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,350.7,15.556,34.619,165.414,354.5,15.556,34.6208,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,360.5,15.104,34.586,164.068,364.3,15.104,34.587,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,379.9,14.634,34.551,162.715,383.7,14.634,34.5525,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,399.9,13.864,34.504,160.489,403.7,13.864,34.5053,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,450.1,12.262,34.395,151.442,453.9,12.262,34.3961,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,500.2,11.006,34.318,143.071,504,11.006,34.3188,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,550.2,10.131,34.266,135.927,554,10.131,34.2673,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,600.6,8.623,34.199,115.064,604.4,8.623,34.1997,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,649.8,7.903,34.282,99.994,653.6,7.903,34.283,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,699.8,6.811,34.233,86.687,703.6,6.811,34.2337,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,750.4,6.066,34.276,75.731,754.2,6.066,34.2765,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,800.2,5.539,34.321,70.382,804,5.539,34.3214,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,850,5.1,34.371,67.589,853.8,5.1,34.3714,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,900.1,4.745,34.4,66.489,903.9,4.745,34.4004,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,949.7,4.331,34.418,63.675,953.5,4.331,34.4183,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1000.3,4.062,34.464,67.777,1004.1,4.062,34.4641,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1050.2,3.931,34.477,68.763,1054,3.931,34.4772,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1100.3,3.781,34.487,69.718,1104.1,3.781,34.4872,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1150.4,3.547,34.495,68.577,1154.2,3.547,34.4953,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1200.3,3.266,34.512,70.634,1204.1,3.266,34.5122,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1250.1,3.055,34.517,68.719,1253.9,3.055,34.5171,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1300.2,2.948,34.522,70.126,1304,2.948,34.5221,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1350,2.817,34.534,72.406,1353.8,2.817,34.5341,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1399.9,2.743,34.546,75.547,1403.7,2.743,34.5461,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1450,2.617,34.555,77.93,1453.8,2.617,34.5551,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1500,2.54,34.566,80.444,1503.8,2.54,34.5661,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1550.1,2.471,34.574,83.74,1553.9,2.471,34.5741,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1599.7,2.373,34.589,88.125,1603.5,2.373,34.5891,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1649.9,2.332,34.598,91.154,1653.7,2.332,34.5981,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1700.4,2.269,34.611,95.764,1704.2,2.269,34.611,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1750.3,2.238,34.616,97.478,1754.1,2.238,34.6161,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1800.1,2.205,34.621,99.297,1803.9,2.205,34.621,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1849.4,2.166,34.628,101.692,1853.2,2.166,34.6281,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1899.1,2.109,34.633,103.868,1902.9,2.109,34.6331,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,1949.7,2.065,34.637,105.2,1953.5,2.065,34.637,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-17T11:17:58Z,21.4250,124.7160,2000.4,2.033,34.641,105.265,2004.2,2.033,34.641,001111111111,0069_87523_098,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.8 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:10,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,5.4,25.088,34.662,196.251,9.3,25.088,34.662,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,9.5,25.089,34.662,196.06,13.4,25.089,34.662,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,19.6,25.091,34.662,195.815,23.5,25.091,34.662,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,29.8,25.093,34.662,195.572,33.7,25.093,34.662,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,40.1,25.095,34.665,195.325,44,25.095,34.665,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,50.1,25.092,34.669,195.298,54,25.092,34.6693,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,58.4,25.028,34.686,195.121,62.3,25.028,34.6865,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,70.5,24.866,34.698,194.846,74.4,24.866,34.6985,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,80.4,24.713,34.701,193.687,84.3,24.713,34.7025,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,90.6,24.274,34.757,184.591,94.5,24.274,34.7636,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,100.5,22.397,34.886,184.099,104.4,22.397,34.887,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,110,22.121,34.885,184.076,113.9,22.121,34.8868,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,119.7,21.631,34.881,182.97,123.6,21.631,34.8816,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,130.2,21.451,34.872,180.952,134.1,21.451,34.8731,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,140.4,21.14,34.867,179.673,144.3,21.14,34.8677,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,150.4,20.942,34.856,178.307,154.3,20.942,34.8567,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,160.3,,,,164.2,,,001111999199,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,169.9,,,,173.8,,,001111999199,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,180.4,,,,184.3,,,001111999199,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,189.1,19.967,34.819,176.191,193,19.967,34.82,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,200.1,19.682,34.809,178.196,204,19.682,34.8107,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,210.4,19.206,34.799,182.513,214.3,19.206,34.7999,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,219.7,18.977,34.79,180.725,223.6,18.977,34.7909,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,229.8,18.732,34.779,175.246,233.7,18.732,34.78,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,240.3,18.444,34.769,172.532,244.2,18.444,34.7698,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,249.8,18.252,34.759,172.508,253.7,18.252,34.76,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,260.4,17.985,34.746,171.402,264.3,17.985,34.7468,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,270.3,17.789,34.739,170.329,274.2,17.789,34.7398,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,277.7,17.629,34.732,169.854,281.6,17.629,34.7334,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,290,17.171,34.709,169.802,293.9,17.171,34.7101,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,300.5,16.876,34.696,169.419,304.4,16.876,34.6978,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,310.3,16.422,34.673,168.573,314.2,16.422,34.6749,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,320.1,15.939,34.642,167.441,324,15.939,34.6446,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,327.9,15.431,34.611,165.904,331.8,15.431,34.6125,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,340.7,14.942,34.575,164.209,344.6,14.942,34.5766,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
2901178,87523,2011-12-27T12:48:44Z,21.3200,124.8810,350.6,14.541,34.546,160.939,354.5,14.541,34.5486,001111111111,0069_87523_099,PRES,PRES_ADJUSTED = PRES - dP,dP = -3.9 dbar.,Pressures adjusted by using pressure offset at the sea surface. The quoted error is manufacturer specified accuracy in dbar.,PRES,18/10/2012 02:45:12,Primary sampling: discrete [],1,1,D
