PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC
JPBN,2011-11-16T01:01:00Z,28.7010,126.4480,4,24.11,34.23,0111111
JPBN,2011-11-16T01:01:00Z,28.7010,126.4480,79,24.09,34.23,0111111
JPBN,2011-11-16T01:01:00Z,28.7010,126.4480,89,19.84,34.37,0111111
JPBN,2011-11-16T01:01:00Z,28.7010,126.4480,96,19.31,34.38,0111111
JPBN,2011-11-16T01:01:00Z,28.7010,126.4480,100,18.98,34.44,0111111
JPBN,2011-11-16T01:01:00Z,28.7010,126.4480,121,18.67,34.48,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,3,24.31,34.27,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,67,24.31,34.27,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,69,24.05,34.28,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,74,20.48,34.48,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,79,19.42,34.52,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,100,18.74,34.51,0111111
JPBN,2011-11-16T02:31:00Z,28.6360,126.5660,132,18.02,34.53,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,2,24.54,34.29,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,21,24.56,34.3,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,38,24.34,34.25,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,86,24.16,34.25,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,93,19.42,34.46,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,100,18.78,34.49,0111111
JPBN,2011-11-16T04:03:00Z,28.5550,126.6840,147,18.35,34.54,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,2,25.56,34.39,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,58,25.34,34.39,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,65,24.84,34.3,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,79,24.16,34.3,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,85,22.29,34.36,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,96,20.75,34.48,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,100,19.72,34.54,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,112,18.64,34.54,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,150,18.44,34.55,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,166,17.23,34.54,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,189,16.91,34.54,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,193,16.68,34.53,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,198,14.39,34.51,0111111
JPBN,2011-11-16T05:31:00Z,28.4860,126.7980,204,13.46,34.48,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,4,25.76,34.35,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,69,25.72,34.36,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,75,25.34,34.43,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,85,24.9,34.46,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,93,24.3,34.61,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,100,23.86,34.66,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,122,22.51,34.68,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,126,22.07,34.62,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,140,20.8,34.63,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,163,18.81,34.51,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,167,18.61,34.49,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,200,18.25,34.51,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,204,17.53,34.51,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,211,14.62,34.48,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,221,12.87,34.45,0111111
JPBN,2011-11-16T07:00:00Z,28.4060,126.8990,267,11.83,34.4,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,6,25.91,34.47,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,93,25.92,34.46,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,100,23.89,34.54,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,106,22.56,34.35,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,128,21.11,34.49,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,139,20.72,34.62,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,200,18.89,34.62,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,221,18.11,34.59,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,237,17.27,34.63,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,247,16.24,34.61,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,325,11.95,34.42,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,337,11.52,34.39,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,400,9.32,34.31,0111111
JPBN,2011-11-16T08:51:00Z,28.3410,127.0160,592,6.59,34.33,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,4,25.88,34.49,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,71,25.9,34.5,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,76,25.18,34.71,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,100,23.2,34.78,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,106,22.91,34.81,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,115,22.38,34.8,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,132,21.51,34.73,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,146,21.22,34.81,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,155,20.69,34.72,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,200,19.61,34.76,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,261,17.38,34.69,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,306,15.33,34.57,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,329,13.7,34.49,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,362,12.19,34.4,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,394,11.14,34.35,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,400,11.09,34.39,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,420,10.08,34.33,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,461,8.87,34.31,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,560,7.16,34.25,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,588,6.72,34.27,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,639,6.46,34.33,0111111
JPBN,2011-11-16T10:41:00Z,28.2550,127.1350,957,4.8,34.39,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,2,25.58,34.53,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,73,25.35,34.64,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,100,23.97,34.8,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,132,22.04,34.84,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,159,20.82,34.8,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,200,19.86,34.79,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,299,16.46,34.63,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,345,14.02,34.5,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,371,13.15,34.43,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,400,12.43,34.43,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,433,11.32,34.36,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,448,10.88,34.38,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,459,10.32,34.33,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,489,9.55,34.33,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,515,8.25,34.24,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,542,7.69,34.27,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,579,6.75,34.23,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,657,6.43,34.32,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,1000,4.44,34.4,0111111
JPBN,2011-11-16T13:37:00Z,28.1710,127.2310,1060,4.05,34.42,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,2,25.48,34.58,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,86,25.49,34.58,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,93,25.45,34.61,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,100,24.66,34.76,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,118,23.89,34.78,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,125,23.56,34.84,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,141,22.58,34.84,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,158,21.49,34.82,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,200,19.71,34.79,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,218,18.89,34.75,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,286,17.28,34.7,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,355,14.54,34.53,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,400,13.42,34.47,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,419,13.15,34.46,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,484,10.06,34.28,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,489,9.78,34.27,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,548,8.29,34.24,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,567,8.06,34.28,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,582,7.6,34.23,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,591,7.23,34.23,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,684,6.4,34.33,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,719,6.1,34.32,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,743,5.8,34.35,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,1000,4.18,34.42,0111111
JPBN,2011-11-16T15:50:00Z,28.1070,127.3480,1010,4.17,34.42,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,4,25.76,34.48,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,47,25.75,34.5,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,55,25.7,34.55,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,73,25.64,34.6,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,78,25.23,34.7,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,87,24.89,34.8,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,100,24.05,34.79,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,136,22.29,34.84,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,176,20.28,34.79,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,200,19.73,34.78,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,278,16.73,34.67,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,374,14.65,34.54,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,379,14.59,34.54,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,400,13.59,34.47,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,434,12.38,34.39,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,464,11.43,34.39,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,507,9.72,34.27,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,530,8.63,34.25,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,580,7.56,34.24,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,584,7.52,34.27,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,612,7.2,34.3,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,708,5.92,34.3,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,714,5.91,34.33,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,1000,4.27,34.41,0111111
JPBN,2011-11-16T18:48:00Z,28.0370,127.4610,1187,4.1,34.42,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,4,25.84,34.53,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,39,25.85,34.53,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,52,25.29,34.61,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,79,25.06,34.62,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,83,24.76,34.76,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,100,23.49,34.81,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,111,22.97,34.78,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,126,21.93,34.79,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,137,21.68,34.82,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,200,19.34,34.77,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,278,17.21,34.69,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,387,13.35,34.46,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,400,13.19,34.46,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,480,10.2,34.29,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,497,9.74,34.28,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,580,8.01,34.24,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,617,7.54,34.24,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,638,7.11,34.27,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,673,6.97,34.32,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,718,6.01,34.29,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,798,5.3,34.35,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,838,5.03,34.37,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,1000,4.37,34.41,0111111
JPBN,2011-11-16T21:01:00Z,27.9530,127.5800,1305,4.09,34.42,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,2,24.4,34.63,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,74,24.39,34.64,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,88,23.39,34.76,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,100,23.02,34.76,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,119,21.53,34.81,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,123,21.36,34.8,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,200,18.88,34.76,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,324,16.48,34.65,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,345,14.91,34.55,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,400,14.15,34.51,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,440,12.32,34.41,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,461,11.69,34.36,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,478,11.4,34.37,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,500,10.73,34.32,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,514,10.33,34.34,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,523,9.83,34.3,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,540,9.79,34.33,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,640,7.72,34.31,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,669,6.67,34.31,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,691,6.47,34.33,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,745,5.83,34.3,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,757,5.8,34.34,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,861,4.96,34.37,0111111
JPBN,2011-11-17T00:07:00Z,27.8020,127.7980,951,4.75,34.38,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,3,24.67,34.64,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,51,24.36,34.65,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,73,22.83,34.79,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,100,21.61,34.81,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,155,20.12,34.8,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,200,18.92,34.76,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,233,17.91,34.71,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,268,17.42,34.7,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,346,14.86,34.56,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,400,13.81,34.5,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,486,10.73,34.35,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,547,9.09,34.32,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,566,8.78,34.31,0111111
JPBN,2011-11-17T03:55:00Z,27.6530,128.0290,804,5.31,34.37,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,3,24.71,34.64,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,50,24.61,34.65,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,71,23.12,34.76,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,100,22.34,34.77,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,145,20.41,34.8,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,152,20,34.79,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,200,18.7,34.75,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,239,17.67,34.71,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,313,16.9,34.68,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,400,13.77,34.5,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,442,13.15,34.46,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,454,11.97,34.4,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,486,11.2,34.37,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,498,10.14,34.34,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,506,10.07,34.33,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,569,9.12,34.33,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,594,8.19,34.32,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,874,5.88,34.33,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,1000,5.61,34.33,0111111
JPBN,2011-11-17T06:37:00Z,27.5080,128.2460,1014,5.61,34.33,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,3,26.72,34.52,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,66,26.68,34.52,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,71,26.06,34.71,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,85,25.31,34.82,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,100,24.12,34.82,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,135,22.39,34.83,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,200,19.88,34.79,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,269,17.77,34.71,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,289,16.53,34.65,0111111
JPBN,2011-11-19T02:19:00Z,26.0710,127.9060,351,14.07,34.5,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,1,26.99,34.57,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,60,26.81,34.59,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,67,26.2,34.71,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,73,25.29,34.77,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,82,25.09,34.77,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,100,24.34,34.82,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,135,22.33,34.85,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,144,21.65,34.82,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,200,19.56,34.79,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,326,16.79,34.68,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,354,16.13,34.64,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,400,14.52,34.53,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,461,12.45,34.4,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,508,10.69,34.28,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,594,8.99,34.22,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,664,7.56,34.22,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,688,7.2,34.21,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,734,6.71,34.27,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,782,5.84,34.28,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,901,4.46,34.38,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,1000,3.55,34.41,0111111
JPBN,2011-11-19T04:17:00Z,26.0040,128.0040,1117,3.09,34.46,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,3,26.48,34.57,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,58,26.15,34.58,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,100,23.91,34.82,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,118,23.59,34.89,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,147,21.57,34.88,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,200,20.23,34.81,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,317,17.05,34.69,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,400,14.61,34.54,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,483,12.41,34.4,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,537,10.06,34.25,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,575,9.33,34.2,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,598,8.97,34.22,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,645,7.8,34.22,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,702,6.85,34.21,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,751,6.25,34.29,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,775,5.86,34.28,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,829,5.24,34.33,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,1000,4.2,34.41,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,1163,3.1,34.45,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,1593,2.39,34.55,0111111
JPBN,2011-11-19T06:38:00Z,25.9030,128.1560,2000,2.06,34.59,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,4,26.38,34.45,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,57,26.39,34.5,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,100,24.49,34.77,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,112,23.36,34.84,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,133,22.16,34.84,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,144,21.74,34.87,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,200,19.65,34.8,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,400,14.82,34.55,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,432,13.47,34.45,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,510,11.22,34.3,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,532,10.8,34.31,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,584,9.22,34.2,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,595,9.13,34.23,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,644,7.71,34.19,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,723,6.83,34.24,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,737,6.55,34.22,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,849,5.63,34.34,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,860,5.36,34.31,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,923,4.9,34.38,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,1000,4.01,34.37,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,1186,3.1,34.45,0111111
JPBN,2011-11-19T10:30:00Z,25.7670,128.3530,2000,1.98,34.61,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,3,26.42,34.44,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,54,26.48,34.48,0111111
