PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,462,12.76,34.4,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,599,,34.22,0111191
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,690,6.95,34.19,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,715,6.86,34.25,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,766,6.01,34.25,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,854,5.25,34.36,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,1000,3.89,34.43,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,1333,2.68,34.51,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,1337,2.67,34.51,0111111
JPBN,2012-01-14T07:22:00Z,25.9290,128.1420,1979,2.01,34.6,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,2,22.61,34.81,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,100,22.56,34.78,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,115,22.57,34.79,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,133,21.58,34.86,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,200,19.17,34.77,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,316,16.82,34.68,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,375,14.99,34.56,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,387,14.9,34.56,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,400,14.04,34.5,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,460,12.9,34.41,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,576,9.03,34.2,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,633,8.17,34.22,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,656,7.56,34.2,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,733,6.71,34.26,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,765,6.19,34.26,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,807,5.71,34.3,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,926,4.88,34.35,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,1000,4.36,34.4,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,1316,2.89,34.49,0111111
JPBN,2012-01-14T11:13:00Z,25.7720,128.3460,2000,1.98,34.61,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,2,22.66,34.81,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,100,22.59,34.82,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,114,22.6,34.82,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,119,22.41,34.8,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,125,21.66,34.84,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,151,20.46,34.81,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,200,19.32,34.78,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,337,16.07,34.64,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,351,15.27,34.58,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,367,15.07,34.57,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,400,14.02,34.49,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,456,12.34,34.37,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,557,9.66,34.22,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,624,8.6,34.24,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,680,7.33,34.23,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,758,6.33,34.24,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,813,5.85,34.3,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,912,4.73,34.3,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,1000,4.23,34.38,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,1135,3.7,34.46,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,1372,2.83,34.5,0111111
JPBN,2012-01-14T14:54:00Z,25.6260,128.5540,2000,2.02,34.6,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,2,22.61,34.82,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,100,22.63,34.82,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,124,22.63,34.83,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,135,21.34,34.84,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,146,20.86,34.82,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,157,20.47,34.82,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,200,19.45,34.78,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,316,17.11,34.69,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,321,17.08,34.69,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,400,14.62,34.53,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,440,13.6,34.46,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,502,11.37,34.31,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,550,10.09,34.25,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,581,9.49,34.23,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,589,9.41,34.26,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,629,8.45,34.23,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,650,8.09,34.26,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,689,7.33,34.23,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,713,6.82,34.23,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,742,6.43,34.24,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,1000,4.38,34.42,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,1278,3,34.49,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,1700,2.29,34.58,0111111
JPBN,2012-01-14T19:48:00Z,25.5010,128.7470,2000,2.02,34.61,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,2,22.55,34.79,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,100,22.56,34.79,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,114,22.52,34.79,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,145,21.35,34.86,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,200,19.22,34.77,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,302,17.06,34.69,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,400,14.55,34.53,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,535,10.51,34.3,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,577,8.93,34.19,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,590,8.86,34.21,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,627,7.77,34.14,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,651,7.45,34.15,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,669,7.51,34.24,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,686,7.06,34.22,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,703,6.29,34.16,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,713,6.4,34.2,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,729,5.94,34.16,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,868,4.81,34.29,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,942,4.61,34.36,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,1000,4.01,34.36,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,1045,3.74,34.4,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,1342,2.8,34.5,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,1698,2.24,34.58,0111111
JPBN,2012-01-14T22:58:00Z,25.3320,129.0060,2000,1.99,34.61,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,2,22.64,34.8,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,92,22.45,34.8,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,100,22.13,34.79,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,115,21.28,34.83,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,132,20.37,34.83,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,141,19.74,34.8,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,200,18.51,34.76,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,356,16.03,34.63,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,400,14.95,34.55,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,448,13.15,34.43,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,453,12.89,34.42,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,565,9.93,34.27,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,605,8.5,34.18,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,632,7.87,34.16,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,644,7.54,34.16,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,776,5.62,34.22,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,870,4.52,34.3,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,893,4.32,34.33,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,1000,3.74,34.37,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,1133,3.12,34.45,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,1427,2.51,34.53,0111111
JPBN,2012-01-15T02:34:00Z,25.1700,129.2490,2000,1.9,34.62,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,3,22.41,34.79,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,100,22.32,34.78,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,117,22.29,34.79,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,121,20.89,34.83,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,125,20.63,34.83,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,133,20.52,34.84,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,159,19.29,34.79,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,200,18.55,34.76,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,270,17.5,34.71,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,280,17.15,34.69,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,364,14.83,34.55,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,400,13.73,34.47,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,421,13.48,34.46,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,462,12.23,34.37,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,522,10.94,34.29,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,571,9.97,34.27,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,619,8.56,34.21,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,740,6.08,34.24,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,775,5.32,34.27,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,1000,3.5,34.41,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,1509,2.31,34.56,0111111
JPBN,2012-01-15T06:10:00Z,25.0060,129.4960,2000,1.87,34.62,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,3,22.7,34.81,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,100,22.66,34.81,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,118,20.83,34.84,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,134,20.37,34.84,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,200,18.74,34.77,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,294,16.91,34.68,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,365,14.78,34.55,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,400,14.29,34.52,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,535,10.58,34.27,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,554,9.76,34.22,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,585,8.93,34.21,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,601,8.53,34.18,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,618,7.94,34.18,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,652,7.39,34.17,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,693,6.91,34.21,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,732,6.31,34.19,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,737,6.31,34.22,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,787,5.1,34.26,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,812,4.92,34.26,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,904,3.95,34.36,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,1000,3.34,34.42,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,1412,2.45,34.54,0111111
JPBN,2012-01-15T09:51:00Z,24.8340,129.7460,2000,1.88,34.62,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,2,22.68,34.81,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,80,22.63,34.8,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,84,22.55,34.8,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,100,21.25,34.84,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,109,20.63,34.84,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,144,19.24,34.79,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,200,18.14,34.74,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,362,15.45,34.59,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,400,14.46,34.53,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,533,10.2,34.25,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,570,9.36,34.21,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,596,8.92,34.23,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,607,8.58,34.19,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,656,7.66,34.21,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,672,6.95,34.16,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,761,5.45,34.25,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,836,4.81,34.28,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,944,3.74,34.38,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,1000,3.51,34.4,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,1432,2.44,34.54,0111111
JPBN,2012-01-15T13:15:00Z,24.6500,129.9810,2000,1.91,34.62,0111111
