PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,4.2,27.451,34.438,4.2,27.451,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,9.5,27.443,34.438,9.5,27.443,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,14.2,27.443,34.438,14.2,27.443,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,19.5,27.442,34.438,19.5,27.442,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,24.2,27.442,34.438,24.2,27.442,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,29.5,27.441,34.438,29.5,27.441,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,34.3,27.441,34.438,34.3,27.441,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,39.4,27.439,34.437,39.4,27.439,34.437,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,44.5,27.436,34.438,44.5,27.436,34.438,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,49.7,27.394,34.434,49.7,27.394,34.434,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,54.5,27.008,34.558,54.5,27.008,34.558,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,59.2,26.517,34.732,59.2,26.517,34.732,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,64.8,26.245,34.766,64.8,26.245,34.766,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,69.5,25.749,34.796,69.5,25.749,34.796,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,74.6,25.474,34.818,74.6,25.474,34.818,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,79.5,25.187,34.836,79.5,25.187,34.836,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,84.2,24.906,34.857,84.2,24.906,34.857,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,89.2,24.679,34.854,89.2,24.679,34.854,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
2901361,89706,2011-11-01T01:46:21Z,23.2290,126.9720,94.4,24.358,34.871,94.4,24.358,34.871,00111111111,3605,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.00 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,22/10/2018 22:59:47,Primary sampling: discrete [],1,1
