PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER,DATA_MODE
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,176,19.298,34.776,176,19.298,34.7781,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,186,19.03,34.762,186,19.03,34.7649,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,196,18.662,34.749,196,18.662,34.7521,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,213,18.005,34.722,213,18.005,34.7245,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,238,17.234,34.693,238,17.234,34.6959,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,263,16.327,34.641,263,16.327,34.6441,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,288,15.363,34.575,288,15.363,34.5786,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,315,14.174,34.489,315,14.174,34.4923,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,338,13.264,34.426,338,13.264,34.4299,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,363,12.118,34.35,363,12.118,34.3528,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,388,11.307,34.304,388,11.307,34.307,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,413,10.445,34.266,413,10.445,34.2694,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,438,9.486,34.225,438,9.486,34.2277,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,465,8.664,34.202,465,8.664,34.2041,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,488,8.13,34.198,488,8.13,34.1994,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,513,7.751,34.207,513,7.751,34.2085,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,538,7.333,34.205,538,7.333,34.2068,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,563,6.851,34.196,563,6.851,34.1975,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,588,6.444,34.206,588,6.444,34.2072,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,613,6.115,34.239,613,6.115,34.2398,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,638,5.897,34.266,638,5.897,34.2672,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,664,5.579,34.286,664,5.579,34.2869,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,688,5.362,34.3,688,5.362,34.301,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,713,5.091,34.313,713,5.091,34.3135,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,738,4.948,34.332,738,4.948,34.3325,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,763,4.81,34.352,763,4.81,34.3525,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,788,4.691,34.371,788,4.691,34.3717,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,813,4.509,34.388,813,4.509,34.3885,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,839,4.371,34.415,839,4.371,34.4155,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,864,4.252,34.431,864,4.252,34.4316,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,889,4.109,34.448,889,4.109,34.4484,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,914,4.017,34.456,914,4.017,34.4563,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,939,3.942,34.465,939,3.942,34.4653,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,963,3.866,34.476,963,3.866,34.4763,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,988,3.797,34.488,988,3.797,34.4883,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1013,3.726,34.497,1013,3.726,34.4973,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1039,3.651,34.504,1039,3.651,34.5042,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1064,3.608,34.508,1064,3.608,34.5082,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1089,3.559,34.512,1089,3.559,34.5123,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1114,3.481,34.515,1114,3.481,34.5154,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1139,3.382,34.519,1139,3.382,34.5194,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1164,3.292,34.526,1164,3.292,34.5262,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1189,3.235,34.531,1189,3.235,34.5313,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1215,3.165,34.538,1215,3.165,34.5382,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1238,3.126,34.545,1238,3.126,34.5452,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-17T05:36:58Z,18.7850,124.9210,1263,3.086,34.548,1263,3.086,34.5482,00111111111,0208_55384_059,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
