PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER,DATA_MODE
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,188.7,19.47,34.803,188.7,19.47,34.803,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,199.2,19.217,34.788,199.2,19.217,34.788,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,219.2,18.883,34.774,219.2,18.883,34.774,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,239.2,18.4,34.752,239.2,18.4,34.752,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,259.1,17.967,34.732,259.1,17.967,34.732,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,279.2,17.623,34.716,279.2,17.623,34.716,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,299.6,16.968,34.688,299.6,16.968,34.688,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,319.4,16.268,34.651,319.4,16.268,34.651,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,339,15.716,34.611,339,15.716,34.611,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,359.1,14.857,34.558,359.1,14.857,34.558,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,379,14.068,34.501,379,14.068,34.501,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,399.5,13.348,34.449,399.5,13.348,34.449,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,419.3,12.648,34.397,419.3,12.648,34.397,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,439.4,12.082,34.359,439.4,12.082,34.359,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,459.3,11.279,34.31,459.3,11.279,34.31,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,479.3,10.874,34.288,479.3,10.874,34.288,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,499,10.498,34.267,499,10.498,34.267,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,519.1,9.996,34.254,519.1,9.996,34.254,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,539.4,9.411,34.242,539.4,9.411,34.242,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,559.2,8.848,34.214,559.2,8.848,34.214,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,579.3,8.329,34.207,579.3,8.329,34.207,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,599.1,7.812,34.193,599.1,7.812,34.193,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,619.3,7.525,34.187,619.3,7.525,34.187,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,639,7.274,34.231,639,7.274,34.231,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,659.2,6.98,34.231,659.2,6.98,34.231,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,679.1,6.523,34.225,679.1,6.523,34.225,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,699.4,6.277,34.224,699.4,6.277,34.224,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,719.3,5.904,34.222,719.3,5.904,34.222,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,739.3,5.667,34.231,739.3,5.667,34.231,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,759.1,5.457,34.246,759.1,5.457,34.246,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,779.3,5.337,34.274,779.3,5.337,34.274,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,799.5,5.102,34.292,799.5,5.102,34.292,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,824.2,4.889,34.318,824.2,4.889,34.318,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,848.9,4.784,34.336,848.9,4.784,34.336,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,874.5,4.646,34.37,874.5,4.646,34.37,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,899.3,4.54,34.388,899.3,4.54,34.388,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,924.2,4.396,34.414,924.2,4.396,34.414,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,948.9,4.288,34.443,948.9,4.288,34.443,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,973.9,4.104,34.455,973.9,4.104,34.455,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,999.2,4.039,34.474,999.2,4.039,34.474,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,1049.5,3.845,34.489,1049.5,3.845,34.489,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,1099.2,3.624,34.511,1099.2,3.624,34.511,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,1199.3,3.284,34.529,1199.3,3.284,34.529,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,1299.1,3.096,34.551,1299.1,3.096,34.551,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-11-22T21:14:01Z,20.0190,125.6660,1398.8,2.834,34.569,1398.8,2.834,34.569,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,11/10/2017 17:28:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,9.2,26.751,34.377,9.2,26.751,34.377,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,19.4,26.749,34.376,19.4,26.749,34.376,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,29.5,26.746,34.384,29.5,26.746,34.384,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,39.2,26.689,34.43,39.2,26.689,34.43,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,49.5,26.586,34.479,49.5,26.586,34.479,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,59.5,26.245,34.58,59.5,26.245,34.58,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,69.4,24.238,34.794,69.4,24.238,34.794,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,79.6,22.954,34.829,79.6,22.954,34.829,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,89.2,22.038,34.837,89.2,22.038,34.837,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,99.1,21.459,34.832,99.1,21.459,34.832,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,109,21.001,34.82,109,21.001,34.82,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,119.4,20.495,34.806,119.4,20.495,34.806,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,129.3,20.074,34.797,129.3,20.074,34.797,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,139.5,19.792,34.79,139.5,19.792,34.79,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,149.3,19.449,34.78,149.3,19.449,34.78,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,159.3,19.133,34.769,159.3,19.133,34.769,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,169.5,18.83,34.757,169.5,18.83,34.757,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,179.2,18.475,34.749,179.2,18.475,34.749,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,189.1,18.173,34.74,189.1,18.173,34.74,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,199.2,17.992,34.731,199.2,17.992,34.731,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,219.4,17.393,34.709,219.4,17.393,34.709,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,239.5,16.913,34.684,239.5,16.913,34.684,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,258.8,16.114,34.641,258.8,16.114,34.641,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,279.4,15.39,34.594,279.4,15.39,34.594,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,299.1,14.757,34.551,299.1,14.757,34.551,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,319.5,14.247,34.513,319.5,14.247,34.513,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,339.2,13.227,34.446,339.2,13.227,34.446,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,359.5,12.399,34.387,359.5,12.399,34.387,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,379.5,11.66,34.335,379.5,11.66,34.335,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,399,11.18,34.299,399,11.18,34.299,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,419.2,10.345,34.258,419.2,10.345,34.258,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,439.2,9.829,34.231,439.2,9.829,34.231,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,459.5,9.459,34.214,459.5,9.459,34.214,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,479.4,9.102,34.198,479.4,9.102,34.198,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,499.4,8.321,34.193,499.4,8.321,34.193,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
2900894,30192,2011-12-12T19:50:01Z,19.4940,125.6410,519.4,8.048,34.178,519.4,8.048,34.178,00111111222,A0_01864_006,PRES,none,none,TNPD : APEX float that truncated negative surface pressure drift,PRES,12/10/2017 09:48:00,Primary sampling: discrete [],1,1,D
