PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
53580,2011-11-01T12:16:00Z,26.6760,127.8800,0,01117
53580,2011-11-03T05:04:00Z,26.6670,127.9150,0,01117
53580,2011-11-03T08:14:00Z,26.6750,127.8780,0,01117
53580,2011-11-03T17:32:00Z,26.6860,127.8630,0,01117
53580,2011-11-03T20:35:00Z,26.6860,127.8750,0,01117
53580,2011-11-03T23:53:00Z,26.6930,127.8750,0,01117
53580,2011-11-04T07:50:00Z,26.6790,127.8680,0,01117
53580,2011-11-04T11:06:00Z,26.6790,127.8580,0,01117
53580,2011-11-04T12:52:00Z,26.6860,127.8730,0,01117
53580,2011-11-04T17:23:00Z,26.6870,127.8780,0,01117
53580,2011-11-04T18:28:00Z,26.6850,127.8850,0,01117
53580,2011-11-04T23:40:00Z,26.6880,127.8770,0,01117
53580,2011-11-05T01:20:00Z,26.6890,127.8810,0,01117
53580,2011-11-05T04:43:00Z,26.6870,127.8860,0,01117
53580,2011-11-05T05:44:00Z,26.6760,127.8950,0,01117
53580,2011-11-05T10:57:00Z,26.6860,127.8890,0,01117
53580,2011-11-06T05:34:00Z,26.6970,127.8980,0,01117
53580,2011-11-06T18:05:00Z,26.6880,127.8830,0,01117
53580,2011-11-08T13:07:00Z,26.6700,127.8880,0,01117
53580,2011-11-08T20:18:00Z,26.6860,127.8800,0,01117
53580,2011-11-08T23:50:00Z,26.6840,127.8840,0,01117
53580,2011-11-09T11:01:00Z,26.7010,127.8760,0,01117
53580,2011-11-09T12:47:00Z,26.6740,127.8600,0,01117
53580,2011-11-11T00:08:00Z,26.6540,127.8980,0,01117
53580,2011-11-11T11:27:00Z,26.6860,127.8850,0,01117
53580,2011-11-11T17:51:00Z,26.6950,127.8790,0,01117
53580,2011-11-11T18:51:00Z,26.6920,127.8790,0,01117
53580,2011-11-11T23:58:00Z,26.6900,127.8700,0,01117
53580,2011-11-12T11:11:00Z,26.6910,127.9300,0,01117
53580,2011-11-12T20:20:00Z,26.6710,127.8840,0,01117
53580,2011-11-12T23:52:00Z,26.6880,127.8750,0,01117
53580,2011-11-13T17:32:00Z,26.6870,127.8820,0,01117
53580,2011-11-13T18:30:00Z,26.6870,127.8830,0,01117
53580,2011-11-14T10:43:00Z,26.6760,127.8780,0,01117
53580,2011-11-14T12:46:00Z,26.6880,127.8760,0,01117
53580,2011-11-14T17:22:00Z,26.6860,127.8710,0,01117
53580,2011-11-14T18:18:00Z,26.6900,127.8730,0,01117
53580,2011-11-15T01:13:00Z,26.6890,127.8670,0,01117
53580,2011-11-15T12:23:00Z,26.6870,127.8730,0,01117
53580,2011-11-15T17:09:00Z,26.6870,127.8710,0,01117
53580,2011-11-15T18:05:00Z,26.6880,127.8740,0,01117
53580,2011-11-16T00:50:00Z,26.6710,127.9060,0,01117
53580,2011-11-16T17:01:00Z,26.6960,127.8890,0,01117
53580,2011-11-16T20:23:00Z,26.6840,127.8690,0,01117
53580,2011-11-17T11:12:00Z,26.6890,127.8870,0,01117
53580,2011-11-17T23:34:00Z,26.6830,127.8850,0,01117
53580,2011-11-18T01:50:00Z,26.6800,127.8820,0,01117
53580,2011-11-20T12:24:00Z,26.6840,127.8750,0,01117
53580,2011-11-21T19:59:00Z,26.6670,127.8570,0,01117
53580,2011-11-21T23:38:00Z,26.6860,127.8780,0,01117
53580,2011-11-22T05:06:00Z,26.6840,127.8810,0,01117
53580,2011-11-22T13:20:00Z,26.6820,127.9160,0,01117
53580,2011-11-23T13:01:00Z,26.6930,127.8810,0,01117
53580,2011-11-23T17:23:00Z,26.6860,127.8870,0,01117
53580,2011-11-24T01:23:00Z,26.6850,127.8970,0,01117
53580,2011-11-24T04:41:00Z,26.6860,127.8910,0,01117
53580,2011-11-24T05:36:00Z,26.6860,127.8990,0,01117
53580,2011-11-24T20:30:00Z,26.6860,127.8710,0,01117
53580,2011-11-25T01:06:00Z,26.6800,127.8530,0,01117
53580,2011-11-25T05:30:00Z,26.6850,127.8890,0,01117
53580,2011-11-25T12:17:00Z,26.6910,127.8960,0,01117
53580,2011-11-25T23:49:00Z,26.6870,127.8870,0,01117
53580,2011-11-26T00:45:00Z,26.6840,127.8890,0,01117
53580,2011-11-26T16:51:00Z,26.6840,127.8810,0,01117
53580,2011-11-27T04:13:00Z,26.7040,127.8930,0,01117
53580,2011-11-28T08:06:00Z,26.7120,127.8710,0,01117
53580,2011-11-28T23:53:00Z,26.6870,127.8790,0,01117
53580,2011-11-29T12:34:00Z,26.6860,127.8800,0,01117
53580,2011-11-29T23:44:00Z,26.6850,127.8840,0,01117
53580,2011-11-30T12:17:00Z,26.6860,127.8770,0,01117
53580,2011-12-01T05:09:00Z,26.6830,127.9060,0,01117
53580,2011-12-02T18:22:00Z,26.6830,127.8890,0,01117
53580,2011-12-02T20:35:00Z,26.6870,127.8920,0,01117
53580,2011-12-03T04:51:00Z,26.6850,127.8760,0,01117
53580,2011-12-03T12:52:00Z,26.6850,127.8640,0,01117
53580,2011-12-03T17:22:00Z,26.6930,127.8530,0,01117
53580,2011-12-03T18:11:00Z,26.6890,127.8590,0,01117
53580,2011-12-03T20:15:00Z,26.6860,127.8850,0,01117
53580,2011-12-04T01:21:00Z,26.6790,127.9030,0,01117
53580,2011-12-04T04:41:00Z,26.6830,127.9230,0,01117
53580,2011-12-04T05:33:00Z,26.6810,127.8670,0,01447
53580,2011-12-04T11:08:00Z,26.6580,127.8130,0,01117
53580,2011-12-04T12:33:00Z,26.6840,127.8710,0,01117
53580,2011-12-04T17:12:00Z,26.6880,127.8770,0,01117
53580,2011-12-06T08:09:00Z,26.6850,127.9080,0,01117
53580,2011-12-06T16:51:00Z,26.7060,127.8870,0,01117
53580,2011-12-06T17:36:00Z,26.7010,127.8810,0,01117
53580,2011-12-07T11:18:00Z,26.6870,127.8860,0,01117
53580,2011-12-07T13:08:00Z,26.6860,127.8880,0,01117
53580,2011-12-07T20:14:00Z,26.6670,127.9130,0,01117
53580,2011-12-07T20:20:00Z,26.6850,127.8810,0,01447
53580,2011-12-08T11:03:00Z,26.6840,127.8710,0,01117
53580,2011-12-08T11:17:00Z,26.6860,127.8800,0,01117
53580,2011-12-08T23:35:00Z,26.6730,127.8820,0,01117
53580,2011-12-08T23:43:00Z,26.6850,127.8800,0,01447
53580,2011-12-10T06:07:00Z,26.6820,127.8920,0,01117
53580,2011-12-12T04:53:00Z,26.6710,127.9030,0,01117
53580,2011-12-12T11:23:00Z,26.6690,127.9440,0,01117
53580,2011-12-12T17:28:00Z,26.6860,127.8820,0,01117
53580,2011-12-13T12:47:00Z,26.6850,127.8780,0,01117
53580,2011-12-13T23:22:00Z,26.6860,127.8740,0,01117
53580,2011-12-14T17:57:00Z,26.6830,127.8790,0,01117
