PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
22686,2011-12-24T07:00:00Z,29.9670,124.9700,0,01447
22686,2011-12-24T07:39:00Z,29.9670,124.9700,0,01117
22686,2011-12-24T07:43:00Z,29.9560,124.9880,0,01447
22686,2011-12-24T09:17:00Z,29.9670,124.9700,0,01117
22686,2011-12-24T09:21:00Z,29.9140,124.9560,0,01447
22686,2011-12-24T09:35:00Z,29.9670,124.9700,0,01447
22686,2011-12-24T10:02:00Z,29.9140,124.9560,0,01447
22686,2011-12-24T11:19:00Z,29.9140,124.9560,0,01117
22686,2011-12-24T11:42:00Z,29.9140,124.9560,0,01117
22686,2011-12-24T12:17:00Z,29.9140,124.9560,0,01117
22686,2011-12-24T12:23:00Z,29.9170,124.9420,0,01447
22686,2011-12-24T12:57:00Z,29.9130,124.9510,0,01117
22686,2011-12-24T14:01:00Z,29.9200,124.9540,0,01117
22686,2011-12-24T17:02:00Z,29.8850,125.0060,0,01117
22686,2011-12-24T17:47:00Z,29.8690,125.0180,0,01117
22686,2011-12-24T18:35:00Z,29.8690,125.0180,0,01117
22686,2011-12-24T18:40:00Z,29.8430,125.0340,0,01447
22686,2011-12-24T19:24:00Z,29.8230,125.0390,0,01117
22686,2011-12-24T19:27:00Z,29.8200,125.0380,0,01447
22686,2011-12-24T20:03:00Z,29.8060,125.0260,0,01117
22686,2011-12-24T20:06:00Z,29.8070,125.0250,0,01117
22686,2011-12-24T21:43:00Z,29.7750,124.9970,0,01117
22686,2011-12-24T22:25:00Z,29.7790,124.9780,0,01117
22686,2011-12-24T23:45:00Z,29.7780,124.9430,0,01117
22686,2011-12-25T00:03:00Z,29.7770,124.9350,0,01117
22686,2011-12-25T00:45:00Z,29.7850,124.9200,0,01117
22686,2011-12-25T01:25:00Z,29.7840,124.9170,0,01117
22686,2011-12-25T02:22:00Z,29.7840,124.9170,0,01117
22686,2011-12-25T02:25:00Z,29.8030,124.9150,0,01447
22686,2011-12-25T04:23:00Z,29.8030,124.9150,0,01117
22686,2011-12-25T05:03:00Z,29.8030,124.9150,0,01117
22686,2011-12-25T05:56:00Z,29.8030,124.9150,0,01117
22686,2011-12-25T06:04:00Z,29.8030,124.9150,0,01117
22686,2011-12-25T06:49:00Z,29.7640,124.9610,0,01447
22686,2011-12-25T07:19:00Z,29.7600,124.9850,0,01117
22686,2011-12-25T08:57:00Z,29.7450,124.9780,0,01117
22686,2011-12-25T08:59:00Z,29.7450,124.9780,0,01117
22686,2011-12-25T09:37:00Z,29.7450,124.9780,0,01117
22686,2011-12-25T10:57:00Z,29.7450,124.9780,0,01117
22686,2011-12-25T11:07:00Z,29.7330,124.9380,0,01447
22686,2011-12-25T11:19:00Z,29.7330,124.9380,0,01117
22686,2011-12-25T11:55:00Z,29.7330,124.9380,0,01117
22686,2011-12-25T12:00:00Z,29.7380,124.9280,0,01447
22686,2011-12-25T12:42:00Z,29.7370,124.9280,0,01117
22686,2011-12-25T12:45:00Z,29.7320,124.9210,0,01447
22686,2011-12-25T13:38:00Z,29.7370,124.9280,0,01117
22686,2011-12-25T13:41:00Z,29.7450,124.9180,0,01447
22686,2011-12-25T16:50:00Z,29.7370,124.9670,0,01117
22686,2011-12-25T17:34:00Z,29.7270,124.9860,0,01117
22686,2011-12-25T18:26:00Z,29.7090,125.0020,0,01117
22686,2011-12-25T18:31:00Z,29.7060,125.0140,0,01447
22686,2011-12-25T19:13:00Z,29.6920,125.0230,0,01117
22686,2011-12-25T19:37:00Z,29.6910,125.0260,0,01117
22686,2011-12-25T19:40:00Z,29.6810,125.0200,0,01447
22686,2011-12-25T21:14:00Z,29.6810,125.0200,0,01117
22686,2011-12-25T21:20:00Z,29.6460,125.0210,0,01447
22686,2011-12-25T21:56:00Z,29.6460,125.0210,0,01117
22686,2011-12-25T23:33:00Z,29.6360,124.9770,0,01117
22686,2011-12-25T23:36:00Z,29.6360,124.9770,0,01117
22686,2011-12-25T23:42:00Z,29.6370,124.9760,0,01117
22686,2011-12-26T00:24:00Z,29.6370,124.9760,0,01117
22686,2011-12-26T00:26:00Z,29.6400,124.9580,0,01447
22686,2011-12-26T01:09:00Z,29.6380,124.9600,0,01117
22686,2011-12-26T01:17:00Z,29.6390,124.9530,0,01117
22686,2011-12-26T01:59:00Z,29.6520,124.9500,0,01117
22686,2011-12-26T02:05:00Z,29.6520,124.9500,0,01117
22686,2011-12-26T04:12:00Z,29.6550,124.9490,0,01117
22686,2011-12-26T04:53:00Z,29.6550,124.9490,0,01117
22686,2011-12-26T04:56:00Z,29.6690,124.9600,0,01447
22686,2011-12-26T05:52:00Z,29.6660,124.9860,0,01117
22686,2011-12-26T06:38:00Z,29.6500,124.9990,0,01117
22686,2011-12-26T06:55:00Z,29.6500,124.9990,0,01117
22686,2011-12-26T08:33:00Z,29.6240,125.0370,0,01117
22686,2011-12-26T09:12:00Z,29.6240,125.0370,0,01117
22686,2011-12-26T10:52:00Z,29.6010,125.0170,0,01117
22686,2011-12-26T10:53:00Z,29.6010,125.0170,0,01117
22686,2011-12-26T11:40:00Z,29.6040,125.0050,0,01117
22686,2011-12-26T12:35:00Z,29.6060,125.0020,0,01117
22686,2011-12-26T12:36:00Z,29.6130,125.0020,0,01447
22686,2011-12-26T13:17:00Z,29.6140,124.9920,0,01117
22686,2011-12-26T13:23:00Z,29.6140,124.9920,0,01117
22686,2011-12-26T16:41:00Z,29.6250,125.0060,0,01117
22686,2011-12-26T17:24:00Z,29.6160,125.0200,0,01117
22686,2011-12-26T18:16:00Z,29.6040,125.0560,0,01117
22686,2011-12-26T18:20:00Z,29.6090,125.0440,0,01447
22686,2011-12-26T19:01:00Z,29.5950,125.0530,0,01117
22686,2011-12-26T19:06:00Z,29.5930,125.0540,0,01117
22686,2011-12-26T19:09:00Z,29.5930,125.0550,0,01117
22686,2011-12-26T19:15:00Z,29.5930,125.0550,0,01117
22686,2011-12-26T20:50:00Z,29.5930,125.0550,0,01117
22686,2011-12-26T20:57:00Z,29.5570,125.0700,0,01447
22686,2011-12-26T23:16:00Z,29.5390,125.0210,0,01117
22686,2011-12-26T23:21:00Z,29.5370,125.0190,0,01117
22686,2011-12-27T00:03:00Z,29.5370,125.0190,0,01117
22686,2011-12-27T00:04:00Z,29.5390,125.0080,0,01447
22686,2011-12-27T00:51:00Z,29.5370,125.0190,0,01117
22686,2011-12-27T00:57:00Z,29.5410,124.9880,0,01447
22686,2011-12-27T01:00:00Z,29.5410,124.9880,0,01117
22686,2011-12-27T01:42:00Z,29.5450,124.9840,0,01117
22686,2011-12-27T01:45:00Z,29.5450,124.9840,0,01117
22686,2011-12-27T03:57:00Z,29.5450,124.9840,0,01117
22686,2011-12-27T04:45:00Z,29.5650,124.9700,0,01117
22686,2011-12-27T05:42:00Z,29.5730,124.9890,0,01117
22686,2011-12-27T06:28:00Z,29.5700,124.9990,0,01117
22686,2011-12-27T06:29:00Z,29.5700,124.9990,0,01117
22686,2011-12-27T08:12:00Z,29.5440,125.0040,0,01117
22686,2011-12-27T09:48:00Z,29.5440,125.0040,0,01117
22686,2011-12-27T10:29:00Z,29.5440,125.0040,0,01117
22686,2011-12-27T10:34:00Z,29.5230,125.0090,0,01447
22686,2011-12-27T10:43:00Z,29.5210,125.0040,0,01117
22686,2011-12-27T11:17:00Z,29.5200,124.9970,0,01117
22686,2011-12-27T12:13:00Z,29.5230,124.9830,0,01117
22686,2011-12-27T12:22:00Z,29.5260,124.9840,0,01117
22686,2011-12-27T13:00:00Z,29.5290,124.9770,0,01117
22686,2011-12-27T16:27:00Z,29.5540,124.9590,0,01117
22686,2011-12-27T17:12:00Z,29.5500,124.9710,0,01117
22686,2011-12-27T18:08:00Z,29.5520,124.9880,0,01117
22686,2011-12-27T18:12:00Z,29.5520,124.9880,0,01117
22686,2011-12-27T18:47:00Z,29.5520,124.9870,0,01117
22686,2011-12-27T18:52:00Z,29.5420,125.0010,0,01447
22686,2011-12-27T20:27:00Z,29.5420,125.0010,0,01117
22686,2011-12-27T20:33:00Z,29.5240,125.0110,0,01447
22686,2011-12-27T22:09:00Z,29.5240,125.0110,0,01117
22686,2011-12-27T22:55:00Z,29.4950,125.0050,0,01117
22686,2011-12-27T23:11:00Z,29.4950,125.0010,0,01117
22686,2011-12-27T23:41:00Z,29.5000,124.9990,0,01117
22686,2011-12-28T00:31:00Z,29.4940,124.9730,0,01117
22686,2011-12-28T00:36:00Z,29.4930,124.9760,0,01117
22686,2011-12-28T00:48:00Z,29.4970,124.9700,0,01117
22686,2011-12-28T01:26:00Z,29.5010,124.9580,0,01117
22686,2011-12-28T02:58:00Z,29.5010,124.9580,0,01117
22686,2011-12-28T03:01:00Z,29.5190,124.9390,0,01447
22686,2011-12-28T03:52:00Z,29.5290,124.9270,0,01117
22686,2011-12-28T04:34:00Z,29.5290,124.9320,0,01117
22686,2011-12-28T05:33:00Z,29.5370,124.9510,0,01117
22686,2011-12-28T06:03:00Z,29.5370,124.9510,0,01117
22686,2011-12-28T06:17:00Z,29.5350,124.9560,0,01117
22686,2011-12-28T07:43:00Z,29.5230,124.9870,0,01117
22686,2011-12-28T09:22:00Z,29.5230,124.9870,0,01117
22686,2011-12-28T09:25:00Z,29.5230,124.9870,0,01117
22686,2011-12-28T10:09:00Z,29.4980,124.9930,0,01117
22686,2011-12-28T10:30:00Z,29.4900,124.9950,0,01117
22686,2011-12-28T10:59:00Z,29.4900,124.9950,0,01117
22686,2011-12-28T11:46:00Z,29.4900,124.9950,0,01117
22686,2011-12-28T11:47:00Z,29.4820,124.9810,0,01447
22686,2011-12-28T12:10:00Z,29.4800,124.9760,0,01117
22686,2011-12-28T12:40:00Z,29.4790,124.9620,0,01117
22686,2011-12-28T14:20:00Z,29.4930,124.9550,0,01117
22686,2011-12-28T16:17:00Z,29.5100,124.9430,0,01117
22686,2011-12-28T17:01:00Z,29.5080,124.9430,0,01117
22686,2011-12-28T17:58:00Z,29.5090,124.9620,0,01117
22686,2011-12-28T18:42:00Z,29.5050,124.9790,0,01117
22686,2011-12-28T20:04:00Z,29.5050,124.9790,0,01117
22686,2011-12-28T20:20:00Z,29.4850,124.9910,0,01447
22686,2011-12-28T21:48:00Z,29.4600,125.0080,0,01117
22686,2011-12-28T22:29:00Z,29.4480,124.9950,0,01117
22686,2011-12-28T22:56:00Z,29.4460,124.9900,0,01117
22686,2011-12-29T00:07:00Z,29.4460,124.9900,0,01117
22686,2011-12-29T00:11:00Z,29.4270,124.9860,0,01447
22686,2011-12-29T00:35:00Z,29.4270,124.9710,0,01117
22686,2011-12-29T00:55:00Z,29.4270,124.9710,0,01117
22686,2011-12-29T02:41:00Z,29.4320,124.9660,0,01117
22686,2011-12-29T03:41:00Z,29.4320,124.9190,0,01117
22686,2011-12-29T04:19:00Z,29.4320,124.9190,0,01117
22686,2011-12-29T05:12:00Z,29.4390,124.9070,0,01117
22686,2011-12-29T05:22:00Z,29.4340,124.9230,0,01447
22686,2011-12-29T05:55:00Z,29.4340,124.9230,0,01117
22686,2011-12-29T06:06:00Z,29.4340,124.9320,0,01117
22686,2011-12-29T07:21:00Z,29.4260,124.9410,0,01117
22686,2011-12-29T09:02:00Z,29.3940,124.9540,0,01117
22686,2011-12-29T09:45:00Z,29.3880,124.9660,0,01117
22686,2011-12-29T10:13:00Z,29.3880,124.9660,0,01117
22686,2011-12-29T10:18:00Z,29.3790,124.9750,0,01447
22686,2011-12-29T11:26:00Z,29.3680,124.9670,0,01117
22686,2011-12-29T12:00:00Z,29.3630,124.9610,0,01117
22686,2011-12-29T12:19:00Z,29.3600,124.9540,0,01117
22686,2011-12-29T13:58:00Z,29.3540,124.9380,0,01117
22686,2011-12-29T16:10:00Z,29.3520,124.9150,0,01117
22686,2011-12-29T16:46:00Z,29.3520,124.9150,0,01117
22686,2011-12-29T17:48:00Z,29.3580,124.9240,0,01117
22686,2011-12-29T18:33:00Z,29.3580,124.9230,0,01117
22686,2011-12-29T19:26:00Z,29.3430,124.9400,0,01117
22686,2011-12-29T19:44:00Z,29.3430,124.9400,0,01117
22686,2011-12-29T20:12:00Z,29.3360,124.9490,0,01117
22686,2011-12-29T21:23:00Z,29.3150,124.9600,0,01117
22686,2011-12-29T22:03:00Z,29.3150,124.9600,0,01117
22686,2011-12-29T22:46:00Z,29.2980,124.9560,0,01117
22686,2011-12-29T23:45:00Z,29.2980,124.9560,0,01117
22686,2011-12-30T00:26:00Z,29.2790,124.9370,0,01117
22686,2011-12-30T00:41:00Z,29.2740,124.9420,0,01117
