PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
52913,2012-01-25T03:00:00Z,17.5060,123.2810,,0,-1.5,-5.7,-0.01,-0.05,27.72,0.5,313,15,-0.005,0.314,0111971111171111
52913,2012-01-25T03:40:00Z,17.5050,123.2830,27.8,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T04:40:00Z,17.5320,123.2700,27.8,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T05:40:00Z,17.5320,123.2700,27.8,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T06:00:00Z,17.5420,123.2690,,0,-1.7,-7.6,-0.03,-0.1,27.76,0.5,313,15,-0.078,0.319,0111971111171111
52913,2012-01-25T06:50:00Z,17.5320,123.2700,27.8,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T07:40:00Z,17.5320,123.2700,27.8,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T08:40:00Z,17.5750,123.2620,27.7,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T09:00:00Z,17.5680,123.2650,,0,-3.6,-9.4,-0.07,-0.17,27.77,0.5,313,15,-0.103,0.211,0111971111171111
52913,2012-01-25T09:40:00Z,17.5320,123.2700,27.7,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T10:40:00Z,17.5750,123.2620,27.7,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T11:40:00Z,17.5720,123.2480,27.7,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T12:00:00Z,17.5830,123.2480,,0,-5.6,-10,-0.13,-0.21,27.73,0.5,313,15,-0.127,0.221,0111971111171111
52913,2012-01-25T12:40:00Z,17.5830,123.2530,27.7,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T13:40:00Z,17.5830,123.2490,27.7,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T14:40:00Z,17.5990,123.2410,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T15:00:00Z,17.6110,123.2390,,0,-8.5,-8.1,-0.18,-0.19,27.68,0.5,313,15,-0.181,0.386,0111971111171111
52913,2012-01-25T15:40:00Z,17.6240,123.2350,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T16:40:00Z,17.6240,123.2350,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T17:40:00Z,17.6240,123.2350,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T18:00:00Z,17.6580,123.2110,,0,-9,-7.4,-0.2,-0.16,27.63,0.5,313,15,-0.24,0.334,0111971111171111
52913,2012-01-25T18:40:00Z,17.6580,123.2100,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T19:40:00Z,17.6720,123.1960,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T20:40:00Z,17.6720,123.1960,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T21:00:00Z,17.6760,123.1900,,0,-8.9,-6.7,-0.2,-0.15,27.6,0.5,313,15,-0.186,0.17,0111971111171111
52913,2012-01-25T21:40:00Z,17.6720,123.1960,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T22:40:00Z,17.6910,123.1730,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-25T23:40:00Z,17.6910,123.1730,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-26T00:00:00Z,17.6910,123.1730,,0,-10.2,-6.1,-0.21,-0.13,27.6,0.5,313,15,-0.206,0.314,0111971111171111
52913,2012-01-26T00:40:00Z,17.6970,123.1700,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-26T01:40:00Z,17.6970,123.1700,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-26T02:40:00Z,17.6970,123.1700,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-26T03:00:00Z,17.7370,123.1480,,0,-9.8,-4.8,-0.2,-0.1,27.6,0.5,313,15,-0.245,0.509,0111971111171111
52913,2012-01-26T03:40:00Z,17.6970,123.1700,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-26T04:40:00Z,17.7730,123.1310,27.6,0,,,,,,,,,,,0144179999999999
52913,2012-01-26T05:40:00Z,17.7810,123.1220,27.6,0,,,,,,,,,,,0111179999999999
52913,2012-01-26T06:00:00Z,17.7900,123.1230,,0,-9.6,-3.8,-0.18,-0.07,27.6,0.5,313,15,-0.196,0.494,0111971111171111
