PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,353.9,15.63,34.593,353.9,15.63,34.593,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,365.2,15.449,34.582,365.2,15.449,34.582,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,376.3,15.23,34.569,376.3,15.23,34.569,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,387,14.924,34.55,387,14.924,34.55,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,398.2,14.375,34.527,398.2,14.375,34.527,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,406.7,14.135,34.51,406.7,14.135,34.51,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,417.5,13.738,34.482,417.5,13.738,34.482,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,427.9,13.32,34.47,427.9,13.32,34.47,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,438.7,13.065,34.451,438.7,13.065,34.451,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,442.1,13.051,34.45,442.1,13.051,34.45,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,452.7,12.979,34.445,452.7,12.979,34.445,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,463.3,12.695,34.442,463.3,12.695,34.442,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,474.1,12.25,34.428,474.1,12.25,34.428,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,484.7,11.798,34.38,484.7,11.798,34.38,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,495.5,11.467,34.355,495.5,11.467,34.355,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,506.3,11.138,34.334,506.3,11.138,34.334,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,516.5,10.599,34.317,516.5,10.599,34.317,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,527.4,10.152,34.303,527.4,10.152,34.303,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,538.3,9.589,34.288,538.3,9.589,34.288,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,546.7,9.177,34.271,546.7,9.177,34.271,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,557.1,8.687,34.251,557.1,8.687,34.251,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,568,8.61,34.267,568,8.61,34.267,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,578.8,8.565,34.274,578.8,8.565,34.274,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,582.4,8.533,34.274,582.4,8.533,34.274,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,593,8.264,34.253,593,8.264,34.253,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,603.7,7.732,34.245,603.7,7.732,34.245,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,614.2,7.505,34.244,614.2,7.505,34.244,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,624.7,7.447,34.247,624.7,7.447,34.247,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,635.3,7.322,34.275,635.3,7.322,34.275,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,645.5,7.233,34.267,645.5,7.233,34.267,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,655.8,6.96,34.254,655.8,6.96,34.254,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,666,6.757,34.268,666,6.757,34.268,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,676,6.657,34.28,676,6.657,34.28,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,686,6.52,34.288,686,6.52,34.288,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,696.3,6.431,34.291,696.3,6.431,34.291,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,748.1,5.965,34.312,748.1,5.965,34.312,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,793.2,5.515,34.339,793.2,5.515,34.339,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,848.3,5.266,34.391,848.3,5.266,34.391,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,899,4.968,34.402,899,4.968,34.402,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,949.1,4.733,34.405,949.1,4.733,34.405,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T01:54:29Z,26.9200,126.6090,999.3,4.526,34.417,999.3,4.526,34.417,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,0.5,23.363,,0.5,23.363,,00111129129,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,7.5,23.374,34.608,7.5,23.374,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,10.6,23.376,34.607,10.6,23.376,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,17.5,23.388,34.607,17.5,23.388,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,20.5,23.379,34.608,20.5,23.379,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,27.4,23.386,34.607,27.4,23.386,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,30.3,23.385,34.607,30.3,23.385,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,37,23.386,34.607,37,23.386,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,40.1,23.383,34.607,40.1,23.383,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,48.2,23.391,34.608,48.2,23.391,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,49.3,23.389,34.609,49.3,23.389,34.609,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,58.1,23.397,34.608,58.1,23.397,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,59.2,23.398,34.607,59.2,23.398,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,68.4,23.405,34.608,68.4,23.405,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,69.9,23.405,34.608,69.9,23.405,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,78,23.407,34.608,78,23.407,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,81.6,23.405,34.611,81.6,23.405,34.611,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,82.8,23.405,34.61,82.8,23.405,34.61,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,93.7,23.406,34.609,93.7,23.406,34.609,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,94.9,23.407,34.61,94.9,23.407,34.61,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,105.6,23.409,34.61,105.6,23.409,34.61,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,116.2,23.416,34.644,116.2,23.416,34.644,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,126,23.387,34.663,126,23.387,34.663,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,136.2,22.702,34.811,136.2,22.702,34.811,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,146.8,22.35,34.823,146.8,22.35,34.823,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,157.9,21.378,34.773,157.9,21.378,34.773,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,166.3,21.036,34.797,166.3,21.036,34.797,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,177.7,20.605,34.791,177.7,20.605,34.791,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,181.4,20.556,34.787,181.4,20.556,34.787,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,192.9,20.034,34.799,192.9,20.034,34.799,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,204.2,19.615,34.777,204.2,19.615,34.777,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,215.7,19.221,34.766,215.7,19.221,34.766,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,226.5,18.717,34.74,226.5,18.717,34.74,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,237.5,18.21,34.722,237.5,18.21,34.722,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,248.5,17.687,34.704,248.5,17.687,34.704,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,256.7,17.548,34.694,256.7,17.548,34.694,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,267.7,17.016,34.675,267.7,17.016,34.675,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,271.8,16.872,34.668,271.8,16.872,34.668,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,282.8,16.824,34.664,282.8,16.824,34.664,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,294,16.554,34.646,294,16.554,34.646,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,305.2,16.155,34.621,305.2,16.155,34.621,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,316.1,15.888,34.608,316.1,15.888,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,327.1,15.669,34.594,327.1,15.669,34.594,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,338.1,15.494,34.586,338.1,15.494,34.586,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,349,15.472,34.583,349,15.472,34.583,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,356.8,15.288,34.573,356.8,15.288,34.573,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,367.6,15.002,34.555,367.6,15.002,34.555,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,378.3,14.611,34.538,378.3,14.611,34.538,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,388.6,14.359,34.524,388.6,14.359,34.524,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,392.3,14.22,34.513,392.3,14.22,34.513,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,403,13.667,34.478,403,13.667,34.478,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,413.6,13.628,34.473,413.6,13.628,34.473,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,424.3,13.357,34.456,424.3,13.357,34.456,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,434.8,12.983,34.44,434.8,12.983,34.44,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,445.2,12.589,34.425,445.2,12.589,34.425,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,456,12.284,34.431,456,12.284,34.431,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,466.7,11.853,34.404,466.7,11.853,34.404,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,477.2,11.621,34.372,477.2,11.621,34.372,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,487.3,11.298,34.343,487.3,11.298,34.343,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,497.6,10.782,34.323,497.6,10.782,34.323,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,507.7,9.907,34.296,507.7,9.907,34.296,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,517.4,9.547,34.29,517.4,9.547,34.29,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,527.6,9.289,34.28,527.6,9.289,34.28,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,537.9,8.917,34.261,537.9,8.917,34.261,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,548.3,8.731,34.248,548.3,8.731,34.248,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,558.4,8.591,34.27,558.4,8.591,34.27,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,569,8.461,34.276,569,8.461,34.276,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,577.1,8.367,34.27,577.1,8.367,34.27,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,587.2,7.985,34.249,587.2,7.985,34.249,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,597.5,7.614,34.243,597.5,7.614,34.243,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,607.9,7.229,34.252,607.9,7.229,34.252,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,618.5,7.247,34.272,618.5,7.247,34.272,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,628.7,7.178,34.273,628.7,7.178,34.273,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,632.4,7.133,34.275,632.4,7.133,34.275,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,642.5,6.969,34.274,642.5,6.969,34.274,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,653,6.872,34.283,653,6.872,34.283,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,663.4,6.687,34.283,663.4,6.687,34.283,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,673.7,6.616,34.286,673.7,6.616,34.286,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,683.5,6.556,34.287,683.5,6.556,34.287,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,693.5,6.424,34.287,693.5,6.424,34.287,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,744.5,5.948,34.307,744.5,5.948,34.307,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,798.5,5.525,34.356,798.5,5.525,34.356,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,845.9,5.194,34.393,845.9,5.194,34.393,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,897.8,4.892,34.399,897.8,4.892,34.399,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,949.2,4.582,34.414,949.2,4.582,34.414,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T07:58:30Z,26.9380,126.6270,978.1,4.565,34.416,978.1,4.565,34.416,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,0.1,23.206,,0.2,23.206,,00111129129,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,8.4,23.37,34.636,8.5,23.37,34.636,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,9.8,23.374,34.635,9.9,23.374,34.635,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,11,23.373,34.635,11.1,23.373,34.635,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,23,23.381,34.635,23.1,23.381,34.635,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,24.4,23.382,34.635,24.5,23.382,34.635,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,25.7,23.383,34.636,25.8,23.383,34.636,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,37.8,23.385,34.637,37.9,23.385,34.637,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,39.3,23.386,34.637,39.4,23.386,34.637,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,48.2,23.388,34.637,48.3,23.388,34.637,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,51.9,23.388,34.637,52,23.388,34.637,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,53.1,23.388,34.638,53.2,23.388,34.638,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,62.2,23.386,34.637,62.3,23.386,34.637,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,65.8,23.385,34.637,65.9,23.385,34.637,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,67,23.383,34.636,67.1,23.383,34.636,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,78.3,23.384,34.636,78.4,23.384,34.636,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,79.5,23.384,34.636,79.6,23.384,34.636,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,88.3,23.398,34.639,88.4,23.398,34.639,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,91.8,23.398,34.638,91.9,23.398,34.638,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,92.9,23.398,34.638,93,23.398,34.638,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,103.7,23.401,34.64,103.8,23.401,34.64,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901990,300034013026610,2011-12-27T13:54:42Z,26.9680,126.6330,114.7,23.397,34.642,114.8,23.397,34.642,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
