PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901158,80055,2011-11-16T22:15:43Z,20.0300,129.7930,00111
2901158,80055,2011-11-16T22:55:31Z,20.0230,129.7890,00111
2901158,80055,2011-11-16T23:57:17Z,20.0200,129.7880,00111
2901158,80055,2011-11-17T00:28:25Z,20.0160,129.7790,00111
2901158,80055,2011-11-17T00:35:54Z,20.0160,129.7800,00111
2901158,80055,2011-11-17T02:08:48Z,20.0090,129.7640,00111
2901158,80055,2011-11-17T04:08:05Z,20.0300,129.7070,00111
2901158,80055,2011-11-17T05:07:03Z,20.0390,129.6930,00111
2901158,80055,2011-11-17T05:54:54Z,20.0390,129.6640,00111
2901158,80055,2011-11-17T06:49:25Z,20.0590,129.6460,00111
2901158,80055,2011-11-17T07:30:47Z,20.0570,129.6350,00111
2901158,80055,2011-11-17T10:07:03Z,20.0770,129.6130,00111
2901158,80055,2011-11-27T04:07:52Z,20.2730,129.2310,00111
2901158,80055,2011-11-27T05:02:19Z,20.2730,129.2160,00111
2901158,80055,2011-11-27T05:46:30Z,20.2810,129.1910,00111
2901158,80055,2011-11-27T06:41:12Z,20.2810,129.1650,00111
2901158,80055,2011-11-27T06:44:37Z,20.2780,129.1670,00111
2901158,80055,2011-11-27T08:32:25Z,20.2970,129.1380,00111
2901158,80055,2011-11-27T09:47:57Z,20.3110,129.1160,00111
2901158,80055,2011-11-27T10:27:33Z,20.3290,129.1080,00111
2901158,80055,2011-12-06T22:22:18Z,20.3690,128.9700,00111
2901158,80055,2011-12-06T22:47:28Z,20.3680,128.9540,00111
2901158,80055,2011-12-06T23:57:32Z,20.3700,128.9310,00111
2901158,80055,2011-12-07T00:16:05Z,20.3770,128.9220,00111
2901158,80055,2011-12-07T00:25:30Z,20.3750,128.9150,00111
2901158,80055,2011-12-07T01:53:30Z,20.3900,128.8840,00111
2901158,80055,2011-12-07T04:03:10Z,20.4060,128.8270,00111
2901158,80055,2011-12-07T04:53:44Z,20.4190,128.8110,00111
2901158,80055,2011-12-07T05:42:32Z,20.4400,128.7860,00111
2901158,80055,2011-12-07T06:41:20Z,20.4460,128.7740,00111
2901158,80055,2011-12-07T09:33:18Z,20.4400,128.7680,00111
2901158,80055,2011-12-07T09:53:06Z,20.4700,128.7620,00111
2901158,80055,2011-12-17T01:47:10Z,20.3770,128.4340,00111
2901158,80055,2011-12-17T03:56:16Z,20.3760,128.3660,00111
2901158,80055,2011-12-17T04:43:12Z,20.3790,128.3460,00111
2901158,80055,2011-12-17T05:37:28Z,20.3870,128.3220,00111
2901158,80055,2011-12-17T06:24:38Z,20.3940,128.2980,00111
2901158,80055,2011-12-17T07:09:05Z,20.3960,128.2900,00111
2901158,80055,2011-12-17T08:46:38Z,20.4120,128.2470,00111
2901158,80055,2011-12-17T09:22:39Z,20.4160,128.2440,00111
2901158,80055,2011-12-17T10:52:40Z,20.4350,128.2150,00111
2901158,80055,2011-12-17T11:03:45Z,20.4340,128.2170,00111
2901158,80055,2011-12-17T11:21:47Z,20.4310,128.2180,00111
2901158,80055,2011-12-17T12:36:32Z,20.4380,128.1990,00111
2901158,80055,2011-12-17T13:03:05Z,20.4440,128.1930,00111
2901158,80055,2011-12-17T16:32:05Z,20.4400,128.1430,00111
2901158,80055,2011-12-17T17:19:57Z,20.4440,128.1250,00111
2901158,80055,2011-12-26T23:16:19Z,20.4050,127.9400,00111
2901158,80055,2011-12-26T23:19:14Z,20.4070,127.9400,00111
2901158,80055,2011-12-27T00:03:29Z,20.4040,127.9310,00111
2901158,80055,2011-12-27T01:41:12Z,20.4200,127.9130,00111
2901158,80055,2011-12-27T03:50:38Z,20.4360,127.8960,00111
2901158,80055,2011-12-27T04:35:11Z,20.4410,127.8910,00111
2901158,80055,2011-12-27T05:40:05Z,20.4490,127.8780,00111
2901158,80055,2011-12-27T06:16:45Z,20.4540,127.8850,00111
2901158,80055,2011-12-27T06:25:18Z,20.4520,127.8910,00111
2901158,80055,2011-12-27T07:58:41Z,20.4630,127.8930,00111
2901158,80055,2011-12-27T10:27:22Z,20.4640,127.8960,00111
2901158,80055,2011-12-27T10:31:13Z,20.4590,127.9030,00111
2901158,80055,2012-01-05T22:39:50Z,20.3550,127.6830,00111
2901158,80055,2012-01-05T22:59:13Z,20.3570,127.6790,00111
2901158,80055,2012-01-05T23:54:20Z,20.3640,127.6740,00111
2901158,80055,2012-01-06T00:40:25Z,20.3560,127.6710,00111
2901158,80055,2012-01-06T01:34:08Z,20.3690,127.6620,00111
2901158,80055,2012-01-06T03:46:26Z,20.3740,127.6430,00111
2901158,80055,2012-01-06T04:31:40Z,20.3730,127.6430,00111
2901158,80055,2012-01-06T05:26:54Z,20.3690,127.6230,00111
2901158,80055,2012-01-06T06:08:35Z,20.3680,127.6200,00111
2901158,80055,2012-01-06T07:17:53Z,20.3660,127.6080,00111
2901158,80055,2012-01-06T09:00:04Z,20.3620,127.5870,00111
2901158,80055,2012-01-06T09:51:18Z,20.3640,127.5860,00111
2901158,80055,2012-01-06T10:12:25Z,20.3610,127.5910,00111
2901158,80055,2012-01-16T01:27:21Z,20.3720,127.5060,00111
2901158,80055,2012-01-16T03:41:17Z,20.3890,127.4740,00111
2901158,80055,2012-01-16T04:23:37Z,20.3920,127.4720,00111
2901158,80055,2012-01-16T05:21:53Z,20.3950,127.4680,00111
2901158,80055,2012-01-16T06:00:15Z,20.4000,127.4710,00111
2901158,80055,2012-01-16T06:42:14Z,20.4050,127.4770,00111
2901158,80055,2012-01-16T08:16:39Z,20.4080,127.4830,00111
