PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901024,064039,2011-11-02T06:53:17Z,26.1500,129.9680,00111
2901024,064039,2011-11-02T08:37:41Z,26.1740,129.9620,00111
2901024,064039,2011-11-02T10:25:41Z,26.1960,129.9370,00111
2901024,064039,2011-11-02T11:28:36Z,26.2020,129.9430,00111
2901024,064039,2011-11-02T11:52:57Z,26.2090,129.9430,00111
2901024,064039,2011-11-02T12:06:12Z,26.2110,129.9540,00111
2901024,064039,2011-11-02T13:36:12Z,26.2330,129.9490,00111
2901024,064039,2011-11-02T16:02:04Z,26.2700,129.9510,00111
2901024,064039,2011-11-02T17:04:16Z,26.2900,129.9550,00111
2901024,064039,2011-11-02T17:42:26Z,26.2960,129.9570,00111
