PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
53606,2012-01-11T18:00:00Z,17.6500,128.2850,0,-9.7,-4.5,-0.19,-0.08,313,15,0.206,0.262,0111711111111
53606,2012-01-11T19:34:00Z,17.6480,128.2840,0,,,,,,,,,0111799999999
53606,2012-01-11T21:00:00Z,17.6720,128.2980,0,-10.4,-2.7,-0.19,-0.06,313,15,0.054,0.334,0111711111111
53606,2012-01-11T21:14:00Z,17.6730,128.2980,0,,,,,,,,,0111799999999
53606,2012-01-11T21:53:00Z,17.6810,128.3000,0,,,,,,,,,0111799999999
53606,2012-01-11T22:01:00Z,17.6480,128.2840,0,,,,,,,,,0111799999999
53606,2012-01-11T22:05:00Z,17.6810,128.3000,0,,,,,,,,,0144799999999
53606,2012-01-11T23:32:00Z,17.6960,128.3000,0,,,,,,,,,0111799999999
53606,2012-01-11T23:35:00Z,17.6980,128.2970,0,,,,,,,,,0144799999999
53606,2012-01-11T23:41:00Z,17.6980,128.2970,0,,,,,,,,,0111799999999
53606,2012-01-11T23:46:00Z,17.6990,128.2980,0,,,,,,,,,0111799999999
53606,2012-01-12T00:00:00Z,17.7150,128.2960,0,-9.8,-3.8,-0.2,-0.07,313,15,-0.083,0.571,0111711111111
53606,2012-01-12T01:13:00Z,17.6980,128.2970,0,,,,,,,,,0111799999999
53606,2012-01-12T01:17:00Z,17.6990,128.2980,0,,,,,,,,,0111799999999
53606,2012-01-12T03:00:00Z,17.7830,128.2810,0,-10.5,-3.9,-0.21,-0.08,313,15,0,0.725,0111711111111
53606,2012-01-12T04:25:00Z,17.6990,128.2980,0,,,,,,,,,0111799999999
53606,2012-01-12T04:31:00Z,17.8080,128.2780,0,,,,,,,,,0144799999999
53606,2012-01-12T04:32:00Z,17.8080,128.2780,0,,,,,,,,,0111799999999
53606,2012-01-12T05:04:00Z,17.8080,128.2780,0,,,,,,,,,0111799999999
53606,2012-01-12T05:13:00Z,17.8260,128.2790,0,,,,,,,,,0144799999999
53606,2012-01-12T06:00:00Z,17.8560,128.2960,0,-9.9,-4.1,-0.19,-0.08,313,15,0.113,0.633,0111711111111
53606,2012-01-12T06:13:00Z,17.8570,128.2990,0,,,,,,,,,0111799999999
53606,2012-01-12T06:40:00Z,17.8570,128.2990,0,,,,,,,,,0111799999999
53606,2012-01-12T06:50:00Z,17.8590,128.2870,0,,,,,,,,,0144799999999
53606,2012-01-12T08:14:00Z,17.8590,128.2870,0,,,,,,,,,0111799999999
53606,2012-01-12T08:19:00Z,17.8840,128.3020,0,,,,,,,,,0144799999999
53606,2012-01-12T09:00:00Z,17.9060,128.3040,0,-9.9,-4.2,-0.2,-0.08,313,15,0.054,0.556,0111711111111
53606,2012-01-12T09:11:00Z,17.8840,128.3020,0,,,,,,,,,0111799999999
53606,2012-01-12T10:49:00Z,17.9280,128.3050,0,,,,,,,,,0111799999999
53606,2012-01-12T10:50:00Z,17.9300,128.3030,0,,,,,,,,,0144799999999
53606,2012-01-12T12:00:00Z,17.9640,128.3070,0,-10.5,-3.2,-0.22,-0.08,313,15,0.122,0.545,0111711111111
53606,2012-01-12T12:26:00Z,17.9280,128.3050,0,,,,,,,,,0111799999999
53606,2012-01-12T12:32:00Z,17.9640,128.3060,0,,,,,,,,,0144799999999
53606,2012-01-12T14:02:00Z,17.9640,128.3060,0,,,,,,,,,0111799999999
53606,2012-01-12T15:00:00Z,18.0120,128.3290,0,-10.7,-3.7,-0.22,-0.08,313,15,0.171,0.442,0111711111111
53606,2012-01-12T15:20:00Z,17.9640,128.3060,0,,,,,,,,,0111799999999
53606,2012-01-12T17:04:00Z,18.0420,128.3420,0,,,,,,,,,0111799999999
53606,2012-01-12T17:05:00Z,18.0410,128.3420,0,,,,,,,,,0144799999999
53606,2012-01-12T17:43:00Z,18.0480,128.3420,0,,,,,,,,,0111799999999
53606,2012-01-12T17:49:00Z,18.0480,128.3420,0,,,,,,,,,0111799999999
53606,2012-01-12T18:00:00Z,18.0500,128.3420,0,-10.7,-4,-0.22,-0.08,313,15,-0.044,0.442,0111711111111
53606,2012-01-12T18:44:00Z,18.0480,128.3420,0,,,,,,,,,0111799999999
53606,2012-01-12T19:02:00Z,18.0480,128.3420,0,,,,,,,,,0111799999999
53606,2012-01-12T19:05:00Z,18.0610,128.3400,0,,,,,,,,,0144799999999
53606,2012-01-12T19:20:00Z,18.0480,128.3420,0,,,,,,,,,0111799999999
53606,2012-01-12T19:26:00Z,18.0620,128.3350,0,,,,,,,,,0144799999999
53606,2012-01-12T20:44:00Z,18.0620,128.3350,0,,,,,,,,,0111799999999
53606,2012-01-12T21:00:00Z,18.0980,128.3200,0,-10.5,-4,-0.22,-0.09,313,15,-0.21,0.612,0111711111111
53606,2012-01-12T23:19:00Z,18.0830,128.3260,0,,,,,,,,,0111799999999
53606,2012-01-12T23:20:00Z,18.1300,128.3090,0,,,,,,,,,0144799999999
53606,2012-01-13T00:00:00Z,18.1690,128.2990,0,-9.3,-4.9,-0.2,-0.1,313,15,-0.22,0.679,0111711111111
53606,2012-01-13T00:53:00Z,18.1310,128.3080,0,,,,,,,,,0111799999999
53606,2012-01-13T00:59:00Z,18.1700,128.2990,0,,,,,,,,,0144799999999
53606,2012-01-13T02:34:00Z,18.2120,128.2740,0,,,,,,,,,0111799999999
53606,2012-01-13T03:00:00Z,18.2300,128.2750,0,-9.4,-4.7,-0.18,-0.1,313,15,-0.151,0.705,0111711111111
53606,2012-01-13T04:20:00Z,18.2520,128.2690,0,,,,,,,,,0111799999999
53606,2012-01-13T04:53:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T04:59:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T05:59:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T06:00:00Z,18.3060,128.2680,0,-9.1,-6.1,-0.17,-0.11,313,15,-0.01,0.854,0111711111111
53606,2012-01-13T06:14:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T06:41:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T07:58:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T09:00:00Z,18.3960,128.2730,0,-9,-6.5,-0.18,-0.12,313,15,0.054,0.803,0111711111111
53606,2012-01-13T09:34:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T10:29:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T10:31:00Z,18.4250,128.2750,0,,,,,,,,,0144799999999
53606,2012-01-13T10:34:00Z,18.2660,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-13T12:00:00Z,18.4620,128.2790,0,-9.8,-5.3,-0.19,-0.12,313,15,0.015,0.622,0111711111111
53606,2012-01-13T12:05:00Z,18.4660,128.2770,0,,,,,,,,,0144799999999
53606,2012-01-13T13:46:00Z,18.4620,128.2790,0,,,,,,,,,0111799999999
53606,2012-01-13T15:00:00Z,18.5170,128.2760,0,-9.5,-3.4,-0.18,-0.07,313,15,-0.117,0.653,0111711111111
53606,2012-01-13T16:50:00Z,18.5450,128.2710,0,,,,,,,,,0111799999999
53606,2012-01-13T17:32:00Z,18.5590,128.2680,0,,,,,,,,,0111799999999
53606,2012-01-13T18:00:00Z,18.5890,128.2550,0,-9.5,-2.4,-0.16,-0.05,313,15,-0.2,0.777,0111711111111
53606,2012-01-13T18:35:00Z,18.5900,128.2530,0,,,,,,,,,0111799999999
53606,2012-01-13T18:43:00Z,18.5900,128.2530,0,,,,,,,,,0111799999999
53606,2012-01-13T19:14:00Z,18.5970,128.2500,0,,,,,,,,,0111799999999
53606,2012-01-13T20:20:00Z,18.5970,128.2500,0,,,,,,,,,0111799999999
53606,2012-01-13T21:00:00Z,18.6680,128.2350,0,-9.2,-3.6,-0.16,-0.06,313,15,-0.224,0.839,0111711111111
53606,2012-01-13T22:55:00Z,18.7050,128.2270,0,,,,,,,,,0111799999999
53606,2012-01-13T23:01:00Z,18.7140,128.2190,0,,,,,,,,,0144799999999
53606,2012-01-13T23:05:00Z,18.7140,128.2190,0,,,,,,,,,0144799999999
53606,2012-01-14T00:00:00Z,18.7520,128.2090,0,-8.9,-2.8,-0.16,-0.04,313,15,-0.214,0.787,0111711111111
53606,2012-01-14T00:32:00Z,18.7530,128.2080,0,,,,,,,,,0111799999999
53606,2012-01-14T00:35:00Z,18.7500,128.2180,0,,,,,,,,,0144799999999
53606,2012-01-14T00:49:00Z,18.7530,128.2080,0,,,,,,,,,0111799999999
53606,2012-01-14T02:14:00Z,18.7500,128.2180,0,,,,,,,,,0111799999999
53606,2012-01-14T03:00:00Z,18.8210,128.1910,0,-9.4,-0.6,-0.14,-0.02,313,15,-0.136,1.019,0111711111111
53606,2012-01-14T04:02:00Z,18.7500,128.2180,0,,,,,,,,,0111799999999
53606,2012-01-14T04:10:00Z,18.8540,128.1870,0,,,,,,,,,0144799999999
53606,2012-01-14T04:50:00Z,18.8790,128.1840,0,,,,,,,,,0111799999999
53606,2012-01-14T05:50:00Z,18.9180,128.1860,0,,,,,,,,,0111799999999
53606,2012-01-14T06:00:00Z,18.9500,128.1810,0,-8.8,-1.2,-0.12,-0.02,313,15,-0.005,1.24,0111711111111
53606,2012-01-14T06:28:00Z,18.9180,128.1860,0,,,,,,,,,0111799999999
53606,2012-01-14T07:31:00Z,18.9180,128.1860,0,,,,,,,,,0111799999999
53606,2012-01-14T07:35:00Z,18.9790,128.1770,0,,,,,,,,,0144799999999
53606,2012-01-14T09:00:00Z,19.0620,128.1900,0,-7.7,-0.2,-0.12,-0.01,313,15,0.228,1.029,0111711111111
53606,2012-01-14T09:11:00Z,18.9790,128.1770,0,,,,,,,,,0111799999999
53606,2012-01-14T10:05:00Z,19.0660,128.1930,0,,,,,,,,,0144799999999
53606,2012-01-14T10:20:00Z,19.0700,128.1930,0,,,,,,,,,0111799999999
53606,2012-01-14T10:26:00Z,19.0700,128.1930,0,,,,,,,,,0111799999999
53606,2012-01-14T11:46:00Z,19.1190,128.2180,0,,,,,,,,,0111799999999
53606,2012-01-14T12:00:00Z,19.1500,128.2280,0,-8.1,0,-0.11,0,313,15,0.321,0.875,0111711111111
53606,2012-01-14T12:05:00Z,19.1190,128.2180,0,,,,,,,,,0111799999999
53606,2012-01-14T13:26:00Z,19.1180,128.2150,0,,,,,,,,,0111799999999
53606,2012-01-14T15:00:00Z,19.2320,128.2560,0,-7.6,2.6,-0.1,0.03,313,15,0.165,0.803,0111711111111
53606,2012-01-14T16:41:00Z,19.2590,128.2630,0,,,,,,,,,0111799999999
53606,2012-01-14T16:47:00Z,19.2580,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-14T17:17:00Z,19.2580,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-14T18:00:00Z,19.3060,128.2620,0,-7.4,3.6,-0.08,0.04,313,15,0.092,0.71,0111711111111
53606,2012-01-14T18:20:00Z,19.2580,128.2650,0,,,,,,,,,0111799999999
53606,2012-01-14T18:26:00Z,19.3060,128.2610,0,,,,,,,,,0144799999999
53606,2012-01-14T19:01:00Z,19.3060,128.2610,0,,,,,,,,,0111799999999
53606,2012-01-14T19:05:00Z,19.3060,128.2610,0,,,,,,,,,0111799999999
53606,2012-01-14T19:50:00Z,19.3060,128.2610,0,,,,,,,,,0111799999999
53606,2012-01-14T20:02:00Z,19.3060,128.2610,0,,,,,,,,,0111799999999
53606,2012-01-14T21:00:00Z,19.3700,128.2750,0,-5.9,4.5,-0.07,0.04,313,15,0.175,0.694,0111711111111
53606,2012-01-14T21:34:00Z,19.3060,128.2610,0,,,,,,,,,0111799999999
53606,2012-01-14T22:29:00Z,19.3060,128.2610,0,,,,,,,,,0111799999999
53606,2012-01-14T22:35:00Z,19.3930,128.2820,0,,,,,,,,,0144799999999
53606,2012-01-14T22:56:00Z,19.4100,128.2870,0,,,,,,,,,0144799999999
53606,2012-01-15T00:00:00Z,19.4410,128.2980,0,-6.6,3.6,-0.07,0.05,313,15,0.213,0.911,0111711111111
53606,2012-01-15T00:05:00Z,19.4110,128.2870,0,,,,,,,,,0111799999999
53606,2012-01-15T00:14:00Z,19.4400,128.2970,0,,,,,,,,,0144799999999
53606,2012-01-15T00:35:00Z,19.4110,128.2870,0,,,,,,,,,0144799999999
53606,2012-01-15T00:40:00Z,19.4520,128.3020,0,,,,,,,,,0144799999999
53606,2012-01-15T01:50:00Z,19.4540,128.3010,0,,,,,,,,,0111799999999
53606,2012-01-15T01:55:00Z,19.4800,128.3110,0,,,,,,,,,0144799999999
53606,2012-01-15T03:00:00Z,19.5470,128.3190,0,-5.6,5.1,-0.06,0.06,313,15,0.082,0.839,0111711111111
53606,2012-01-15T03:53:00Z,19.4800,128.3110,0,,,,,,,,,0111799999999
53606,2012-01-15T03:59:00Z,19.5450,128.3200,0,,,,,,,,,0144799999999
53606,2012-01-15T04:02:00Z,19.5450,128.3210,0,,,,,,,,,0111799999999
53606,2012-01-15T04:35:00Z,19.5450,128.3210,0,,,,,,,,,0111799999999
53606,2012-01-15T05:41:00Z,19.5450,128.3210,0,,,,,,,,,0111799999999
53606,2012-01-15T06:00:00Z,19.6040,128.3150,0,-5,5.7,-0.05,0.06,313,15,0.024,0.669,0111711111111
53606,2012-01-15T06:13:00Z,19.5850,128.3140,0,,,,,,,,,0144799999999
53606,2012-01-15T06:17:00Z,19.6040,128.3160,0,,,,,,,,,0144799999999
53606,2012-01-15T06:20:00Z,19.6040,128.3150,0,,,,,,,,,0111799999999
53606,2012-01-15T07:05:00Z,19.6240,128.3150,0,,,,,,,,,0111799999999
53606,2012-01-15T08:49:00Z,19.6230,128.3150,0,,,,,,,,,0111799999999
53606,2012-01-15T09:00:00Z,19.6770,128.3240,0,-2.7,5.1,-0.03,0.04,313,15,0.198,0.957,0111711111111
53606,2012-01-15T09:43:00Z,19.6230,128.3150,0,,,,,,,,,0111799999999
53606,2012-01-15T10:05:00Z,19.6230,128.3150,0,,,,,,,,,0111799999999
53606,2012-01-15T10:13:00Z,19.7120,128.3310,0,,,,,,,,,0144799999999
53606,2012-01-15T11:17:00Z,19.7130,128.3300,0,,,,,,,,,0111799999999
53606,2012-01-15T11:25:00Z,19.7130,128.3300,0,,,,,,,,,0111799999999
53606,2012-01-15T11:46:00Z,19.7130,128.3300,0,,,,,,,,,0111799999999
53606,2012-01-15T11:56:00Z,19.7630,128.3500,0,,,,,,,,,0144799999999
53606,2012-01-15T12:00:00Z,19.7900,128.3560,0,-2.1,4,-0.01,0.03,313,15,0.223,0.875,0111711111111
53606,2012-01-15T13:05:00Z,19.7630,128.3500,0,,,,,,,,,0111799999999
53606,2012-01-15T15:00:00Z,19.8470,128.3700,0,-2,5.9,-0.01,0.05,313,15,0.068,0.571,0111711111111
53606,2012-01-15T16:32:00Z,19.8640,128.3720,0,,,,,,,,,0111799999999
53606,2012-01-15T16:35:00Z,19.8650,128.3710,0,,,,,,,,,0111799999999
53606,2012-01-15T17:10:00Z,19.8740,128.3770,0,,,,,,,,,0111799999999
53606,2012-01-15T17:13:00Z,19.8780,128.3710,0,,,,,,,,,0144799999999
53606,2012-01-15T18:00:00Z,19.9010,128.3700,0,-0.5,5.9,-0.01,0.05,313,15,0.034,0.674,0111711111111
53606,2012-01-15T18:16:00Z,19.9010,128.3680,0,,,,,,,,,0111799999999
53606,2012-01-15T18:49:00Z,19.9200,128.3680,0,,,,,,,,,0111799999999
53606,2012-01-15T18:50:00Z,19.9190,128.3690,0,,,,,,,,,0144799999999
53606,2012-01-15T19:32:00Z,19.9370,128.3720,0,,,,,,,,,0111799999999
53606,2012-01-15T19:35:00Z,19.9370,128.3710,0,,,,,,,,,0111799999999
53606,2012-01-15T21:00:00Z,19.9780,128.3770,0,1,5.6,0.01,0.05,313,15,0.28,0.797,0111711111111
53606,2012-01-15T21:08:00Z,19.9370,128.3710,0,,,,,,,,,0111799999999
53606,2012-01-15T21:16:00Z,19.9800,128.3750,0,,,,,,,,,0144799999999
53606,2012-01-15T22:05:00Z,20.0050,128.3890,0,,,,,,,,,0111799999999
53606,2012-01-15T22:44:00Z,20.0260,128.3970,0,,,,,,,,,0111799999999
53606,2012-01-15T23:50:00Z,20.0260,128.3970,0,,,,,,,,,0111799999999
53606,2012-01-16T00:00:00Z,20.0560,128.4280,0,2.5,4.2,0.02,0.04,313,15,0.44,0.607,0111711111111
53606,2012-01-16T00:20:00Z,20.0260,128.3970,0,,,,,,,,,0111799999999
53606,2012-01-16T00:28:00Z,20.0560,128.4270,0,,,,,,,,,0144799999999
53606,2012-01-16T01:29:00Z,20.0560,128.4270,0,,,,,,,,,0111799999999
53606,2012-01-16T01:34:00Z,20.0720,128.4470,0,,,,,,,,,0144799999999
53606,2012-01-16T03:00:00Z,20.0960,128.4680,0,3,5.9,0.03,0.05,313,15,0.227,0.334,0111711111111
53606,2012-01-16T03:41:00Z,20.0720,128.4470,0,,,,,,,,,0111799999999
53606,2012-01-16T03:49:00Z,20.0960,128.4680,0,,,,,,,,,0144799999999
53606,2012-01-16T04:26:00Z,20.0970,128.4730,0,,,,,,,,,0111799999999
53606,2012-01-16T05:25:00Z,20.1020,128.4740,0,,,,,,,,,0111799999999
53606,2012-01-16T06:00:00Z,20.1210,128.4750,0,4.5,5.3,0.04,0.05,313,15,0.043,0.442,0111711111111
53606,2012-01-16T06:05:00Z,20.1210,128.4760,0,,,,,,,,,0111799999999
53606,2012-01-16T06:43:00Z,20.1280,128.4730,0,,,,,,,,,0111799999999
53606,2012-01-16T08:25:00Z,20.1580,128.4690,0,,,,,,,,,0111799999999
53606,2012-01-16T09:00:00Z,20.1820,128.4770,0,4.7,3.8,0.05,0.03,313,15,0.043,0.566,0111711111111
53606,2012-01-16T09:16:00Z,20.1850,128.4780,0,,,,,,,,,0111799999999
53606,2012-01-16T09:59:00Z,20.1850,128.4780,0,,,,,,,,,0111799999999
53606,2012-01-16T10:56:00Z,20.1850,128.4780,0,,,,,,,,,0111799999999
53606,2012-01-16T11:04:00Z,20.2030,128.4830,0,,,,,,,,,0144799999999
53606,2012-01-16T11:38:00Z,20.2030,128.4830,0,,,,,,,,,0111799999999
53606,2012-01-16T12:00:00Z,20.2310,128.4840,0,5.7,0.3,0.07,-0.02,313,15,0.068,0.406,0111711111111
53606,2012-01-16T12:46:00Z,20.2310,128.4830,0,,,,,,,,,0111799999999
53606,2012-01-16T15:00:00Z,20.2610,128.4910,0,-0.9,-10.4,0.01,-0.13,313,15,0.01,0.381,0111711111111
53606,2012-01-16T16:20:00Z,20.2750,128.4930,0,,,,,,,,,0111799999999
53606,2012-01-16T16:56:00Z,20.2760,128.4920,0,,,,,,,,,0111799999999
53606,2012-01-16T17:01:00Z,20.2880,128.4910,0,,,,,,,,,0144799999999
53606,2012-01-16T18:00:00Z,20.3050,128.4860,0,-1.9,-10.2,-0.03,-0.2,313,15,-0.005,0.494,0111711111111
53606,2012-01-16T18:01:00Z,20.2880,128.4910,0,,,,,,,,,0111799999999
53606,2012-01-16T18:05:00Z,20.3000,128.4840,0,,,,,,,,,0144799999999
53606,2012-01-16T18:35:00Z,20.3050,128.4870,0,,,,,,,,,0111799999999
53606,2012-01-16T18:46:00Z,20.3050,128.4860,0,,,,,,,,,0111799999999
53606,2012-01-16T19:05:00Z,20.3050,128.4860,0,,,,,,,,,0111799999999
53606,2012-01-16T19:11:00Z,20.3140,128.4880,0,,,,,,,,,0144799999999
53606,2012-01-16T20:47:00Z,20.3140,128.4880,0,,,,,,,,,0111799999999
53606,2012-01-16T20:50:00Z,20.3460,128.4800,0,,,,,,,,,0144799999999
53606,2012-01-16T21:00:00Z,20.3570,128.4900,0,-1.7,-8.1,-0.04,-0.15,313,15,0.14,0.386,0111711111111
53606,2012-01-16T22:28:00Z,20.3460,128.4800,0,,,,,,,,,0111799999999
53606,2012-01-16T22:35:00Z,20.3640,128.5010,0,,,,,,,,,0144799999999
53606,2012-01-16T23:20:00Z,20.3640,128.5010,0,,,,,,,,,0111799999999
53606,2012-01-16T23:29:00Z,20.3710,128.5160,0,,,,,,,,,0144799999999
53606,2012-01-16T23:32:00Z,20.3710,128.5160,0,,,,,,,,,0111799999999
53606,2012-01-17T00:00:00Z,20.3800,128.5150,0,-4.4,-7.3,-0.06,-0.1,313,15,0.154,0.211,0111711111111
53606,2012-01-17T00:13:00Z,20.3800,128.5140,0,,,,,,,,,0111799999999
53606,2012-01-17T01:11:00Z,20.3810,128.5180,0,,,,,,,,,0111799999999
53606,2012-01-17T01:14:00Z,20.3810,128.5180,0,,,,,,,,,0111799999999
53606,2012-01-17T03:00:00Z,20.3980,128.5220,0,-4.9,-5.2,-0.06,-0.07,313,15,-0.005,0.324,0111711111111
53606,2012-01-17T03:35:00Z,20.3810,128.5180,0,,,,,,,,,0111799999999
53606,2012-01-17T04:14:00Z,20.3810,128.5180,0,,,,,,,,,0111799999999
53606,2012-01-17T05:17:00Z,20.4220,128.5210,0,,,,,,,,,0111799999999
53606,2012-01-17T05:20:00Z,20.4220,128.5210,0,,,,,,,,,0111799999999
53606,2012-01-17T05:49:00Z,20.4220,128.5210,0,,,,,,,,,0111799999999
53606,2012-01-17T06:00:00Z,20.4430,128.5140,0,-5.4,-5.3,-0.07,-0.05,313,15,-0.024,0.489,0111711111111
53606,2012-01-17T06:01:00Z,20.4300,128.5180,0,,,,,,,,,0111799999999
53606,2012-01-17T07:56:00Z,20.4640,128.5070,0,,,,,,,,,0111799999999
53606,2012-01-17T08:01:00Z,20.4650,128.5130,0,,,,,,,,,0144799999999
53606,2012-01-17T09:00:00Z,20.4930,128.5170,0,-6.8,-3.2,-0.09,-0.04,313,15,0.14,0.422,0111711111111
53606,2012-01-17T09:49:00Z,20.4940,128.5170,0,,,,,,,,,0111799999999
53606,2012-01-17T10:29:00Z,20.4940,128.5170,0,,,,,,,,,0111799999999
53606,2012-01-17T10:31:00Z,20.5020,128.5280,0,,,,,,,,,0144799999999
53606,2012-01-17T11:29:00Z,20.5020,128.5280,0,,,,,,,,,0111799999999
53606,2012-01-17T12:00:00Z,20.5250,128.5430,0,-7.5,-4.6,-0.11,-0.04,313,15,0.188,0.36,0111711111111
53606,2012-01-17T12:08:00Z,20.5250,128.5430,0,,,,,,,,,0111799999999
53606,2012-01-17T12:20:00Z,20.5250,128.5430,0,,,,,,,,,0111799999999
53606,2012-01-17T12:25:00Z,20.5260,128.5430,0,,,,,,,,,0111799999999
53606,2012-01-17T14:05:00Z,20.5530,128.5560,0,,,,,,,,,0111799999999
53606,2012-01-17T15:00:00Z,20.5630,128.5560,0,-9,-3.7,-0.15,-0.07,313,15,0,0.535,0111711111111
53606,2012-01-17T16:08:00Z,20.5770,128.5550,0,,,,,,,,,0111799999999
53606,2012-01-17T16:14:00Z,20.5770,128.5510,0,,,,,,,,,0111799999999
53606,2012-01-17T17:50:00Z,20.6150,128.5440,0,,,,,,,,,0111799999999
53606,2012-01-17T18:00:00Z,20.6290,128.5430,0,-7.8,-3.4,-0.13,-0.04,313,15,-0.034,0.689,0111711111111
53606,2012-01-17T18:28:00Z,20.6290,128.5440,0,,,,,,,,,0111799999999
53606,2012-01-17T18:43:00Z,20.6290,128.5440,0,,,,,,,,,0111799999999
53606,2012-01-17T20:19:00Z,20.6290,128.5440,0,,,,,,,,,0111799999999
53606,2012-01-17T20:28:00Z,20.6740,128.5370,0,,,,,,,,,0144799999999
53606,2012-01-17T21:00:00Z,20.6970,128.5490,0,-7.6,-1.1,-0.1,-0.01,313,15,0.318,0.571,0111711111111
53606,2012-01-17T22:19:00Z,20.6740,128.5370,0,,,,,,,,,0111799999999
53606,2012-01-17T22:20:00Z,20.7170,128.5650,0,,,,,,,,,0144799999999
53606,2012-01-17T23:01:00Z,20.7160,128.5850,0,,,,,,,,,0111799999999
53606,2012-01-17T23:04:00Z,20.7160,128.5850,0,,,,,,,,,0111799999999
53606,2012-01-18T00:00:00Z,20.7400,128.6090,0,-8.4,-1.9,-0.1,-0.01,313,15,0.438,0.412,0111711111111
53606,2012-01-18T00:01:00Z,20.7160,128.5850,0,,,,,,,,,0111799999999
53606,2012-01-18T00:35:00Z,20.7400,128.6120,0,,,,,,,,,0144799999999
53606,2012-01-18T00:50:00Z,20.7400,128.6120,0,,,,,,,,,0111799999999
53606,2012-01-18T00:56:00Z,20.7400,128.6120,0,,,,,,,,,0111799999999
53606,2012-01-18T02:29:00Z,20.7400,128.6120,0,,,,,,,,,0111799999999
53606,2012-01-18T02:32:00Z,20.7410,128.6220,0,,,,,,,,,0144799999999
53606,2012-01-18T03:00:00Z,20.7770,128.6400,0,-7.7,-0.3,-0.09,-0.01,313,15,0.255,0.412,0111711111111
53606,2012-01-18T03:29:00Z,20.7760,128.6400,0,,,,,,,,,0111799999999
53606,2012-01-18T04:02:00Z,20.7760,128.6400,0,,,,,,,,,0111799999999
53606,2012-01-18T05:05:00Z,20.7990,128.6570,0,,,,,,,,,0111799999999
53606,2012-01-18T05:40:00Z,20.7990,128.6570,0,,,,,,,,,0111799999999
53606,2012-01-18T05:46:00Z,20.8100,128.6510,0,,,,,,,,,0144799999999
