PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901494,4894,2011-11-06T19:16:00Z,19.6540,125.3490,00111
2901494,4894,2011-11-06T19:38:10Z,19.6550,125.3510,00111
2901494,4894,2011-11-06T20:01:20Z,19.6550,125.3530,00111
2901494,4894,2011-11-16T16:52:10Z,19.8480,125.2190,00111
2901494,4894,2011-11-26T11:35:10Z,20.0420,124.9820,00111
2901494,4894,2011-11-26T11:57:30Z,20.0410,124.9820,00111
2901494,4894,2011-12-06T08:40:00Z,20.0880,124.6940,00111
2901494,4894,2011-12-16T05:14:00Z,19.8430,124.4570,00111
2901494,4894,2011-12-26T00:30:20Z,19.5980,124.2260,00111
2901494,4894,2012-01-04T21:15:30Z,19.5860,124.0360,00111
2901494,4894,2012-01-04T21:37:30Z,19.5880,124.0290,00111
2901494,4894,2012-01-04T21:59:20Z,19.5910,124.0230,00111
2901494,4894,2012-01-14T16:54:40Z,19.7900,123.8600,00111
2901494,4894,2012-01-24T13:36:00Z,19.9280,123.7330,00111
