PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901023,064038,2011-11-02T06:53:51Z,26.1990,129.0940,00111
2901023,064038,2011-11-02T08:37:41Z,26.2110,129.1210,00111
2901023,064038,2011-11-02T09:49:15Z,26.1910,129.1130,00111
2901023,064038,2011-11-02T10:25:15Z,26.2130,129.1030,00111
2901023,064038,2011-11-02T11:30:29Z,26.2230,129.1290,00111
2901023,064038,2011-11-02T11:52:05Z,26.2260,129.1210,00111
2901023,064038,2011-11-02T11:59:00Z,26.2230,129.1230,00111
2901023,064038,2011-11-02T13:36:03Z,26.2560,129.1480,00111
2901023,064038,2011-11-02T16:02:12Z,26.2670,129.1560,00111
2901023,064038,2011-11-02T17:02:59Z,26.2820,129.1710,00111
2901023,064038,2011-11-02T17:43:00Z,26.2870,129.1840,00111
2901023,064038,2011-11-02T18:43:21Z,26.2920,129.2010,00111
2901023,064038,2011-11-07T06:33:33Z,26.4310,129.3590,00111
2901023,064038,2011-11-07T07:02:56Z,26.4420,129.3750,00111
2901023,064038,2011-11-07T08:11:11Z,26.4610,129.3840,00111
2901023,064038,2011-11-07T10:07:32Z,26.4640,129.3570,00111
2901023,064038,2011-11-07T10:27:59Z,26.4610,129.3680,00111
2901023,064038,2011-11-07T11:48:29Z,26.4670,129.3660,00133
2901023,064038,2011-11-07T11:49:03Z,26.4690,129.3680,00111
2901023,064038,2011-11-07T12:09:30Z,26.4580,129.3660,00111
2901023,064038,2011-11-07T13:31:18Z,26.4770,129.3720,00111
2901023,064038,2011-11-07T16:49:44Z,26.5150,129.3650,00111
2901023,064038,2011-11-07T17:51:04Z,26.5240,129.3680,00111
2901023,064038,2011-11-07T18:29:23Z,26.5300,129.3760,00111
2901023,064038,2011-11-12T06:15:07Z,26.8460,129.5570,00111
2901023,064038,2011-11-12T07:50:18Z,26.8530,129.5780,00111
2901023,064038,2011-11-12T09:30:06Z,26.8490,129.5770,00111
2901023,064038,2011-11-12T09:51:07Z,26.8580,129.5850,00111
2901023,064038,2011-11-12T11:12:29Z,26.8590,129.6120,00111
2901023,064038,2011-11-12T11:30:20Z,26.8600,129.6120,00111
2901023,064038,2011-11-12T11:46:11Z,26.8610,129.5990,00111
2901023,064038,2011-11-12T13:28:34Z,26.8620,129.6160,00111
2901023,064038,2011-11-12T15:55:35Z,26.8750,129.6200,00111
2901023,064038,2011-11-12T16:55:12Z,26.8830,129.6170,00111
2901023,064038,2011-11-12T17:37:24Z,26.8890,129.6200,00111
2901023,064038,2011-11-17T07:31:44Z,27.2520,129.8310,00111
2901023,064038,2011-11-17T07:34:02Z,27.2520,129.8300,00111
2901023,064038,2011-11-17T09:30:49Z,27.2820,129.8250,00111
2901023,064038,2011-11-17T10:08:33Z,27.2970,129.8300,00111
2901023,064038,2011-11-17T10:11:34Z,27.2970,129.8300,00133
2901023,064038,2011-11-17T11:06:26Z,27.3140,129.8420,00111
2901023,064038,2011-11-17T11:42:35Z,27.3240,129.8390,00111
2901023,064038,2011-11-17T11:49:38Z,27.3190,129.8340,00111
2901023,064038,2011-11-17T13:24:32Z,27.3330,129.8510,00111
2901023,064038,2011-11-17T16:45:59Z,27.3550,129.8820,00111
2901023,064038,2011-11-17T17:41:00Z,27.3580,129.8920,00111
2901023,064038,2011-11-17T18:25:12Z,27.3540,129.8980,00111
