PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
5901587,86527,2011-11-08T23:54:06Z,21.3460,125.9920,00111
5901587,86527,2011-11-09T00:30:06Z,21.3520,125.9830,00111
5901587,86527,2011-11-09T01:25:15Z,21.3500,125.9720,00111
5901587,86527,2011-11-09T01:34:11Z,21.3570,125.9760,00111
5901587,86527,2011-11-09T03:56:53Z,21.3720,125.9540,00111
5901587,86527,2011-11-09T04:56:21Z,21.3830,125.9450,00111
5901587,86527,2011-11-09T05:42:00Z,21.3880,125.9390,00111
5901587,86527,2011-11-09T06:40:02Z,21.4030,125.9340,00111
5901587,86527,2011-11-09T07:24:06Z,21.4130,125.9340,00111
5901587,86527,2011-11-09T09:07:21Z,21.4340,125.9270,00111
5901587,86527,2011-11-09T10:08:07Z,21.4350,125.9450,00111
5901587,86527,2011-11-09T10:59:05Z,21.4440,125.9310,00111
5901587,86527,2011-11-09T11:07:35Z,21.4330,125.9560,00133
5901587,86527,2011-11-09T11:51:22Z,21.4460,125.9190,00111
5901587,86527,2011-11-09T12:38:53Z,21.4760,125.9080,00111
5901587,86527,2011-11-09T12:48:23Z,21.4560,125.9440,00133
5901587,86527,2011-11-19T04:49:00Z,21.7600,126.4350,00111
5901587,86527,2011-11-19T05:35:14Z,21.7670,126.4420,00111
5901587,86527,2011-11-19T06:32:33Z,21.7730,126.4420,00111
5901587,86527,2011-11-19T06:41:46Z,21.7700,126.4540,00111
5901587,86527,2011-11-19T08:19:49Z,21.7810,126.4600,00111
5901587,86527,2011-11-19T09:47:14Z,21.7720,126.4830,00111
5901587,86527,2011-11-19T10:16:19Z,21.7780,126.4800,00111
5901587,86527,2011-11-19T11:00:49Z,21.7670,126.4780,00111
5901587,86527,2011-11-19T11:26:44Z,21.7800,126.4710,00111
5901587,86527,2011-11-19T11:58:08Z,21.7830,126.4610,00111
5901587,86527,2011-11-19T12:42:12Z,21.7830,126.4660,00111
5901587,86527,2011-11-29T02:59:34Z,21.5890,126.6030,00111
5901587,86527,2011-11-29T03:44:04Z,21.5600,126.5930,00111
5901587,86527,2011-11-29T04:40:48Z,21.5520,126.5920,00111
5901587,86527,2011-11-29T05:27:36Z,21.5440,126.5840,00111
5901587,86527,2011-11-29T06:27:04Z,21.5330,126.5780,00111
5901587,86527,2011-11-29T07:40:22Z,21.5130,126.5710,00111
5901587,86527,2011-11-29T09:23:02Z,21.4800,126.5520,00111
5901587,86527,2011-11-29T09:29:40Z,21.4800,126.5570,00111
5901587,86527,2011-11-29T09:48:58Z,21.4750,126.5510,00111
5901587,86527,2011-11-29T10:54:37Z,21.4570,126.5460,00111
5901587,86527,2011-11-29T11:07:00Z,21.4500,126.5400,00111
5901587,86527,2011-11-29T11:28:45Z,21.4480,126.5410,00111
5901587,86527,2011-11-29T12:35:25Z,21.4330,126.5160,00111
5901587,86527,2011-11-29T12:51:59Z,21.4260,126.5060,00111
5901587,86527,2011-12-09T03:39:27Z,21.1730,126.3560,00111
5901587,86527,2011-12-09T05:20:07Z,21.1720,126.3150,00111
5901587,86527,2011-12-09T06:13:06Z,21.1690,126.2960,00111
5901587,86527,2011-12-09T06:59:02Z,21.1690,126.2870,00111
5901587,86527,2011-12-09T08:34:48Z,21.1690,126.2480,00111
5901587,86527,2011-12-09T10:46:42Z,21.1660,126.2170,00111
5901587,86527,2011-12-09T10:53:28Z,21.1640,126.2130,00111
5901587,86527,2011-12-09T12:26:47Z,21.1680,126.1920,00133
5901587,86527,2011-12-09T12:27:39Z,21.1710,126.2000,00111
5901587,86527,2011-12-09T12:32:07Z,21.1700,126.1940,00111
