Total Number of Records            256.
             DATA SET: http://ddo-aviso.vlandata.cls.fr:41080/thredds/dodsC/dataset-duacs-rep-global-merged-allsat-phy-l4
             DT merged all satellites Global Ocean Gridded SSALTO/DUACS Sea Surface Height L4 product and derived variables
             X: 0.5 to 256.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 01-JAN-1950 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: ADT is Absolute dynamic topography (m)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,ADT
"15-JAN-2018",24851,121.125,22.125,1.0088  
"15-JAN-2018",24851,121.375,22.125,0.9975  
"15-JAN-2018",24851,121.625,22.125,1.0143  
"15-JAN-2018",24851,121.875,22.125,1.0405  
"15-JAN-2018",24851,122.125,22.125,1.079  
"15-JAN-2018",24851,122.375,22.125,1.1113  
"15-JAN-2018",24851,122.625,22.125,1.1305  
"15-JAN-2018",24851,122.875,22.125,1.1582  
"15-JAN-2018",24851,123.125,22.125,1.192  
"15-JAN-2018",24851,123.375,22.125,1.2038  
"15-JAN-2018",24851,123.625,22.125,1.1886  
"15-JAN-2018",24851,123.875,22.125,1.1716  
"15-JAN-2018",24851,124.125,22.125,1.1688  
"15-JAN-2018",24851,124.375,22.125,1.195  
"15-JAN-2018",24851,124.625,22.125,1.2524  
"15-JAN-2018",24851,124.875,22.125,1.3049  
"15-JAN-2018",24851,121.125,22.375,0.9949  
"15-JAN-2018",24851,121.375,22.375,0.9641  
"15-JAN-2018",24851,121.625,22.375,0.981  
"15-JAN-2018",24851,121.875,22.375,1.0128  
"15-JAN-2018",24851,122.125,22.375,1.0479  
"15-JAN-2018",24851,122.375,22.375,1.085  
"15-JAN-2018",24851,122.625,22.375,1.1172  
"15-JAN-2018",24851,122.875,22.375,1.1489  
"15-JAN-2018",24851,123.125,22.375,1.1807  
"15-JAN-2018",24851,123.375,22.375,1.1984  
"15-JAN-2018",24851,123.625,22.375,1.1907  
"15-JAN-2018",24851,123.875,22.375,1.176  
"15-JAN-2018",24851,124.125,22.375,1.1802  
"15-JAN-2018",24851,124.375,22.375,1.2216  
"15-JAN-2018",24851,124.625,22.375,1.2905  
"15-JAN-2018",24851,124.875,22.375,1.3443  
"15-JAN-2018",24851,121.125,22.625,0.9949  
"15-JAN-2018",24851,121.375,22.625,0.9543  
"15-JAN-2018",24851,121.625,22.625,0.9679  
"15-JAN-2018",24851,121.875,22.625,1.0067  
"15-JAN-2018",24851,122.125,22.625,1.0408  
"15-JAN-2018",24851,122.375,22.625,1.0774  
"15-JAN-2018",24851,122.625,22.625,1.1147  
"15-JAN-2018",24851,122.875,22.625,1.1419  
"15-JAN-2018",24851,123.125,22.625,1.1661  
"15-JAN-2018",24851,123.375,22.625,1.1908  
"15-JAN-2018",24851,123.625,22.625,1.1961  
"15-JAN-2018",24851,123.875,22.625,1.1882  
"15-JAN-2018",24851,124.125,22.625,1.1946  
"15-JAN-2018",24851,124.375,22.625,1.2434  
"15-JAN-2018",24851,124.625,22.625,1.3219  
"15-JAN-2018",24851,124.875,22.625,1.3776  
"15-JAN-2018",24851,121.125,22.875,0.9802  
"15-JAN-2018",24851,121.375,22.875,0.9556  
"15-JAN-2018",24851,121.625,22.875,0.9715  
"15-JAN-2018",24851,121.875,22.875,1.0235  
"15-JAN-2018",24851,122.125,22.875,1.0618  
"15-JAN-2018",24851,122.375,22.875,1.0916  
"15-JAN-2018",24851,122.625,22.875,1.1219  
"15-JAN-2018",24851,122.875,22.875,1.1412  
"15-JAN-2018",24851,123.125,22.875,1.1582  
"15-JAN-2018",24851,123.375,22.875,1.1843  
"15-JAN-2018",24851,123.625,22.875,1.2013  
"15-JAN-2018",24851,123.875,22.875,1.2065  
"15-JAN-2018",24851,124.125,22.875,1.2172  
"15-JAN-2018",24851,124.375,22.875,1.2646  
"15-JAN-2018",24851,124.625,22.875,1.3443  
"15-JAN-2018",24851,124.875,22.875,1.4032  
"15-JAN-2018",24851,121.125,23.125,-1.E+34  
"15-JAN-2018",24851,121.375,23.125,0.9639  
"15-JAN-2018",24851,121.625,23.125,0.9874  
"15-JAN-2018",24851,121.875,23.125,1.0453  
"15-JAN-2018",24851,122.125,23.125,1.085  
"15-JAN-2018",24851,122.375,23.125,1.1097  
"15-JAN-2018",24851,122.625,23.125,1.1354  
"15-JAN-2018",24851,122.875,23.125,1.1557  
"15-JAN-2018",24851,123.125,23.125,1.1727  
"15-JAN-2018",24851,123.375,23.125,1.1949  
"15-JAN-2018",24851,123.625,23.125,1.2152  
"15-JAN-2018",24851,123.875,23.125,1.2303  
"15-JAN-2018",24851,124.125,23.125,1.2468  
"15-JAN-2018",24851,124.375,23.125,1.2923  
"15-JAN-2018",24851,124.625,23.125,1.366  
"15-JAN-2018",24851,124.875,23.125,1.4245  
"15-JAN-2018",24851,121.125,23.375,-1.E+34  
"15-JAN-2018",24851,121.375,23.375,0.9582  
"15-JAN-2018",24851,121.625,23.375,0.9877  
"15-JAN-2018",24851,121.875,23.375,1.0387  
"15-JAN-2018",24851,122.125,23.375,1.0852  
"15-JAN-2018",24851,122.375,23.375,1.1155  
"15-JAN-2018",24851,122.625,23.375,1.146  
"15-JAN-2018",24851,122.875,23.375,1.1764  
"15-JAN-2018",24851,123.125,23.375,1.2007  
"15-JAN-2018",24851,123.375,23.375,1.2167  
"15-JAN-2018",24851,123.625,23.375,1.2326  
"15-JAN-2018",24851,123.875,23.375,1.2549  
"15-JAN-2018",24851,124.125,23.375,1.284  
"15-JAN-2018",24851,124.375,23.375,1.3358  
"15-JAN-2018",24851,124.625,23.375,1.4043  
"15-JAN-2018",24851,124.875,23.375,1.4603  
"15-JAN-2018",24851,121.125,23.625,-1.E+34  
"15-JAN-2018",24851,121.375,23.625,-1.E+34  
"15-JAN-2018",24851,121.625,23.625,0.9834  
"15-JAN-2018",24851,121.875,23.625,1.0139  
"15-JAN-2018",24851,122.125,23.625,1.0629  
"15-JAN-2018",24851,122.375,23.625,1.1073  
"15-JAN-2018",24851,122.625,23.625,1.1486  
"15-JAN-2018",24851,122.875,23.625,1.1862  
"15-JAN-2018",24851,123.125,23.625,1.2145  
"15-JAN-2018",24851,123.375,23.625,1.2282  
"15-JAN-2018",24851,123.625,23.625,1.242  
"15-JAN-2018",24851,123.875,23.625,1.2721  
"15-JAN-2018",24851,124.125,23.625,1.3176  
"15-JAN-2018",24851,124.375,23.625,1.3794  
"15-JAN-2018",24851,124.625,23.625,1.446  
"15-JAN-2018",24851,124.875,23.625,1.501  
"15-JAN-2018",24851,121.125,23.875,-1.E+34  
"15-JAN-2018",24851,121.375,23.875,-1.E+34  
"15-JAN-2018",24851,121.625,23.875,0.9673  
"15-JAN-2018",24851,121.875,23.875,0.9792  
"15-JAN-2018",24851,122.125,23.875,1.0311  
"15-JAN-2018",24851,122.375,23.875,1.0917  
"15-JAN-2018",24851,122.625,23.875,1.1441  
"15-JAN-2018",24851,122.875,23.875,1.186  
"15-JAN-2018",24851,123.125,23.875,1.2158  
"15-JAN-2018",24851,123.375,23.875,1.2336  
"15-JAN-2018",24851,123.625,23.875,1.2502  
"15-JAN-2018",24851,123.875,23.875,1.2792  
"15-JAN-2018",24851,124.125,23.875,1.3242  
"15-JAN-2018",24851,124.375,23.875,1.3828  
"15-JAN-2018",24851,124.625,23.875,1.4433  
"15-JAN-2018",24851,124.875,23.875,1.4981  
"15-JAN-2018",24851,121.125,24.125,-1.E+34  
"15-JAN-2018",24851,121.375,24.125,-1.E+34  
"15-JAN-2018",24851,121.625,24.125,0.9272  
"15-JAN-2018",24851,121.875,24.125,0.9447  
"15-JAN-2018",24851,122.125,24.125,0.9911  
"15-JAN-2018",24851,122.375,24.125,1.0641  
"15-JAN-2018",24851,122.625,24.125,1.13  
"15-JAN-2018",24851,122.875,24.125,1.1821  
"15-JAN-2018",24851,123.125,24.125,1.2184  
"15-JAN-2018",24851,123.375,24.125,1.2427  
"15-JAN-2018",24851,123.625,24.125,1.2614  
"15-JAN-2018",24851,123.875,24.125,1.2784  
"15-JAN-2018",24851,124.125,24.125,1.3044  
"15-JAN-2018",24851,124.375,24.125,1.3407  
"15-JAN-2018",24851,124.625,24.125,1.3823  
"15-JAN-2018",24851,124.875,24.125,1.4367  
"15-JAN-2018",24851,121.125,24.375,-1.E+34  
"15-JAN-2018",24851,121.375,24.375,-1.E+34  
"15-JAN-2018",24851,121.625,24.375,-1.E+34  
"15-JAN-2018",24851,121.875,24.375,0.9127  
"15-JAN-2018",24851,122.125,24.375,0.9427  
"15-JAN-2018",24851,122.375,24.375,1.0219  
"15-JAN-2018",24851,122.625,24.375,1.1084  
"15-JAN-2018",24851,122.875,24.375,1.1751  
"15-JAN-2018",24851,123.125,24.375,1.2144  
"15-JAN-2018",24851,123.375,24.375,1.2388  
"15-JAN-2018",24851,123.625,24.375,1.2547  
"15-JAN-2018",24851,123.875,24.375,1.2592  
"15-JAN-2018",24851,124.125,24.375,1.2676  
"15-JAN-2018",24851,124.375,24.375,1.2844  
"15-JAN-2018",24851,124.625,24.375,1.3076  
"15-JAN-2018",24851,124.875,24.375,1.3554  
"15-JAN-2018",24851,121.125,24.625,-1.E+34  
"15-JAN-2018",24851,121.375,24.625,-1.E+34  
"15-JAN-2018",24851,121.625,24.625,-1.E+34  
"15-JAN-2018",24851,121.875,24.625,0.8819  
"15-JAN-2018",24851,122.125,24.625,0.8959  
"15-JAN-2018",24851,122.375,24.625,0.9751  
"15-JAN-2018",24851,122.625,24.625,1.0774  
"15-JAN-2018",24851,122.875,24.625,1.1536  
"15-JAN-2018",24851,123.125,24.625,1.1908  
"15-JAN-2018",24851,123.375,24.625,1.2074  
"15-JAN-2018",24851,123.625,24.625,1.2182  
"15-JAN-2018",24851,123.875,24.625,1.2263  
"15-JAN-2018",24851,124.125,24.625,1.238  
"15-JAN-2018",24851,124.375,24.625,1.2547  
"15-JAN-2018",24851,124.625,24.625,1.2704  
"15-JAN-2018",24851,124.875,24.625,1.3007  
"15-JAN-2018",24851,121.125,24.875,-1.E+34  
"15-JAN-2018",24851,121.375,24.875,-1.E+34  
"15-JAN-2018",24851,121.625,24.875,-1.E+34  
"15-JAN-2018",24851,121.875,24.875,0.8622  
"15-JAN-2018",24851,122.125,24.875,0.871  
"15-JAN-2018",24851,122.375,24.875,0.9355  
"15-JAN-2018",24851,122.625,24.875,1.0293  
"15-JAN-2018",24851,122.875,24.875,1.1074  
"15-JAN-2018",24851,123.125,24.875,1.1503  
"15-JAN-2018",24851,123.375,24.875,1.167  
"15-JAN-2018",24851,123.625,24.875,1.1788  
"15-JAN-2018",24851,123.875,24.875,1.1957  
"15-JAN-2018",24851,124.125,24.875,1.2187  
"15-JAN-2018",24851,124.375,24.875,1.2423  
"15-JAN-2018",24851,124.625,24.875,1.2584  
"15-JAN-2018",24851,124.875,24.875,1.2777  
"15-JAN-2018",24851,121.125,25.125,0.918  
"15-JAN-2018",24851,121.375,25.125,0.9105  
"15-JAN-2018",24851,121.625,25.125,0.8775  
"15-JAN-2018",24851,121.875,25.125,0.8619  
"15-JAN-2018",24851,122.125,25.125,0.8707  
"15-JAN-2018",24851,122.375,25.125,0.9117  
"15-JAN-2018",24851,122.625,25.125,0.9769  
"15-JAN-2018",24851,122.875,25.125,1.0496  
"15-JAN-2018",24851,123.125,25.125,1.102  
"15-JAN-2018",24851,123.375,25.125,1.1287  
"15-JAN-2018",24851,123.625,25.125,1.148  
"15-JAN-2018",24851,123.875,25.125,1.1663  
"15-JAN-2018",24851,124.125,25.125,1.19  
"15-JAN-2018",24851,124.375,25.125,1.2153  
"15-JAN-2018",24851,124.625,25.125,1.237  
"15-JAN-2018",24851,124.875,25.125,1.2622  
"15-JAN-2018",24851,121.125,25.375,0.9238  
"15-JAN-2018",24851,121.375,25.375,0.9098  
"15-JAN-2018",24851,121.625,25.375,0.8843  
"15-JAN-2018",24851,121.875,25.375,0.876  
"15-JAN-2018",24851,122.125,25.375,0.8801  
"15-JAN-2018",24851,122.375,25.375,0.905  
"15-JAN-2018",24851,122.625,25.375,0.9431  
"15-JAN-2018",24851,122.875,25.375,0.9984  
"15-JAN-2018",24851,123.125,25.375,1.05  
"15-JAN-2018",24851,123.375,25.375,1.0827  
"15-JAN-2018",24851,123.625,25.375,1.1051  
"15-JAN-2018",24851,123.875,25.375,1.1227  
"15-JAN-2018",24851,124.125,25.375,1.1428  
"15-JAN-2018",24851,124.375,25.375,1.167  
"15-JAN-2018",24851,124.625,25.375,1.1958  
"15-JAN-2018",24851,124.875,25.375,1.2328  
"15-JAN-2018",24851,121.125,25.625,0.9048  
"15-JAN-2018",24851,121.375,25.625,0.903  
"15-JAN-2018",24851,121.625,25.625,0.8907  
"15-JAN-2018",24851,121.875,25.625,0.8823  
"15-JAN-2018",24851,122.125,25.625,0.8951  
"15-JAN-2018",24851,122.375,25.625,0.913  
"15-JAN-2018",24851,122.625,25.625,0.9323  
"15-JAN-2018",24851,122.875,25.625,0.9638  
"15-JAN-2018",24851,123.125,25.625,1.0012  
"15-JAN-2018",24851,123.375,25.625,1.0299  
"15-JAN-2018",24851,123.625,25.625,1.0479  
"15-JAN-2018",24851,123.875,25.625,1.0575  
"15-JAN-2018",24851,124.125,25.625,1.0677  
"15-JAN-2018",24851,124.375,25.625,1.0875  
"15-JAN-2018",24851,124.625,25.625,1.1177  
"15-JAN-2018",24851,124.875,25.625,1.1596  
"15-JAN-2018",24851,121.125,25.875,0.8729  
"15-JAN-2018",24851,121.375,25.875,0.8868  
"15-JAN-2018",24851,121.625,25.875,0.8854  
"15-JAN-2018",24851,121.875,25.875,0.8803  
"15-JAN-2018",24851,122.125,25.875,0.8976  
"15-JAN-2018",24851,122.375,25.875,0.917  
"15-JAN-2018",24851,122.625,25.875,0.9331  
"15-JAN-2018",24851,122.875,25.875,0.9516  
"15-JAN-2018",24851,123.125,25.875,0.9686  
"15-JAN-2018",24851,123.375,25.875,0.9832  
"15-JAN-2018",24851,123.625,25.875,0.9937  
"15-JAN-2018",24851,123.875,25.875,0.9943  
"15-JAN-2018",24851,124.125,25.875,0.9884  
"15-JAN-2018",24851,124.375,25.875,0.9907  
"15-JAN-2018",24851,124.625,25.875,1.0074  
"15-JAN-2018",24851,124.875,25.875,1.0434  
