PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMP LEVEL0 (hectopascal),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21596,2016-03-13T07:00:00Z,40.5760,143.1570,1.1,1023.8,1023.8,0,0.8,9,0111111711
21596,2016-03-13T08:00:00Z,40.5780,143.1620,1.2,1023.3,1023.3,0,0.9,8,0111111711
21596,2016-03-13T09:00:00Z,40.5790,143.1690,1.9,1023,1023,0,1.1,7,0111111711
21596,2016-03-13T10:00:00Z,40.5790,143.1740,3.1,1023.3,1023.3,0,1,7,0111111711
21596,2016-03-13T11:00:00Z,40.5790,143.1780,3.4,1022.6,1022.6,0,1.1,7,0111111711
21596,2016-03-13T12:00:00Z,40.5790,143.1810,3.5,1022.2,1022.2,0,1.2,6,0111111711
21596,2016-03-13T13:00:00Z,40.5790,143.1860,3.4,1022.4,1022.4,0,1.2,7,0111111711
21596,2016-03-13T14:00:00Z,40.5820,143.1900,3.1,1022.4,1022.4,0,1.3,6,0111111711
21596,2016-03-13T15:00:00Z,40.5870,143.1950,3,1021.9,1021.9,0,1.5,6,0111111711
21596,2016-03-13T16:00:00Z,40.5920,143.2010,2.9,1021.5,1021.5,0,1.5,7,0111111711
21596,2016-03-13T17:00:00Z,40.5920,143.2090,2.7,1020.7,1020.7,0,1.5,7,0111111711
21596,2016-03-13T18:00:00Z,40.5880,143.2140,2.5,1019.8,1019.8,0,1.4,6,0111111711
21596,2016-03-13T19:00:00Z,40.5830,143.2190,2.5,1020,1020,0,1.1,7,0111111711
21596,2016-03-13T20:00:00Z,40.5720,143.2260,2.4,1019.7,1019.7,0,1.1,6,0111111711
21596,2016-03-13T21:00:00Z,40.5620,143.2260,2.5,1019.8,1019.8,0,1,7,0111111711
21596,2016-03-13T22:00:00Z,40.5540,143.2230,2.4,1019.9,1019.9,0,1,7,0111111711
21596,2016-03-13T23:00:00Z,40.5450,143.2200,2.5,1019.7,1019.7,0,1,8,0111111711
21596,2016-03-14T00:00:00Z,40.5390,143.2160,2.6,1019.5,1019.5,0,0.9,8,0111111711
21596,2016-03-14T01:00:00Z,40.5340,143.2140,2.9,1018.7,1018.7,0,0.9,8,0111111711
21596,2016-03-14T02:00:00Z,40.5310,143.2120,3,1018.1,1018.1,0,0.9,8,0111111711
21596,2016-03-14T03:00:00Z,40.5290,143.2140,3.4,1017.7,1017.7,0,0.9,8,0111111711
21596,2016-03-14T04:00:00Z,40.5270,143.2180,4.1,1016.7,1016.7,0,1.1,8,0111111711
21596,2016-03-14T05:00:00Z,40.5250,143.2260,4.4,1016,1016,0,1.1,8,0111111711
21596,2016-03-14T06:00:00Z,40.5190,143.2350,4.9,1015.5,1015.5,0,1.3,8,0111111711
21596,2016-03-14T09:00:00Z,40.4920,143.2670,3.9,1014.6,1014.6,0,1.4,8,0111111711
21596,2016-03-14T12:00:00Z,40.4550,143.2950,3.6,1014.1,1014.1,0,1.3,8,0111111711
21596,2016-03-14T15:00:00Z,40.4110,143.3250,3.1,1012.3,1012.3,0,1.3,8,0111111711
21596,2016-03-14T18:00:00Z,40.3760,143.3420,2.8,1010.1,1010.1,0,1.2,9,0111111711
21596,2016-03-14T21:00:00Z,40.3310,143.3720,2.9,1010,1010,0,1.4,9,0111111711
21596,2016-03-15T00:00:00Z,40.2700,143.4030,3.1,1010.6,1010.6,0,1.9,7,0111111711
21596,2016-03-15T03:00:00Z,40.2140,143.4630,8.2,1010.4,1010.4,0,2.3,7,0111111711
21596,2016-03-15T04:00:00Z,40.1910,143.4870,7.8,1010,1010,0,2.5,7,0111111711
21596,2016-03-15T05:00:00Z,40.1680,143.5070,7.2,1010.7,1010.7,0,2.6,8,0111111711
21596,2016-03-15T06:00:00Z,40.1460,143.5260,5,1010.8,1010.8,0,3,7,0111111711
21596,2016-03-15T07:00:00Z,40.1250,143.5430,7.1,1011.6,1011.6,0,3.1,7,0111111711
21596,2016-03-15T08:00:00Z,40.1060,143.5580,8.2,1012.5,1012.5,0,3.3,7,0111111711
21596,2016-03-15T09:00:00Z,40.0850,143.5710,8.9,1013.4,1013.4,0,3.3,7,0111111711
21596,2016-03-15T10:00:00Z,40.0630,143.5820,8.3,1014.4,1014.4,0,3,8,0111111711
21596,2016-03-15T11:00:00Z,40.0400,143.5870,7.9,1015.3,1015.3,0,3.2,8,0111111711
21596,2016-03-15T12:00:00Z,40.0220,143.5970,7.1,1015.6,1015.6,0,3.2,8,0111111711
21596,2016-03-15T13:00:00Z,40.0090,143.6100,7.7,1016,1016,0,3.4,8,0111111711
21596,2016-03-15T14:00:00Z,40.0020,143.6290,8.5,1016.2,1016.2,0,3.5,8,0111111711
21596,2016-03-15T15:00:00Z,40.0020,143.6520,7.2,1016.5,1016.5,0,2.9,7,0111111711
21596,2016-03-15T16:00:00Z,40.0040,143.6790,7,1017,1017,0,3.6,7,0111111711
21596,2016-03-15T17:00:00Z,40.0050,143.7020,7.7,1017.2,1017.2,0,3.1,7,0111111711
21596,2016-03-15T18:00:00Z,40.0000,143.7190,8,1017.9,1017.9,0,2.9,7,0111111711
21596,2016-03-15T19:00:00Z,39.9930,143.7320,8.5,1018.1,1018.1,0,2.8,7,0111111711
21596,2016-03-15T20:00:00Z,39.9830,143.7430,7.9,1018.8,1018.8,0,2.4,7,0111111711
21596,2016-03-15T21:00:00Z,39.9790,143.7510,8,1019.4,1019.4,0,2.1,7,0111111711
21596,2016-03-15T22:00:00Z,39.9770,143.7620,8.1,1019.8,1019.8,0,2.2,7,0111111711
21596,2016-03-15T23:00:00Z,39.9800,143.7740,8.1,1020.3,1020.3,0,2,7,0111111711
21596,2016-03-16T00:00:00Z,39.9850,143.7870,8.6,1020.3,1020.3,0,1.9,7,0111111711
21596,2016-03-16T03:00:00Z,40.0080,143.8290,8.8,1019.2,1019.2,0,1.5,7,0111111711
21596,2016-03-16T06:00:00Z,40.0350,143.8740,9.1,1017.7,1017.7,0,1.6,7,0111111711
21596,2016-03-16T09:00:00Z,40.0540,143.9190,8.6,1017,1017,0,2.1,7,0111111711
21596,2016-03-16T10:00:00Z,40.0640,143.9350,8.8,1017.2,1017.2,0,2.2,6,0111111711
21596,2016-03-16T11:00:00Z,40.0720,143.9510,8.9,1016.9,1016.9,0,2.5,7,0111111711
21596,2016-03-16T12:00:00Z,40.0780,143.9690,8.9,1016.6,1016.6,0,2.7,8,0111111711
21596,2016-03-16T13:00:00Z,40.0830,143.9870,8.9,1016.6,1016.6,0,2.6,7,0111111711
21596,2016-03-16T14:00:00Z,40.0850,144.0060,8.9,1016.3,1016.3,0,2.9,8,0111111711
21596,2016-03-16T15:00:00Z,40.0840,144.0240,8.7,1017,1017,0,2.5,8,0111111711
21596,2016-03-16T16:00:00Z,40.0820,144.0390,8.4,1016.5,1016.5,0,2.4,7,0111111711
21596,2016-03-16T17:00:00Z,40.0820,144.0500,8.5,1016.4,1016.4,0,2.4,8,0111111711
21596,2016-03-16T18:00:00Z,40.0800,144.0590,8.5,1016.3,1016.3,0,2.3,8,0111111711
21596,2016-03-16T19:00:00Z,40.0750,144.0630,8.2,1016.8,1016.8,0,2.3,7,0111111711
21596,2016-03-16T20:00:00Z,40.0730,144.0650,7.7,1017,1017,0,2.2,8,0111111711
21596,2016-03-16T21:00:00Z,40.0740,144.0640,7.7,1017.7,1017.7,0,2.2,8,0111111711
21596,2016-03-16T22:00:00Z,40.0770,144.0590,8,1018.3,1018.3,0,2.1,8,0111111711
21596,2016-03-16T23:00:00Z,40.0820,144.0560,7.9,1018.9,1018.9,0,1.8,8,0111111711
21596,2016-03-17T00:00:00Z,40.0880,144.0530,8.4,1019.5,1019.5,0,1.8,7,0111111711
21596,2016-03-17T03:00:00Z,40.1130,144.0530,8.8,1019.9,1019.9,0,1.4,8,0111111711
21596,2016-03-17T06:00:00Z,40.1350,144.0780,9,1020,1020,0,1.4,7,0111111711
21596,2016-03-17T09:00:00Z,40.1390,144.1080,8.7,1021,1021,0,1.3,7,0111111711
21596,2016-03-17T12:00:00Z,40.1260,144.1180,8.5,1022.1,1022.1,0,1.4,8,0111111711
21596,2016-03-17T15:00:00Z,40.1180,144.1100,8.3,1021.6,1021.6,0,1.3,8,0111111711
21596,2016-03-17T18:00:00Z,40.1300,144.0960,8.3,1020.9,1020.9,0,1.3,9,0111111711
21596,2016-03-17T21:00:00Z,40.1530,144.0920,8.3,1020.3,1020.3,0,1.1,9,0111111711
21596,2016-03-18T00:00:00Z,40.1770,144.0990,8.6,1020,1020,0,1.2,8,0111111711
21596,2016-03-18T03:00:00Z,40.2020,144.1120,8.8,1018.4,1018.4,0,1.3,8,0111111711
21596,2016-03-18T06:00:00Z,40.2310,144.1320,8.9,1016.5,1016.5,0,1.4,7,0111111711
21596,2016-03-18T09:00:00Z,40.2500,144.1530,8.8,1015.8,1015.8,0,1.2,7,0111111711
21596,2016-03-18T12:00:00Z,40.2760,144.1720,8.9,1014.4,1014.4,0,1.9,7,0111111711
21596,2016-03-18T15:00:00Z,40.2970,144.1940,8.9,1013.6,1013.6,0,1.6,6,0111111711
21596,2016-03-18T18:00:00Z,40.3010,144.2220,8.8,1011.1,1011.1,0,1.4,6,0111111711
21596,2016-03-18T21:00:00Z,40.2900,144.2470,8.9,1009.9,1009.9,0,1.3,7,0111111711
21596,2016-03-19T00:00:00Z,40.2720,144.2600,8.9,1008.3,1008.3,0,1.4,7,0111111711
21596,2016-03-19T03:00:00Z,40.2680,144.2800,8.9,1005.2,1005.2,0,2,6,0111111711
21596,2016-03-19T04:00:00Z,40.2680,144.2890,8.9,1003.9,1003.9,0,1.8,7,0111111711
21596,2016-03-19T05:00:00Z,40.2690,144.2980,9,1003.1,1003.1,0,1.9,7,0111111711
21596,2016-03-19T06:00:00Z,40.2700,144.3090,9.1,1002.4,1002.4,0,1.9,7,0111111711
21596,2016-03-19T09:00:00Z,40.2920,144.3420,12.2,1003.2,1003.2,0,1.6,7,0111111711
21596,2016-03-19T12:00:00Z,40.2690,144.3820,12.4,1004.4,1004.4,0,1.8,8,0111111711
21596,2016-03-19T15:00:00Z,40.2240,144.4160,12.5,1005.3,1005.3,0,2,7,0111111711
21596,2016-03-19T16:00:00Z,40.2090,144.4190,12.5,1005.4,1005.4,0,1.9,7,0111111711
21596,2016-03-19T17:00:00Z,40.1930,144.4160,12.5,1005.6,1005.6,0,1.9,7,0111111711
21596,2016-03-19T18:00:00Z,40.1800,144.4110,12.4,1005.6,1005.6,0,1.8,7,0111111711
21596,2016-03-19T21:00:00Z,40.1490,144.3840,12.4,1007.9,1007.9,0,1.6,8,0111111711
21596,2016-03-20T00:00:00Z,40.1400,144.3590,12.4,1009.4,1009.4,0,1.9,8,0111111711
21596,2016-03-20T03:00:00Z,40.1280,144.3570,12.2,1009.1,1009.1,0,2.2,8,0111111711
21596,2016-03-20T04:00:00Z,40.1190,144.3590,12.3,1009.5,1009.5,0,2,7,0111111711
21596,2016-03-20T05:00:00Z,40.1080,144.3630,12.3,1009.7,1009.7,0,2.2,7,0111111711
21596,2016-03-20T06:00:00Z,40.0940,144.3700,12.1,1010.2,1010.2,0,2.2,7,0111111711
21596,2016-03-20T07:00:00Z,40.0770,144.3780,11.9,1011,1011,0,2.3,7,0111111711
21596,2016-03-20T08:00:00Z,40.0590,144.3820,11.5,1011.7,1011.7,0,2.5,7,0111111711
21596,2016-03-20T09:00:00Z,40.0410,144.3850,10.7,1012.3,1012.3,0,2.4,7,0111111711
21596,2016-03-20T10:00:00Z,40.0220,144.3860,8.7,1013.4,1013.4,0,2.2,7,0111111711
21596,2016-03-20T11:00:00Z,40.0060,144.3900,8.1,1013.9,1013.9,0,2.8,7,0111111711
21596,2016-03-20T12:00:00Z,39.9910,144.3940,8.2,1013.9,1013.9,0,2.7,7,0111111711
21596,2016-03-20T13:00:00Z,39.9780,144.3950,8.3,1014.1,1014.1,0,3.3,7,0111111711
21596,2016-03-20T14:00:00Z,39.9670,144.3920,8.3,1014.5,1014.5,0,2.8,7,0111111711
21596,2016-03-20T15:00:00Z,39.9590,144.3940,8.3,1014.5,1014.5,0,3.1,8,0111111711
21596,2016-03-20T16:00:00Z,39.9530,144.4050,7.8,1014.2,1014.2,0,3.1,8,0111111711
21596,2016-03-20T17:00:00Z,39.9490,144.4170,7.8,1014,1014,0,2.8,7,0111111711
21596,2016-03-20T18:00:00Z,39.9450,144.4330,7.9,1014.1,1014.1,0,2.9,7,0111111711
21596,2016-03-20T19:00:00Z,39.9390,144.4480,8.2,1014.2,1014.2,0,3.1,8,0111111711
21596,2016-03-20T20:00:00Z,39.9340,144.4630,8.1,1015.3,1015.3,0,2.8,7,0111111711
21596,2016-03-20T21:00:00Z,39.9290,144.4720,8.5,1016,1016,0,3.1,8,0111111711
21596,2016-03-20T22:00:00Z,39.9240,144.4800,8.3,1016.6,1016.6,0,2.8,8,0111111711
21596,2016-03-20T23:00:00Z,39.9210,144.4930,8.2,1016.9,1016.9,0,2.6,7,0111111711
21596,2016-03-21T00:00:00Z,39.9170,144.5040,8.1,1017.2,1017.2,0,2.5,7,0111111711
21596,2016-03-21T01:00:00Z,39.9120,144.5160,8.2,1016.9,1016.9,0,2.5,8,0111111711
21596,2016-03-21T02:00:00Z,39.9100,144.5260,8,1016.6,1016.6,0,2.6,7,0111111711
21596,2016-03-21T03:00:00Z,39.9080,144.5390,7.9,1016.1,1016.1,0,2.6,8,0111111711
21596,2016-03-21T04:00:00Z,39.9060,144.5530,7.9,1016,1016,0,2.2,7,0111111711
21596,2016-03-21T05:00:00Z,39.9050,144.5700,8,1015.9,1015.9,0,2.2,7,0111111711
21596,2016-03-21T06:00:00Z,39.9050,144.5880,8,1015.4,1015.4,0,1.9,8,0111111711
21596,2016-03-21T09:00:00Z,39.9000,144.6440,7.7,1015.3,1015.3,0,1.4,8,0111111711
21596,2016-03-21T12:00:00Z,39.8990,144.6910,8.4,1015.4,1015.4,0,1.4,8,0111111711
21596,2016-03-21T15:00:00Z,39.8850,144.7330,8.6,1014.6,1014.6,0,1.8,8,0111111711
21596,2016-03-21T18:00:00Z,39.8640,144.7740,8.3,1013.7,1013.7,0,2,7,0111111711
21596,2016-03-21T19:00:00Z,39.8570,144.7870,8.3,1013.8,1013.8,0,2.1,8,0111111711
21596,2016-03-21T20:00:00Z,39.8500,144.7970,8.1,1014,1014,0,2,8,0111111711
21596,2016-03-21T21:00:00Z,39.8450,144.8080,8.1,1014,1014,0,1.9,8,0111111711
21596,2016-03-22T00:00:00Z,39.8340,144.8280,8.8,1014.1,1014.1,0,1.5,8,0111111711
21596,2016-03-22T03:00:00Z,39.8420,144.8480,9.4,1012.5,1012.5,0,1.6,8,0111111711
21596,2016-03-22T06:00:00Z,39.8740,144.8990,11.1,1010.9,1010.9,0,1.8,8,0111111711
21596,2016-03-22T09:00:00Z,39.9330,144.9820,11.8,1010.9,1010.9,0,2.2,8,0111111711
21596,2016-03-22T10:00:00Z,39.9420,145.0020,11.9,1011,1011,0,2,8,0111111711
21596,2016-03-22T11:00:00Z,39.9500,145.0160,11.9,1010.8,1010.8,0,2,8,0111111711
21596,2016-03-22T12:00:00Z,39.9610,145.0270,12,1010.4,1010.4,0,1.8,8,0111111711
21596,2016-03-22T15:00:00Z,40.0050,145.0630,12,1007.3,1007.3,0,1.9,8,0111111711
21596,2016-03-22T18:00:00Z,40.0420,145.1050,12.3,1007.5,1007.5,0,2.1,8,0111111711
21596,2016-03-22T19:00:00Z,40.0470,145.1130,12.4,1008,1008,0,2.1,8,0111111711
21596,2016-03-22T20:00:00Z,40.0490,145.1230,12.5,1008.9,1008.9,0,2.1,7,0111111711
21596,2016-03-22T21:00:00Z,40.0500,145.1350,12.5,1009.9,1009.9,0,2.1,8,0111111711
21596,2016-03-22T22:00:00Z,40.0500,145.1470,12.5,1010.2,1010.2,0,2.2,7,0111111711
21596,2016-03-22T23:00:00Z,40.0520,145.1620,12.5,1010.7,1010.7,0,2.1,7,0111111711
21596,2016-03-23T00:00:00Z,40.0530,145.1790,12.6,1011.8,1011.8,0,2.2,7,0111111711
21596,2016-03-23T01:00:00Z,40.0520,145.1950,12.6,1011.8,1011.8,0,2,7,0111111711
21596,2016-03-23T02:00:00Z,40.0490,145.2100,12.6,1011.8,1011.8,0,2.2,7,0111111711
21596,2016-03-23T03:00:00Z,40.0470,145.2290,12.6,1011.6,1011.6,0,2.1,7,0111111711
21596,2016-03-23T04:00:00Z,40.0420,145.2480,12.5,1011.5,1011.5,0,2.4,7,0111111711
21596,2016-03-23T05:00:00Z,40.0310,145.2680,12.3,1011.5,1011.5,0,2.5,7,0111111711
21596,2016-03-23T06:00:00Z,40.0200,145.2830,12.2,1012.3,1012.3,0,2.3,7,0111111711
21596,2016-03-23T07:00:00Z,40.0060,145.2960,12,1012.9,1012.9,0,2.3,7,0111111711
21596,2016-03-23T08:00:00Z,39.9920,145.3060,11.5,1013.6,1013.6,0,2.1,7,0111111711
21596,2016-03-23T09:00:00Z,39.9830,145.3140,10.9,1014.1,1014.1,0,2.2,7,0111111711
21596,2016-03-23T10:00:00Z,39.9810,145.3200,10.9,1014.6,1014.6,0,2,7,0111111711
21596,2016-03-23T11:00:00Z,39.9790,145.3260,10.8,1015.1,1015.1,0,2.1,8,0111111711
21596,2016-03-23T12:00:00Z,39.9770,145.3340,10.4,1015.3,1015.3,0,2.1,8,0111111711
21596,2016-03-23T13:00:00Z,39.9740,145.3430,10,1015,1015,0,2,8,0111111711
21596,2016-03-23T14:00:00Z,39.9690,145.3530,9.3,1015.6,1015.6,0,1.9,8,0111111711
21596,2016-03-23T15:00:00Z,39.9620,145.3600,9,1015.3,1015.3,0,2,8,0111111711
21596,2016-03-23T16:00:00Z,39.9560,145.3650,8.9,1015.6,1015.6,0,2,8,0111111711
21596,2016-03-23T17:00:00Z,39.9510,145.3670,8.6,1014.9,1014.9,0,1.9,8,0111111711
21596,2016-03-23T18:00:00Z,39.9470,145.3670,8.3,1014.6,1014.6,0,2,8,0111111711
21596,2016-03-23T19:00:00Z,39.9420,145.3660,8,1014.8,1014.8,0,1.9,8,0111111711
21596,2016-03-23T20:00:00Z,39.9390,145.3640,7.8,1014.5,1014.5,0,1.8,8,0111111711
21596,2016-03-23T21:00:00Z,39.9390,145.3650,8.5,1014.6,1014.6,0,1.9,7,0111111711
21596,2016-03-24T00:00:00Z,39.9510,145.3800,8.6,1014.4,1014.4,0,1.7,8,0111111711
21596,2016-03-24T03:00:00Z,39.9460,145.3950,8.4,1013.6,1013.6,0,1.5,9,0111111711
21596,2016-03-24T06:00:00Z,39.9150,145.3930,7.3,1012.6,1012.6,0,1.4,9,0111111711
21596,2016-03-24T09:00:00Z,39.9040,145.3720,7.4,1013,1013,0,1.3,9,0111111711
21596,2016-03-24T12:00:00Z,39.9140,145.3740,9.2,1013.5,1013.5,0,1.3,9,0111111711
21596,2016-03-24T15:00:00Z,39.9220,145.3840,10.5,1012.6,1012.6,0,1.4,8,0111111711
21596,2016-03-24T18:00:00Z,39.9250,145.3890,10.7,1011.2,1011.2,0,1.3,8,0111111711
21596,2016-03-24T21:00:00Z,39.9290,145.3790,11,1011.6,1011.6,0,1.5,7,0111111711
21596,2016-03-25T00:00:00Z,39.9380,145.3720,11.2,1012.4,1012.4,0,1.6,7,0111111711
21596,2016-03-25T03:00:00Z,39.9490,145.3610,11.4,1013.7,1013.7,0,1.6,7,0111111711
21596,2016-03-25T06:00:00Z,39.9610,145.3440,11.3,1014.2,1014.2,0,1.5,7,0111111711
21596,2016-03-25T09:00:00Z,39.9790,145.3210,11.1,1014.9,1014.9,0,1.4,7,0111111711
21596,2016-03-25T12:00:00Z,40.0020,145.3090,11,1016.2,1016.2,0,1.6,7,0111111711
21596,2016-03-25T15:00:00Z,40.0300,145.3140,11.1,1015.7,1015.7,0,1.5,7,0111111711
21596,2016-03-25T18:00:00Z,40.0420,145.3410,11,1014.9,1014.9,0,1.8,7,0111111711
21596,2016-03-25T21:00:00Z,40.0340,145.3350,10.8,1016.3,1016.3,0,1.8,7,0111111711
21596,2016-03-26T00:00:00Z,40.0500,145.3090,10.6,1017.7,1017.7,0,1.6,7,0111111711
21596,2016-03-26T03:00:00Z,40.0800,145.2980,10.6,1017.7,1017.7,0,1.5,8,0111111711
21596,2016-03-26T06:00:00Z,40.1170,145.3040,10.5,1017.7,1017.7,0,1.6,7,0111111711
21596,2016-03-26T09:00:00Z,40.1310,145.3270,9.5,1019.1,1019.1,0,2,7,0111111711
21596,2016-03-26T10:00:00Z,40.1310,145.3310,9.1,1019.8,1019.8,0,1.9,7,0111111711
21596,2016-03-26T11:00:00Z,40.1310,145.3330,8.9,1020.5,1020.5,0,1.8,8,0111111711
21596,2016-03-26T12:00:00Z,40.1350,145.3320,8.6,1020.6,1020.6,0,1.5,7,0111111711
21596,2016-03-26T15:00:00Z,40.1720,145.3240,8.6,1020.3,1020.3,0,1.3,7,0111111711
21596,2016-03-26T18:00:00Z,40.2140,145.3450,8.6,1019.8,1019.8,0,1.2,8,0111111711
21596,2016-03-26T21:00:00Z,40.2570,145.3910,8.5,1020.1,1020.1,0,1.6,7,0111111711
21596,2016-03-27T00:00:00Z,40.3190,145.4500,8.7,1021,1021,0,1.4,7,0111111711
21596,2016-03-27T03:00:00Z,40.3990,145.5170,8.8,1020.3,1020.3,0,1.4,8,0111111711
21596,2016-03-27T06:00:00Z,40.4810,145.5950,9,1019.6,1019.6,0,1.3,7,0111111711
21596,2016-03-27T09:00:00Z,40.5570,145.6700,9,1020.1,1020.1,0,1.2,7,0111111711
21596,2016-03-27T12:00:00Z,40.6270,145.7440,8.9,1020.2,1020.2,0,1.3,7,0111111711
21596,2016-03-27T15:00:00Z,40.7000,145.8190,8.8,1020,1020,0,1.2,7,0111111711
21596,2016-03-27T18:00:00Z,40.7700,145.9100,8.8,1019.1,1019.1,0,1.2,6,0111111711
21596,2016-03-27T21:00:00Z,40.8340,146.0110,10.2,1018.9,1018.9,0,1.1,7,0111111711
21596,2016-03-28T00:00:00Z,40.8830,146.1130,10.7,1019.5,1019.5,0,1.2,7,0111111711
21596,2016-03-28T03:00:00Z,40.9170,146.2300,10.9,1019.1,1019.1,0,1.5,10,0111111711
21596,2016-03-28T06:00:00Z,40.9250,146.3610,11,1018.6,1018.6,0,1.9,12,0111111711
21596,2016-03-28T09:00:00Z,40.9060,146.4870,10.7,1019,1019,0,2.3,11,0111111711
21596,2016-03-28T10:00:00Z,40.8980,146.5230,10.6,1019.8,1019.8,0,2.1,12,0111111711
21596,2016-03-28T11:00:00Z,40.8910,146.5570,10.4,1020.1,1020.1,0,2.1,12,0111111711
21596,2016-03-28T12:00:00Z,40.8830,146.5890,10.3,1020.3,1020.3,0,2.5,12,0111111711
21596,2016-03-28T13:00:00Z,40.8750,146.6220,10.1,1020.3,1020.3,0,2.3,12,0111111711
21596,2016-03-28T14:00:00Z,40.8670,146.6540,10.1,1020.4,1020.4,0,2.4,12,0111111711
21596,2016-03-28T15:00:00Z,40.8580,146.6870,9.9,1020.3,1020.3,0,2.6,12,0111111711
21596,2016-03-28T16:00:00Z,40.8470,146.7200,9.8,1020.3,1020.3,0,2.4,12,0111111711
21596,2016-03-28T17:00:00Z,40.8370,146.7530,9.7,1020.2,1020.2,0,2.6,12,0111111711
21596,2016-03-28T18:00:00Z,40.8260,146.7890,9.6,1020.3,1020.3,0,2.5,11,0111111711
21596,2016-03-28T19:00:00Z,40.8100,146.8270,9.4,1020.2,1020.2,0,2.6,12,0111111711
21596,2016-03-28T20:00:00Z,40.7880,146.8620,9.3,1020.8,1020.8,0,2.8,11,0111111711
21596,2016-03-28T21:00:00Z,40.7600,146.8900,9.3,1021.4,1021.4,0,2.6,12,0111111711
21596,2016-03-28T22:00:00Z,40.7300,146.9130,9.2,1021.8,1021.8,0,2.3,11,0111111711
21596,2016-03-28T23:00:00Z,40.6990,146.9290,9.3,1021.9,1021.9,0,2.5,11,0111111711
