PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100622,132564,2015-11-01T00:00:00Z,31.1900,156.8510,0,0.4,3.8,0.01,0.02,24.39,0.5,213,15,0.541,-0.226,0011171111171111
2100622,132564,2015-11-01T03:00:00Z,31.1710,156.9170,0,2.8,3.8,0.01,0.02,24.47,0.5,213,15,0.445,-0.165,0011171111171111
2100622,132564,2015-11-01T06:00:00Z,31.1580,156.9520,0,3.8,2.7,0.02,0.02,24.43,0.5,213,15,0.383,-0.139,0011171111171111
2100622,132564,2015-11-01T09:00:00Z,31.1440,157.0040,0,4,1.6,0.02,0.01,24.38,0.5,213,15,0.423,-0.216,0011171111171111
2100622,132564,2015-11-01T12:00:00Z,31.1160,157.0480,0,4.6,3.4,0.02,0.01,24.35,0.5,213,15,0.463,-0.221,0011171111171111
2100622,132564,2015-11-01T15:00:00Z,31.1010,157.1090,0,4.8,3.5,0.05,0.02,24.33,0.5,213,15,0.463,-0.123,0011171111171111
2100622,132564,2015-11-01T18:00:00Z,31.0920,157.1530,0,6.7,-1.7,0.04,0,24.32,0.5,213,15,0.392,-0.093,0011171111171111
2100622,132564,2015-11-01T21:00:00Z,31.0830,157.1980,0,3.4,-3.5,0.02,-0.02,24.32,0.5,213,15,0.353,-0.123,0011171111171111
2100622,132564,2015-11-02T00:00:00Z,31.0680,157.2330,0,-3.6,-6.2,-0.03,-0.05,24.34,0.5,213,15,0.269,-0.165,0011171111171111
2100622,132564,2015-11-02T03:00:00Z,31.0510,157.2590,0,-6,-5.8,-0.09,-0.08,24.34,0.5,213,15,0.326,-0.087,0011171111171111
2100622,132564,2015-11-02T06:00:00Z,31.0510,157.3070,0,-8.3,-4.4,-0.13,-0.06,24.32,0.5,213,15,0.339,-0.041,0011171111171111
2100622,132564,2015-11-02T09:00:00Z,31.0430,157.3360,0,-8.9,-1.2,-0.14,-0.03,24.29,0.5,213,15,0.172,-0.118,0011171111171111
2100622,132564,2015-11-02T12:00:00Z,31.0280,157.3460,0,-8.4,-0.8,-0.12,-0.01,24.26,0.5,213,15,0.15,-0.041,0011171111171111
