PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21637,2015-11-10T10:00:00Z,33.4310,143.1550,22.8,0,1.9,8,01111711
21637,2015-11-10T11:00:00Z,33.4380,143.1590,22.8,0,2,8,01111711
21637,2015-11-10T12:00:00Z,33.4440,143.1630,22.8,0,2,8,01111711
21637,2015-11-10T13:00:00Z,33.4480,143.1660,22.8,0,2.1,8,01111711
21637,2015-11-10T14:00:00Z,33.4460,143.1670,22.8,0,2,7,01111711
21637,2015-11-10T15:00:00Z,33.4420,143.1630,22.8,0,1.9,7,01111711
21637,2015-11-10T18:00:00Z,33.4290,143.1370,22.8,0,2,8,01111711
21637,2015-11-10T19:00:00Z,33.4230,143.1230,22.8,0,2.2,7,01111711
21637,2015-11-10T20:00:00Z,33.4160,143.1100,22.8,0,2.4,7,01111711
21637,2015-11-10T21:00:00Z,33.4110,143.0970,22.8,0,2.4,8,01111711
21637,2015-11-10T22:00:00Z,33.4040,143.0830,22.9,0,2.7,8,01111711
21637,2015-11-10T23:00:00Z,33.3980,143.0690,22.9,0,2.7,8,01111711
21637,2015-11-11T00:00:00Z,33.3930,143.0550,22.9,0,2.5,8,01111711
21637,2015-11-11T01:00:00Z,33.3870,143.0380,22.9,0,2.4,8,01111711
21637,2015-11-11T02:00:00Z,33.3820,143.0200,22.9,0,2.5,8,01111711
21637,2015-11-11T03:00:00Z,33.3770,143.0020,22.9,0,2.4,8,01111711
21637,2015-11-11T04:00:00Z,33.3730,142.9830,22.9,0,2.8,8,01111711
21637,2015-11-11T05:00:00Z,33.3700,142.9660,22.9,0,2.6,8,01111711
21637,2015-11-11T06:00:00Z,33.3670,142.9480,22.9,0,2.7,8,01111711
21637,2015-11-11T07:00:00Z,33.3660,142.9330,22.9,0,2.7,8,01111711
21637,2015-11-11T08:00:00Z,33.3640,142.9180,22.9,0,2.4,8,01111711
21637,2015-11-11T09:00:00Z,33.3630,142.9040,22.9,0,2.5,8,01111711
21637,2015-11-11T10:00:00Z,33.3620,142.8900,22.9,0,2.6,8,01111711
21637,2015-11-11T11:00:00Z,33.3610,142.8760,22.8,0,2.5,8,01111711
21637,2015-11-11T12:00:00Z,33.3630,142.8610,22.7,0,2.6,8,01111711
21637,2015-11-11T13:00:00Z,33.3650,142.8470,22.7,0,2.6,9,01111711
21637,2015-11-11T14:00:00Z,33.3680,142.8330,22.7,0,2.6,8,01111711
21637,2015-11-11T15:00:00Z,33.3700,142.8210,22.7,0,2.4,8,01111711
21637,2015-11-11T16:00:00Z,33.3690,142.8100,22.6,0,2.3,8,01111711
21637,2015-11-11T17:00:00Z,33.3690,142.7980,22.8,0,2.2,8,01111711
21637,2015-11-11T18:00:00Z,33.3680,142.7840,23.1,0,2.5,7,01111711
21637,2015-11-11T19:00:00Z,33.3680,142.7690,23.2,0,2.1,8,01111711
21637,2015-11-11T20:00:00Z,33.3700,142.7500,23.2,0,2.5,7,01111711
21637,2015-11-11T21:00:00Z,33.3710,142.7290,23.1,0,2.5,8,01111711
21637,2015-11-11T22:00:00Z,33.3740,142.7070,23,0,2.7,8,01111711
21637,2015-11-11T23:00:00Z,33.3760,142.6850,22.9,0,2.7,7,01111711
21637,2015-11-12T00:00:00Z,33.3790,142.6670,23,0,2.8,7,01111711
21637,2015-11-12T01:00:00Z,33.3860,142.6460,23.2,0,2.8,7,01111711
21637,2015-11-12T02:00:00Z,33.3970,142.6220,23.2,0,2.6,8,01111711
21637,2015-11-12T03:00:00Z,33.4090,142.5970,23.2,0,2.6,8,01111711
21637,2015-11-12T04:00:00Z,33.4210,142.5720,23.1,0,2.7,7,01111711
21637,2015-11-12T05:00:00Z,33.4340,142.5430,23,0,2.6,7,01111711
21637,2015-11-12T06:00:00Z,33.4430,142.5140,22.9,0,2.6,8,01111711
21637,2015-11-12T07:00:00Z,33.4490,142.4900,22.9,0,2.6,8,01111711
21637,2015-11-12T08:00:00Z,33.4520,142.4710,22.9,0,2.6,8,01111711
21637,2015-11-12T09:00:00Z,33.4550,142.4560,23,0,2.5,8,01111711
21637,2015-11-12T10:00:00Z,33.4580,142.4430,23.1,0,2.8,7,01111711
21637,2015-11-12T11:00:00Z,33.4610,142.4340,23.1,0,2.6,8,01111711
21637,2015-11-12T12:00:00Z,33.4640,142.4260,23,0,2.6,7,01111711
21637,2015-11-12T13:00:00Z,33.4670,142.4160,22.9,0,2.7,7,01111711
21637,2015-11-12T14:00:00Z,33.4720,142.4120,23,0,2.6,7,01111711
21637,2015-11-12T15:00:00Z,33.4730,142.4070,23,0,2.6,7,01111711
21637,2015-11-12T16:00:00Z,33.4740,142.4000,23,0,2.4,8,01111711
21637,2015-11-12T17:00:00Z,33.4760,142.3920,23.1,0,2.5,8,01111711
21637,2015-11-12T18:00:00Z,33.4780,142.3810,23.1,0,2.2,7,01111711
21637,2015-11-12T19:00:00Z,33.4790,142.3690,23.2,0,2.2,8,01111711
21637,2015-11-12T20:00:00Z,33.4800,142.3540,23.2,0,2.4,7,01111711
21637,2015-11-12T21:00:00Z,33.4820,142.3370,23.1,0,2.4,8,01111711
21637,2015-11-12T22:00:00Z,33.4850,142.3180,23.2,0,2.4,7,01111711
21637,2015-11-12T23:00:00Z,33.4910,142.2960,23.2,0,2.7,8,01111711
21637,2015-11-13T00:00:00Z,33.4980,142.2740,23.2,0,2.5,7,01111711
21637,2015-11-13T01:00:00Z,33.5060,142.2520,23.2,0,2.4,7,01111711
21637,2015-11-13T02:00:00Z,33.5130,142.2320,23.2,0,2.4,7,01111711
21637,2015-11-13T03:00:00Z,33.5200,142.2130,23.2,0,2.4,7,01111711
21637,2015-11-13T04:00:00Z,33.5280,142.1920,23.3,0,2.5,8,01111711
21637,2015-11-13T05:00:00Z,33.5350,142.1710,23.3,0,2.4,8,01111711
21637,2015-11-13T06:00:00Z,33.5430,142.1500,23.3,0,2.4,8,01111711
21637,2015-11-13T07:00:00Z,33.5530,142.1290,23.2,0,2.3,7,01111711
21637,2015-11-13T08:00:00Z,33.5630,142.1090,23.2,0,2.3,8,01111711
21637,2015-11-13T09:00:00Z,33.5740,142.0930,23.3,0,2.1,8,01111711
21637,2015-11-13T10:00:00Z,33.5860,142.0800,23.4,0,2.2,7,01111711
21637,2015-11-13T11:00:00Z,33.5970,142.0650,23.4,0,2.1,8,01111711
21637,2015-11-13T12:00:00Z,33.6080,142.0480,23.4,0,2.2,7,01111711
21637,2015-11-13T13:00:00Z,33.6200,142.0320,23.3,0,2.1,7,01111711
21637,2015-11-13T14:00:00Z,33.6320,142.0180,23.3,0,2.1,8,01111711
21637,2015-11-13T15:00:00Z,33.6420,142.0020,23.3,0,2.2,7,01111711
21637,2015-11-13T16:00:00Z,33.6540,141.9870,23.2,0,2.2,8,01111711
21637,2015-11-13T17:00:00Z,33.6670,141.9720,23.2,0,2,8,01111711
21637,2015-11-13T18:00:00Z,33.6800,141.9530,23.2,0,1.8,7,01111711
21637,2015-11-13T21:00:00Z,33.7200,141.8920,23.2,0,1.9,8,01111711
21637,2015-11-14T00:00:00Z,33.7550,141.8440,23.2,0,2,7,01111711
21637,2015-11-14T01:00:00Z,33.7600,141.8300,23.2,0,2.1,8,01111711
21637,2015-11-14T02:00:00Z,33.7630,141.8140,23.4,0,2,8,01111711
21637,2015-11-14T03:00:00Z,33.7670,141.7970,23.5,0,2.1,8,01111711
21637,2015-11-14T04:00:00Z,33.7740,141.7810,23.7,0,2,8,01111711
21637,2015-11-14T05:00:00Z,33.7800,141.7670,24,0,2.2,7,01111711
21637,2015-11-14T06:00:00Z,33.7860,141.7570,24.3,0,2.4,7,01111711
21637,2015-11-14T07:00:00Z,33.7940,141.7460,24.4,0,2.2,7,01111711
21637,2015-11-14T08:00:00Z,33.8060,141.7350,24.4,0,2.4,7,01111711
21637,2015-11-14T09:00:00Z,33.8210,141.7250,24.5,0,2.6,7,01111711
21637,2015-11-14T10:00:00Z,33.8390,141.7190,24.5,0,2.7,7,01111711
21637,2015-11-14T11:00:00Z,33.8580,141.7170,24.5,0,2.9,8,01111711
21637,2015-11-14T12:00:00Z,33.8810,141.7210,24.6,0,2.9,7,01111711
21637,2015-11-14T13:00:00Z,33.9030,141.7270,24.6,0,3.3,7,01111711
21637,2015-11-14T14:00:00Z,33.9250,141.7320,24.6,0,3.5,7,01111711
21637,2015-11-14T15:00:00Z,33.9490,141.7390,24.6,0,3.4,8,01111711
21637,2015-11-14T16:00:00Z,33.9740,141.7510,24.6,0,3.8,7,01111711
21637,2015-11-14T17:00:00Z,33.9980,141.7630,24.6,0,3.8,8,01111711
21637,2015-11-14T18:00:00Z,34.0190,141.7760,24.6,0,3.6,7,01111711
21637,2015-11-14T19:00:00Z,34.0410,141.7920,24.6,0,3.6,7,01111711
21637,2015-11-14T20:00:00Z,34.0600,141.8100,24.6,0,3.4,7,01111711
21637,2015-11-14T21:00:00Z,34.0760,141.8300,24.6,0,3.3,7,01111711
21637,2015-11-14T22:00:00Z,34.0880,141.8470,24.6,0,3.4,7,01111711
21637,2015-11-14T23:00:00Z,34.0990,141.8620,24.6,0,3.3,7,01111711
21637,2015-11-15T00:00:00Z,34.1080,141.8770,24.6,0,3.3,7,01111711
21637,2015-11-15T01:00:00Z,34.1120,141.8960,24.5,0,3.3,8,01111711
21637,2015-11-15T02:00:00Z,34.1120,141.9090,24.5,0,3.1,7,01111711
21637,2015-11-15T03:00:00Z,34.1150,141.9180,24.4,0,3.1,7,01111711
21637,2015-11-15T04:00:00Z,34.1190,141.9230,24.3,0,3.2,7,01111711
21637,2015-11-15T05:00:00Z,34.1240,141.9250,24.1,0,3.2,7,01111711
21637,2015-11-15T06:00:00Z,34.1330,141.9280,23.9,0,2.9,7,01111711
21637,2015-11-15T07:00:00Z,34.1450,141.9350,23.7,0,2.9,7,01111711
21637,2015-11-15T08:00:00Z,34.1570,141.9430,23.5,0,3.1,7,01111711
21637,2015-11-15T09:00:00Z,34.1660,141.9550,23.4,0,2.8,7,01111711
21637,2015-11-15T10:00:00Z,34.1770,141.9670,23.4,0,2.8,7,01111711
21637,2015-11-15T11:00:00Z,34.1910,141.9740,23.4,0,2.6,7,01111711
21637,2015-11-15T12:00:00Z,34.2060,141.9800,23.4,0,2.4,7,01111711
21637,2015-11-15T13:00:00Z,34.2220,141.9820,23.3,0,2.3,8,01111711
21637,2015-11-15T14:00:00Z,34.2390,141.9840,23.3,0,2.4,8,01111711
21637,2015-11-15T15:00:00Z,34.2550,141.9850,23.3,0,2,7,01111711
21637,2015-11-15T16:00:00Z,34.2710,141.9820,23.3,0,2,8,01111711
21637,2015-11-15T17:00:00Z,34.2890,141.9790,23.3,0,1.9,8,01111711
21637,2015-11-15T18:00:00Z,34.3060,141.9760,23.3,0,2,8,01111711
21637,2015-11-15T19:00:00Z,34.3230,141.9710,23.3,0,1.9,9,01111711
21637,2015-11-15T20:00:00Z,34.3390,141.9630,23.3,0,1.7,8,01111711
21637,2015-11-15T21:00:00Z,34.3550,141.9520,23.3,0,2,8,01111711
21637,2015-11-15T22:00:00Z,34.3710,141.9440,23.3,0,1.8,8,01111711
21637,2015-11-15T23:00:00Z,34.3870,141.9360,23.3,0,2.1,8,01111711
21637,2015-11-16T00:00:00Z,34.4050,141.9290,23.3,0,2,8,01111711
21637,2015-11-16T01:00:00Z,34.4250,141.9230,23.4,0,2,8,01111711
21637,2015-11-16T02:00:00Z,34.4480,141.9180,23.4,0,2,8,01111711
21637,2015-11-16T03:00:00Z,34.4710,141.9110,23.4,0,2.2,8,01111711
21637,2015-11-16T04:00:00Z,34.4940,141.9030,23.4,0,2.1,9,01111711
21637,2015-11-16T05:00:00Z,34.5180,141.8930,23.4,0,2,8,01111711
21637,2015-11-16T06:00:00Z,34.5460,141.8860,23.4,0,1.9,9,01111711
21637,2015-11-16T09:00:00Z,34.6340,141.8740,23.3,0,1.7,10,01111711
21637,2015-11-16T12:00:00Z,34.7190,141.8860,23.4,0,2,10,01111711
21637,2015-11-16T13:00:00Z,34.7470,141.8990,23.5,0,1.7,9,01111711
21637,2015-11-16T14:00:00Z,34.7750,141.9100,23.5,0,1.8,9,01111711
21637,2015-11-16T15:00:00Z,34.8050,141.9200,23.5,0,1.9,9,01111711
21637,2015-11-16T18:00:00Z,34.9020,141.9490,23.7,0,2,8,01111711
21637,2015-11-16T19:00:00Z,34.9360,141.9600,23.6,0,2.1,8,01111711
21637,2015-11-16T20:00:00Z,34.9680,141.9760,23.6,0,2.2,7,01111711
21637,2015-11-16T21:00:00Z,34.9970,141.9960,23.5,0,2.1,8,01111711
21637,2015-11-16T22:00:00Z,35.0250,142.0180,23.5,0,2.1,7,01111711
21637,2015-11-16T23:00:00Z,35.0530,142.0440,23.4,0,2,8,01111711
21637,2015-11-17T00:00:00Z,35.0800,142.0740,23.4,0,2.1,8,01111711
21637,2015-11-17T01:00:00Z,35.1090,142.1030,23.3,0,1.9,8,01111711
21637,2015-11-17T02:00:00Z,35.1400,142.1330,23.4,0,2.1,7,01111711
21637,2015-11-17T03:00:00Z,35.1700,142.1620,23.4,0,2,8,01111711
21637,2015-11-17T04:00:00Z,35.1990,142.1930,23.4,0,1.9,8,01111711
21637,2015-11-17T05:00:00Z,35.2280,142.2250,23.4,0,1.7,8,01111711
21637,2015-11-17T06:00:00Z,35.2560,142.2570,23.3,0,1.9,8,01111711
21637,2015-11-17T09:00:00Z,35.3390,142.3580,23.3,0,1.9,8,01111711
21637,2015-11-17T12:00:00Z,35.4070,142.4630,23.2,0,1.7,7,01111711
21637,2015-11-17T15:00:00Z,35.4590,142.5750,23.1,0,1.8,9,01111711
21637,2015-11-17T18:00:00Z,35.5310,142.6780,23.8,0,1.7,8,01111711
21637,2015-11-17T21:00:00Z,35.6100,142.7750,23.9,0,1.5,8,01111711
21637,2015-11-18T00:00:00Z,35.6740,142.8870,23.4,0,1.5,9,01111711
21637,2015-11-18T03:00:00Z,35.7020,143.0140,23.5,0,1.7,10,01111711
21637,2015-11-18T06:00:00Z,35.7050,143.1340,23.5,0,1.5,10,01111711
21637,2015-11-18T09:00:00Z,35.7120,143.2340,23.6,0,1.7,9,01111711
21637,2015-11-18T12:00:00Z,35.7350,143.3410,23.9,0,1.9,8,01111711
21637,2015-11-18T15:00:00Z,35.7670,143.5000,24.2,0,2.2,7,01111711
21637,2015-11-18T16:00:00Z,35.7790,143.5600,24.2,0,2.3,7,01441711
21637,2015-11-18T17:00:00Z,35.7900,143.6250,24.2,0,2.2,7,01441711
21637,2015-11-18T18:00:00Z,35.7970,143.6930,24.2,0,2,7,01441711
21637,2015-11-18T19:00:00Z,35.7990,143.7630,24.1,0,2.2,7,01441711
21637,2015-11-18T20:00:00Z,35.7890,143.8310,24.1,0,2.3,7,01441711
21637,2015-11-18T21:00:00Z,35.7640,143.8820,24,0,2.8,7,01111711
21637,2015-11-18T22:00:00Z,35.7350,143.9250,23.7,0,4.3,8,01111711
21637,2015-11-18T23:00:00Z,35.7050,143.9620,23.5,0,4.9,9,01111711
21637,2015-11-19T00:00:00Z,35.6780,143.9920,23.6,0,4.8,9,01111711
21637,2015-11-19T01:00:00Z,35.6520,144.0200,23.6,0,4.4,9,01111711
21637,2015-11-19T02:00:00Z,35.6260,144.0430,23.5,0,4.4,9,01111711
21637,2015-11-19T03:00:00Z,35.6030,144.0610,23.5,0,5.1,10,01111711
21637,2015-11-19T04:00:00Z,35.5820,144.0800,23.4,0,3.9,9,01111711
21637,2015-11-19T05:00:00Z,35.5650,144.0950,23.4,0,4.6,9,01111711
21637,2015-11-19T06:00:00Z,35.5510,144.1110,23.3,0,4.4,9,01111711
21637,2015-11-19T07:00:00Z,35.5410,144.1260,23.2,0,3.8,9,01111711
21637,2015-11-19T08:00:00Z,35.5330,144.1410,23.2,0,4.5,10,01111711
21637,2015-11-19T09:00:00Z,35.5270,144.1590,23.1,0,4.1,10,01111711
21637,2015-11-19T10:00:00Z,35.5210,144.1770,23,0,4.8,10,01111711
21637,2015-11-19T11:00:00Z,35.5170,144.1970,23,0,4.7,9,01111711
21637,2015-11-19T12:00:00Z,35.5140,144.2210,22.9,0,4.5,10,01111711
21637,2015-11-19T13:00:00Z,35.5100,144.2480,22.9,0,3.8,9,01111711
21637,2015-11-19T14:00:00Z,35.5050,144.2760,22.8,0,4.5,10,01111711
21637,2015-11-19T15:00:00Z,35.4970,144.3050,22.8,0,4.1,10,01111711
21637,2015-11-19T16:00:00Z,35.4890,144.3350,22.8,0,4.2,10,01111711
21637,2015-11-19T17:00:00Z,35.4770,144.3660,22.8,0,4.3,10,01111711
21637,2015-11-19T18:00:00Z,35.4650,144.3960,22.7,0,3.8,9,01111711
21637,2015-11-19T19:00:00Z,35.4550,144.4280,22.7,0,3.7,9,01111711
21637,2015-11-19T20:00:00Z,35.4430,144.4590,22.8,0,3.5,9,01111711
