PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5300581,70862,2015-11-01T00:00:00Z,24.2550,123.1890,0,-8,-3.8,-0.13,-0.07,26.68,0.5,313,15,0.052,0.273,0011171111171111
5300581,70862,2015-11-01T03:00:00Z,24.2760,123.2040,0,-7,-3.9,-0.09,-0.06,26.69,0.5,313,15,0.038,0.026,0011171111171111
5300581,70862,2015-11-01T06:00:00Z,24.2600,123.1970,0,-6.4,-5.4,-0.09,-0.07,26.68,0.5,313,15,-0.159,-0.123,0011171111171111
5300581,70862,2015-11-01T09:00:00Z,24.2520,123.1700,0,-6.9,-6.1,-0.1,-0.08,26.66,0.5,313,15,-0.174,0.077,0011171111171111
5300581,70862,2015-11-01T12:00:00Z,24.2750,123.1600,0,-7,-4.3,-0.1,-0.08,26.63,0.5,313,15,-0.009,0.221,0011171111171111
5300581,70862,2015-11-01T15:00:00Z,24.2950,123.1680,0,-7.8,-3.3,-0.09,-0.04,26.61,0.5,313,15,0.07,0.051,0011171111171111
5300581,70862,2015-11-01T18:00:00Z,24.2850,123.1750,0,-6.2,-3.1,-0.08,-0.04,26.61,0.5,313,15,-0.042,-0.134,0011171111171111
5300581,70862,2015-11-01T21:00:00Z,24.2690,123.1590,0,-4.9,-4.9,-0.05,-0.06,26.6,0.5,313,15,-0.159,-0.031,0011171111171111
5300581,70862,2015-11-02T00:00:00Z,24.2790,123.1410,0,-5.3,-6.8,-0.06,-0.08,26.59,0.5,313,15,-0.113,0.195,0011171111171111
5300581,70862,2015-11-02T03:00:00Z,24.3070,123.1350,0,-4.4,-7,-0.08,-0.12,26.59,0.5,313,15,-0.014,0.139,0011171111171111
5300581,70862,2015-11-02T06:00:00Z,24.3060,123.1380,0,-5.9,-9.4,-0.11,-0.17,26.57,0.5,313,15,-0.084,-0.103,0011171111171111
